TOA5,,23644,CR1000.Std.16,CPU:ESTACION_CIE_ver36.CR1,24662,General,,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,,W/m2,W/m2,W/m2,W/m2,Deg C,%,meters/second,mbar
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
25/03/2010 01:10,11714,0,0,0,0.001,20.55,30.66,0.644,873.9328
25/03/2010 01:20,11715,0.002,0.038,0,0.001,20.49,30.62,1.691,873.9175
25/03/2010 01:30,11716,0,0.019,0,0.002,20.23,32.19,1.886,873.9578
25/03/2010 01:40,11717,0,0.001,0,0.001,19.66,33.49,2.149,873.9417
25/03/2010 01:50,11718,0,0,0,0,19.52,33.69,1.664,873.949
25/03/2010 02:00,11719,0.941,0.234,0.002,0.001,20.28,32.67,1.94,873.7042
25/03/2010 02:10,11720,0.429,0.097,0,0.002,20.18,33.52,1.708,873.7205
25/03/2010 02:20,11721,0.301,0.204,0,0.002,20.06,33.42,2.2,873.7122
25/03/2010 02:30,11722,0.304,0.073,0,0.001,20.02,32.6,1.615,873.713
25/03/2010 02:40,11723,0.074,0.004,0.029,0,20.15,29.6,0.395,873.7045
25/03/2010 02:50,11724,0.042,0.029,0.137,0,20.21,31.47,0.451,873.8671
25/03/2010 03:00,11725,0.199,0.145,0.115,0.001,20.08,33.73,1.92,873.7133
25/03/2010 03:10,11726,0.083,0.061,0.001,0,19.95,33.18,1.342,873.9171
25/03/2010 03:20,11727,0,0.018,0,0.001,19.44,34.03,1.953,873.9332
25/03/2010 03:30,11728,0,0.056,0,0,18.89,36.59,2.856,874.0392
25/03/2010 03:40,11729,0,0.012,0,0,19.01,37.48,2.43,874.0161
25/03/2010 03:50,11730,0.131,0.07,0,0,19.1,34.95,2.194,873.9169
25/03/2010 04:00,11731,0.162,0.059,0,0,19.28,35.94,1.833,874.0972
25/03/2010 04:10,11732,0.256,0.095,0,0.001,19.19,34.99,2.146,874.2028
25/03/2010 04:20,11733,0.098,0.036,0,0,19.03,37.2,2.323,874.172
25/03/2010 04:30,11734,0,0.001,0,0,18.58,36.56,2.604,874.3671
25/03/2010 04:40,11735,0.009,0.038,0,0,18.69,36.11,2.668,874.424
25/03/2010 04:50,11736,0,0,0,0,18.54,37.07,2.633,874.4005
25/03/2010 05:00,11737,0.213,0.071,0,0.001,18.5,36.52,2.55,874.465
25/03/2010 05:10,11738,0.001,0,0,0.001,18.12,39.08,2.513,874.7403
25/03/2010 05:20,11739,0,0.001,0,0,18.03,37.55,2.408,874.7872
25/03/2010 05:30,11740,0.007,0.002,0,0,18.1,39.15,2.419,874.8479
25/03/2010 05:40,11741,0,0.001,0,0,17.84,40.14,2.698,875.0196
25/03/2010 05:50,11742,0,0.001,0,0.001,17.5,41.61,2.663,875.0875
25/03/2010 06:00,11743,0,0.001,0,0,17.4,41.13,2.391,875.1837
25/03/2010 06:10,11744,0,0.002,0,0.001,17.4,40.58,2.232,875.1937
25/03/2010 06:20,11745,0.066,0.163,0,0.013,17.47,39.6,2.404,875.4686
25/03/2010 06:30,11746,0.017,1.085,0.658,0.068,17.5,40.48,2.478,875.574
25/03/2010 06:40,11747,0,3.977,3.161,0.333,17.3,40.48,2.715,875.5554
25/03/2010 06:50,11748,48.64,15.63,10.21,0.937,17.43,39.29,1.983,875.7728
25/03/2010 07:00,11749,295.2,49.5,20.03,1.842,17.72,38.2,2.253,875.8359
25/03/2010 07:10,11750,412.9,82.4,26.98,2.975,18.32,35.67,2.451,875.8862
25/03/2010 07:20,11751,508.7,120.4,33.06,4.295,18.79,34.68,2.261,875.9844
25/03/2010 07:30,11752,579.2,159.5,38.25,5.78,19.34,32.09,1.19,876.0034
25/03/2010 07:40,11753,638.1,200.5,43.17,7.429,20.53,32.98,0.338,876.1808
25/03/2010 07:50,11754,693,243.6,47.37,9.24,21.87,28.68,0.193,876.1595
25/03/2010 08:00,11755,736,286.1,51.36,11.18,23.75,26.87,0,876.259
25/03/2010 08:10,11756,770.7,328.9,54.02,13.21,23.14,27.11,0.23,876.4457
25/03/2010 08:20,11757,798.4,371,55.94,15.26,22.73,32.84,0.656,876.3885
25/03/2010 08:30,11758,821,411.8,58.65,17.48,22.97,29.39,0.332,876.6185
25/03/2010 08:40,11759,848,454.2,61.58,19.92,23.43,27.01,0.76,876.7491
25/03/2010 08:50,11760,867,494.5,63.98,22.25,23.48,27.62,0.982,876.9274
25/03/2010 09:00,11761,885,533,65.65,24.55,23.17,29.05,1.144,877.005
25/03/2010 09:10,11762,891,567.5,68.15,26.5,23.19,27.96,0.852,876.8921
25/03/2010 09:20,11763,910,604,70.24,28.81,23.72,28.4,0.788,877.1749
25/03/2010 09:30,11764,923,638.6,72.21,30.93,24.1,27.51,0.83,877.1374
25/03/2010 09:40,11765,930,670,74.42,32.78,24.87,26.73,0.471,877.0734
25/03/2010 09:50,11766,951,707.8,74.65,35.24,24.32,28.06,1.574,877.1362
25/03/2010 10:00,11767,959,738.7,76.25,37.15,25.04,24.99,0.886,876.8932
25/03/2010 10:10,11768,974,770.7,76.77,39.16,25.6,22.57,0.73,876.9182
25/03/2010 10:20,11769,976,793.8,77.98,40.61,25.43,24,1.117,877.079
25/03/2010 10:30,11770,980,820,80,42.28,25.54,23.08,0.803,876.7996
25/03/2010 10:40,11771,978,844,81.9,43.63,25.29,24.48,2.801,876.899
25/03/2010 10:50,11772,980,864,82.7,44.82,25.87,22.84,1.479,876.702
25/03/2010 11:00,11773,995,889,82.5,46.67,26.19,21.48,1.389,876.5961
25/03/2010 11:10,11774,994,905,83.5,47.68,26.46,20.56,1.324,876.4482
25/03/2010 11:20,11775,1001,924,82.9,49.02,26.37,20.21,1.803,876.2758
25/03/2010 11:30,11776,1015,946,81.2,50.57,26.76,18.71,2.858,876.2369
25/03/2010 11:40,11777,1024,962,80.7,51.61,27.38,17.76,1.563,876.2267
25/03/2010 11:50,11778,1030,976,81.5,52.57,27.03,17.83,2.199,875.8683
25/03/2010 12:00,11779,1021,977,83.1,52.65,27.78,15.89,2.536,875.8008
25/03/2010 12:10,11780,1019,984,83.7,53.05,27.85,15.85,1.61,875.5905
25/03/2010 12:20,11781,1019,992,84.9,53.35,27.74,13.16,2.429,875.4993
25/03/2010 12:30,11782,1017,994,86.6,53.51,27.76,14.39,1.953,875.3845
25/03/2010 12:40,11783,1014,991,87.7,53.34,28.04,13.84,1.414,875.1229
25/03/2010 12:50,11784,1008,990,89.3,52.89,28.44,14.69,2.771,874.7295
25/03/2010 13:00,11785,995,984,92,52.29,28.49,14.49,2.224,874.583
25/03/2010 13:10,11786,993,980,92.3,51.75,29.34,14.45,1.678,874.4769
25/03/2010 13:20,11787,992,976,92.6,51.26,29.09,13.91,2.255,874.0672
25/03/2010 13:30,11788,985,968,94.2,50.52,29.1,14.39,1.97,873.9618
25/03/2010 13:40,11789,970,951,96.2,49.04,29.43,14.73,1.469,873.8545
25/03/2010 13:50,11790,958,931,95.7,47.83,29.65,13.77,2.277,873.4622
25/03/2010 14:00,11791,973,929,93.7,47.93,30.44,13.77,1.41,873.3632
25/03/2010 14:10,11792,965,910,92.4,46.71,30.53,13.6,1.929,872.9054
25/03/2010 14:20,11793,962,893,90.8,45.6,30.92,13.12,1.521,872.7595
25/03/2010 14:30,11794,956,875,91.1,44.33,30.94,13.36,1.441,872.4968
25/03/2010 14:40,11795,967,863,88.5,43.57,31.71,13.02,1.345,872.4875
25/03/2010 14:50,11796,957,838,86.5,41.98,31.38,12.75,2.475,872.2678
25/03/2010 15:00,11797,944,812,85.7,40.57,30.6,12.89,4.504,872.1451
25/03/2010 15:10,11798,950,789.8,83,39.42,30.92,13.36,4.094,871.9333
25/03/2010 15:20,11799,946,761.3,78.83,37.81,30.74,12.31,3.216,872.0211
25/03/2010 15:30,11800,943,731.7,75.93,36.05,31.51,12.58,2.582,871.7043
25/03/2010 15:40,11801,937,702.2,74.23,34.3,31.52,12,2.143,871.5472
25/03/2010 15:50,11802,935,673,72.45,32.43,31.96,12.58,3.198,871.5319
25/03/2010 16:00,11803,923,638,70.13,30.44,31.57,12.37,4.371,871.3432
25/03/2010 16:10,11804,911,601.9,67.93,28.46,31.36,12.24,3.994,871.1877
25/03/2010 16:20,11805,900,564.9,66.47,26.29,31.98,12.58,3.566,871.098
25/03/2010 16:30,11806,879,524.3,64.26,24.02,31.94,13.06,2.805,871.04
25/03/2010 16:40,11807,866,485.8,62.33,21.88,31.89,13.06,4.295,870.8935
25/03/2010 16:50,11808,847,445.2,59.78,19.71,31.85,12.99,3.346,870.6567
25/03/2010 17:00,11809,828,404.2,57.47,17.54,31.89,12.51,4.767,870.7704
25/03/2010 17:10,11810,807,363.5,55.31,15.42,32.04,13.02,3.461,870.6392
25/03/2010 17:20,11811,764.9,317.7,53.19,13.16,31.89,13.06,3.874,870.7393
25/03/2010 17:30,11812,735.8,276.2,50.53,11.15,31.8,12.72,3.665,870.7787
25/03/2010 17:40,11813,691,231.3,46.21,9.18,31.82,12.82,3.568,870.9265
25/03/2010 17:50,11814,631.5,186.6,42.36,7.309,31.78,12.72,3.03,870.9592
25/03/2010 18:00,11815,579.2,147.2,38.32,5.679,31.85,12.92,2.783,871.024
25/03/2010 18:10,11816,504.2,107.6,33.17,4.19,31.63,12.85,3.092,870.8608
25/03/2010 18:20,11817,428,73.24,27.65,2.889,31.23,12.99,2.993,870.8441
25/03/2010 18:30,11818,297.9,40.88,20.81,1.799,30.98,12.68,3.161,870.8604
25/03/2010 18:40,11819,2.255,13.62,11.78,0.917,30.49,12.54,3.129,870.9262
25/03/2010 18:50,11820,0,5.632,4.895,0.325,30.3,12.44,3.562,871.0503
25/03/2010 19:00,11821,0,1.22,0.845,0.066,30,13.84,2.833,871.1789
25/03/2010 19:10,11822,0,0.133,0,0.019,29.56,14.42,3.291,871.2129
25/03/2010 19:20,11823,0,0,0,0.006,29.16,14.86,2.863,871.3027
25/03/2010 19:30,11824,0,0,0,0.004,28.76,15.2,2.683,871.4594
25/03/2010 19:40,11825,0,0,0,0.001,28.34,15.68,2.17,871.6566
25/03/2010 19:50,11826,0,0,0,0.003,27.78,16.23,1.88,871.7655
25/03/2010 20:00,11827,0,0,0,0.004,27.37,16.02,2.143,871.9948
25/03/2010 20:10,11828,0,0,0,0.005,27.24,16.06,2.159,872.0705
25/03/2010 20:20,11829,0,0,0,0.004,26.63,16.23,1.353,872.2565
25/03/2010 20:30,11830,0,0,0,0.004,25.55,15.41,1.933,872.5208
25/03/2010 20:40,11831,0,0,0.091,0.001,24.86,16.23,2.041,872.486
25/03/2010 20:50,11832,0,0,0,0.003,24.5,20.66,1.502,872.5682
25/03/2010 21:00,11833,0,0.001,0,0.003,24.06,18.55,1.631,872.7431
25/03/2010 21:10,11834,0,0.107,0,0.005,24.52,19.3,2.071,872.8793
25/03/2010 21:20,11835,0,0.022,0,0.005,23.8,21.76,2.434,873.171
25/03/2010 21:30,11836,0.127,0.197,0,0.005,23.74,20.22,2.426,873.2182
25/03/2010 21:40,11837,0.079,0.091,0,0.007,23.92,21.45,2.449,873.1971
25/03/2010 21:50,11838,0,0.048,0,0.003,23.32,21.24,2.49,873.394
25/03/2010 22:00,11839,0.051,0.013,0.029,0.003,23.37,21.99,1.71,873.6628
25/03/2010 22:10,11840,0,0.014,0.08,0.005,23.31,21.38,1.27,873.664
25/03/2010 22:20,11841,0.1,0.108,0.074,0.004,23.42,21.21,1.46,873.6218
25/03/2010 22:30,11842,0.028,0.131,0,0.004,23.07,23.77,2.471,873.6721
25/03/2010 22:40,11843,0,0.046,0,0.001,22.17,22.57,2.64,873.9167
25/03/2010 22:50,11844,0,0.009,0,0.003,22.02,24.69,1.096,873.8772
25/03/2010 23:00,11845,0,0,0,0.002,21.37,26.46,0.644,874.0477
25/03/2010 23:10,11846,0,0.004,0,0.001,21.28,25.61,1.065,874.2939
25/03/2010 23:20,11847,0,0.014,0.087,0.002,20.94,26.91,2.184,874.2361
25/03/2010 23:30,11848,0.204,0.216,0.04,0.003,21.13,24.69,2.303,874.293
25/03/2010 23:40,11849,0.12,0.173,0,0.002,21.03,26.09,2.821,874.3921
25/03/2010 23:50,11850,0.082,0.079,0,0.003,20.29,25.85,3.061,874.3834
26/03/2010 00:00,11851,0.022,0.064,0,0.003,20.12,25.27,3.121,874.3101
26/03/2010 00:10,11852,0.232,0.148,0,0.005,20.25,25.17,3.065,874.3096
26/03/2010 00:20,11853,0.295,0.159,0,0.004,20.18,23.77,3.113,874.2926
26/03/2010 00:30,11854,0.396,0.063,0,0.001,20.22,23.39,2.783,874.2771
26/03/2010 00:40,11855,0.08,0.041,0,0.002,20.02,23.9,1.841,874.2692
26/03/2010 00:50,11856,0.164,0.152,0,0.003,20.12,23.39,1.892,874.2122
26/03/2010 01:00,11857,0.16,0.18,0,0.002,20.03,22.81,2.781,874.2604
26/03/2010 01:10,11858,0.239,0.13,0,0.003,19.93,22.37,2.68,874.1456
26/03/2010 01:20,11859,0.45,0.068,0,0.001,20.2,22.03,2.364,874.0236
26/03/2010 01:30,11860,0.383,0.103,0,0.001,20.17,21.31,2.033,873.9654
26/03/2010 01:40,11861,0.5,0.131,0,0,20.27,19.91,2.195,873.8923
26/03/2010 01:50,11862,0.378,0,0,0.001,20.22,22.75,1.816,873.8185
26/03/2010 02:00,11863,0,0,0,0.001,19.41,24.18,1.804,873.7538
26/03/2010 02:10,11864,0,0,0,0.001,19.09,25.64,1.058,873.7206
26/03/2010 02:20,11865,0,0,0,0,18.91,25.78,0,873.8267
26/03/2010 02:30,11866,0,0,0.297,0,19.11,26.16,0.425,873.7291
26/03/2010 02:40,11867,0,0,0.016,0,18.27,28.58,1.17,873.8187
26/03/2010 02:50,11868,0.023,0.173,0.079,0,18.47,27.18,1.811,873.6877
26/03/2010 03:00,11869,0.31,0.186,0.02,0,18.82,27.21,1.728,873.7625
26/03/2010 03:10,11870,0.833,0.303,0.009,0,19.07,26.87,2.454,873.6379
26/03/2010 03:20,11871,0.352,0.162,0,0.001,18.82,27.66,2.921,873.7448
26/03/2010 03:30,11872,0.331,0.145,0,0,18.94,29.77,3.271,873.7133
26/03/2010 03:40,11873,0.022,0.024,0,0,18.6,29.43,3.035,873.8033
26/03/2010 03:50,11874,0.076,0.022,0,0,18.66,30.49,2.604,873.7294
26/03/2010 04:00,11875,0,0,0.027,0,18.37,29.53,0.368,873.9468
26/03/2010 04:10,11876,0.001,0.006,0.078,0,18.4,31.61,1.426,873.9615
26/03/2010 04:20,11877,0.104,0.118,0,0,18.14,31.24,2.46,873.9694
26/03/2010 04:30,11878,0.282,0.167,0,0,18.42,31.27,2.818,874.1965
26/03/2010 04:40,11879,0.174,0.027,0,0.001,18.35,32.67,3.248,874.1913
26/03/2010 04:50,11880,0,0.018,0,0.001,17.87,32.81,3.053,874.2646
26/03/2010 05:00,11881,0,0,0,0,17.81,33.22,2.905,874.1547
26/03/2010 05:10,11882,0.007,0.035,0,0,17.88,33.52,3.003,874.3431
26/03/2010 05:20,11883,0.209,0.046,0,0,17.96,32.4,3.215,874.355
26/03/2010 05:30,11884,0.194,0.036,0,0,18,32.16,3.069,874.4621
26/03/2010 05:40,11885,0.005,0.013,0,0,17.75,32.02,3.188,874.6011
26/03/2010 05:50,11886,0.552,0.062,0,0,18.19,30.69,3.229,874.7592
26/03/2010 06:00,11887,0.474,0.041,0,0,18.34,31.21,3.285,874.9594
26/03/2010 06:10,11888,0.116,0.001,0,0.001,18.26,31.48,2.984,875.0295
26/03/2010 06:20,11889,0.031,0.239,0,0.018,18.26,31.82,2.758,875.1443
26/03/2010 06:30,11890,0,1.577,1.078,0.08,18.14,32.43,2.504,875.2919
26/03/2010 06:40,11891,0,5.675,4.638,0.365,17.8,33.35,1.771,875.3354
26/03/2010 06:50,11892,53.06,18.58,11.78,0.992,17.68,33.32,1.85,875.4838
26/03/2010 07:00,11893,316.1,52.36,20.81,1.91,17.95,32.77,2.435,875.6512
26/03/2010 07:10,11894,431.7,85.9,27.65,3.04,18.36,31.75,2.536,875.6893
26/03/2010 07:20,11895,515,122.6,33.56,4.364,19.14,31.2,2.473,875.7383
26/03/2010 07:30,11896,582.7,161.9,38.65,5.886,19.81,30.52,1.681,875.9205
26/03/2010 07:40,11897,643.3,203.2,43.15,7.606,21.01,28.85,0.343,875.9556
26/03/2010 07:50,11898,694.7,245.4,47.13,9.49,22.07,28.3,0.542,876.2254
26/03/2010 08:00,11899,733.9,286.9,50.51,11.52,22.74,27.55,0.653,876.1185
26/03/2010 08:10,11900,757.7,327.8,54.89,13.53,24.23,25.54,0.002,876.2503
26/03/2010 08:20,11901,784.7,369.8,59.09,15.66,24.6,24.35,0.276,876.4628
26/03/2010 08:30,11902,808,411,61.58,17.85,24.56,25.34,0.756,876.749
26/03/2010 08:40,11903,829,451.3,63.83,20.02,24.79,25.88,0.379,876.7614
26/03/2010 08:50,11904,854,492.7,65.13,22.25,24.93,29.53,0.623,876.754
26/03/2010 09:00,11905,869,530.9,67.43,24.47,24.76,29.05,0.638,876.6486
26/03/2010 09:10,11906,887,568.1,69.85,26.77,25.26,30.14,0.707,876.754
26/03/2010 09:20,11907,900,603,70.64,29,24.56,32.18,1.746,876.62
26/03/2010 09:30,11908,905,632.8,72.63,30.72,24.63,30.95,1.965,876.4802
26/03/2010 09:40,11909,912,664.7,75.46,32.64,24.4,30.68,2.35,876.5516
26/03/2010 09:50,11910,931,700.5,75.51,35.09,24.61,30.88,2.647,876.3852
26/03/2010 10:00,11911,930,725.2,78.51,36.59,24.66,32.15,2.31,876.5383
26/03/2010 10:10,11912,935,754.2,81.3,38.43,24.84,33.51,2.711,876.523
26/03/2010 10:20,11913,941,781,81.9,40.35,24.6,33.82,2.608,876.3048
26/03/2010 10:30,11914,950,808,83,42.18,24.89,33.44,2.551,876.3094
26/03/2010 10:40,11915,959,833,83.9,43.7,25.71,31.46,1.895,876.3496
26/03/2010 10:50,11916,962,849,86.2,44.57,25.25,32.59,2.883,876.1631
26/03/2010 11:00,11917,977,880,87.5,46.55,25.76,30.85,2.378,875.924
26/03/2010 11:10,11918,990,905,85.9,48.31,25.69,31.19,2.802,875.9329
26/03/2010 11:20,11919,999,925,84.7,49.62,25.69,30.92,2.328,875.5167
26/03/2010 11:30,11920,1002,938,85.1,50.4,26.64,29.76,1.602,875.605
26/03/2010 11:40,11921,1011,956,84.3,51.55,26.45,28.94,2.718,875.2296
26/03/2010 11:50,11922,1012,967,86.5,52.29,27.01,24.85,1.275,875.1885
26/03/2010 12:00,11923,1001,967,89.3,52.16,27.78,26.15,1.313,875.04
26/03/2010 12:10,11924,1004,975,89.8,52.56,28.15,26.01,1.531,874.6821
26/03/2010 12:20,11925,1014,990,89.5,53.48,27.63,25.57,2.085,874.64
26/03/2010 12:30,11926,1017,996,90.6,53.89,28.16,24.51,1.528,874.3127
26/03/2010 12:40,11927,1000,988,92,53.23,27.9,23.35,3.17,873.9604
26/03/2010 12:50,11928,986,979,94.7,52.53,28.87,22.36,1.258,873.855
26/03/2010 13:00,11929,992,983,95.4,52.76,28.83,22.36,2.783,873.5197
26/03/2010 13:10,11930,992,981,95.1,52.57,29.08,22.06,2.424,873.3633
26/03/2010 13:20,11931,984,971,94.1,51.97,29,20.86,3.563,873.0045
26/03/2010 13:30,11932,994,971,92,52,29.12,21.03,3.216,872.8159
26/03/2010 13:40,11933,994,961,91,51.34,29.89,20.35,3.575,872.6522
26/03/2010 13:50,11934,984,945,90.3,50.39,29.61,20.35,3.83,872.4054
26/03/2010 14:00,11935,947,911,93.2,48.6,30.01,18.75,3.412,872.1215
26/03/2010 14:10,11936,951,901,92.8,47.99,30.4,18.37,3.521,871.8338
26/03/2010 14:20,11937,982,901,85.3,47.61,30.52,17.86,3.911,871.7195
26/03/2010 14:30,11938,977,880,83.9,46.2,31.06,17.35,2.748,871.5559
26/03/2010 14:40,11939,971,858,83.1,44.6,31.34,16.53,2.765,871.1714
26/03/2010 14:50,11940,973,838,80.3,43.48,31.51,15.31,4.144,871.2521
26/03/2010 15:00,11941,967,813,79.19,41.99,31.41,15.95,3.594,870.9681
26/03/2010 15:10,11942,967,789.1,77.33,40.42,31.84,14.9,1.965,870.8195
26/03/2010 15:20,11943,960,760.9,75.98,38.66,31.48,15.95,4.204,870.8187
26/03/2010 15:30,11944,938,723.7,75.91,36.46,31.44,16.09,4.689,870.3542
26/03/2010 15:40,11945,933,695.4,74.84,34.84,31.33,16.33,4.701,870.2299
26/03/2010 15:50,11946,918,660.6,74.6,32.68,31.53,18.31,4.4,870.2479
26/03/2010 16:00,11947,905,626.2,73.47,30.54,31.59,18.27,4.214,870.165
26/03/2010 16:10,11948,893,592,72.4,28.45,31.8,18.14,3.573,870.1164
26/03/2010 16:20,11949,879,554.3,69.64,26.21,32.1,16.06,2.956,869.9523
26/03/2010 16:30,11950,871,519.5,67.36,24.12,32.24,17.11,3.387,869.9442
26/03/2010 16:40,11951,840,475.5,66.1,21.69,32.3,15.48,3.53,869.8135
26/03/2010 16:50,11952,822,437.1,64.55,19.61,32.22,16.06,5.01,869.7562
26/03/2010 17:00,11953,812,399.8,60.96,17.65,32.08,15.17,4.695,869.7154
26/03/2010 17:10,11954,798.3,360.7,57.82,15.53,32.49,14.01,4.667,869.8131
26/03/2010 17:20,11955,777,320.8,54.71,13.45,32.91,14.04,3.138,869.6914
26/03/2010 17:30,11956,741.9,278,51.62,11.38,32.72,13.84,4.691,869.928
26/03/2010 17:40,11957,705.4,236.7,48.44,9.46,31.99,14.39,5.385,869.9357
26/03/2010 17:50,11958,653.3,193.7,45.22,7.592,31.73,14.56,5.685,869.8625
26/03/2010 18:00,11959,555.5,145.5,40.48,5.838,31.49,14.73,5.54,869.9132
26/03/2010 18:10,11960,392.1,90.9,32.1,4.089,31.03,15.03,5.566,870.14
26/03/2010 18:20,11961,426.6,77.69,31.99,2.83,30.96,14.32,4.467,870.2562
26/03/2010 18:30,11962,292.9,49.98,29.17,1.854,30.81,13.74,5.319,870.4441
26/03/2010 18:40,11963,1.937,20.71,17.08,0.966,30.42,14.08,4.467,870.4844
26/03/2010 18:50,11964,0,8.07,6.321,0.334,30.08,14.11,3.949,870.7543
26/03/2010 19:00,11965,0,2.157,1.401,0.07,29.77,14.56,3.284,870.9589
26/03/2010 19:10,11966,0,0.034,0,0.018,29.43,15.2,3.421,871.1323
26/03/2010 19:20,11967,0,0,0,0.005,29.09,15.92,3.642,871.2534
26/03/2010 19:30,11968,0,0,0,0.003,28.79,17.21,3.36,871.4168
26/03/2010 19:40,11969,0,0,0,0.004,28.51,18.75,3.749,871.4429
26/03/2010 19:50,11970,0,0,0,0.005,28.32,19.4,3.655,871.7963
26/03/2010 20:00,11971,0,0,0,0.002,28.06,19.98,3.982,871.8617
26/03/2010 20:10,11972,0,0,0,0.004,27.89,20.45,3.666,872.0194
26/03/2010 20:20,11973,0,0,0,0.004,27.68,20.66,3.156,872.0934
26/03/2010 20:30,11974,0,0,0,0.002,27.48,20.97,2.418,872.3095
26/03/2010 20:40,11975,0,0,0,0.004,27.25,21.44,2.741,872.4303
26/03/2010 20:50,11976,0,0,0,0.004,26.99,22.09,1.994,872.8215
26/03/2010 21:00,11977,0,0,0,0.003,26.56,23.42,0.779,872.8502
26/03/2010 21:10,11978,0,0,0,0.003,25.91,24.82,0.878,872.9557
26/03/2010 21:20,11979,0,0,0,0.002,24.36,26.22,1.859,873.1735
26/03/2010 21:30,11980,0,0,0,0.002,24.09,26.25,0.827,873.1439
26/03/2010 21:40,11981,0,0,0.092,0.003,23.8,26.9,0.637,873.2771
26/03/2010 21:50,11982,0,0,0,0.004,23.22,26.84,1.855,873.4329
26/03/2010 22:00,11983,0,0.041,0,0.003,23.23,27.55,2.32,873.6498
26/03/2010 22:10,11984,0.091,0.058,0.005,0.003,23.24,26.29,1.726,873.8184
26/03/2010 22:20,11985,0.097,0.097,0.046,0.005,23.31,25.95,1.508,873.8194
26/03/2010 22:30,11986,0.35,0.127,0.009,0.006,23.29,24.08,1.946,873.9083
26/03/2010 22:40,11987,0.176,0.129,0,0.005,23,25.06,2.469,874.0321
26/03/2010 22:50,11988,0,0.01,0,0.003,22.43,26.67,2.528,874.1703
26/03/2010 23:00,11989,0,0,0,0.002,21.61,26.7,1.815,874.0321
26/03/2010 23:10,11990,0.213,0.064,0,0.003,22.34,26.56,2.059,874.2192
26/03/2010 23:20,11991,0.267,0.027,0,0.003,22.15,26.94,2.179,874.3917
26/03/2010 23:30,11992,0.23,0.058,0,0.001,21.99,28.03,1.856,874.2534
26/03/2010 23:40,11993,0.007,0.009,0,0,21.55,27.93,1.427,874.2525
26/03/2010 23:50,11994,0.853,0.139,0,0.001,22.2,27.55,2.218,874.3589
27/03/2010 00:00,11995,0.208,0,0,0.001,21.67,30.01,2.379,874.187
27/03/2010 00:10,11996,0,0.006,0,0,21.15,29.12,1.567,874.2201
27/03/2010 00:20,11997,0.04,0.027,0,0,21.42,29.43,1.816,874.4653
27/03/2010 00:30,11998,0,0,0,0,21.26,29.63,1.417,874.4565
27/03/2010 00:40,11999,0.593,0.041,0,0,21.47,28.68,1.949,874.2369
27/03/2010 00:50,12000,0.463,0.028,0,0.001,21.53,28.95,1.459,874.301
27/03/2010 01:00,12001,0.404,0.094,0,0.001,21.53,28.78,1.532,874.1051
27/03/2010 01:10,12002,0.32,0.001,0,0.001,21.48,28.34,1.604,874.0485
27/03/2010 01:20,12003,0.11,0,0,0.001,21.31,29.53,1.59,874.2025
27/03/2010 01:30,12004,0,0,0,0,20.76,30.93,2.08,874.0647
27/03/2010 01:40,12005,0,0,0,0,20.48,30.86,1.48,873.991
27/03/2010 01:50,12006,0,0,0.059,0,20.69,29.91,0.636,873.8837
27/03/2010 02:00,12007,0,0.012,0.115,0,20.88,30.14,0.951,873.7776
27/03/2010 02:10,12008,0.188,0.034,0,0,20.72,29.63,1.894,873.7693
27/03/2010 02:20,12009,0.146,0.02,0,0,20.51,30.86,2.223,873.6472
27/03/2010 02:30,12010,0,0.002,0.015,0,20.36,30.86,1.825,873.6547
27/03/2010 02:40,12011,0,0.026,0,0,20.24,30.62,2.019,873.5405
27/03/2010 02:50,12012,0.156,0.035,0,0,20.28,31.44,2.32,873.5247
27/03/2010 03:00,12013,0,0.006,0,0.001,19.92,32.09,2.031,873.4584
27/03/2010 03:10,12014,0.055,0.051,0.001,0,19.92,31.37,1.713,873.4669
27/03/2010 03:20,12015,0,0.002,0,0,19.82,31.2,1.675,873.3845
27/03/2010 03:30,12016,0,0.022,0,0,19.76,31.07,1.778,873.3359
27/03/2010 03:40,12017,0.026,0.026,0,0,19.77,30.69,1.582,873.3856
27/03/2010 03:50,12018,0.184,0.112,0,0,19.85,30.42,2.45,873.4999
27/03/2010 04:00,12019,0.283,0.018,0,0,19.83,30.72,2.299,873.5321
27/03/2010 04:10,12020,0.494,0.017,0,0,20.02,30.45,2.333,873.549
27/03/2010 04:20,12021,0.237,0.084,0,0,19.98,31.41,2.047,873.6299
27/03/2010 04:30,12022,0,0.005,0,0,19.7,31.1,1.695,873.4921
27/03/2010 04:40,12023,0,0,0,0,19.64,30.9,1.826,873.6713
27/03/2010 04:50,12024,0,0,0,0,19.6,31.82,2.078,873.753
27/03/2010 05:00,12025,0,0.006,0,0,19.06,31.71,1.946,873.8034
27/03/2010 05:10,12026,0,0,0,0,19.29,31.68,1.776,874.072
27/03/2010 05:20,12027,0,0.001,0,0,19.24,31.65,1.084,873.917
27/03/2010 05:30,12028,0,0,0,0,19.28,32.09,0.241,874.1381
27/03/2010 05:40,12029,0,0,0.096,0,18.93,32.5,0.26,874.2615
27/03/2010 05:50,12030,0,0,0,0,18.43,33.62,0.463,874.2847
