TIMESTAMP,RECORD,I_glo_Avg,I_dir_Avg,I_dif_Calc,AirTC_Avg,RH,WS_ms_Avg,WindDir,CS106_PB_Avg,Rain_mm_Tot
31/01/2023 03:40,4343,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 03:50,4344,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 04:00,4345,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 04:10,4346,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 04:20,4347,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 04:30,4348,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 04:40,4349,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 04:50,4350,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 05:00,4351,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 05:10,4352,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 05:20,4353,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 05:30,4354,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 05:40,4355,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 05:50,4356,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 06:00,4357,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 06:10,4358,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 06:20,4359,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 06:30,4360,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 06:40,4361,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 06:50,4362,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 07:00,4363,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 07:10,4364,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 07:20,4365,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 07:30,4366,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 07:40,4367,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 07:50,4368,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 08:00,4369,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 08:10,4370,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 08:20,4371,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 08:30,4372,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 08:40,4373,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 08:50,4374,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 09:00,4375,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 09:10,4376,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 09:20,4377,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 09:30,4378,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 09:40,4379,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 09:50,4380,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 10:00,4381,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 10:10,4382,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 10:20,4383,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 10:30,4384,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 10:40,4385,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 10:50,4386,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 11:00,4387,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 11:10,4388,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 11:20,4389,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 11:30,4390,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 11:40,4391,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 11:50,4392,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 12:00,4393,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 12:10,4394,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 12:20,4395,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 12:30,4396,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 12:40,4397,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 12:50,4398,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 13:00,4399,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 13:10,4400,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 13:20,4401,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 13:30,4402,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 13:40,4403,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 13:50,4404,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 14:00,4405,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 14:10,4406,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 14:20,4407,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 14:30,4408,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 14:40,4409,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 14:50,4410,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 15:00,4411,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 15:10,4412,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 15:20,4413,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 15:30,4414,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 15:40,4415,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 15:50,4416,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 16:00,4417,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 16:10,4418,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 16:20,4419,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 16:30,4420,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 16:40,4421,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 16:50,4422,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 17:00,4423,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 17:10,4424,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 17:20,4425,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 17:30,4426,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 17:40,4427,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 17:50,4428,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 18:00,4429,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 18:10,4430,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 18:20,4431,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 18:30,4432,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 18:40,4433,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 18:50,4434,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 19:00,4435,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 19:10,4436,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 19:20,4437,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 19:30,4438,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 19:40,4439,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 19:50,4440,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 20:00,4441,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 20:10,4442,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 20:20,4443,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 20:30,4444,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 20:40,4445,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 20:50,4446,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 21:00,4447,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 21:10,4448,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 21:20,4449,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 21:30,4450,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 21:40,4451,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 21:50,4452,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 22:00,4453,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 22:10,4454,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 22:20,4455,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 22:30,4456,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 22:40,4457,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 22:50,4458,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 23:00,4459,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 23:10,4460,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 23:20,4461,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 23:30,4462,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 23:40,4463,NA,NA,NA,NA,NA,NA,NA,NA,-
31/01/2023 23:50,4464,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 00:00,4465,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 00:10,4466,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 00:20,4467,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 00:30,4468,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 00:40,4469,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 00:50,4470,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 01:00,4471,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 01:10,4472,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 01:20,4473,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 01:30,4474,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 01:40,4475,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 01:50,4476,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 02:00,4477,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 02:10,4478,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 02:20,4479,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 02:30,4480,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 02:40,4481,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 02:50,4482,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 03:00,4483,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 03:10,4484,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 03:20,4485,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 03:30,4486,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 03:40,4487,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 03:50,4488,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 04:00,4489,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 04:10,4490,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 04:20,4491,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 04:30,4492,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 04:40,4493,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 04:50,4494,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 05:00,4495,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 05:10,4496,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 05:20,4497,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 05:30,4498,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 05:40,4499,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 05:50,4500,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 06:00,4501,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 06:10,4502,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 06:20,4503,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 06:30,4504,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 06:40,4505,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 06:50,4506,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 07:00,4507,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 07:10,4508,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 07:20,4509,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 07:30,4510,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 07:40,4511,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 07:50,4512,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 08:00,4513,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 08:10,4514,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 08:20,4515,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 08:30,4516,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 08:40,4517,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 08:50,4518,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 09:00,4519,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 09:10,4520,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 09:20,4521,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 09:30,4522,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 09:40,4523,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 09:50,4524,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 10:00,4525,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 10:10,4526,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 10:20,4527,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 10:30,4528,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 10:40,4529,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 10:50,4530,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 11:00,4531,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 11:10,4532,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 11:20,4533,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 11:30,4534,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 11:40,4535,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 11:50,4536,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 12:00,4537,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 12:10,4538,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 12:20,4539,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 12:30,4540,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 12:40,4541,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 12:50,4542,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 13:00,4543,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 13:10,4544,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 13:20,4545,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 13:30,4546,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 13:40,4547,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 13:50,4548,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 14:00,4549,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 14:10,4550,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 14:20,4551,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 14:30,4552,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 14:40,4553,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 14:50,4554,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 15:00,4555,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 15:10,4556,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 15:20,4557,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 15:30,4558,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 15:40,4559,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 15:50,4560,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 16:00,4561,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 16:10,4562,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 16:20,4563,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 16:30,4564,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 16:40,4565,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 16:50,4566,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 17:00,4567,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 17:10,4568,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 17:20,4569,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 17:30,4570,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 17:40,4571,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 17:50,4572,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 18:00,4573,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 18:10,4574,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 18:20,4575,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 18:30,4576,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 18:40,4577,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 18:50,4578,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 19:00,4579,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 19:10,4580,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 19:20,4581,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 19:30,4582,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 19:40,4583,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 19:50,4584,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 20:00,4585,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 20:10,4586,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 20:20,4587,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 20:30,4588,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 20:40,4589,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 20:50,4590,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 21:00,4591,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 21:10,4592,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 21:20,4593,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 21:30,4594,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 21:40,4595,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 21:50,4596,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 22:00,4597,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 22:10,4598,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 22:20,4599,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 22:30,4600,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 22:40,4601,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 22:50,4602,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 23:00,4603,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 23:10,4604,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 23:20,4605,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 23:30,4606,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 23:40,4607,NA,NA,NA,NA,NA,NA,NA,NA,-
01/02/2023 23:50,4608,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 00:00,4609,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 00:10,4610,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 00:20,4611,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 00:30,4612,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 00:40,4613,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 00:50,4614,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 01:00,4615,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 01:10,4616,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 01:20,4617,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 01:30,4618,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 01:40,4619,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 01:50,4620,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 02:00,4621,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 02:10,4622,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 02:20,4623,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 02:30,4624,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 02:40,4625,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 02:50,4626,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 03:00,4627,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 03:10,4628,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 03:20,4629,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 03:30,4630,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 03:40,4631,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 03:50,4632,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 04:00,4633,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 04:10,4634,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 04:20,4635,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 04:30,4636,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 04:40,4637,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 04:50,4638,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 05:00,4639,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 05:10,4640,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 05:20,4641,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 05:30,4642,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 05:40,4643,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 05:50,4644,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 06:00,4645,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 06:10,4646,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 06:20,4647,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 06:30,4648,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 06:40,4649,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 06:50,4650,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 07:00,4651,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 07:10,4652,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 07:20,4653,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 07:30,4654,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 07:40,4655,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 07:50,4656,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 08:00,4657,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 08:10,4658,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 08:20,4659,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 08:30,4660,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 08:40,4661,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 08:50,4662,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 09:00,4663,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 09:10,4664,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 09:20,4665,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 09:30,4666,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 09:40,4667,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 09:50,4668,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 10:00,4669,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 10:10,4670,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 10:20,4671,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 10:30,4672,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 10:40,4673,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 10:50,4674,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 11:00,4675,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 11:10,4676,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 11:20,4677,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 11:30,4678,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 11:40,4679,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 11:50,4680,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 12:00,4681,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 12:10,4682,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 12:20,4683,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 12:30,4684,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 12:40,4685,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 12:50,4686,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 13:00,4687,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 13:10,4688,NA,NA,NA,NA,NA,NA,NA,NA,-
02/02/2023 13:20,4689,NA,NA,NA,NA,NA,NA,NA,NA,-
