TOA5,,23644,CR1000.Std.16,CPU:ESTACION_CIE_ver36.CR1,24662,General,,,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg,
TS,,W/m2,,,,Deg C,%,meters/second,mbar,
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg,
03/01/2011 04:00,313,0.118,0.025,0.216,0,15.65,52.04,2.493,877.2972,
03/01/2011 04:10,314,0.406,0.084,0.206,0,15.78,51.9,2.628,877.2971,
03/01/2011 04:20,315,0.211,0.003,0.088,0,15.77,52.58,1.867,877.3293,
03/01/2011 04:30,316,0.049,0.009,0.109,0,15.73,53.03,1.888,877.3298,
03/01/2011 04:40,317,0,0.007,0.145,0.001,15.63,53.47,1.629,877.5027,
03/01/2011 04:50,318,0,0.005,0.149,0.001,15.45,53.91,1.348,877.5123,
03/01/2011 05:00,319,0,0.003,0.046,0,15.04,55.48,1.323,877.6126,
03/01/2011 05:10,320,0.157,0.086,0.284,0,15.24,54.84,2.366,877.5569,
03/01/2011 05:20,321,0.001,0.046,0.263,0,15.17,55.11,1.955,877.598,
03/01/2011 05:30,322,0,0.001,0.026,0,15.07,56.54,1.626,877.7357,
03/01/2011 05:40,323,0,0,0.065,0,14.76,57.57,0.845,877.8041,
03/01/2011 05:50,324,0,0.071,0.236,0,14.88,56.58,1.888,877.8081,
03/01/2011 06:00,325,0.078,0.082,0.225,0,14.85,55.42,1.577,877.9648,
03/01/2011 06:10,326,0.011,0.024,0.097,0,14.9,55.9,1.294,878.108,
03/01/2011 06:20,327,0.143,0.109,0.195,0,15.19,57.4,1.585,878.3539,
03/01/2011 06:30,328,0,0.008,0.024,0,14.93,57.13,1.764,878.3127,
03/01/2011 06:40,329,0,0.061,0.23,0,14.86,58.73,2.129,878.4604,
03/01/2011 06:50,330,0.26,0.28,0.266,0.003,15.06,56.82,2.869,878.5277,
03/01/2011 07:00,331,0.312,0.564,0.484,0.024,15.12,56.48,2.941,878.6847,
03/01/2011 07:10,332,0.392,2.743,2.46,0.137,15.26,55.9,2.985,878.7477,
03/01/2011 07:20,333,0.638,8.21,7.272,0.432,15.62,55.32,2.661,878.8279,
03/01/2011 07:30,334,128.3,30.44,15.7,0.908,15.36,55.01,2.233,879.1103,
03/01/2011 07:40,335,303.1,61.29,24.1,2.009,15.95,54.02,2.328,879.1306,
03/01/2011 07:50,336,397.8,89.3,30.77,3.128,16.06,54.43,1.759,879.2817,
03/01/2011 08:00,337,484.7,121.3,36.31,4.373,16.35,54.19,1.15,879.448,
03/01/2011 08:10,338,559.4,155.3,40.75,5.772,16.56,52.41,1.866,879.4425,
03/01/2011 08:20,339,620.5,191.3,45.01,7.313,17.52,49.21,1.39,879.5317,
03/01/2011 08:30,340,672.2,226.2,48.4,8.96,19.27,41.13,0.127,879.5308,
03/01/2011 08:40,341,713.2,262.3,51.64,10.66,21.03,43.92,0.354,879.6791,
03/01/2011 08:50,342,735.9,295.7,54.75,12.24,19.94,47.16,1.278,879.8599,
03/01/2011 09:00,343,760.1,329.8,57.2,13.99,19.79,45.25,1.07,879.8337,
03/01/2011 09:10,344,781.8,362.9,60.33,15.68,20.74,44.36,1.097,879.9772,
03/01/2011 09:20,345,789.4,391.5,63.08,17.11,20.46,43.34,1.835,880.0445,
03/01/2011 09:30,346,815,425.1,64.35,19.42,20.9,42.07,2.434,879.9592,
03/01/2011 09:40,347,842,457.4,64.85,21.54,20.83,41.69,2.456,880.045,
03/01/2011 09:50,348,860,487.3,66.12,23.44,21.09,40.36,2.595,879.899,
03/01/2011 10:00,349,878,517.1,67.36,25.38,21.36,39.99,2.31,879.8904,
03/01/2011 10:10,350,891,544,68.5,27.2,21.48,39.24,2.496,879.8713,
03/01/2011 10:20,351,899,568.7,69.8,28.89,21.58,39.24,3.231,879.8443,
03/01/2011 10:30,352,905,589.6,71.22,30.33,21.64,38.69,2.639,879.8199,
03/01/2011 10:40,353,912,610.8,72.53,31.67,22.12,37.53,2.694,879.737,
03/01/2011 10:50,354,923,631.6,72.8,33.09,22.25,34.74,2.481,879.6881,
03/01/2011 11:00,355,923,645.8,73.76,33.9,22.52,36.17,2.151,879.5739,
03/01/2011 11:10,356,935,668,74.67,35.49,22.71,34.53,2.222,879.549,
03/01/2011 11:20,357,943,684,74.82,36.77,22.6,35.86,2.156,879.2465,
03/01/2011 11:30,358,942,693.8,75.98,37.42,22.81,34.46,2.186,879.2627,
03/01/2011 11:40,359,948,709.1,77.19,38.36,22.95,34.7,2.302,879.1401,
03/01/2011 11:50,360,948,718.7,77.87,38.98,23.11,35.04,2.77,879.0417,
03/01/2011 12:00,361,950,729.4,78.71,39.7,23.41,33.54,2.343,878.8948,
03/01/2011 12:10,362,956,738.9,78.65,40.34,23.41,32.9,2.282,878.731,
03/01/2011 12:20,363,962,746.6,78.48,40.85,23.99,32.01,1.948,878.4609,
03/01/2011 12:30,364,962,753.6,81.5,41.09,24.17,31.23,2.061,878.4279,
03/01/2011 12:40,365,954,753.9,84.7,40.88,24.44,30.75,1.293,878.0928,
03/01/2011 12:50,366,924,738.5,87.1,39.99,24.32,31.5,2.646,877.832,
03/01/2011 13:00,367,909,728.4,85.9,39.57,24.54,30.54,2.099,877.8873,
03/01/2011 13:10,368,888,723,93.6,39.04,24.49,31.02,2.919,877.4628,
03/01/2011 13:20,369,888,725.3,100.8,39.11,24.99,28.46,1.479,877.2582,
03/01/2011 13:30,370,890,724.7,104.2,38.53,25.39,29.69,1.912,877.2099,
03/01/2011 13:40,371,808,694.9,122.9,36.77,25.71,28.29,1.703,876.9305,
03/01/2011 13:50,372,618.9,591.2,134.3,32.53,25.17,29.21,2.546,876.8323,
03/01/2011 14:00,373,632.1,601.8,151.7,32.72,25.81,28.16,1.073,876.6694,
03/01/2011 14:10,374,604.2,569,151,31.3,25.85,28.12,2.04,876.3428,
03/01/2011 14:20,375,817,662.9,126.5,34.27,26.48,27.03,1.404,876.2841,
03/01/2011 14:30,376,766.2,611.1,123.9,32.03,26.16,27.82,1.442,875.9908,
03/01/2011 14:40,377,909,673.7,117.9,33.61,26.54,27.41,1.919,875.8488,
03/01/2011 14:50,378,873,639,117.5,31.55,26.35,26.59,1.318,875.7426,
03/01/2011 15:00,379,830,601,112.8,29.41,26.77,26.15,1.698,875.6467,
03/01/2011 15:10,380,544.9,438.6,118.7,23.39,26.39,26.38,1.368,875.5811,
03/01/2011 15:20,381,863,602.5,140.5,28.06,27.26,23.86,0.817,875.3351,
03/01/2011 15:30,382,849,549.2,110.8,25.44,27.36,25.91,1.862,875.441,
03/01/2011 15:40,383,834,499,86.6,22.81,27.51,23.9,0.724,875.5027,
03/01/2011 15:50,384,814,456.8,76.13,20.64,27.33,23.73,0.821,875.2778,
03/01/2011 16:00,385,807,428.9,72.21,19.02,28.08,24.44,1.117,875.3032,
03/01/2011 16:10,386,779.9,395.4,69.1,17.2,27.43,23.79,2.017,875.0651,
03/01/2011 16:20,387,769,364.4,65.86,15.6,27.94,22.77,0.522,875.0298,
03/01/2011 16:30,388,748.6,331.3,62.57,13.9,28.39,22.64,1.214,874.7619,
03/01/2011 16:40,389,714.3,293.4,58.82,12.11,28.25,22.7,0.593,874.7712,
03/01/2011 16:50,390,665.5,252.8,55.25,10.36,27.98,23.04,1.103,874.9487,
03/01/2011 17:00,391,634.1,220.8,52.74,8.78,27.9,21.37,0.573,874.9509,
03/01/2011 17:10,392,594,188,48.88,7.263,28.59,21.78,1.281,874.861,
03/01/2011 17:20,393,553.2,157.2,44.93,5.853,28.16,22.53,1.082,875.0095,
03/01/2011 17:30,394,489.1,125.8,41.09,4.435,28.04,23.79,0.927,874.975,
03/01/2011 17:40,395,406.4,94.2,35.39,3.196,27.34,23.56,1.558,874.9023,
03/01/2011 17:50,396,196.5,47.63,22.67,2.185,27.2,24.58,1.106,875.1312,
03/01/2011 18:00,397,86.3,21.93,14.76,1.313,26.46,26.62,1.585,875.058,
03/01/2011 18:10,398,0.113,7.522,6.53,0.633,25.57,27.44,1.378,875.0248,
03/01/2011 18:20,399,0,2.612,2.226,0.209,25.38,27.51,0.351,875.1558,
03/01/2011 18:30,400,0,0.317,0.323,0.039,24.87,30.24,0.068,875.0659,
03/01/2011 18:40,401,0,0,0.133,0.016,24.16,30.34,0.606,875.1225,
03/01/2011 18:50,402,0,0,0.005,0.005,23.67,32.25,0.992,875.2466,
03/01/2011 19:00,403,0,0,0,0.004,22.82,33.37,1.796,875.2697,
03/01/2011 19:10,404,0,0.001,0.065,0.002,22.54,32.86,2.646,875.2983,
03/01/2011 19:20,405,0,0,0.001,0.004,21.86,36.85,2.953,875.33,
03/01/2011 19:30,406,0,0,0,0.002,21.23,37.09,2.97,875.2967,
03/01/2011 19:40,407,0,0,0,0.003,21.34,36.45,3.646,875.4256,
03/01/2011 19:50,408,0,0,0,0.002,20.98,38.02,2.556,875.6205,
03/01/2011 20:00,409,0,0.003,0.022,0.002,20.73,38.05,2.444,875.7079,
03/01/2011 20:10,410,0,0,0.037,0.001,20.69,37.03,2.064,875.9674,
03/01/2011 20:20,411,0,0.001,0.037,0.002,20.74,37.65,2.569,875.9465,
03/01/2011 20:30,412,0,0.006,0.194,0.001,20.75,37.2,2.361,876.1071,
03/01/2011 20:40,413,0,0.001,0.025,0.002,20.67,37.92,2.266,876.2635,
03/01/2011 20:50,414,0,0,0,0.001,20.47,37.27,2.381,876.4783,
03/01/2011 21:00,415,0,0,0,0.001,20.72,37.14,1.643,876.3727,
03/01/2011 21:10,416,0,0,0,0,20.52,38.12,0.171,876.4788,
03/01/2011 21:20,417,0,0,0,0.001,20.19,38.74,0.873,876.5436,
03/01/2011 21:30,418,0,0,0,0,20.02,38.5,0.895,876.7905,
03/01/2011 21:40,419,0,0,0.002,0.001,19.94,38.77,1.93,876.978,
03/01/2011 21:50,420,0,0,0,0,19.63,40.55,1.989,876.92,
03/01/2011 22:00,421,0,0,0.13,0.001,19.23,40.24,1.528,876.9459,
03/01/2011 22:10,422,0,0,0,0.001,19.17,41.53,1.501,876.8961,
03/01/2011 22:20,423,0,0.004,0.002,0,19.18,40.1,1.935,876.9777,
03/01/2011 22:30,424,0.128,0.063,0.26,0.001,19.59,39.69,1.67,876.9045,
03/01/2011 22:40,425,0,0,0.213,0,19.6,39.49,0.657,877.1165,
03/01/2011 22:50,426,0.127,0.014,0.097,0,19.46,38.19,2.196,876.9693,
03/01/2011 23:00,427,0.647,0.01,0.058,0.001,20,39.35,2.339,876.7896,
03/01/2011 23:10,428,0,0,0,0.001,19.46,40.38,1.878,876.8224,
03/01/2011 23:20,429,0,0,0.151,0.001,19.05,40.1,0.894,876.8887,
03/01/2011 23:30,430,0,0,0,0,18.86,41.77,1.588,877.018,
03/01/2011 23:40,431,0,0,0,0,18.46,42.73,1.124,876.8638,
03/01/2011 23:50,432,0,0.001,0.001,0,18.49,43,1.517,876.838,
04/01/2011 00:00,433,0,0.054,0.134,0,18.53,43.1,1.387,876.8063,
04/01/2011 00:10,434,0.147,0,0,0.001,18.52,42.25,1.473,876.74,
04/01/2011 00:20,435,0,0,0,0,18.37,42.11,0.966,876.6514,
04/01/2011 00:30,436,0.132,0,0,0,18.4,42.73,1.39,876.7649,
04/01/2011 00:40,437,0,0,0,0,17.88,45.12,1.511,876.6832,
04/01/2011 00:50,438,0,0,0,0.001,17.46,44.67,1.468,876.6342,
04/01/2011 01:00,439,0.27,0,0,0,17.8,44.26,1.626,876.5687,
04/01/2011 01:10,440,0.306,0.011,0.01,0.001,17.73,45.12,2.049,876.4786,
04/01/2011 01:20,441,0,0,0,0,17.36,45.29,2.113,876.6832,
04/01/2011 01:30,442,0,0.039,0.083,0,17.38,46.41,2.438,876.5183,
04/01/2011 01:40,443,0,0,0,0,16.76,48.56,2.293,876.381,
04/01/2011 01:50,444,0.145,0.008,0.058,0,16.65,46.65,2.163,876.3231,
04/01/2011 02:00,445,0.165,0,0,0,16.88,48.18,1.505,876.2328,
04/01/2011 02:10,446,0,0.002,0,0,16.37,49.51,1.886,876.1676,
04/01/2011 02:20,447,0.041,0.019,0.042,0,16.27,49.48,2.224,876.0527,
04/01/2011 02:30,448,0.147,0.018,0.075,0,16.42,48.9,2.045,876.0613,
04/01/2011 02:40,449,0,0,0,0,16.03,50.47,1.831,876.0776,
04/01/2011 02:50,450,0,0.006,0.018,0,15.83,49.86,2.005,875.9948,
04/01/2011 03:00,451,0.214,0.088,0.165,0,15.95,51.05,2.025,875.9801,
04/01/2011 03:10,452,0.101,0,0,0,15.67,51.29,1.6,875.9384,
04/01/2011 03:20,453,0.003,0.003,0.129,0,15.61,50.81,0.722,876.0208,
04/01/2011 03:30,454,0,0.005,0.31,0,15.56,51.02,1.641,876.1524,
04/01/2011 03:40,455,0,0,0.139,0,15.32,53.13,1.659,875.9551,
04/01/2011 03:50,456,0,0.002,0.273,0,15.07,52.24,2.086,876.1105,
04/01/2011 04:00,457,0.639,0.17,0.271,0,15.51,50.54,2.403,875.9998,
04/01/2011 04:10,458,0.473,0.089,0.174,0,15.7,50.1,2.294,876.1746,
04/01/2011 04:20,459,0.045,0.014,0.086,0,15.36,51.16,2.241,876.2341,
04/01/2011 04:30,460,0.101,0.032,0.095,0,15.48,50.34,1.97,876.4252,
04/01/2011 04:40,461,0.18,0.079,0.105,0,15.46,49.01,2.248,876.4611,
04/01/2011 04:50,462,0.706,0.134,0.122,0,15.76,49.89,2.444,876.5057,
04/01/2011 05:00,463,0.375,0.08,0.087,0,15.49,49.96,3.366,876.4482,
04/01/2011 05:10,464,0,0,0,0,14.99,52.04,1.544,876.5563,
04/01/2011 05:20,465,0.188,0.138,0.153,0,14.54,47.37,2.905,876.642,
04/01/2011 05:30,466,1.044,0.218,0.284,0,15.61,45.16,3.001,876.8047,
04/01/2011 05:40,467,1.418,0.228,0.219,0,16.14,41.88,2.754,876.6929,
04/01/2011 05:50,468,0.379,0.037,0.034,0,15.84,44.03,2.806,876.71,
04/01/2011 06:00,469,0,0.011,0.036,0,15.6,45.15,2.754,876.704,
04/01/2011 06:10,470,0,0.001,0,0,14.96,44.71,2.304,876.7257,
04/01/2011 06:20,471,0,0,0,0,14.74,44.85,1.836,876.7264,
04/01/2011 06:30,472,0,0.001,0,0,14.95,44.17,1.171,876.9372,
04/01/2011 06:40,473,0.009,0.036,0.073,0,15.17,42.87,1.561,877.0137,
04/01/2011 06:50,474,0,0,0,0.002,14.69,45.87,1.277,876.976,
04/01/2011 07:00,475,0,0.338,0.247,0.021,14.32,43.18,0.291,877.1033,
04/01/2011 07:10,476,0,2.34,2.003,0.123,14.68,41.75,0,877.3293,
04/01/2011 07:20,477,0,7.345,5.849,0.436,14.91,42.09,0,877.4922,
04/01/2011 07:30,478,91.8,25.85,14.82,1.045,15.17,39.09,0.155,877.6023,
04/01/2011 07:40,479,258.6,55.92,23.59,1.878,15.66,38.48,0.661,877.7885,
04/01/2011 07:50,480,364.9,84.7,30.93,2.865,15.82,37.38,1.403,877.6691,
04/01/2011 08:00,481,428,113.1,37.35,3.94,16.34,38.17,1.486,877.7179,
04/01/2011 08:10,482,520.1,149.7,42.1,5.352,16.77,39.18,1.706,877.8015,
04/01/2011 08:20,483,584.4,185.1,46.66,6.793,17.35,36.62,1.309,877.7468,
04/01/2011 08:30,484,626,218.5,50.84,8.22,18.19,35.36,0.989,877.9533,
04/01/2011 08:40,485,666.1,253.5,54.46,9.85,19.95,31.95,0.165,877.9522,
04/01/2011 08:50,486,712,291.4,56,11.6,20.78,30.72,0.614,878.1234,
04/01/2011 09:00,487,740.6,326.5,59.27,13.34,20.49,33.01,1.245,878.1736,
04/01/2011 09:10,488,700.8,336.7,62.1,14.57,20.32,33.59,1.567,878.1969,
04/01/2011 09:20,489,713,364.4,64.55,16.2,20.44,33.59,1.783,878.3279,
04/01/2011 09:30,490,789.4,418.8,69.06,18.4,20.58,32.77,2.311,878.4829,
04/01/2011 09:40,491,801,448.8,71.54,19.87,20.88,30.28,2.157,878.6209,
04/01/2011 09:50,492,813,475,73.85,21.32,21.11,33.07,2.177,878.7601,
04/01/2011 10:00,493,830,503.3,75.42,23.07,21.41,29.9,1.54,878.6384,
04/01/2011 10:10,494,855,534.2,75.45,25.11,21.56,30.58,1.66,878.6894,
04/01/2011 10:20,495,874,562.1,76.01,27,21.64,30.44,1.82,878.6671,
04/01/2011 10:30,496,884,585.9,76.86,28.59,21.94,28.26,0.822,878.9274,
04/01/2011 10:40,497,889,605,78.61,29.68,22.9,28.02,1.234,878.7883,
04/01/2011 10:50,498,892,624.2,82.1,30.76,23.1,29.56,1.14,878.7485,
04/01/2011 11:00,499,892,639.9,83.1,31.65,23.26,28.4,1.169,878.5173,
04/01/2011 11:10,500,910,660.2,83.1,33.23,23.93,27.51,1.386,878.4702,
04/01/2011 11:20,501,923,680.1,81.6,34.58,24.04,26.15,1.2,878.4113,
04/01/2011 11:30,502,928,695,83.2,35.62,24.57,26.49,1.525,878.3954,
04/01/2011 11:40,503,929,707.6,83.1,36.47,24.39,26.86,1.895,878.2001,
04/01/2011 11:50,504,935,719,82.6,37.35,24.31,27.1,1.649,877.9689,
04/01/2011 12:00,505,946,732.2,82,38.14,25.1,26.69,1.837,877.7656,
04/01/2011 12:10,506,948,738.5,82.3,38.57,25.03,26.42,1.345,877.5936,
04/01/2011 12:20,507,956,750.3,82,39.13,25.51,26.56,1.843,877.3728,
04/01/2011 12:30,508,965,756.3,80.1,39.79,25.03,26.01,1.823,877.1033,
04/01/2011 12:40,509,961,757,79.68,39.65,25.45,24.51,0.73,876.9959,
04/01/2011 12:50,510,940,760.1,80.9,39.82,25.51,23.79,2.048,876.7179,
04/01/2011 13:00,511,968,763.1,80.4,39.92,26.1,23.9,1.258,876.5053,
04/01/2011 13:10,512,966,760.2,80.3,39.5,26.73,23.62,1.051,876.3977,
04/01/2011 13:20,513,965,752.1,79.38,39.08,26.5,23.39,1.156,876.1521,
04/01/2011 13:30,514,967,747.6,78.78,38.89,26.49,23.45,1.326,875.8072,
04/01/2011 13:40,515,958,736.8,80.2,38.09,26.88,22.94,1.126,875.6376,
04/01/2011 13:50,516,958,728.4,81,37.68,26.98,24.13,2.695,875.6809,
04/01/2011 14:00,517,952,715.1,79.67,36.7,26.97,24.07,2.428,875.375,
04/01/2011 14:10,518,942,697.6,79.93,35.5,27.03,21.48,2.398,875.2587,
04/01/2011 14:20,519,938,681.7,79.48,34.44,27.63,20.15,0.818,874.9617,
04/01/2011 14:30,520,934,664.3,77.1,33.08,28.12,19.81,2.727,874.759,
04/01/2011 14:40,521,929,646.5,75.44,31.93,28.08,20.49,1.435,874.7981,
04/01/2011 14:50,522,929,629.4,74.54,30.83,28.22,21.07,1.66,874.5909,
04/01/2011 15:00,523,914,607.2,74.13,29.17,28.29,22.12,2.038,874.3865,
04/01/2011 15:10,524,904,583.3,73.75,27.65,28.03,20.25,1.997,874.1539,
04/01/2011 15:20,525,889,555.9,72.54,25.9,28.58,19.91,1.943,874.0849,
04/01/2011 15:30,526,890,532.6,70.7,24.61,28.52,20.96,1.447,874.0848,
04/01/2011 15:40,527,876,504,68.81,22.86,28.68,19.09,1.271,873.9425,
04/01/2011 15:50,528,869,478.6,67.73,21.31,29.45,19.98,1.698,873.9821,
04/01/2011 16:00,529,835,439.9,65.69,19.21,28.58,20.42,3.261,873.8794,
04/01/2011 16:10,530,827,411.5,63.31,17.7,28.69,18.78,2.719,873.8234,
04/01/2011 16:20,531,790.6,371.5,61.42,15.68,29.04,18.71,2.349,873.7803,
04/01/2011 16:30,532,753.8,332,59.27,13.74,28.96,18.14,1.944,873.9122,
04/01/2011 16:40,533,751.7,305.7,57.28,12.42,29.15,17.35,2.746,873.7709,
04/01/2011 16:50,534,728.4,273.7,55.37,10.82,29.23,17.96,1.453,873.7957,
04/01/2011 17:00,535,702.1,240.4,53.03,9.2,29.6,17.39,1.608,873.6911,
04/01/2011 17:10,536,668.7,206.8,49.54,7.604,29.76,15.95,1.162,873.6821,
04/01/2011 17:20,537,618.3,171.2,45.6,6.101,29.19,16.53,1.482,873.6816,
04/01/2011 17:30,538,552.1,136.2,40.94,4.698,29.32,17.52,1.706,873.7239,
04/01/2011 17:40,539,474.7,103.6,35.48,3.422,28.72,17.25,1.99,873.7248,
04/01/2011 17:50,540,377.4,73.88,28.62,2.32,28.39,17.93,1.819,873.6498,
04/01/2011 18:00,541,207.2,43.28,20.13,1.38,28.3,18.61,0.706,873.5275,
04/01/2011 18:10,542,1.03,10.58,9.28,0.657,27.45,20.04,0.049,873.6183,
04/01/2011 18:20,543,0,3.313,3.048,0.218,26.8,21.34,0,873.7076,
04/01/2011 18:30,544,0,0.295,0.59,0.042,25.79,22.81,0,873.9531,
04/01/2011 18:40,545,0,0,0.168,0.017,24.96,23.86,0.903,873.8722,
04/01/2011 18:50,546,0,0,0.01,0.003,24.38,24.95,1.491,873.9933,
04/01/2011 19:00,547,0,0,0,0.003,23.72,27.07,2.203,874.0524,
04/01/2011 19:10,548,0,0,0,0.002,22.85,29.45,3.514,874.1241,
04/01/2011 19:20,549,0,0,0,0.003,22.12,29.01,3.224,874.0536,
04/01/2011 19:30,550,0,0.001,0.001,0.005,22.27,27.96,3.373,874.2202,
04/01/2011 19:40,551,0,0.005,0,0.005,22.19,29.39,3.241,874.4329,
04/01/2011 19:50,552,0,0,0,0.005,21.87,29.29,3.131,874.4363,
04/01/2011 20:00,553,0,0.001,0,0.005,21.58,29.15,2.933,874.5222,
04/01/2011 20:10,554,0,0.001,0,0.005,21.63,29.22,2.321,874.6552,
04/01/2011 20:20,555,0,0.213,0.265,0.004,21.71,28.13,2.579,874.6947,
04/01/2011 20:30,556,0,0.027,0.053,0.004,21.6,29.6,2.394,874.7545,
04/01/2011 20:40,557,0,0,0,0.003,21.07,30.01,0.773,874.9104,
04/01/2011 20:50,558,0,0,0,0.001,20.94,30.01,1.091,875.0306,
04/01/2011 21:00,559,0,0,0.049,0.001,20.65,30.76,0.777,875.2246,
04/01/2011 21:10,560,0,0.067,0.214,0.001,20.39,31.13,1.83,875.2275,
04/01/2011 21:20,561,0,0,0,0.002,20.44,29.6,1.991,875.5208,
04/01/2011 21:30,562,0,0,0.079,0.003,20.01,30.35,1.796,875.6194,
04/01/2011 21:40,563,0,0.056,0.257,0.003,19.9,29.67,1.879,875.5217,
04/01/2011 21:50,564,0,0.076,0.172,0.002,19.96,29.02,1.961,875.7743,
04/01/2011 22:00,565,0,0.054,0.164,0.002,20.09,28.71,1.273,875.6035,
04/01/2011 22:10,566,0,0,0.073,0.002,19.98,27.21,1.162,875.7096,
04/01/2011 22:20,567,0,0.022,0.05,0.001,20.02,26.91,1.282,875.7911,
04/01/2011 22:30,568,0,0,0,0.001,19.78,28.17,1.526,875.8401,
04/01/2011 22:40,569,0,0.001,0.001,0.001,19.36,28.51,1.662,875.9789,
04/01/2011 22:50,570,0,0,0.144,0.001,19.19,27.86,0.794,876.0868,
04/01/2011 23:00,571,0,0.049,0.358,0,19.46,28.3,1.226,876.2171,
04/01/2011 23:10,572,0.357,0.247,0.25,0,19.58,27.49,2.108,876.2249,
04/01/2011 23:20,573,0.773,0.214,0.208,0.001,20.1,28.3,2.331,876.1831,
04/01/2011 23:30,574,0.708,0.335,0.312,0,20.3,27.38,2.689,876.299,
04/01/2011 23:40,575,0.596,0.107,0.082,0.001,20.35,27.69,1.985,876.2988,
04/01/2011 23:50,576,0.324,0.024,0.026,0.001,20.23,25.75,2.333,876.1592,
05/01/2011 00:00,577,0.412,0.017,0.032,0.001,20.41,26.05,2.829,876.2411,
05/01/2011 00:10,578,0.397,0.019,0.004,0.001,20.4,25.98,2.546,876.1191,
05/01/2011 00:20,579,0.731,0.069,0.056,0.001,20.86,26.05,2.446,876.2249,
05/01/2011 00:30,580,0.156,0.028,0.005,0,20.51,27.69,0.639,876.2985,
05/01/2011 00:40,581,0,0,0,0,19.98,28,0.529,876.3557,
05/01/2011 00:50,582,0,0,0,0,19.72,28.61,0.013,876.3232,
05/01/2011 01:00,583,0,0,0.027,0,19.27,30.62,0.821,876.5034,
05/01/2011 01:10,584,0,0.079,0.23,0,19.11,28.17,1.33,876.3311,
05/01/2011 01:20,585,0,0.003,0.178,0,19.04,30.62,1.481,876.2902,
05/01/2011 01:30,586,0.12,0.199,0.261,0.001,18.95,31.13,2.11,876.3229,
05/01/2011 01:40,587,0,0,0,0,18.18,33.28,2.389,876.085,
05/01/2011 01:50,588,0,0,0,0,17.78,34.03,2.651,876.1111,
05/01/2011 02:00,589,0.083,0.046,0.063,0,18.08,33.83,2.013,876.0031,
05/01/2011 02:10,590,0,0.024,0.043,0,17.75,35.43,2.226,876.0372,
05/01/2011 02:20,591,0.152,0.182,0.179,0.002,17.53,34.17,2.786,875.995,
05/01/2011 02:30,592,0.345,0.108,0.08,0.005,17.68,35.26,2.459,875.8986,
05/01/2011 02:40,593,0.122,0.116,0.18,0.001,17.58,37.82,2.056,875.9048,
05/01/2011 02:50,594,0.409,0.126,0.117,0.001,17.38,34.27,1.793,875.9384,
05/01/2011 03:00,595,0.166,0.056,0.059,0.001,17.38,37.17,1.878,876.0128,
05/01/2011 03:10,596,0,0,0,0,16.97,38.26,1.427,875.9795,
05/01/2011 03:20,597,0,0.037,0.083,0,16.77,36.79,0.935,875.8563,
05/01/2011 03:30,598,0,0.124,0.147,0,16.95,39.15,1.897,876.0208,
05/01/2011 03:40,599,0,0.031,0.012,0,16.36,39.32,2.575,876.0613,
05/01/2011 03:50,600,0.025,0.052,0.079,0,16.51,38.26,2.655,875.9548,
05/01/2011 04:00,601,0.506,0.14,0.137,0.001,16.65,39.73,3.049,876.0449,
05/01/2011 04:10,602,0.094,0.023,0,0,16.3,40.41,2.586,876.0613,
05/01/2011 04:20,603,0.001,0.039,0.053,0,16.02,39.93,1.936,876.0203,
05/01/2011 04:30,604,0.041,0.086,0.127,0,16.12,39.97,1.965,876.0697,
05/01/2011 04:40,605,0.112,0.153,0.279,0,16.27,38.19,2.11,876.306,
05/01/2011 04:50,606,0.553,0.16,0.175,0,16.64,40.14,2.274,876.1863,
05/01/2011 05:00,607,0,0.08,0.031,0,15.87,43.04,2.126,876.1865,
05/01/2011 05:10,608,0,0.112,0.203,0,15.58,41.06,2.5,876.3481,
05/01/2011 05:20,609,0,0.05,0.142,0,15.7,41.88,2.544,876.2285,
05/01/2011 05:30,610,0,0.132,0.256,0,15.72,41.64,2.23,876.3197,
05/01/2011 05:40,611,0,0.166,0.275,0,15.62,41.71,2.275,876.3132,
05/01/2011 05:50,612,0,0.012,0.001,0,15.22,44.84,1.399,876.4158,
05/01/2011 06:00,613,0,0.03,0.143,0,15.05,42.12,1.723,876.3411,
05/01/2011 06:10,614,0.126,0.239,0.227,0,15.45,41.74,2.608,876.4536,
05/01/2011 06:20,615,0.018,0.055,0.021,0,15.19,41.03,2.54,876.374,
05/01/2011 06:30,616,0.049,0.019,0,0,15.2,41.75,1.523,876.7022,
05/01/2011 06:40,617,0,0,0,0,14.96,42.09,0.779,876.8535,
05/01/2011 06:50,618,0,0.032,0.01,0,14.82,42.63,1.405,876.7922,
05/01/2011 07:00,619,0,0.435,0.225,0.019,15.01,41.27,1.223,877.0062,
05/01/2011 07:10,620,0,2.464,2.144,0.114,14.49,42.26,1.604,877.1767,
05/01/2011 07:20,621,0.114,7.858,6.822,0.413,14.58,42.87,1.988,877.1385,
05/01/2011 07:30,622,54.27,22.44,17.13,0.986,14.45,41.41,2.074,877.3813,
05/01/2011 07:40,623,195.1,50.31,35.29,1.77,14.76,42.36,2.433,877.5386,
05/01/2011 07:50,624,300,78.93,53.9,2.725,14.9,41.88,2.328,877.575,
