TOA5,ESOLMET-CR1000,23644,CR1000.Std.16,CPU:2021-05-21-ESOLMET-CR1000.CR1,25840,,,,
TIMESTAMP,RECORD,I_glo_Avg,I_dir_Avg,I_dif_Avg,AirTC_Avg,RH_Avg,WS_ms_Avg,CS106_PB_Avg,Rain_mm_Tot
TS,RN,W/m2,W/m2,W/m2,°C,%,m/s,mbar,mm
,,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Tot
,,,,,,,,,
27/01/2021 13:40,3827,843,875,111.7,29.76,32.58,1.703,875.1426,-
27/01/2021 13:50,3828,833,877,107.5,29.43,33.15,1.871,874.6078,-
27/01/2021 14:00,3829,824,872,109.7,30.15,32.05,1.706,874.5042,-
27/01/2021 14:10,3830,787.6,820,120.2,29.98,32.06,0.998,874.5197,-
27/01/2021 14:20,3831,755.2,776.6,129.8,30.85,30.65,1.166,874.0454,-
27/01/2021 14:30,3832,703.9,725.4,128.5,31.07,30.53,0.668,873.8782,-
27/01/2021 14:40,3833,750.6,818,122.5,30.53,31.2,1.557,873.5758,-
27/01/2021 14:50,3834,719.2,813,113.7,31.27,30.36,1.194,873.4128,-
27/01/2021 15:00,3835,694.4,806,110.8,31.81,30.02,1.526,873.3386,-
27/01/2021 15:10,3836,676.9,817,103.7,31.15,30.74,1.474,873.3146,-
27/01/2021 15:20,3837,647.6,806,100,31.47,30.17,2.028,873.4442,-
27/01/2021 15:30,3838,616.9,796.4,97.2,31.51,30.29,2.342,872.9056,-
27/01/2021 15:40,3839,586.6,787.1,94.6,31.62,29.98,1.799,872.774,-
27/01/2021 15:50,3840,553.2,766.8,93.7,30.88,30.47,2.084,872.7013,-
27/01/2021 16:00,3841,508,722.1,95.4,31.74,29.45,1.843,872.7915,-
27/01/2021 16:10,3842,471.1,682.7,97.7,32.1,28.67,2.214,872.8647,-
27/01/2021 16:20,3843,348.2,473.9,93.5,31.52,28.75,1.904,872.8805,-
27/01/2021 16:30,3844,332.3,448.8,104.3,31.62,28.67,1.496,872.7504,-
27/01/2021 16:40,3845,322.9,458,110.1,31.97,27.88,0.786,872.791,-
27/01/2021 16:50,3846,339.8,528.6,117.8,32.64,26.93,1.188,872.6937,-
27/01/2021 17:00,3847,293.3,468.1,111,31.91,27.76,2.132,872.573,-
27/01/2021 17:10,3848,235.3,377,101.1,32.02,27.69,0.651,872.385,-
27/01/2021 17:20,3849,200.7,362.4,84.6,32.62,26.38,0.582,872.378,-
27/01/2021 17:30,3850,167.3,306,78.55,32.48,26.38,0.19,872.6661,-
27/01/2021 17:40,3851,135.6,241.5,71.71,31.28,27.52,1.254,872.6117,-
27/01/2021 17:50,3852,110.2,193.5,65.13,30.54,28.54,0.977,873.1447,-
27/01/2021 18:00,3853,77.91,104.9,55.09,30.94,28.32,0.079,872.6593,-
27/01/2021 18:10,3854,32.63,14.4,26.81,30.95,28.77,0,872.9678,-
27/01/2021 18:20,3855,6.219,1.049,4.542,30.25,29.37,0.076,872.8947,-
27/01/2021 18:30,3856,0.469,0,0.221,29.72,30.54,0.554,873.1647,-
27/01/2021 18:40,3857,0.009,0,0,29.44,31.08,0.119,873.5709,-
27/01/2021 18:50,3858,0,0,0,29.05,33.37,0.991,873.6514,-
27/01/2021 19:00,3859,0,0,0,28.53,34.09,1.195,873.2911,-
27/01/2021 19:10,3860,0,0,0,28.67,33.08,2.17,873.9697,-
27/01/2021 19:20,3861,0,0,0,28.3,32.56,3.87,873.9976,-
27/01/2021 19:30,3862,0,0,0,27.96,32.73,3.829,874.0733,-
27/01/2021 19:40,3863,0,0,0,27.93,32.61,3.214,874.3005,-
27/01/2021 19:50,3864,0,0,0,27.82,32.98,2.423,874.4661,-
27/01/2021 20:00,3865,0,0,0,27.77,33.04,1.655,874.8726,-
27/01/2021 20:10,3866,0,0,0,27.66,33.44,0.242,875.101,-
27/01/2021 20:20,3867,0,0,0,27.52,33.81,0.626,875.6215,-
27/01/2021 20:30,3868,0,0,0,27.42,34.07,1.251,875.8325,-
27/01/2021 20:40,3869,0,0,0,27.22,34.84,2.221,875.9717,-
27/01/2021 20:50,3870,0,0,0,26.88,35.19,3.276,876.0076,-
27/01/2021 21:00,3871,0,0.001,0,26.7,34.57,4.137,876.2875,-
27/01/2021 21:10,3872,0,0,0,26.61,33.71,3.083,876.5601,-
27/01/2021 21:20,3873,0,0,0,26.32,34.41,3.233,876.622,-
27/01/2021 21:30,3874,0,0,0,26.14,34.8,2.989,876.7618,-
27/01/2021 21:40,3875,0,0.001,0,26.17,34.27,3.454,876.8958,-
27/01/2021 21:50,3876,0,0,0,25.97,35.32,1.848,877.0715,-
27/01/2021 22:00,3877,0,0.001,0,25.48,37.36,3.262,877.2891,-
27/01/2021 22:10,3878,0,0,0,25.23,39.02,3.961,877.4076,-
27/01/2021 22:20,3879,0,0,0,24.73,40.73,2.417,877.5776,-
27/01/2021 22:30,3880,0,0,0,24.27,42.16,0.754,877.8904,-
27/01/2021 22:40,3881,0,0,0,24.01,42.92,0.929,878.0432,-
27/01/2021 22:50,3882,0,0.011,0,23.78,43.47,2.533,878.1785,-
27/01/2021 23:00,3883,0,0.102,0,23.89,42.79,3.34,878.3325,-
27/01/2021 23:10,3884,0,0.109,0,24.01,42.41,3.995,878.5695,-
27/01/2021 23:20,3885,0,0,0,23.82,42.88,2.471,878.9269,-
27/01/2021 23:30,3886,0,0,0,23.61,43.04,1.4,879.1004,-
27/01/2021 23:40,3887,0,0.015,0,23.45,43.16,1.979,879.1166,-
27/01/2021 23:50,3888,0,0,0,23.32,43.38,1.889,878.9792,-
28/01/2021 00:00,3889,0,0,0,23.21,43.92,1.401,879.4355,-
28/01/2021 00:10,3890,0,0,0,23.03,44.4,1.131,879.2164,-
28/01/2021 00:20,3891,0,0.131,0,22.82,44.99,1.851,879.6234,-
28/01/2021 00:30,3892,0,0.007,0,22.73,45.41,1.541,879.5026,-
28/01/2021 00:40,3893,0,0,0,22.45,46.07,1.812,879.7391,-
28/01/2021 00:50,3894,0,0,0,22.22,46.68,1.325,879.8041,-
28/01/2021 01:00,3895,0,0.01,0,21.99,47.17,2.564,879.8112,-
28/01/2021 01:10,3896,0,0.096,0,21.93,47.05,2.313,879.2976,-
28/01/2021 01:20,3897,0,0.016,0,21.81,47.5,2.609,879.666,-
28/01/2021 01:30,3898,0,0,0,21.66,48.05,2.011,879.8454,-
28/01/2021 01:40,3899,0,0,0,21.55,48.22,2.38,879.9515,-
28/01/2021 01:50,3900,0,0,0,21.4,48.57,2.454,879.9188,-
28/01/2021 02:00,3901,0,0,0,21.21,48.95,2.824,879.8775,-
28/01/2021 02:10,3902,0,0,0,21.07,49.39,3.099,879.6561,-
28/01/2021 02:20,3903,0,0,0,20.82,50.31,2.974,879.4861,-
28/01/2021 02:30,3904,0,0.03,0,20.77,50.18,3.498,879.8287,-
28/01/2021 02:40,3905,0,0.077,0,20.84,49.59,3.099,879.8205,-
28/01/2021 02:50,3906,0,0,0,20.83,49.51,2.34,879.3618,-
28/01/2021 03:00,3907,0,0,0,20.79,49.36,2.325,879.2725,-
28/01/2021 03:10,3908,0,0.02,0,20.76,49.13,2.404,879.5353,-
28/01/2021 03:20,3909,0,0,0,20.78,49.13,1.556,879.607,-
28/01/2021 03:30,3910,0,0,0,20.56,50.04,2.141,879.5762,-
28/01/2021 03:40,3911,0,0,0,20.37,50.76,2.113,879.7797,-
28/01/2021 03:50,3912,0,0,0,20.17,51.4,2.269,879.7388,-
28/01/2021 04:00,3913,0,0,0,19.91,52,2.386,879.7869,-
28/01/2021 04:10,3914,0,0,0,20.08,50.94,2.325,879.5015,-
28/01/2021 04:20,3915,0,0,0,19.54,53.11,2.419,879.3225,-
28/01/2021 04:30,3916,0,0,0,19.05,54.72,2.575,879.6489,-
28/01/2021 04:40,3917,0,0.154,0,19.06,54.07,3.046,879.6486,-
28/01/2021 04:50,3918,0,0.082,0,19.49,52.77,2.523,879.5168,-
28/01/2021 05:00,3919,0,0.009,0,19.28,53.52,2.485,879.3467,-
28/01/2021 05:10,3920,0,0.039,0,19.29,53.6,2.148,879.5924,-
28/01/2021 05:20,3921,0,0,0,18.81,55.91,1.044,879.7216,-
28/01/2021 05:30,3922,0,0,0,18.39,58.5,0.415,879.5927,-
28/01/2021 05:40,3923,0,0.018,0,18.52,57.57,0.729,879.796,-
28/01/2021 05:50,3924,0,0.001,0,18.55,57.62,1.241,879.6569,-
28/01/2021 06:00,3925,0,0.007,0,18.43,57.72,1.224,879.5019,-
28/01/2021 06:10,3926,0,0.015,0,18.09,59.51,0.51,879.8862,-
28/01/2021 06:20,3927,0,0.036,0,18.13,59.15,0.847,879.9595,-
28/01/2021 06:30,3928,0,0,0,17.98,59.58,0.013,880.0336,-
28/01/2021 06:40,3929,0,0.001,0,17.94,59.5,0.117,880.066,-
28/01/2021 06:50,3930,0,0,0,17.49,63.09,0,880.3605,-
28/01/2021 07:00,3931,0,0,0,17,64.72,0.248,880.4022,-
28/01/2021 07:10,3932,0.019,0.336,0.01,16.86,64.16,1.891,880.4543,-
28/01/2021 07:20,3933,3.012,0.488,2.671,16.78,63.27,2.258,880.5458,-
28/01/2021 07:30,3934,11.37,29.81,8.2,16.7,63.95,2.134,880.666,-
28/01/2021 07:40,3935,27.38,95.9,15.92,16.27,65.49,2.713,880.732,-
28/01/2021 07:50,3936,50.84,169.4,25.57,16.44,64.92,2.491,880.9521,-
28/01/2021 08:00,3937,104.9,388.3,37.11,16.58,64.9,2.346,880.9823,-
28/01/2021 08:10,3938,148.8,507.4,43.27,17.19,62.72,2.894,881.1165,-
28/01/2021 08:20,3939,187.5,569.7,47.95,18.04,59.41,3.486,880.9923,-
28/01/2021 08:30,3940,228.5,628.3,51.51,19.03,56.32,3.136,881.3942,-
28/01/2021 08:40,3941,268.1,667.7,54.98,19.75,54.44,2.961,881.4412,-
28/01/2021 08:50,3942,306.9,699.7,58.57,20.54,51.93,1.386,881.4396,-
28/01/2021 09:00,3943,345.7,728.6,61.62,21.18,49.21,1.693,881.0314,-
28/01/2021 09:10,3944,389.2,766.5,63.79,21.39,48.71,1.983,881.0071,-
28/01/2021 09:20,3945,427.2,786.6,65.9,21.53,48.1,2.104,881.3923,-
28/01/2021 09:30,3946,468.7,803,68.87,22.03,46.65,1.736,881.7428,-
28/01/2021 09:40,3947,488,794.7,71.04,22.19,45.96,1.726,881.4798,-
28/01/2021 09:50,3948,520.3,808,70.39,22.13,45.58,2.009,881.7898,-
28/01/2021 10:00,3949,554.8,832,70.34,23.01,43.2,1.989,881.7714,-
28/01/2021 10:10,3950,599,862,71.63,22.83,43.32,1.902,881.8098,-
28/01/2021 10:20,3951,635.8,887,72.19,23.59,41.98,1.952,881.8787,-
28/01/2021 10:30,3952,668,900,73.18,23.89,41.12,2.717,881.8812,-
28/01/2021 10:40,3953,696.6,908,74.61,23.76,40.96,2.951,881.8074,-
28/01/2021 10:50,3954,722.7,913,80.3,24.33,39.73,2.757,881.9377,-
28/01/2021 11:00,3955,746.5,917,78.49,24.96,38.22,2.7,881.9323,-
28/01/2021 11:10,3956,770.4,925,79.94,24.91,38.19,2.432,881.9807,-
28/01/2021 11:20,3957,788.3,924,82.2,24.92,38.18,2.772,881.813,-
28/01/2021 11:30,3958,805,925,83.3,25.12,37.44,2.289,881.4138,-
28/01/2021 11:40,3959,805,901,86.3,25.28,36.75,2.214,881.4469,-
28/01/2021 11:50,3960,834,922,90,25.68,35.79,0.905,881.4324,-
28/01/2021 12:00,3961,850,928,91,26.77,34.2,1.377,881.2786,-
28/01/2021 12:10,3962,861,928,92.1,26.02,35.01,1.09,881.2477,-
28/01/2021 12:20,3963,866,922,94.6,26.21,34.92,1.4,881.1912,-
28/01/2021 12:30,3964,867,911,98.2,27.27,33.21,1.836,880.5803,-
28/01/2021 12:40,3965,851,871,107.3,27.42,32.8,1.253,880.3461,-
28/01/2021 12:50,3966,882,890,119.5,27.81,32.23,2.507,880.0807,-
28/01/2021 13:00,3967,883,894,119.4,27.78,32.24,1.998,880.1033,-
28/01/2021 13:10,3968,883,888,123,27.92,32.16,1.512,879.8907,-
28/01/2021 13:20,3969,856,839,134.9,28.2,31.93,1.385,879.8851,-
28/01/2021 13:30,3970,753.5,664.3,155.4,27.18,33.1,2.316,879.5174,-
28/01/2021 13:40,3971,643.6,469.9,200.2,27.05,33.24,1.901,879.3548,-
28/01/2021 13:50,3972,699.3,523,218.9,27.7,32.6,1.825,878.9686,-
28/01/2021 14:00,3973,625.1,419.1,229,28.49,31.72,1.391,878.7867,-
28/01/2021 14:10,3974,806,689.2,217.6,29.05,31.11,2.802,879.0619,-
28/01/2021 14:20,3975,771.8,684,187.6,28.42,31.64,3.195,878.8488,-
28/01/2021 14:30,3976,697.3,598.2,192.9,28.66,31.35,1.981,878.3116,-
28/01/2021 14:40,3977,713.4,646.7,187.1,28.93,30.85,2.005,878.2341,-
28/01/2021 14:50,3978,744.4,750,167.9,29.48,30.02,1.413,877.9951,-
28/01/2021 15:00,3979,724.3,767.5,152.2,30.65,28.84,1.401,878.3965,-
28/01/2021 15:10,3980,680.4,736.7,142.5,31,28.66,2.226,877.793,-
28/01/2021 15:20,3981,644.8,723.3,135.7,29.75,30.14,3.174,877.6828,-
28/01/2021 15:30,3982,650.3,787.8,123.3,29.55,30.38,2.947,877.5594,-
28/01/2021 15:40,3983,598.5,756,111.5,28.83,31.2,3.931,877.4299,-
28/01/2021 15:50,3984,563.5,745,106.6,29.43,30.27,1.725,877.3722,-
28/01/2021 16:00,3985,540.3,738.7,108.2,30.5,28.89,1.315,877.6097,-
28/01/2021 16:10,3986,488,633.2,129,31.06,28.53,1.288,877.477,-
28/01/2021 16:20,3987,403.1,501.8,132.3,30.24,29.59,4.16,877.0754,-
28/01/2021 16:30,3988,471.8,680.1,131.3,30.07,29.69,3.894,877.0369,-
28/01/2021 16:40,3989,426,624.4,133.3,30.56,29.09,1.796,877.1317,-
28/01/2021 16:50,3990,356.2,557.9,113.8,30.41,29.56,3.109,877.676,-
28/01/2021 17:00,3991,332.8,612.9,94.5,30.61,29.39,1.89,877.6121,-
28/01/2021 17:10,3992,176.3,216.1,82.6,29.92,30.58,3.203,877.7031,-
28/01/2021 17:20,3993,234.7,502.6,76.24,29.49,31.11,2.317,877.338,-
28/01/2021 17:30,3994,209.2,446.6,82.7,29.95,30.53,2.156,877.5331,-
28/01/2021 17:40,3995,173.7,372.6,78.61,29.99,30.7,2.242,877.6536,-
28/01/2021 17:50,3996,109.5,223.5,59.7,29.44,31.78,2.93,877.6954,-
28/01/2021 18:00,3997,74.76,185.2,40.56,28.72,33.17,3.725,877.2608,-
28/01/2021 18:10,3998,39.78,104.8,24.32,28.17,34.12,3.445,877.3489,-
28/01/2021 18:20,3999,16.72,20.08,11.8,27.73,34.7,4.092,877.7342,-
28/01/2021 18:30,4000,4.41,0.031,2.915,27.31,35.55,3.976,878.0211,-
28/01/2021 18:40,4001,0.188,0,0,26.89,36.86,3.226,877.7094,-
28/01/2021 18:50,4002,0,0,0,26.55,37.7,3.146,877.9341,-
28/01/2021 19:00,4003,0,0,0,26.33,37.99,3.362,877.9972,-
28/01/2021 19:10,4004,0,0,0,26.15,38.24,2.323,878.21,-
28/01/2021 19:20,4005,0,0,0,25.99,38.36,1.963,878.3544,-
28/01/2021 19:30,4006,0,0,0,25.78,39.22,2.698,878.3869,-
28/01/2021 19:40,4007,0,0,0,25.52,39.99,2.994,878.636,-
28/01/2021 19:50,4008,0,0,0,25.26,40.98,2.846,878.7978,-
28/01/2021 20:00,4009,0,0,0,25,41.93,2.733,879.2222,-
28/01/2021 20:10,4010,0,0.001,0,24.89,42.22,2.502,879.3234,-
28/01/2021 20:20,4011,0,0,0,24.69,42.79,2.889,879.4944,-
28/01/2021 20:30,4012,0,0,0,24.46,43.56,2.008,879.9148,-
28/01/2021 20:40,4013,0,0,0,24.22,44.16,2.856,880.0233,-
28/01/2021 20:50,4014,0,0,0,24.07,44.58,1.951,880.2119,-
28/01/2021 21:00,4015,0,0.003,0,23.87,45.05,1.848,880.249,-
28/01/2021 21:10,4016,0,0,0,23.72,45.37,2.856,880.1669,-
28/01/2021 21:20,4017,0,0,0,23.51,46.01,2.416,880.5357,-
28/01/2021 21:30,4018,0,0,0,23.23,47.12,1.404,880.639,-
28/01/2021 21:40,4019,0,0,0,23.01,47.85,1.437,880.6683,-
28/01/2021 21:50,4020,0,0.003,0,22.95,47.95,1.69,880.9651,-
28/01/2021 22:00,4021,0,0,0,22.84,48.71,0.935,881.1445,-
28/01/2021 22:10,4022,0,0,0,22.6,49.43,1.295,880.9004,-
28/01/2021 22:20,4023,0,0.012,0,22.41,49.74,1.887,880.9825,-
28/01/2021 22:30,4024,0,0.033,0,22.23,49.75,2.524,881.2679,-
28/01/2021 22:40,4025,0,0.008,0,22.1,50.12,2.338,881.04,-
28/01/2021 22:50,4026,0,0,0,22.08,50.23,1.508,881.3573,-
28/01/2021 23:00,4027,0,0,0,21.89,51.1,1.509,881.0889,-
28/01/2021 23:10,4028,0,0.001,0,21.58,52.23,2.203,881.0304,-
28/01/2021 23:20,4029,0,0,0,21.35,52.84,1.872,881.2773,-
28/01/2021 23:30,4030,0,0,0,21.2,53.36,1.199,881.6025,-
28/01/2021 23:40,4031,0,0,0,21.02,53.98,1.54,881.4981,-
28/01/2021 23:50,4032,0,0,0,20.71,55.02,2.806,881.1934,-
29/01/2021 00:00,4033,0,0.005,0,20.6,55.14,2.989,880.9821,-
29/01/2021 00:10,4034,0,0.036,0,20.59,54.95,3.098,881.1952,-
29/01/2021 00:20,4035,0,0,0,20.56,54.86,2.228,881.4473,-
29/01/2021 00:30,4036,0,0,0,20.5,55.02,1.723,881.4489,-
29/01/2021 00:40,4037,0,0,0,20.41,55.37,1.449,881.448,-
29/01/2021 00:50,4038,0,0.028,0,20.37,55.47,1.375,881.4146,-
29/01/2021 01:00,4039,0,0,0,20.27,55.84,1.086,881.0563,-
29/01/2021 01:10,4040,0,0,0,20.02,56.51,1.443,881.2927,-
29/01/2021 01:20,4041,0,0.02,0,19.95,56.81,1.846,881.2845,-
29/01/2021 01:30,4042,0,0.15,0,19.94,56.67,2.516,881.3572,-
29/01/2021 01:40,4043,0,0.024,0,19.88,56.83,2.165,881.3918,-
29/01/2021 01:50,4044,0,0.001,0,19.82,57.05,2.215,881.3826,-
29/01/2021 02:00,4045,0,0,0,19.83,56.78,2.355,881.3732,-
29/01/2021 02:10,4046,0,0,0,19.74,57.13,1.89,880.8193,-
29/01/2021 02:20,4047,0,0,0,19.61,57.54,0.814,881.2109,-
29/01/2021 02:30,4048,0,0,0,19.34,58.61,0.876,881.1371,-
29/01/2021 02:40,4049,0,0,0,18.98,59.95,1.225,880.5637,-
29/01/2021 02:50,4050,0,0,0,18.31,62.57,1.6,880.4512,-
29/01/2021 03:00,4051,0,0,0,18.3,62.43,1.264,880.9238,-
29/01/2021 03:10,4052,0,0,0,18.06,63.63,1.44,880.4175,-
29/01/2021 03:20,4053,0,0.054,0,17.92,63.45,2.341,880.5644,-
29/01/2021 03:30,4054,0,0.132,0,18.21,62.12,2.366,880.5405,-
29/01/2021 03:40,4055,0,0,0,18.2,62.15,1.603,880.4998,-
29/01/2021 03:50,4056,0,0.001,0,18.02,62.83,1.821,880.6133,-
29/01/2021 04:00,4057,0,0,0,17.98,62.85,1.998,880.3276,-
29/01/2021 04:10,4058,0,0,0,17.92,63.07,1.814,880.3031,-
29/01/2021 04:20,4059,0,0,0,17.8,63.53,1.874,880.3853,-
29/01/2021 04:30,4060,0,0,0,17.63,64.21,1.708,880.491,-
29/01/2021 04:40,4061,0,0.003,0,17.58,64.25,2.098,880.3276,-
29/01/2021 04:50,4062,0,0.012,0,17.51,64.41,2.225,880.483,-
29/01/2021 05:00,4063,0,0,0,17.52,64.49,0.922,880.5076,-
29/01/2021 05:10,4064,0,0,0,17.22,66.96,0.144,880.5155,-
29/01/2021 05:20,4065,0,0,0,16.84,68.13,0,880.5978,-
29/01/2021 05:30,4066,0,0.022,0,16.74,68.15,0.988,880.5321,-
29/01/2021 05:40,4067,0,0.218,0,16.63,68.01,2.029,880.5597,-
29/01/2021 05:50,4068,0,0.018,0,16.35,69.13,1.889,880.4931,-
29/01/2021 06:00,4069,0,0.001,0,16.14,69.94,1.964,880.764,-
29/01/2021 06:10,4070,0,0.041,0,16.16,69.66,2.594,880.7537,-
29/01/2021 06:20,4071,0,0.001,0,15.97,70.31,2.945,880.8492,-
29/01/2021 06:30,4072,0,0.049,0,16.05,69.78,3.203,880.8793,-
29/01/2021 06:40,4073,0,0.025,0,16.02,69.81,2.918,880.9381,-
29/01/2021 06:50,4074,0,0,0,15.6,71.79,1.666,881.0422,-
29/01/2021 07:00,4075,0,0.001,0,15.44,72.33,1.95,880.9827,-
29/01/2021 07:10,4076,0.639,0.07,0.546,15.33,72.78,1.843,881.0746,-
29/01/2021 07:20,4077,5.691,0.637,5.653,15.72,70.76,2.159,881.066,-
29/01/2021 07:30,4078,17.59,29.01,14.76,16.13,69.01,2.255,881.2001,-
29/01/2021 07:40,4079,46.72,182.4,26.89,15.6,70.82,2.179,881.21,-
29/01/2021 07:50,4080,76.7,281.3,36.37,15.57,71.03,2.46,881.2189,-
29/01/2021 08:00,4081,116.9,393.5,45.66,16.04,69.4,1.954,881.3041,-
29/01/2021 08:10,4082,146.1,435.6,51.06,16.63,67.41,1.536,881.3642,-
29/01/2021 08:20,4083,159.5,378.8,59.25,17.36,65.08,1.219,881.3748,-
29/01/2021 08:30,4084,244.4,605.7,69.78,18.24,62.38,0.316,881.4242,-
29/01/2021 08:40,4085,286.2,647,75.32,19.8,58.41,0.657,881.8516,-
29/01/2021 08:50,4086,214.2,674.8,77.55,20.5,56.22,0.389,882.0545,-
29/01/2021 09:00,4087,351.5,656.1,78.56,21.24,53.1,0.604,882.1028,-
29/01/2021 09:10,4088,348.4,619.3,80.2,20.25,54.76,1.244,882.1111,-
29/01/2021 09:20,4089,378.9,633.6,82.8,20.2,54.89,1.363,882.258,-
29/01/2021 09:30,4090,449.1,727.9,86.1,20.59,53.44,1.548,882.291,-
29/01/2021 09:40,4091,466.4,710.7,86.7,20.42,53.51,1.972,881.9527,-
29/01/2021 09:50,4092,461,646.6,87.8,20.31,52.78,3.118,882.2009,-
29/01/2021 10:00,4093,464.9,605.6,95.9,20.33,52.99,2.579,882.4127,-
29/01/2021 10:10,4094,592,776.9,106.3,20.83,51.67,1.927,882.3812,-
29/01/2021 10:20,4095,600.2,755,109.5,21.2,51.05,2.567,882.2916,-
29/01/2021 10:30,4096,670.2,835,106.9,21.54,50.23,1.236,882.194,-
29/01/2021 10:40,4097,637.3,752.4,108.7,22.93,48.03,1.557,881.8925,-
29/01/2021 10:50,4098,694.4,798.3,116.8,23.31,46.81,2.138,881.9376,-
29/01/2021 11:00,4099,751,858,118.6,23.75,46.01,1.666,881.8839,-
29/01/2021 11:10,4100,779.1,882,114.1,23.4,46.48,2.148,881.4893,-
29/01/2021 11:20,4101,814,917,109.1,22.91,47.72,1.645,881.4139,-
29/01/2021 11:30,4102,814,908,104.9,24.83,43.22,0.927,881.3821,-
29/01/2021 11:40,4103,826,904,103.2,25.1,41.95,2.055,881.1227,-
29/01/2021 11:50,4104,825,895,99.8,25.17,40.27,0.428,881.0745,-
29/01/2021 12:00,4105,848,914,99.8,26.05,38.88,0.973,880.8843,-
29/01/2021 12:10,4106,862,914,99.2,24.36,42.8,2.786,880.5748,-
29/01/2021 12:20,4107,864,911,99.3,24.23,42.84,1.551,880.3257,-
29/01/2021 12:30,4108,873,910,101.6,24.75,40.95,2.321,880.2991,-
29/01/2021 12:40,4109,876,912,100.5,25.16,40.21,1.726,879.9557,-
29/01/2021 12:50,4110,876,909,100.3,25.99,37.98,1.475,879.6069,-
29/01/2021 13:00,4111,876,909,98.5,25.51,39.04,1.566,879.6451,-
29/01/2021 13:10,4112,882,921,96.4,25.97,38,1.397,879.1838,-
29/01/2021 13:20,4113,813,825,100.3,26.19,37.36,1.221,879.0097,-
29/01/2021 13:30,4114,659.6,627.3,105.4,25.71,37.72,1.093,878.6506,-
29/01/2021 13:40,4115,696.1,662.3,118.4,26.05,36.84,1.428,878.514,-
29/01/2021 13:50,4116,798.9,800,128.5,26.77,35.78,0.575,878.2261,-
29/01/2021 14:00,4117,873,934,111.6,28.38,32.96,0.848,877.958,-
29/01/2021 14:10,4118,842,929,93,27.88,33.13,1.39,877.6499,-
29/01/2021 14:20,4119,816,921,87.1,28.47,32.43,1.504,877.416,-
29/01/2021 14:30,4120,799,912,90.7,28.82,31.96,1.568,877.5536,-
29/01/2021 14:40,4121,793.9,905,101.1,28.16,32.53,1.795,877.1368,-
29/01/2021 14:50,4122,490.6,460.3,110.3,28.07,32.42,1.276,877.1097,-
29/01/2021 15:00,4123,443.9,345.3,148.5,28.03,32.48,2.298,876.8408,-
29/01/2021 15:10,4124,305.2,153.9,154.8,27.74,32.77,1.021,877.0361,-
29/01/2021 15:20,4125,575.9,602.2,150,27.95,32.33,1.531,876.6061,-
29/01/2021 15:30,4126,689.8,886,111.1,28.31,31.57,2.355,876.6957,-
29/01/2021 15:40,4127,628.5,882,77.74,28.53,30.43,1.205,876.8171,-
29/01/2021 15:50,4128,589.3,878,65.53,28.56,30.36,1.712,876.3118,-
29/01/2021 16:00,4129,553.7,869,60.47,28.74,29.68,1.966,876.0565,-
29/01/2021 16:10,4130,521,865,57.33,28.85,29.16,2.033,876.5069,-
29/01/2021 16:20,4131,486.9,858,54.91,29.11,28.24,1.892,876.2899,-
29/01/2021 16:30,4132,447.4,842,52.41,29.68,27.51,1.417,875.8594,-
29/01/2021 16:40,4133,406.3,819,49.9,30.01,26.59,1.149,876.1427,-
29/01/2021 16:50,4134,362.8,788.9,47.24,30.05,25.83,0.335,875.7621,-
29/01/2021 17:00,4135,322.5,754.8,46.11,30.5,24.61,1.008,875.7246,-
29/01/2021 17:10,4136,280.5,715,44.32,30.37,24.87,0.772,875.7633,-
29/01/2021 17:20,4137,186.9,490.8,40.61,30.07,25.49,0.397,876.2276,-
29/01/2021 17:30,4138,187.1,568.8,41.91,30.23,25.67,0.621,875.7319,-
29/01/2021 17:40,4139,169.6,561.3,43.73,29.58,25.95,1.512,875.8481,-
29/01/2021 17:50,4140,134.3,492.5,42.31,29.67,25.62,0.27,875.5749,-
29/01/2021 18:00,4141,83,287.8,37.6,30.22,25.46,1.153,875.7513,-
29/01/2021 18:10,4142,39.37,71.12,26.7,28.26,28.42,2.448,875.5682,-
29/01/2021 18:20,4143,24.17,6.095,18.57,27.45,29.17,1.631,875.5408,-
29/01/2021 18:30,4144,6.816,0,5.434,26.93,29.82,1.926,875.8849,-
29/01/2021 18:40,4145,0,0,0,26.65,30.33,1.439,875.863,-
29/01/2021 18:50,4146,0,0,0,26.39,30.58,1.328,875.8831,-
29/01/2021 19:00,4147,0,0,0,26.24,30.62,1.241,875.9111,-
29/01/2021 19:10,4148,0,0,0,25.93,31.14,1.178,875.9373,-
29/01/2021 19:20,4149,0,0,0,25.12,33.17,1.916,875.9692,-
29/01/2021 19:30,4150,0,0,0,24.01,36.94,2.484,876.0142,-
29/01/2021 19:40,4151,0,0,0,22.97,40.92,2.57,876.1863,-
29/01/2021 19:50,4152,0,0,0,22.3,42.59,2.661,876.4011,-
29/01/2021 20:00,4153,0,0,0,21.99,43.38,2.824,876.0594,-
29/01/2021 20:10,4154,0,0,0,22.02,43.29,2.513,876.4145,-
29/01/2021 20:20,4155,0,0,0,21.88,43.58,2.68,876.3188,-
29/01/2021 20:30,4156,0,0,0,21.7,44.15,2.704,876.7042,-
29/01/2021 20:40,4157,0,0.018,0,21.57,44.47,3.528,876.7123,-
29/01/2021 20:50,4158,0,0,0,21.34,45.03,3.448,876.7944,-
