TOA5,ESOLMET-CR1000,23644,CR1000.Std.16,CPU:2021-05-21-ESOLMET-CR1000.CR1,25840,,,,
TIMESTAMP,RECORD,I_glo_Avg,I_dir_Avg,I_dif_Avg,AirTC_Avg,RH_Avg,WS_ms_Avg,CS106_PB_Avg,Rain_mm_Tot
TS,RN,W/m2,W/m2,W/m2,°C,%,m/s,mbar,mm
,,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Tot
,,,,,,,,,
01/01/2021 00:00,1,0,0.213,0,15.66,42.16,2.214,875.5172,-
01/01/2021 00:10,2,0,0.188,0,15.67,41.85,2.429,875.4602,-
01/01/2021 00:20,3,0,0.104,0,15.88,41.29,1.421,875.3776,-
01/01/2021 00:30,4,0,0.077,0,15.75,42.22,1.057,875.2963,-
01/01/2021 00:40,5,0,0,0,15.41,43.7,0.473,875.3045,-
01/01/2021 00:50,6,0,0,0,15.08,44.77,0.583,875.3372,-
01/01/2021 01:00,7,0,0.032,0,15.1,44.79,1.308,875.3455,-
01/01/2021 01:10,8,0,0,0,14.7,46.41,1.062,875.3727,-
01/01/2021 01:20,9,0,0,0,14.08,48.58,1.595,875.3311,-
01/01/2021 01:30,10,0,0,0,13.71,50.23,1.601,875.1293,-
01/01/2021 01:40,11,0,0.024,0,13.85,50.22,0.96,875.0205,-
01/01/2021 01:50,12,0,0,0,13.52,52.24,1.531,875.1105,-
01/01/2021 02:00,13,0,0.083,0,13.62,52.21,1.474,875.0233,-
01/01/2021 02:10,14,0,0.045,0,13.64,52.8,1.628,874.9515,-
01/01/2021 02:20,15,0,0.028,0,13.56,53.64,1.411,874.7596,-
01/01/2021 02:30,16,0,0.141,0,13.83,52.79,1.178,874.8679,-
01/01/2021 02:40,17,0,0.002,0,13.63,53.89,1.078,874.9473,-
01/01/2021 02:50,18,0,0,0,13.33,55.36,1.285,874.8845,-
01/01/2021 03:00,19,0,0.11,0,13.23,55.63,1.815,875.0883,-
01/01/2021 03:10,20,0,0,0,12.57,58.77,2.109,874.939,-
01/01/2021 03:20,21,0,0.188,0,12.75,57.74,2.561,874.9481,-
01/01/2021 03:30,22,0,0.024,0,12.89,57.62,1.488,874.7347,-
01/01/2021 03:40,23,0,0.05,0,12.89,57.42,1.372,875.1549,-
01/01/2021 03:50,24,0,0,0,12.74,58.47,1.844,875.0971,-
01/01/2021 04:00,25,0,0.009,0,12.64,58.9,0.826,875.0476,-
01/01/2021 04:10,26,0,0.296,0,13.01,57.15,1.341,875.3127,-
01/01/2021 04:20,27,0,0.011,0,13.01,57.57,0.332,875.2822,-
01/01/2021 04:30,28,0,0.266,0,12.91,58.32,1.714,875.4614,-
01/01/2021 04:40,29,0,0.388,0,13.13,57.96,1.761,875.3378,-
01/01/2021 04:50,30,0,0.056,0,12.64,59.95,1.963,875.5737,-
01/01/2021 05:00,31,0,0,0,12.23,61.93,1.724,875.796,-
01/01/2021 05:10,32,0,0.045,0,12.1,63,1.581,875.9243,-
01/01/2021 05:20,33,0,0.055,0,11.94,64.16,2.361,875.6984,-
01/01/2021 05:30,34,0,0.142,0,12.12,63.51,1.266,875.9938,-
01/01/2021 05:40,35,0,0.066,0,11.76,64.96,2.029,875.9071,-
01/01/2021 05:50,36,0,0.068,0,11.68,65.18,2.225,876.1169,-
01/01/2021 06:00,37,0,0,0,11.54,65.76,1.337,876.3649,-
01/01/2021 06:10,38,0,0,0,11.56,65.72,0.864,876.4409,-
01/01/2021 06:20,39,0,0,0,11.53,65.74,0.921,876.6649,-
01/01/2021 06:30,40,0,0.218,0,11.31,66.31,1.508,876.6514,-
01/01/2021 06:40,41,0,0.367,0,11.34,65.68,2.211,876.3496,-
01/01/2021 06:50,42,0,0.043,0,11.22,66.32,1.866,876.2939,-
01/01/2021 07:00,43,0,0,0,11.07,67.5,1.408,876.7425,-
01/01/2021 07:10,44,0.135,0.074,0.129,10.63,69.3,1.645,876.4497,-
01/01/2021 07:20,45,4.603,0.394,4.356,10.5,69.7,2.508,877.0859,-
01/01/2021 07:30,46,25.79,159.1,12.42,10.85,68.07,2.509,876.7264,-
01/01/2021 07:40,47,58.66,342.7,19.17,10.94,67.53,2.879,876.8017,-
01/01/2021 07:50,48,93.1,451.4,24.37,11.04,67.84,2.211,877.3397,-
01/01/2021 08:00,49,128.2,536,29.36,12.02,63.65,2.041,877.5115,-
01/01/2021 08:10,50,169.7,605.5,33.92,13.23,58.82,1.469,877.4872,-
01/01/2021 08:20,51,212.1,662.1,36.7,13.72,57.35,0.843,877.9092,-
01/01/2021 08:30,52,251.4,702.3,38.99,14.42,55.64,1.053,878.1115,-
01/01/2021 08:40,53,282.4,733.6,41.34,15.12,53.77,0.259,878.2624,-
01/01/2021 08:50,54,302.4,765.6,43.26,16.43,48.94,0.1,878.3981,-
01/01/2021 09:00,55,313.3,789,45.79,17.29,43.96,0.893,878.4879,-
01/01/2021 09:10,56,321.3,810,47.08,17.81,41.88,0.829,878.5151,-
01/01/2021 09:20,57,329.8,829,48.62,18.77,40.25,0.318,878.7149,-
01/01/2021 09:30,58,336,843,49.9,19.67,38.56,0.443,878.915,-
01/01/2021 09:40,59,338.5,857,51.53,19.56,39.15,0.799,879.1506,-
01/01/2021 09:50,60,338,874,52.16,20.58,38.68,0.616,878.8967,-
01/01/2021 10:00,61,335.2,884,53.38,20.99,38.54,1.233,878.9039,-
01/01/2021 10:10,62,331.7,894,55.7,20.58,40.17,1.371,879.0691,-
01/01/2021 10:20,63,326.3,898,57.53,21.14,39.62,0.769,878.9204,-
01/01/2021 10:30,64,327.4,906,58.02,21.53,39.88,1.224,878.7667,-
01/01/2021 10:40,65,336.7,914,59.61,21.23,40.3,1.504,878.9938,-
01/01/2021 10:50,66,349.6,923,59.85,21.86,38.92,1.334,878.3984,-
01/01/2021 11:00,67,368.2,931,60.26,21.14,40.7,1.718,878.8312,-
01/01/2021 11:10,68,387.9,934,61.09,20.98,40.76,1.71,878.6912,-
01/01/2021 11:20,69,413.4,942,62.19,21.41,40.07,2.074,878.1436,-
01/01/2021 11:30,70,439.9,946,62.65,22.15,38.6,2.386,878.2739,-
01/01/2021 11:40,71,471.1,958,62.34,21.4,39.28,2.429,878.2867,-
01/01/2021 11:50,72,493.7,954,62.72,22.21,37.65,1.53,878.3536,-
01/01/2021 12:00,73,524.4,966,61.99,22.32,36.5,2.261,877.8557,-
01/01/2021 12:10,74,538.8,960,61.33,22.86,34.62,1.442,877.7209,-
01/01/2021 12:20,75,556.5,960,61.79,22.84,33.62,1.323,877.759,-
01/01/2021 12:30,76,570.1,968,61.55,23.63,31.55,1.386,877.4546,-
01/01/2021 12:40,77,578.4,965,61.64,23.63,29.69,1.965,877.3782,-
01/01/2021 12:50,78,587.5,982,61.94,23.33,30.08,2.457,877.2456,-
01/01/2021 13:00,79,573.9,967,62.59,24.52,27.7,1.249,876.9474,-
01/01/2021 13:10,80,560.8,956,63.3,24.89,28.06,1.845,876.7025,-
01/01/2021 13:20,81,551.5,966,62.74,24.65,27.52,2.477,876.6025,-
01/01/2021 13:30,82,530.8,967,62.28,24.54,26.57,1.753,876.5844,-
01/01/2021 13:40,83,504.9,958,62.92,24.7,26.93,1.775,876.1359,-
01/01/2021 13:50,84,477.4,960,61.13,25.77,25.58,1.907,876.2125,-
01/01/2021 14:00,85,454.6,961,61.05,24.92,25.33,3.106,875.9061,-
01/01/2021 14:10,86,422.8,954,60.09,25.43,23.98,1.306,875.8255,-
01/01/2021 14:20,87,397.9,948,59.01,25.7,22.94,1.455,875.5934,-
01/01/2021 14:30,88,375.9,946,58.31,26.2,22.82,1.811,875.4192,-
01/01/2021 14:40,89,357.2,937,58.2,26.13,23.49,1.684,875.8059,-
01/01/2021 14:50,90,343.9,930,57.32,26.18,23.56,2.457,875.2559,-
01/01/2021 15:00,91,332.7,919,57.43,26.25,23.5,2.535,875.106,-
01/01/2021 15:10,92,329.2,914,56.52,26.79,22.52,1.952,875.3887,-
01/01/2021 15:20,93,330.4,901,55.18,26.79,21.78,1.854,875.2247,-
01/01/2021 15:30,94,336.3,890,54.6,26.84,21.36,2.477,875.6196,-
01/01/2021 15:40,95,339.2,876,52.99,26.11,21.65,1.508,875.6826,-
01/01/2021 15:50,96,340.4,859,52.54,26.7,21.4,2.052,875.6721,-
01/01/2021 16:00,97,342.3,848,52.35,26.29,22.08,3.116,875.6853,-
01/01/2021 16:10,98,333.4,830,50.05,27,20.96,1.468,875.7555,-
01/01/2021 16:20,99,324.7,806,49.06,26.66,21.59,2.515,875.1877,-
01/01/2021 16:30,100,313.3,778.1,47.32,26.53,21.63,2.83,875.1163,-
01/01/2021 16:40,101,302.1,751.1,45.14,26.5,21.57,2.02,875.1694,-
01/01/2021 16:50,102,283.7,716.5,43.12,26.67,21.58,2.917,875.4094,-
01/01/2021 17:00,103,254.5,681.3,40.48,26.52,21.63,2.264,875.3118,-
01/01/2021 17:10,104,216.4,638.9,37.09,26.14,23.4,2.886,875.2646,-
01/01/2021 17:20,105,173.5,585.2,33.19,26.04,24.16,2.461,875.4838,-
01/01/2021 17:30,106,131.4,514.7,28.91,26.03,24.38,2.445,875.8591,-
01/01/2021 17:40,107,94.4,433.4,23.56,25.5,24.53,1.987,875.7572,-
01/01/2021 17:50,108,60.19,328.9,17.73,25.29,24.58,2.078,875.7886,-
01/01/2021 18:00,109,24.17,130.8,10.68,24.93,25.85,1.633,875.8801,-
01/01/2021 18:10,110,4.452,0.097,3.298,24.22,27.34,1.032,875.9302,-
01/01/2021 18:20,111,0.038,0,0,23.77,28.23,0.417,875.8706,-
01/01/2021 18:30,112,0,0,0,23.13,29.71,0.213,876.1805,-
01/01/2021 18:40,113,0,0,0,22.57,30.82,0.465,876.2623,-
01/01/2021 18:50,114,0,0,0,21.63,33.05,1.297,876.2491,-
01/01/2021 19:00,115,0,0,0,20.84,35.03,1.824,876.0752,-
01/01/2021 19:10,116,0,0,0,19.99,36.7,2.586,876.1224,-
01/01/2021 19:20,117,0,0,0,19.37,37.91,3.036,876.2451,-
01/01/2021 19:30,118,0,0,0,19.34,36.89,2.991,876.4929,-
01/01/2021 19:40,119,0,0,0,18.96,37.12,2.953,876.9496,-
01/01/2021 19:50,120,0,0,0,18.36,39.06,2.086,876.8597,-
01/01/2021 20:00,121,0,0.018,0,18.2,39.2,2.474,876.8038,-
01/01/2021 20:10,122,0,0.085,0,18.35,38.38,2.714,877.2201,-
01/01/2021 20:20,123,0,0,0,18.3,38.33,2.169,877.3098,-
01/01/2021 20:30,124,0,0.029,0,18.3,37.93,2.025,877.367,-
01/01/2021 20:40,125,0,0.051,0,18.34,37.62,2.047,877.4573,-
01/01/2021 20:50,126,0,0.019,0,18.27,37.71,2.235,877.4646,-
01/01/2021 21:00,127,0,0.022,0,18.23,37.78,1.848,877.351,-
01/01/2021 21:10,128,0,0.005,0,18.25,37.75,1.773,877.5723,-
01/01/2021 21:20,129,0,0.071,0,18.17,37.82,2.003,877.7021,-
01/01/2021 21:30,130,0,0,0,18.09,37.92,1.808,877.7108,-
01/01/2021 21:40,131,0,0.004,0,17.97,38.23,1.708,877.817,-
01/01/2021 21:50,132,0,0.12,0,18.04,37.97,1.86,877.8414,-
01/01/2021 22:00,133,0,0.049,0,18.01,38.18,1.776,877.8986,-
01/01/2021 22:10,134,0,0,0,17.74,38.88,2.335,877.7344,-
01/01/2021 22:20,135,0,0.066,0,17.62,39.08,2.404,877.6454,-
01/01/2021 22:30,136,0,0.108,0,17.84,38.5,1.917,877.8737,-
01/01/2021 22:40,137,0,0.001,0,17.88,38.3,1.259,877.7466,-
01/01/2021 22:50,138,0,0.14,0,17.95,37.95,1.556,877.9799,-
01/01/2021 23:00,139,0,0.039,0,17.89,38.46,0.937,878.1017,-
01/01/2021 23:10,140,0,0,0,17.03,40.54,1.563,878.1846,-
01/01/2021 23:20,141,0,0,0,16.97,39.95,1.293,878.0912,-
01/01/2021 23:30,142,0,0.029,0,17.27,39.03,1.226,878.188,-
01/01/2021 23:40,143,0,0.071,0,17.17,39.46,1.52,878.2008,-
01/01/2021 23:50,144,0,0.027,0,16.97,40.01,1.384,878.2466,-
02/01/2021 00:00,145,0,0.009,0,16.91,40.06,0.997,878.1144,-
02/01/2021 00:10,146,0,0.371,0,17.32,38.83,1.398,878.2056,-
02/01/2021 00:20,147,0,0.01,0,16.38,42.69,1.921,878.0883,-
02/01/2021 00:30,148,0,0.145,0,16.31,41.99,2.198,878.0781,-
02/01/2021 00:40,149,0,0,0,16.2,42.93,1.865,878.0401,-
02/01/2021 00:50,150,0,0,0,15.66,44.91,1.569,878.1309,-
02/01/2021 01:00,151,0,0,0,15.29,46.48,1.659,878.0013,-
02/01/2021 01:10,152,0,0.001,0,14.92,48.16,1.469,878.1672,-
02/01/2021 01:20,153,0,0.003,0,14.85,48.49,1.48,878.1913,-
02/01/2021 01:30,154,0,0.169,0,14.78,48.72,2.079,878.0696,-
02/01/2021 01:40,155,0,0.23,0,14.85,48.61,2.174,878.053,-
02/01/2021 01:50,156,0,0,0,14.64,49.66,2.483,878.0773,-
02/01/2021 02:00,157,0,0,0,14.41,50.8,2.09,878.0773,-
02/01/2021 02:10,158,0,0.083,0,14.29,51.02,2.335,877.9224,-
02/01/2021 02:20,159,0,0.245,0,14.7,49.47,2.471,877.9577,-
02/01/2021 02:30,160,0,0.218,0,14.86,49.27,2.503,877.8996,-
02/01/2021 02:40,161,0,0.022,0,14.53,50.79,2.631,877.8311,-
02/01/2021 02:50,162,0,0.049,0,14.33,51.59,2.29,877.8414,-
02/01/2021 03:00,163,0,0.007,0,14.33,51.79,1.893,877.6337,-
02/01/2021 03:10,164,0,0.004,0,13.77,54.11,2.289,877.6036,-
02/01/2021 03:20,165,0,0.171,0,14.02,53.21,2.523,877.7285,-
02/01/2021 03:30,166,0,0.267,0,14.31,52.32,2.503,877.7444,-
02/01/2021 03:40,167,0,0,0,13.45,55.3,2.043,877.6174,-
02/01/2021 03:50,168,0,0,0,13.2,55.99,2.461,877.7882,-
02/01/2021 04:00,169,0,0.075,0,13.24,55.88,2.376,877.7745,-
02/01/2021 04:10,170,0,0.056,0,13.11,56.52,2.256,877.955,-
02/01/2021 04:20,171,0,0.127,0,13.06,56.74,2.671,878.0662,-
02/01/2021 04:30,172,0,0.153,0,13.2,56.28,2.835,877.9365,-
02/01/2021 04:40,173,0,0.106,0,12.97,57.03,2.98,877.9083,-
02/01/2021 04:50,174,0,0.081,0,13,56.74,2.949,878.1922,-
02/01/2021 05:00,175,0,0.186,0,13.14,55.63,2.519,878.283,-
02/01/2021 05:10,176,0,0.201,0,13.6,53.69,2.145,878.2901,-
02/01/2021 05:20,177,0,0,0,12.76,57.01,2.163,878.3727,-
02/01/2021 05:30,178,0,0.078,0,12.52,57.67,2.236,878.5722,-
02/01/2021 05:40,179,0,0.194,0,12.44,58,2.16,878.5786,-
02/01/2021 05:50,180,0,0.039,0,12.49,58.15,1.905,878.6855,-
02/01/2021 06:00,181,0,0,0,12.09,60.21,2.138,878.3765,-
02/01/2021 06:10,182,0,0.036,0,11.93,60.72,2.174,878.4808,-
02/01/2021 06:20,183,0,0.11,0,12.07,60.3,1.866,878.6949,-
02/01/2021 06:30,184,0,0.129,0,12.11,60.17,2.083,878.6707,-
02/01/2021 06:40,185,0,0.243,0,12.15,59.92,2.201,878.6683,-
02/01/2021 06:50,186,0,0.07,0,12.01,60.73,2.771,878.9097,-
02/01/2021 07:00,187,0,0.215,0,11.88,61.19,2.67,879.3478,-
02/01/2021 07:10,188,0.405,0.241,0.312,12.63,58.13,2.004,879.5319,-
02/01/2021 07:20,189,5.367,0.167,4.196,11.78,61.72,2.19,879.301,-
02/01/2021 07:30,190,23.96,145.3,11.38,11.79,61.25,2.189,879.475,-
02/01/2021 07:40,191,55.79,327.1,18.12,11.9,61.29,2.559,879.7086,-
02/01/2021 07:50,192,89,431.7,24.03,12.14,60.4,2.213,879.5149,-
02/01/2021 08:00,193,125.5,525,28.6,12.63,58.52,1.859,879.912,-
02/01/2021 08:10,194,164.8,588.8,32.79,13.42,55.25,1.39,879.7849,-
02/01/2021 08:20,195,205.2,639.8,36.41,14.41,50.64,1.25,880.1002,-
02/01/2021 08:30,196,244.7,683.1,39.32,15.82,45.44,0.765,880.1682,-
02/01/2021 08:40,197,276.7,720.2,40.86,17.14,44.27,0.017,880.2471,-
02/01/2021 08:50,198,297.2,749.2,43.36,18.64,41.31,0.292,880.4465,-
02/01/2021 09:00,199,310.3,769.4,46.35,18.81,40.22,1.325,880.5767,-
02/01/2021 09:10,200,318.4,791.7,48.78,18.84,40.4,1.396,880.358,-
02/01/2021 09:20,201,328.3,815,50,19.11,38.83,1.484,880.2563,-
02/01/2021 09:30,202,336.7,833,51.64,19.54,38.48,1.605,880.3454,-
02/01/2021 09:40,203,340.5,849,53.27,19.57,38.71,1.746,880.7942,-
02/01/2021 09:50,204,338.4,859,55.3,19.92,38.3,1.596,880.868,-
02/01/2021 10:00,205,335.1,869,56.71,20.17,38.53,1.476,880.9331,-
02/01/2021 10:10,206,330.6,881,57.62,20.2,38.75,1.954,880.8748,-
02/01/2021 10:20,207,328,898,57.74,20.17,37.95,1.927,880.557,-
02/01/2021 10:30,208,328.3,910,57.54,20.59,35.6,1.686,880.3442,-
02/01/2021 10:40,209,336,920,58.16,21.33,33.79,1.39,880.6804,-
02/01/2021 10:50,210,349.2,925,58.58,22.21,32.19,1.751,880.7449,-
02/01/2021 11:00,211,365.4,934,58.38,22.63,31.14,1.069,880.5812,-
02/01/2021 11:10,212,387.7,939,59.01,22.57,31.64,1.939,880.4174,-
02/01/2021 11:20,213,410.6,945,58.73,23.24,30.84,1.762,879.9177,-
02/01/2021 11:30,214,439.5,954,58.61,22.72,31.55,2.037,879.7532,-
02/01/2021 11:40,215,467.5,960,57.8,23.2,31.3,2.191,879.8794,-
02/01/2021 11:50,216,497,963,58.85,22.3,33.01,2.193,879.6089,-
02/01/2021 12:00,217,522.2,965,58.98,23.51,31.45,2.295,879.3106,-
02/01/2021 12:10,218,543.5,966,59.92,24.2,30.37,1.755,879.1539,-
02/01/2021 12:20,219,562.6,970,59.31,23.76,31.16,2.146,878.9321,-
02/01/2021 12:30,220,574.8,976,57.75,24.68,29.75,1.69,878.6631,-
02/01/2021 12:40,221,578.8,971,57.19,24.89,29.15,1.454,878.4586,-
02/01/2021 12:50,222,584.7,978,58.25,25.34,29.06,2.125,878.2657,-
02/01/2021 13:00,223,578.1,974,57.66,25.78,27.3,1.943,878.051,-
02/01/2021 13:10,224,569.4,972,58.76,25.45,27.3,1.957,877.8106,-
02/01/2021 13:20,225,557.6,985,57.23,26.57,25.43,1.983,877.5978,-
02/01/2021 13:30,226,533.6,974,56.49,25.99,24.81,1.871,877.4268,-
02/01/2021 13:40,227,511.3,980,56.04,26.28,24.34,1.384,877.3708,-
02/01/2021 13:50,228,481.2,969,56.49,27.27,22.38,1.403,876.9353,-
02/01/2021 14:00,229,459.5,976,56.82,26.6,22.73,2.072,876.6219,-
02/01/2021 14:10,230,430.1,972,55.99,26.38,22.41,2.427,876.4748,-
02/01/2021 14:20,231,401.7,961,54.96,26.3,21.39,2.077,876.674,-
02/01/2021 14:30,232,378.2,954,55.45,27.1,19.54,2.04,876.3008,-
02/01/2021 14:40,233,360.6,959,54.07,27.6,18.86,1.447,876.2402,-
02/01/2021 14:50,234,341.4,939,53.96,28.28,17.09,0.753,876.2499,-
02/01/2021 15:00,235,331.7,923,54.94,28.54,15.74,1.557,876.0787,-
02/01/2021 15:10,236,327.4,909,54.65,27.66,16.86,1.198,876.2988,-
02/01/2021 15:20,237,333.2,907,54.21,27.27,17.47,2.388,875.7505,-
02/01/2021 15:30,238,339,900,54.26,26.97,17.63,1.358,875.76,-
02/01/2021 15:40,239,338.9,884,52.68,28.59,17.26,0.913,875.9878,-
02/01/2021 15:50,240,340.1,862,51.98,28.95,16.67,1.81,875.9701,-
02/01/2021 16:00,241,338.4,843,50.41,28.31,16.93,1.831,875.4319,-
02/01/2021 16:10,242,334.5,832,49.29,28.5,16.91,1.325,875.5626,-
02/01/2021 16:20,243,322.2,806,47.06,29.22,16.19,0.841,875.4973,-
02/01/2021 16:30,244,310.7,775.8,44.93,29.31,15.99,0.891,875.5056,-
02/01/2021 16:40,245,302.9,751.5,43.4,29.04,16.26,1.277,875.5548,-
02/01/2021 16:50,246,288.3,729.9,41.49,28.91,17.25,1.77,875.5133,-
02/01/2021 17:00,247,261,701.5,39.12,28.78,17.38,1.519,875.5095,-
02/01/2021 17:10,248,224.4,670.5,35.82,28.66,17.38,1.337,875.5075,-
02/01/2021 17:20,249,183.7,619.5,31.94,28.89,17.42,1.398,876.1248,-
02/01/2021 17:30,250,136,535,27.45,28.57,17.84,1.171,875.6038,-
02/01/2021 17:40,251,95.3,445.6,22.69,28.37,18.33,0.592,875.9016,-
02/01/2021 17:50,252,59.33,334.2,15.74,28.24,18.73,0.42,876.0964,-
02/01/2021 18:00,253,23.81,146.2,8.44,27.64,19.76,0.414,876.115,-
02/01/2021 18:10,254,2.931,0.159,1.796,26.05,20.7,0.219,876.2204,-
02/01/2021 18:20,255,0,0,0,24.92,22.02,0.092,876.166,-
02/01/2021 18:30,256,0,0,0,23.95,23.8,0.043,876.1685,-
02/01/2021 18:40,257,0,0,0,23.15,26.28,0.718,876.3436,-
02/01/2021 18:50,258,0,0,0,22.39,26.83,1.945,876.3788,-
02/01/2021 19:00,259,0,0,0,21.44,28.77,2.749,876.0597,-
02/01/2021 19:10,260,0,0,0,20.9,29.96,3.346,876.5502,-
02/01/2021 19:20,261,0,0,0,20.29,31.13,2.97,876.3264,-
02/01/2021 19:30,262,0,0,0,19.92,31.51,3.036,876.3687,-
02/01/2021 19:40,263,0,0,0,19.82,31.52,3.094,876.4928,-
02/01/2021 19:50,264,0,0,0,19.52,32.25,2.616,876.9248,-
02/01/2021 20:00,265,0,0,0,19.39,32.45,2.65,876.9592,-
02/01/2021 20:10,266,0,0,0,19.37,32.57,2.458,877.1953,-
02/01/2021 20:20,267,0,0.054,0,19.51,32.5,2.425,877.2361,-
02/01/2021 20:30,268,0,0,0,19.32,33.16,2.404,877.3182,-
02/01/2021 20:40,269,0,0.001,0,19.18,33.56,1.686,877.1461,-
02/01/2021 20:50,270,0,0,0,19.29,33.25,1.631,877.449,-
02/01/2021 21:00,271,0,0.095,0,19.28,33.16,1.81,877.4979,-
02/01/2021 21:10,272,0,0,0,18.58,35.18,1.819,877.2925,-
02/01/2021 21:20,273,0,0,0,18.01,36.71,2.071,877.5152,-
02/01/2021 21:30,274,0,0.117,0,17.97,36.35,2.321,877.6947,-
02/01/2021 21:40,275,0,0.104,0,18.22,35.64,2.103,877.7509,-
02/01/2021 21:50,276,0,0.005,0,18.1,35.52,1.707,877.8502,-
02/01/2021 22:00,277,0,0.148,0,18.4,33.67,1.933,877.9805,-
02/01/2021 22:10,278,0,0.06,0,18.21,34.17,1.529,877.8405,-
02/01/2021 22:20,279,0,0.068,0,18.05,33.79,1.704,878.0386,-
02/01/2021 22:30,280,0,0.094,0,17.65,35.26,2.343,878.0541,-
02/01/2021 22:40,281,0,0,0,17.19,36.05,1.821,878.1605,-
02/01/2021 22:50,282,0,0.234,0,17.66,34.11,1.988,878.1619,-
02/01/2021 23:00,283,0,0.039,0,17.15,36.3,2.101,878.385,-
02/01/2021 23:10,284,0,0.092,0,16.89,36.78,2.485,878.3622,-
02/01/2021 23:20,285,0,0,0,16.6,37.6,2.538,878.2548,-
02/01/2021 23:30,286,0,0.041,0,16.87,36.85,1.746,878.2358,-
02/01/2021 23:40,287,0,0,0,16.8,37.15,0.757,878.2524,-
02/01/2021 23:50,288,0,0,0,16.57,37.7,0.154,878.352,-
03/01/2021 00:00,289,0,0.153,0,16.28,39.03,1.543,878.373,-
03/01/2021 00:10,290,0,0.372,0,16.11,39.03,2.484,878.4395,-
03/01/2021 00:20,291,0,0,0,15.6,40.38,3.16,878.3539,-
03/01/2021 00:30,292,0,0.304,0,16.05,38.14,2.236,878.3145,-
03/01/2021 00:40,293,0,0.012,0,15.66,39.65,3.108,878.4048,-
03/01/2021 00:50,294,0,0.152,0,15.79,38.73,2.885,878.4788,-
03/01/2021 01:00,295,0,0.004,0,15.66,39.2,1.861,878.6091,-
03/01/2021 01:10,296,0,0.107,0,15.46,39.69,2.805,878.5848,-
03/01/2021 01:20,297,0,0.001,0,15.22,40.72,2.766,878.5764,-
03/01/2021 01:30,298,0,0.018,0,15.03,41.17,2.593,878.5928,-
03/01/2021 01:40,299,0,0.277,0,15.3,40.02,2.711,878.5768,-
03/01/2021 01:50,300,0,0.242,0,15.65,38.91,2.74,878.5022,-
03/01/2021 02:00,301,0,0.03,0,15.41,39.94,2.693,878.3724,-
03/01/2021 02:10,302,0,0.007,0,15.13,40.91,2.605,878.5438,-
03/01/2021 02:20,303,0,0.025,0,14.96,41.2,2.71,878.3879,-
03/01/2021 02:30,304,0,0,0,14.71,42.08,2.841,878.3476,-
03/01/2021 02:40,305,0,0.032,0,14.44,42.56,2.868,878.3472,-
03/01/2021 02:50,306,0,0.099,0,14.77,41.71,2.411,878.2167,-
03/01/2021 03:00,307,0,0.214,0,14.82,41.31,2.17,878.2003,-
03/01/2021 03:10,308,0,0.008,0,14.85,41.48,1.953,878.3365,-
03/01/2021 03:20,309,0,0,0,14.71,41.82,1.635,878.3893,-
03/01/2021 03:30,310,0,0,0,14.48,42.71,1.392,878.4322,-
03/01/2021 03:40,311,0,0.172,0,14.68,41.5,1.403,878.4155,-
03/01/2021 03:50,312,0,0.006,0,14.59,42.19,1.286,878.5533,-
03/01/2021 04:00,313,0,0.074,0,14.62,42.15,1.42,878.6058,-
03/01/2021 04:10,314,0,0.099,0,14.9,41.16,1.005,878.5801,-
03/01/2021 04:20,315,0,0.389,0,15.18,40.2,1.586,878.7385,-
03/01/2021 04:30,316,0,0.346,0,15.04,40.8,1.875,878.8775,-
03/01/2021 04:40,317,0,0.392,0,15.14,40.53,2.426,878.8921,-
03/01/2021 04:50,318,0,0.102,0,15.04,41.1,2.418,878.9927,-
03/01/2021 05:00,319,0,0.018,0,14.88,41.43,2.113,879.0647,-
03/01/2021 05:10,320,0,0,0,14.5,43.19,1.661,879.153,-
03/01/2021 05:20,321,0,0.105,0,14.26,43.67,1.373,879.3219,-
03/01/2021 05:30,322,0,0.149,0,14.33,43.38,2.15,879.2263,-
03/01/2021 05:40,323,0,0.098,0,14.11,44.27,2.906,879.3719,-
03/01/2021 05:50,324,0,0,0,13.31,47.55,2.258,879.3617,-
03/01/2021 06:00,325,0,0.01,0,12.95,49.3,2.74,879.4368,-
03/01/2021 06:10,326,0,0.031,0,12.97,49.43,2.645,879.5299,-
03/01/2021 06:20,327,0,0.287,0,13.43,47.23,2.166,879.554,-
03/01/2021 06:30,328,0,0.209,0,13.58,47.35,2.004,879.7985,-
03/01/2021 06:40,329,0,0.113,0,13.08,49.08,2.715,879.8306,-
03/01/2021 06:50,330,0,0.217,0,13.24,48.65,2.98,879.7927,-
03/01/2021 07:00,331,0,0.09,0,12.9,50.25,2.804,879.9962,-
03/01/2021 07:10,332,0.533,0.083,0.164,12.94,50.37,1.92,880.1073,-
03/01/2021 07:20,333,4.589,0.339,4.291,13.05,49.85,1.824,879.9923,-
03/01/2021 07:30,334,21.36,119,11.05,13.3,49.2,1.012,880.0928,-
03/01/2021 07:40,335,53.97,304.4,17.67,13.69,48.07,0.793,880.3638,-
03/01/2021 07:50,336,85.6,411.3,24.11,14.34,45.95,1.153,880.5872,-
03/01/2021 08:00,337,120.7,491.1,29.12,15.07,43.92,1.064,880.6151,-
03/01/2021 08:10,338,158.6,559.2,33.18,15.6,42.82,0.959,880.8004,-
03/01/2021 08:20,339,197.5,612.9,36.61,16.08,42.13,0.56,880.7873,-
