TOA5,ESOLMET-IER,CR1000,23644,CR1000.Std.16,44971,TablaGeneral,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,RN,W/m2,W/m2,W/m2,?C,%,m/s,mbar
,,Avg,Avg,Avg,Avg,Smp,Avg,Avg
,,,,,,,,
01/01/2020 00:00,34485,0.286,0,0,21.21,60.35,0.719,877.138
01/01/2020 00:10,34486,0,0,0,20.86,61.03,0.697,877.0807
01/01/2020 00:20,34487,0.042,0,0,20.84,61.65,1.486,877.0634
01/01/2020 00:30,34488,0,0,0,20.57,62.7,1.766,876.8109
01/01/2020 00:40,34489,0,0,0,20.29,64.07,1.665,877.0735
01/01/2020 00:50,34490,0,0,0,19.95,65.12,1.676,876.9662
01/01/2020 01:00,34491,0.149,0,0,19.93,65.33,1.674,877.1953
01/01/2020 01:10,34492,0.118,0,0,19.82,65.84,2.039,876.8752
01/01/2020 01:20,34493,0.058,0,0,19.44,68.84,1.778,876.8774
01/01/2020 01:30,34494,0.005,0,0,18.97,68.9,2.51,877.1953
01/01/2020 01:40,34495,0.001,0,0,18.97,67.98,2.35,877.1707
01/01/2020 01:50,34496,0,0,0,18.81,70.06,2.294,877.097
01/01/2020 02:00,34497,0.221,0,0,19.06,64.78,2.231,877.1135
01/01/2020 02:10,34498,0.165,0,0,19.12,70.85,2.63,877.0233
01/01/2020 02:20,34499,0.01,0,0,18.39,69.72,2.559,877.048
01/01/2020 02:30,34500,0.123,0,0,18.23,68.87,2.068,877.0317
01/01/2020 02:40,34501,0.141,0,0,18.51,69.55,2.643,876.8678
01/01/2020 02:50,34502,0.019,0,0,18.28,69.59,1.639,876.639
01/01/2020 03:00,34503,0.011,0,0,18.28,71.15,1.427,876.7615
01/01/2020 03:10,34504,0.039,0,0,17.99,71.53,1.621,876.7457
01/01/2020 03:20,34505,0.259,0,0,18,71.05,2.543,876.7122
01/01/2020 03:30,34506,0.242,0,0,18.01,71.84,2.476,876.541
01/01/2020 03:40,34507,0.017,0,0,17.57,72.21,1.838,876.4754
01/01/2020 03:50,34508,0.014,0,0,17.43,72.14,1.718,876.361
01/01/2020 04:00,34509,0,0,0,17.12,74.12,1.896,876.4754
01/01/2020 04:10,34510,0.098,0,0,17.02,72.52,2.055,876.2627
01/01/2020 04:20,34511,0.085,0,0,16.95,72.96,2.09,876.361
01/01/2020 04:30,34512,0.209,0,0,16.99,73.03,2.219,876.3447
01/01/2020 04:40,34513,0.098,0,0,16.88,73.61,2.466,876.2056
01/01/2020 04:50,34514,0.193,0,0,16.83,71.56,2.406,876.3121
01/01/2020 05:00,34515,0.229,0,0,17.07,72.72,2.545,876.4186
01/01/2020 05:10,34516,0.201,0,0,16.99,73.1,2.804,876.6884
01/01/2020 05:20,34517,0.039,0,0,16.72,72.07,2.23,876.5909
01/01/2020 05:30,34518,0.087,0,0,16.61,74.19,2.429,876.8762
01/01/2020 05:40,34519,0.115,0,0,16.47,73.44,2.325,876.7161
01/01/2020 05:50,34520,0.148,0,0,16.5,73.61,2.003,876.818
01/01/2020 06:00,34521,0.181,0,0,16.57,72.14,1.884,876.8467
01/01/2020 06:10,34522,0.209,0,0,16.62,73.54,2.384,876.9246
01/01/2020 06:20,34523,0.074,0,0,16.27,76.37,2.553,876.8103
01/01/2020 06:30,34524,0.046,0,0,15.93,75.28,2.509,876.7199
01/01/2020 06:40,34525,0.238,0,0,16.06,75.28,2.62,876.8116
01/01/2020 06:50,34526,0.315,0,0,16.07,75.66,2.718,876.8975
01/01/2020 07:00,34527,0.278,0,0,15.99,74.37,2.838,876.9477
01/01/2020 07:10,34528,0.328,0,0.001,16.18,73.75,2.976,877.0426
01/01/2020 07:20,34529,0.306,2.102,1.77,16.24,75.73,2.363,877.2073
01/01/2020 07:30,34530,2.627,7.446,6.27,16.03,75.39,1.838,877.2466
01/01/2020 07:40,34531,88.9,23.37,13.12,15.91,75.42,1.767,877.3227
01/01/2020 07:50,34532,293,61.66,21.01,16.2,73.04,1.017,877.5137
01/01/2020 08:00,34533,411.7,97.3,27.77,17.02,70.99,1.108,877.6588
01/01/2020 08:10,34534,483,131.3,32.55,17.27,70.54,1.42,877.7903
01/01/2020 08:20,34535,534.1,165.3,36.71,17.6,68.43,0.886,877.7204
01/01/2020 08:30,34536,578.8,201.8,40.16,18.43,64.54,0.038,878.041
01/01/2020 08:40,34537,615.3,241.9,43.31,19.6,63.79,0,878.2769
01/01/2020 08:50,34538,642.3,282.3,47.41,20.06,60.01,0.014,878.3247
01/01/2020 09:00,34539,663.9,319.2,50.72,21.03,56.23,0.071,878.5199
01/01/2020 09:10,34540,623.5,331.5,54.88,22.22,53.84,0.377,878.5951
01/01/2020 09:20,34541,650.7,372.7,57.37,22.92,53.57,0.498,878.4842
01/01/2020 09:30,34542,719.4,424.3,58.2,23.46,53.02,0.858,878.2353
01/01/2020 09:40,34543,743.2,458.6,59.64,23.63,52.65,0.701,878.3076
01/01/2020 09:50,34544,752.3,486.6,61.47,23.84,52.65,0.804,878.2968
01/01/2020 10:00,34545,765.5,516,63.08,24.22,50.6,1.167,878.0218
01/01/2020 10:10,34546,774.7,541.6,64.18,24.15,49.54,1.604,878.2923
01/01/2020 10:20,34547,779.2,561.6,66.61,24.32,48.9,1.254,878.0108
01/01/2020 10:30,34548,797.4,584.7,68.27,24.55,51.08,2.034,877.983
01/01/2020 10:40,34549,798.6,591.4,71.15,24.38,49.58,1.876,877.9775
01/01/2020 10:50,34550,798.3,588.5,74.12,24.57,50.81,1.919,877.9001
01/01/2020 11:00,34551,792.9,579.5,77.75,24.21,50.4,2.502,877.757
01/01/2020 11:10,34552,792,566.7,82.3,24.27,50.5,2.54,877.75
01/01/2020 11:20,34553,803,553,82.3,24.38,49.61,2.304,877.8945
01/01/2020 11:30,34554,817,539.7,82.2,23.74,51.73,2.791,877.5753
01/01/2020 11:40,34555,834,522.6,79.33,24.49,48.55,2.156,877.5802
01/01/2020 11:50,34556,826,498,80.4,25.96,44.81,1.039,877.2416
01/01/2020 12:00,34557,825,483.7,80.4,26.07,46.44,1.889,877.208
01/01/2020 12:10,34558,834,472.4,79.52,26.28,44.6,1.82,876.7662
01/01/2020 12:20,34559,847,465.7,77.45,26.15,44.08,1.271,876.777
01/01/2020 12:30,34560,843,456.9,77.76,26.28,44.16,1.4,876.4
01/01/2020 12:40,34561,830,448.2,78.82,26.56,43.23,1.972,876.3865
01/01/2020 12:50,34562,841,450.6,77.43,26.63,43.78,1.916,876.0291
01/01/2020 13:00,34563,849,452.5,75.94,27.14,41.29,2.332,875.8865
01/01/2020 13:10,34564,849,455.2,75.04,27.45,39.38,2.096,875.6771
01/01/2020 13:20,34565,854,463.5,73.91,27.46,40.4,1.952,875.5108
01/01/2020 13:30,34566,851,470.5,72.25,27.49,39.96,1.649,875.1788
01/01/2020 13:40,34567,854,488,73.07,27.35,40.3,2.404,874.791
01/01/2020 13:50,34568,844,497.4,71.88,27.56,41.43,2.829,874.2991
01/01/2020 14:00,34569,831,513.7,74.38,27.01,41.02,2.19,874.248
01/01/2020 14:10,34570,808,542.9,96.6,27.83,39.42,1.892,873.8705
01/01/2020 14:20,34571,823,570.7,94.4,28.21,38.73,2.442,873.7292
01/01/2020 14:30,34572,814,571.8,77.3,28.08,39.45,2.482,873.731
01/01/2020 14:40,34573,783.3,576.8,82.4,28.27,39.76,2.624,873.4821
01/01/2020 14:50,34574,789.7,589.3,80.1,28.22,38.73,1.231,873.5437
01/01/2020 15:00,34575,779,582,73.64,29.13,37.75,1.798,873.0925
01/01/2020 15:10,34576,764.8,572.9,74.67,29.25,37.92,2.129,873.3248
01/01/2020 15:20,34577,778.7,570.6,71,28.63,39.01,2.478,873.2293
01/01/2020 15:30,34578,784.5,553.1,65.39,29.05,37.61,2.399,873.1913
01/01/2020 15:40,34579,782.9,531.4,61.15,28.4,39.93,3.634,872.8514
01/01/2020 15:50,34580,752.7,493.5,62.19,28.35,38.32,2.521,872.8166
01/01/2020 16:00,34581,742.1,468.7,62.34,28.36,37.24,2.85,872.7824
01/01/2020 16:10,34582,720.3,435.7,62.39,28.73,36.66,3.174,872.6623
01/01/2020 16:20,34583,697.8,403.8,60.92,28.22,39.18,4.614,872.8425
01/01/2020 16:30,34584,470.5,283.4,62.1,28.04,38.05,3.445,872.5928
01/01/2020 16:40,34585,599.7,310.5,57.96,28.24,37.85,3.882,872.6442
01/01/2020 16:50,34586,615.7,285.8,52.79,28.28,37.07,2.856,872.8214
01/01/2020 17:00,34587,605,248.9,46.19,28.85,36.66,2.631,872.9562
01/01/2020 17:10,34588,571.1,209.3,43.3,28.9,36.28,2.389,872.6716
01/01/2020 17:20,34589,501.4,163.6,36.66,28.32,37.41,2.876,872.8177
01/01/2020 17:30,34590,65.1,52.69,31.36,27.77,39.35,3.139,872.717
01/01/2020 17:40,34591,2.145,33.72,27.12,27.1,39.9,3.149,872.8433
01/01/2020 17:50,34592,28.13,26.98,20.3,26.94,40.44,2.959,873.0352
01/01/2020 18:00,34593,61.6,22.48,14.28,26.92,40.61,2.331,873.1241
01/01/2020 18:10,34594,6.181,9.05,7.069,26.66,41.84,1.951,873.432
01/01/2020 18:20,34595,0,1.18,0.82,26.42,42.45,1.965,873.5285
01/01/2020 18:30,34596,0,0,0,26.24,43.3,1.18,873.5339
01/01/2020 18:40,34597,0,0,0,26.03,44.19,0.345,873.7584
01/01/2020 18:50,34598,0,0,0,25.72,44.88,0.301,873.7576
01/01/2020 19:00,34599,0,0,0,25.6,45.32,0.772,873.8759
01/01/2020 19:10,34600,0,0,0,25.41,45.73,1.321,873.7377
01/01/2020 19:20,34601,0,0,0,25.11,47.3,1.771,873.7713
01/01/2020 19:30,34602,0,0,0,24,50.16,2.238,873.9428
01/01/2020 19:40,34603,0,0,0,23.73,53.23,2.09,874.0688
01/01/2020 19:50,34604,0,0,0,23.36,49,1.906,874.023
01/01/2020 20:00,34605,0,0,0,23.68,48.18,1.934,874.167
01/01/2020 20:10,34606,0.007,0,0,23.39,48.59,1.511,874.4485
01/01/2020 20:20,34607,0.229,0,0,23.29,48.83,1.019,874.524
01/01/2020 20:30,34608,0.27,0,0,23.23,49.41,1.474,874.7724
01/01/2020 20:40,34609,0.035,0,0,23.14,49.48,1.813,874.7086
01/01/2020 20:50,34610,0,0,0,23,50.74,1.9,875.0941
01/01/2020 21:00,34611,0,0,0,22.69,51.83,1.174,875.1255
01/01/2020 21:10,34612,0.052,0,0,22.66,51.7,1.361,875.3151
01/01/2020 21:20,34613,0,0,0,22.78,53.74,0.183,875.3306
01/01/2020 21:30,34614,0.041,0,0,22.48,51.35,0.909,875.6334
01/01/2020 21:40,34615,0.033,0,0,22.38,53.84,0.507,875.5506
01/01/2020 21:50,34616,0.021,0,0,22.23,54.25,0.784,875.232
01/01/2020 22:00,34617,0,0,0,21.97,56.19,0.669,875.3148
01/01/2020 22:10,34618,0,0,0,21.65,56.7,0.758,875.2407
01/01/2020 22:20,34619,0.154,0,0,21.55,53.23,0.902,875.4696
01/01/2020 22:30,34620,0.026,0,0,21.86,55.92,0.224,875.298
01/01/2020 22:40,34621,0.037,0,0,21.67,54.59,0.103,875.7231
01/01/2020 22:50,34622,0.271,0,0,21.97,54.39,0.183,875.6741
01/01/2020 23:00,34623,0.051,0,0,21.63,59.57,0.196,875.7479
01/01/2020 23:10,34624,0.041,0,0,20.58,60.96,1.779,875.8212
01/01/2020 23:20,34625,0.059,0,0,20.31,59.43,2.151,875.673
01/01/2020 23:30,34626,0,0,0,19.82,61.41,2.53,875.5593
01/01/2020 23:40,34627,0.023,0,0,19.78,61,1.963,875.134
01/01/2020 23:50,34628,0.014,0,0,19.71,63.72,1.829,875.3151
02/01/2020 00:00,34629,0,0,0,18.89,63.9,2.411,875.5595
02/01/2020 00:10,34630,0.001,0,0,18.73,64.27,2.19,875.4941
02/01/2020 00:20,34631,0.313,0,0,19.26,62.91,2.2,875.5595
02/01/2020 00:30,34632,0.142,0,0,19.21,65.22,2.266,875.5266
02/01/2020 00:40,34633,0.026,0,0,18.9,65.36,2.399,875.1915
02/01/2020 00:50,34634,0.001,0,0,18.8,65.77,2.515,875.1496
02/01/2020 01:00,34635,0.207,0,0,19.01,64.78,2.253,875.0281
02/01/2020 01:10,34636,0.116,0,0,19.03,64.64,2.189,874.8972
02/01/2020 01:20,34637,0.121,0,0,18.82,66.66,2.313,875.0446
02/01/2020 01:30,34638,0,0,0,18.43,67.54,2.443,875.2733
02/01/2020 01:40,34639,0.009,0,0,18.33,67.17,2.246,875.3134
02/01/2020 01:50,34640,0.094,0,0,18.4,67.64,2.334,875.2661
02/01/2020 02:00,34641,0.148,0,0,18.3,66.93,2.295,875.3384
02/01/2020 02:10,34642,0.006,0,0,18.24,68.22,1.836,875.2153
02/01/2020 02:20,34643,0.092,0,0,18.04,68.15,2.003,875.0771
02/01/2020 02:30,34644,0.369,0,0,18.41,67.2,1.853,875.0612
02/01/2020 02:40,34645,0.237,0,0,18.49,69.52,1.925,874.987
02/01/2020 02:50,34646,0.029,0,0,18.18,69.38,2.041,875.1097
02/01/2020 03:00,34647,0.125,0,0,18.08,69.21,2.115,875.0027
02/01/2020 03:10,34648,0.184,0,0,18.29,69.86,1.843,875.0037
02/01/2020 03:20,34649,0.267,0,0,18.22,69.45,2.175,874.758
02/01/2020 03:30,34650,0.222,0,0,18.28,70.2,1.908,874.8477
02/01/2020 03:40,34651,0.243,0,0,18.21,70.91,1.831,874.7662
02/01/2020 03:50,34652,0.384,0,0,18.18,71.32,2.28,874.7494
02/01/2020 04:00,34653,0.154,0,0,18.12,72.07,2.079,874.7086
02/01/2020 04:10,34654,0.096,0,0,18.45,70.2,1.414,874.4223
02/01/2020 04:20,34655,0.056,0,0,18.67,70.03,1.154,874.4147
02/01/2020 04:30,34656,0.129,0,0,18.83,70.27,1.263,874.4968
02/01/2020 04:40,34657,0.2,0,0,18.6,71.84,1.435,874.7831
02/01/2020 04:50,34658,0.053,0,0,18.36,72.04,0.974,874.7493
02/01/2020 05:00,34659,0,0,0,18,74.9,0.782,874.6928
02/01/2020 05:10,34660,0.001,0,0,17.71,75.58,1.221,874.6599
02/01/2020 05:20,34661,0.247,0,0,17.39,75.96,1.479,874.6683
02/01/2020 05:30,34662,0.1,0,0,17.21,77.76,1.551,874.7983
02/01/2020 05:40,34663,0,0,0,17.18,77.73,1.063,874.6685
02/01/2020 05:50,34664,0.053,0,0,16.96,79.13,1.65,874.8231
02/01/2020 06:00,34665,0.393,0,0,16.86,78.75,2.166,874.8647
02/01/2020 06:10,34666,0.291,0,0,16.95,77.97,2.061,874.9705
02/01/2020 06:20,34667,0.163,0,0,17.23,78.11,1.713,875.0612
02/01/2020 06:30,34668,0.292,0,0,17.11,77.56,2.104,875.0849
02/01/2020 06:40,34669,0.368,0,0,17.15,77.66,2.198,875.2247
02/01/2020 06:50,34670,0.22,0,0,17.23,78.55,2.169,875.3875
02/01/2020 07:00,34671,0.244,0,0,17.2,77.01,1.904,875.3229
02/01/2020 07:10,34672,0.06,0.359,0.145,17.18,78.89,1.886,875.5023
02/01/2020 07:20,34673,0.186,3.919,3.353,16.89,78.17,2.175,875.5762
02/01/2020 07:30,34674,19.84,19.69,16.26,16.79,79.71,2.346,875.8545
02/01/2020 07:40,34675,131.7,40.8,26.36,16.7,79.26,2.18,875.8292
02/01/2020 07:50,34676,116.3,47.67,29.72,17.11,77.42,2.023,875.9199
02/01/2020 08:00,34677,92.1,63.8,44.39,17.34,77.12,1.58,876.107
02/01/2020 08:10,34678,301.8,134.5,67.94,17.73,74.6,1.255,875.9853
02/01/2020 08:20,34679,157.5,167,124.5,18.63,73.27,0.564,876.2224
02/01/2020 08:30,34680,138.9,171.9,121.9,19.16,70.78,0.384,876.4747
02/01/2020 08:40,34681,368.1,240.5,110.8,20.48,66.83,0.401,876.124
02/01/2020 08:50,34682,262.6,214.3,107.6,21.1,65.16,0.886,876.4593
02/01/2020 09:00,34683,74.93,154.8,111.5,21,64.71,0.308,876.6483
02/01/2020 09:10,34684,148.4,199.7,119.4,21.16,63.11,0.01,876.7943
02/01/2020 09:20,34685,303.6,352.6,193.4,21.86,61.24,0.109,876.9835
02/01/2020 09:30,34686,289.5,412.9,249.8,22.01,61.58,0.754,877.0634
02/01/2020 09:40,34687,330.1,440.8,233.9,22.26,61.1,1.494,876.7921
02/01/2020 09:50,34688,245.8,316.1,150.7,21.85,62.29,1.555,876.7481
02/01/2020 10:00,34689,73.88,231.4,154.7,22.07,60.72,1.03,876.7822
02/01/2020 10:10,34690,546.6,557.3,196.8,22.56,59.26,1.448,877.1378
02/01/2020 10:20,34691,399.1,467.3,184.5,22.86,58.64,0.67,877.0668
02/01/2020 10:30,34692,375,418.8,149.9,22.94,56.91,1.104,876.8383
02/01/2020 10:40,34693,634.6,560.2,135.8,23.57,54.62,0.764,876.558
02/01/2020 10:50,34694,758.6,615.1,118.8,23.67,55.95,1.425,876.6741
02/01/2020 11:00,34695,634.3,537.6,122.6,24.27,54.21,1.233,876.8504
02/01/2020 11:10,34696,384.6,394.8,138.6,24.07,56.36,1.295,876.4182
02/01/2020 11:20,34697,513.9,462.2,143.3,23.63,56.46,1.367,876.5158
02/01/2020 11:30,34698,719.4,539.5,128.6,24.16,53.94,1.487,876.3524
02/01/2020 11:40,34699,738.8,508.3,114.9,24.88,53.8,1.126,876.3103
02/01/2020 11:50,34700,776.2,504.8,105.3,24.45,52.78,1.937,875.8471
02/01/2020 12:00,34701,840,503.8,93.8,25.21,50.53,2.235,875.4832
02/01/2020 12:10,34702,862,491,85.5,25.32,45.35,2.063,875.5637
02/01/2020 12:20,34703,852,477.2,87.3,24.89,48.48,1.939,874.9921
02/01/2020 12:30,34704,847,477.9,95.6,25.37,45.96,2.286,875.0475
02/01/2020 12:40,34705,803,466.7,104.7,25.84,42.48,2.339,874.7664
02/01/2020 12:50,34706,846,514.8,136.1,25.88,44.6,2.561,874.3206
02/01/2020 13:00,34707,836,528.4,148.6,25.31,45.07,2.224,874.1833
02/01/2020 13:10,34708,751.5,577,228.9,26.1,43.23,2.422,873.8755
02/01/2020 13:20,34709,820,592.2,209,26.53,39.38,4.154,873.5438
02/01/2020 13:30,34710,731.3,531.2,169.2,26.48,40.64,3.101,873.6901
02/01/2020 13:40,34711,710,551.9,191.4,26.02,40.81,2.801,873.2889
02/01/2020 13:50,34712,739,529.8,145.1,26.39,39.01,3.792,872.876
02/01/2020 14:00,34713,552.4,533.5,212.1,26.68,39.72,4.368,872.6973
02/01/2020 14:10,34714,529.8,592.1,268.7,26.16,40.27,5.394,872.7411
02/01/2020 14:20,34715,516.8,638.4,307.9,26.06,41.36,4.944,872.8805
02/01/2020 14:30,34716,203.9,489.6,331.1,26.05,41.39,5.396,872.8866
02/01/2020 14:40,34717,9.36,285.9,254,25.37,41.36,5.766,872.5112
02/01/2020 14:50,34718,291.9,460,249.7,25.49,42.72,5.822,872.6874
02/01/2020 15:00,34719,1.468,212.6,199.3,25.33,43.98,5.542,872.8276
02/01/2020 15:10,34720,0.14,205.7,195,25.04,40.47,7.586,872.8819
02/01/2020 15:20,34721,10.98,236.8,212.2,25.01,38.36,7.09,872.5897
02/01/2020 15:30,34722,0.444,203.9,192.6,25.04,37.58,6.316,872.7252
02/01/2020 15:40,34723,0.062,118.8,112,24.72,38.91,7.056,872.7864
02/01/2020 15:50,34724,0,83.3,78.68,24.55,39.73,6.947,872.9112
02/01/2020 16:00,34725,0.124,85.4,82.5,24.47,40.65,7.38,872.9885
02/01/2020 16:10,34726,0,59.54,56.71,24.25,40.72,7.332,873.128
02/01/2020 16:20,34727,0.051,54.65,33.64,24.04,40,6.251,873.4445
02/01/2020 16:30,34728,0.503,107.3,0.004,23.47,40.41,8.07,873.3845
02/01/2020 16:40,34729,53.3,181.5,0,23.68,39.63,7.482,873.8014
02/01/2020 16:50,34730,20.86,113.8,0.015,23.66,39.73,6.18,873.7082
02/01/2020 17:00,34731,222.5,198.4,20.58,23.45,41.88,5.69,873.2313
02/01/2020 17:10,34732,4.764,71.99,36.18,23.16,43.34,4.805,873.2747
02/01/2020 17:20,34733,182.8,111.8,21.73,23.11,45.12,3.509,873.5605
02/01/2020 17:30,34734,2.553,59.26,21.99,22.83,44.27,3.066,873.7675
02/01/2020 17:40,34735,0.857,51.16,28.56,22.7,44.78,1.855,873.4705
02/01/2020 17:50,34736,0.01,34.15,20.87,22.62,45.02,1.61,873.255
02/01/2020 18:00,34737,0,13.87,6.687,22.62,44.68,0.874,873.1212
02/01/2020 18:10,34738,0.02,4.206,0.775,22.58,44.47,1.482,873.3351
02/01/2020 18:20,34739,0.075,0.386,0.043,22.58,44.27,1.591,873.5067
02/01/2020 18:30,34740,0.001,0,0,22.49,45.7,1.056,873.601
02/01/2020 18:40,34741,0.024,0,0,22.23,45.7,0.607,873.8012
02/01/2020 18:50,34742,0.083,0,0.002,22.14,45.9,1.751,873.981
02/01/2020 19:00,34743,0.055,0,0.001,22.09,45.02,1.493,874.1358
02/01/2020 19:10,34744,0,0,0.047,21.36,53.4,1.786,874.014
02/01/2020 19:20,34745,0.195,0,0.783,20.95,48.05,2.489,874.3987
02/01/2020 19:30,34746,0.275,0,0.263,21.37,50.71,1.823,874.4636
02/01/2020 19:40,34747,0.011,0,0.295,21.16,49.68,1.422,874.545
02/01/2020 19:50,34748,0.071,0,0.002,21.19,51.01,1.131,874.6927
02/01/2020 20:00,34749,0.182,0,0.377,20.79,56.06,1.716,873.9643
02/01/2020 20:10,34750,0.037,0,0.757,20.65,53.64,1.345,874.5629
02/01/2020 20:20,34751,0.001,0,0.971,20.71,55.78,1.371,874.6926
02/01/2020 20:30,34752,0,0,2.381,20.34,56.09,1.327,874.8973
02/01/2020 20:40,34753,0.019,0,3.749,20.39,54.93,1.302,874.7327
02/01/2020 20:50,34754,0.024,0,3.297,20.18,58.61,1.317,875.0699
02/01/2020 21:00,34755,0.002,0,1.895,19.9,59.5,1.094,875.1743
02/01/2020 21:10,34756,0,0,0.757,19.45,58.58,1.59,875.1427
02/01/2020 21:20,34757,0.033,0,0.007,19.52,60.11,1.026,875.2244
02/01/2020 21:30,34758,0.077,0,0,19.7,59.7,0.279,875.2907
02/01/2020 21:40,34759,0.043,0,0.082,19.67,61,0.124,875.8292
02/01/2020 21:50,34760,0.381,0,0.632,19.47,58.48,0.769,875.6425
02/01/2020 22:00,34761,0.307,0,0.492,19.8,57.25,1.008,875.8779
02/01/2020 22:10,34762,0.1,0,0.001,19.67,57.49,1.115,875.7225
02/01/2020 22:20,34763,0.213,0,0,19.63,58.89,1.278,875.6912
02/01/2020 22:30,34764,0,0,0,19.49,60.08,0.819,876.3367
02/01/2020 22:40,34765,0.259,0,0,19.44,59.5,0.219,876.3864
02/01/2020 22:50,34766,0.296,0,0,19.58,59.16,0.499,876.6066
02/01/2020 23:00,34767,0.249,0,0,19.55,59.5,1.181,876.5652
02/01/2020 23:10,34768,0.254,0,0,19.46,59.12,1.146,876.7454
02/01/2020 23:20,34769,0.012,0,0,19.52,60.15,0.216,876.5579
02/01/2020 23:30,34770,0.001,0,0,19.32,60.79,0.763,876.8347
02/01/2020 23:40,34771,0.149,0,0,19.26,61.48,0.277,876.7789
02/01/2020 23:50,34772,0.145,0,0,19.22,61.17,1.032,876.5244
03/01/2020 00:00,34773,0,0,0,19.23,61.75,0.212,876.4581
03/01/2020 00:10,34774,0,0,0,18.9,65.84,1.357,876.0006
03/01/2020 00:20,34775,0,0,0,18.24,65.97,1.611,876.0429
03/01/2020 00:30,34776,0.062,0,0.001,18.51,65.63,1.161,876.3446
03/01/2020 00:40,34777,0.254,0,0.005,18.51,64.68,0.779,876.2227
03/01/2020 00:50,34778,0.223,0,0.008,18.63,66.72,0.717,876.3773
03/01/2020 01:00,34779,0.001,0,0,18.31,66.62,1.548,876.1317
03/01/2020 01:10,34780,0.001,0,0,18.25,65.8,1.318,876.1733
03/01/2020 01:20,34781,0.022,0,0,18.35,66.08,0.599,876.1306
03/01/2020 01:30,34782,0.001,0,0,18.43,66.86,0.116,875.9281
03/01/2020 01:40,34783,0.176,0,0,18.24,69.01,1.125,876.0996
03/01/2020 01:50,34784,0.109,0,0,17.76,69.93,2.263,875.9517
03/01/2020 02:00,34785,0.007,0,0,17.53,70.23,2.383,875.6322
03/01/2020 02:10,34786,0,0,0,17.49,69.38,1.418,875.2648
03/01/2020 02:20,34787,0.034,0,0,17.74,67.1,0.517,875.3883
03/01/2020 02:30,34788,0.282,0,0,17.99,66.31,1.153,875.3467
03/01/2020 02:40,34789,0.008,0,0,17.95,67.54,0.657,875.5349
03/01/2020 02:50,34790,0,0,0,17.64,69.89,0.041,875.4448
03/01/2020 03:00,34791,0.095,0,0,17.08,69.89,1.578,875.2739
03/01/2020 03:10,34792,0.016,0,0,16.77,72.38,1.854,875.4697
03/01/2020 03:20,34793,0,0,0,16.29,72.11,1.774,875.6248
03/01/2020 03:30,34794,0.058,0,0,16.39,73.91,1.73,875.5758
03/01/2020 03:40,34795,0,0,0,15.79,72.99,2.243,875.5597
03/01/2020 03:50,34796,0.061,0,0,15.69,72.35,2.118,875.7841
03/01/2020 04:00,34797,0.109,0,0,15.68,74.22,2.243,875.9754
03/01/2020 04:10,34798,0.006,0,0,15.36,74.4,2.595,876.0015
03/01/2020 04:20,34799,0.23,0,0,15.41,71.64,2.528,875.9915
03/01/2020 04:30,34800,0.341,0,0,16.1,72.32,2.27,876.2559
03/01/2020 04:40,34801,0.092,0,0,15.56,70.24,2.113,876.1592
03/01/2020 04:50,34802,0.134,0,0,15.75,73.38,1.297,876.5325
03/01/2020 05:00,34803,0,0,0,15.11,74.88,1.102,876.4919
03/01/2020 05:10,34804,0.035,0,0,14.97,75.26,1.833,876.7173
03/01/2020 05:20,34805,0.161,0,0,15.02,74.03,1.539,876.6673
03/01/2020 05:30,34806,0.196,0,0,15.36,70.86,1.327,876.6677
03/01/2020 05:40,34807,0.393,0,0,15.68,69.56,1.375,876.8661
03/01/2020 05:50,34808,0.289,0,0,15.5,70.18,1.983,876.7199
03/01/2020 06:00,34809,0.209,0,0,15.41,72.8,1.695,876.8254
03/01/2020 06:10,34810,0.268,0,0,15.15,71.57,2.284,876.8588
03/01/2020 06:20,34811,0.123,0,0,14.95,70.21,2.22,876.6871
03/01/2020 06:30,34812,0.05,0,0,14.86,72.46,2.074,876.6622
03/01/2020 06:40,34813,0.266,0,0,14.88,70.69,2.158,876.6052
03/01/2020 06:50,34814,0.01,0,0,14.29,73.38,1.517,876.72
03/01/2020 07:00,34815,0.005,0,0,14.15,74.64,1.323,876.9157
03/01/2020 07:10,34816,0.212,0,0,14.17,73.24,1.17,876.7529
03/01/2020 07:20,34817,0.156,0.632,0,13.76,73.93,2.01,877.1711
03/01/2020 07:30,34818,0.393,7.453,3.046,13.96,72.36,2.068,877.1824
03/01/2020 07:40,34819,3.594,22.3,16.02,14.01,74,2.484,877.5097
03/01/2020 07:50,34820,46.04,48.78,33.74,13.84,72.39,2.009,877.6284
03/01/2020 08:00,34821,67.56,70.43,49,14.12,72.77,1.693,878.1763
03/01/2020 08:10,34822,99.4,95.6,64.34,14.41,71.44,1.273,878.0394
03/01/2020 08:20,34823,168.5,134.6,79.55,14.97,65.71,1.055,878.1855
03/01/2020 08:30,34824,300.6,201.2,101.6,15.9,60.94,0.484,878.5165
03/01/2020 08:40,34825,297.1,215.3,104.6,16.74,57.12,0.036,878.7086
03/01/2020 08:50,34826,291.2,224.3,100.7,17.7,56.61,0,878.8574
03/01/2020 09:00,34827,324.7,254.3,102.3,18.88,54.7,0,879.1362
03/01/2020 09:10,34828,456.1,298.4,79.93,19.93,51.73,0,879.2886
