TOA5,ESOLMET-IER,CR1000,23644,CR1000.Std.16,44971,TablaGeneral,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,RN,W/m2,W/m2,W/m2,?C,%,m/s,mbar
,,Avg,Avg,Avg,Avg,Smp,Avg,Avg
,,,,,,,,
06/03/2020 14:10,43930,289.7,733.5,371.6,27.31,31.24,1.837,879.0201
06/03/2020 14:20,43931,234.7,656.6,353.1,27.04,32.33,2.719,878.932
06/03/2020 14:30,43932,98.3,523.1,351.1,26.78,31.14,1.472,878.9199
06/03/2020 14:40,43933,129.3,553.7,357.9,27.52,30.83,0.891,878.5247
06/03/2020 14:50,43934,304.2,714.2,365.6,27.16,31.86,2.168,878.2036
06/03/2020 15:00,43935,299.8,623.3,294.3,27.14,31.48,1.676,877.9057
06/03/2020 15:10,43936,339.9,617.7,266.7,27.07,31.41,2.19,877.7945
06/03/2020 15:20,43937,495.8,693.8,243.7,28.49,29.16,1.269,877.5364
06/03/2020 15:30,43938,499,677.3,241.3,28.87,29.3,2.44,877.3984
06/03/2020 15:40,43939,167.2,372.2,198.8,28.66,30.25,1.332,877.2124
06/03/2020 15:50,43940,64.83,357.8,257.6,28.38,29.81,0.642,877.3954
06/03/2020 16:00,43941,254.3,543.7,314.9,28.19,30.18,0.94,877.2305
06/03/2020 16:10,43942,288,457,238.6,28.75,28.38,0.679,877.0239
06/03/2020 16:20,43943,399.6,463.6,209.5,29,29.74,2.448,876.9851
06/03/2020 16:30,43944,389.7,397,176.8,29.15,28.72,1.634,876.7349
06/03/2020 16:40,43945,369.5,357.8,165.8,29.22,28.69,1.667,876.6076
06/03/2020 16:50,43946,275.4,278.2,139.5,29.35,28.18,1.019,876.565
06/03/2020 17:00,43947,114.7,170.8,102.3,29.12,29.4,0.401,876.53
06/03/2020 17:10,43948,219.9,262.9,148.2,28.83,28.18,0.794,876.5862
06/03/2020 17:20,43949,255.7,271.2,149.6,29.37,28.38,0.395,876.5089
06/03/2020 17:30,43950,206.4,206.1,110.2,28.62,29.71,0.734,876.519
06/03/2020 17:40,43951,52.97,87.4,58.99,28.01,30.22,0.759,876.6707
06/03/2020 17:50,43952,44.42,78.87,54.97,27.86,30.22,0.961,876.8349
06/03/2020 18:00,43953,62.01,121.6,89.2,28.08,30.22,0.792,876.7167
06/03/2020 18:10,43954,41.7,103.8,80.9,28.26,30.22,0.866,876.936
06/03/2020 18:20,43955,8.26,41.25,33.64,27.82,30.8,1.288,876.941
06/03/2020 18:30,43956,2.26,15.02,11.7,27.18,31.07,2.66,877.0034
06/03/2020 18:40,43957,0.587,7.375,5.601,26.96,31.55,1.806,877.1698
06/03/2020 18:50,43958,0,1.242,0.743,26.77,31.75,1.774,877.2659
06/03/2020 19:00,43959,0,0,0,26.66,31.82,1.844,877.3702
06/03/2020 19:10,43960,0,0,0,26.55,32.37,1.686,877.4695
06/03/2020 19:20,43961,0,0,0,26.05,34.21,1.991,877.6685
06/03/2020 19:30,43962,0,0,0,25.47,34.99,2.176,877.6678
06/03/2020 19:40,43963,0,0,0,24.95,37.24,2.221,877.7714
06/03/2020 19:50,43964,0,0,0,24.73,37.48,2.181,877.9327
06/03/2020 20:00,43965,0,0,0,24.28,39.49,2.429,878.0065
06/03/2020 20:10,43966,0,0,0,24.01,39.32,2.491,878.1721
06/03/2020 20:20,43967,0,0,0,23.84,40.14,1.779,878.1362
06/03/2020 20:30,43968,0,0,0,23.75,40.86,2.13,878.4505
06/03/2020 20:40,43969,0,0,0,23.63,41.68,2.328,878.435
06/03/2020 20:50,43970,0,0,0,23.43,43.01,1.832,878.613
06/03/2020 21:00,43971,0.243,0,0,23.9,39.33,2.053,878.7065
06/03/2020 21:10,43972,0.125,0,0,24.2,42.09,2.109,879.3627
06/03/2020 21:20,43973,0,0,0,23.73,42.8,0.432,879.5842
06/03/2020 21:30,43974,0,0,0,23.5,43.01,0.831,879.5177
06/03/2020 21:40,43975,0.197,0,0,23.58,38.68,1.911,879.6326
06/03/2020 21:50,43976,0.039,0,0,23.71,39.84,1.264,879.6824
06/03/2020 22:00,43977,0,0,0,23.34,40.31,0.802,879.959
06/03/2020 22:10,43978,0.05,0,0,23.2,39.67,1.927,880.2052
06/03/2020 22:20,43979,0.044,0,0,23.09,40.59,1.873,880.0417
06/03/2020 22:30,43980,0,0,0,22.76,42.02,1.888,880.1723
06/03/2020 22:40,43981,0,0,0,22.44,42.43,1.094,880.2056
06/03/2020 22:50,43982,0,0,0,22.12,43.35,2.378,880.5644
06/03/2020 23:00,43983,0,0,0,21.87,43.38,2.375,880.631
06/03/2020 23:10,43984,0,0,0,21.79,43.86,2.109,880.63
06/03/2020 23:20,43985,0,0,0,21.51,44.27,2.096,880.851
06/03/2020 23:30,43986,0.011,0,0,21.3,44.64,2.442,880.8844
06/03/2020 23:40,43987,0.121,0,0,21.18,44.4,3.124,880.8677
06/03/2020 23:50,43988,0,0,0,21.04,44.95,2.613,881.0547
07/03/2020 00:00,43989,0,0,0,20.79,45.6,2.504,880.8272
07/03/2020 00:10,43990,0,0,0,20.57,46.21,2.375,880.9979
07/03/2020 00:20,43991,0,0,0,20.36,46.69,2.133,881.1711
07/03/2020 00:30,43992,0,0,0,20.07,47.81,1.981,881.0301
07/03/2020 00:40,43993,0,0,0,19.85,47.78,1.701,880.9746
07/03/2020 00:50,43994,0,0,0,19.79,48.01,1.461,881.1617
07/03/2020 01:00,43995,0,0,0,19.68,49.21,1.08,881.2273
07/03/2020 01:10,43996,0,0,0,19.19,50.23,1.121,881.3748
07/03/2020 01:20,43997,0,0,0,18.98,50.67,1.212,881.2109
07/03/2020 01:30,43998,0.012,0,0,18.99,50.43,0.932,881.3572
07/03/2020 01:40,43999,0,0,0,18.92,50.88,0.08,881.3264
07/03/2020 01:50,44000,0.003,0,0,18.71,51.46,0.787,881.2191
07/03/2020 02:00,44001,0.288,0,0,18.64,50.67,1.743,881.2761
07/03/2020 02:10,44002,0.117,0,0,18.53,52.27,0.678,881.2764
07/03/2020 02:20,44003,0,0,0,18.15,53.54,0.476,881.1127
07/03/2020 02:30,44004,0.014,0,0,17.86,53.19,1.95,881.0145
07/03/2020 02:40,44005,0.007,0,0,17.82,53.43,1.651,881.0637
07/03/2020 02:50,44006,0.009,0,0,17.71,53.84,1.924,881.0555
07/03/2020 03:00,44007,0.004,0,0,17.53,54.25,2.113,880.941
07/03/2020 03:10,44008,0.014,0,0,17.34,54.66,1.998,881.0793
07/03/2020 03:20,44009,0.003,0,0,17.24,55.1,1.978,880.9581
07/03/2020 03:30,44010,0.012,0,0,17.08,55.65,2.334,880.9571
07/03/2020 03:40,44011,0.016,0,0,17.02,55.72,2.209,881.1456
07/03/2020 03:50,44012,0.048,0,0,16.95,56.09,2.17,881.1478
07/03/2020 04:00,44013,0,0,0,16.8,56.54,2.268,881.1574
07/03/2020 04:10,44014,0,0,0,16.72,56.43,1.564,881.2024
07/03/2020 04:20,44015,0.001,0,0,16.71,57.12,1.617,881.1095
07/03/2020 04:30,44016,0.001,0,0,16.5,57.42,1.577,881.0765
07/03/2020 04:40,44017,0,0,0,16.4,57.43,1.244,881.1812
07/03/2020 04:50,44018,0.026,0,0,16.29,57.94,1.533,881.2753
07/03/2020 05:00,44019,0.003,0,0,16.16,59.06,1.986,881.3072
07/03/2020 05:10,44020,0,0,0,15.89,60.74,1.828,881.2911
07/03/2020 05:20,44021,0.022,0,0,15.73,59.88,1.67,881.3535
07/03/2020 05:30,44022,0.23,0,0,15.95,60.05,2.2,881.3827
07/03/2020 05:40,44023,0.004,0,0,15.72,62.17,2.029,881.5911
07/03/2020 05:50,44024,0,0,0,15.21,63.22,1.809,881.5602
07/03/2020 06:00,44025,0.007,0,0,14.97,62.34,2.175,881.6525
07/03/2020 06:10,44026,0.325,0,0,15.4,60.53,2.139,881.693
07/03/2020 06:20,44027,0.302,0,0,15.45,59.37,2.42,881.8403
07/03/2020 06:30,44028,0.355,0,0,15.64,58.83,2.443,881.8647
07/03/2020 06:40,44029,0.292,0,0,15.79,58.59,2.024,881.7503
07/03/2020 06:50,44030,0.191,0,0,15.77,59,1.361,881.9304
07/03/2020 07:00,44031,0,1.085,0.527,15.57,60.74,0.119,881.972
07/03/2020 07:10,44032,1.003,8.75,7.012,15,62.71,1.049,882.2986
07/03/2020 07:20,44033,22.69,28.99,23.63,14.67,62.85,0.367,882.421
07/03/2020 07:30,44034,74.78,59.86,44.62,14.77,62.3,0.664,882.5357
07/03/2020 07:40,44035,133.6,89.9,60.75,15.05,62.3,0.907,882.6451
07/03/2020 07:50,44036,182.5,104.4,62.18,15.44,59.58,0.431,882.8492
07/03/2020 08:00,44037,168.7,98.2,55.11,16.26,56.51,0.002,883.0436
07/03/2020 08:10,44038,255.2,144.1,75.47,16.89,54.94,0.228,882.9858
07/03/2020 08:20,44039,356.4,189.4,88.8,17.36,55.38,0.939,883.0976
07/03/2020 08:30,44040,415.8,218.7,97,17.97,52.21,0.633,883.2367
07/03/2020 08:40,44041,459.2,244.7,107.1,18.55,50.95,0.284,883.1614
07/03/2020 08:50,44042,475,267.6,118.7,18.98,49.55,0.968,883.1649
07/03/2020 09:00,44043,471.2,282.3,124.3,18.85,50.54,1.283,883.5352
07/03/2020 09:10,44044,513.9,335.6,146,18.79,50.37,1.656,883.3721
07/03/2020 09:20,44045,462.2,343,151.5,18.9,47.47,0.767,883.6486
07/03/2020 09:30,44046,486.6,373.2,150,19.52,45.9,0.717,883.5748
07/03/2020 09:40,44047,585.3,467.1,167.4,20.13,43.86,1.007,883.5092
07/03/2020 09:50,44048,552.6,491,167.9,20.5,43.14,1.496,883.5095
07/03/2020 10:00,44049,568.3,550.3,178.1,20.16,43.79,1.71,883.4521
07/03/2020 10:10,44050,597.9,628,197,20.57,43.62,2.364,883.6481
07/03/2020 10:20,44051,523.6,707.1,281.1,20.4,44.13,1.884,883.4627
07/03/2020 10:30,44052,202.2,404.7,210.2,20.39,43.24,1.923,883.1925
07/03/2020 10:40,44053,672.3,769.7,199,21.45,41.54,1.489,883.0333
07/03/2020 10:50,44054,688.6,791.1,186.7,22.03,40.35,2.172,883.0143
07/03/2020 11:00,44055,695.7,811,184,21.77,40.38,2.055,883.123
07/03/2020 11:10,44056,713.8,835,179.7,22.69,38.47,1.167,882.7554
07/03/2020 11:20,44057,717.1,853,180.9,22.9,38.78,1.229,882.7581
07/03/2020 11:30,44058,722.8,874,183,23.52,39.15,1.568,882.3646
07/03/2020 11:40,44059,716.3,889,191.7,23.13,38.98,1.356,882.2628
07/03/2020 11:50,44060,696.5,898,206,22.72,40.34,1.384,881.8971
07/03/2020 12:00,44061,657.7,877,208.5,22.99,36.7,1.458,881.546
07/03/2020 12:10,44062,689.7,907,205,23.55,36.32,1.822,881.2552
07/03/2020 12:20,44063,710.9,924,202.1,24.05,36.83,1.529,880.9401
07/03/2020 12:30,44064,673.6,896,204.9,24.64,35.23,2.03,881.0982
07/03/2020 12:40,44065,701.9,929,206.4,24.48,35.16,1.268,880.7881
07/03/2020 12:50,44066,713.1,942,204.9,25.05,35.26,2.103,880.3924
07/03/2020 13:00,44067,731.8,955,200.4,25.06,36.11,1.871,880.2468
07/03/2020 13:10,44068,740.2,962,198.9,24.81,33.39,2.52,879.7208
07/03/2020 13:20,44069,735.1,969,212.8,25.54,33.12,2.296,879.5692
07/03/2020 13:30,44070,479.6,804,270.5,25.43,33.32,1.311,879.5501
07/03/2020 13:40,44071,481.8,837,301.5,25.77,31.24,1.102,879.7205
07/03/2020 13:50,44072,601.8,891,258.9,26.73,30.97,2.304,879.4072
07/03/2020 14:00,44073,676.1,912,224.6,26.18,31.07,1.804,878.9111
07/03/2020 14:10,44074,450.6,755.4,267.9,27.31,29.4,0.895,878.6422
07/03/2020 14:20,44075,219.7,617.4,335.4,28.01,29.13,0.826,878.1726
07/03/2020 14:30,44076,354.7,749.2,344.4,27.71,29.3,1.367,878.3287
07/03/2020 14:40,44077,264.4,622.4,306.2,27.35,30.59,1.676,877.9018
07/03/2020 14:50,44078,258.1,633.1,328.9,27.54,29.88,1.639,877.372
07/03/2020 15:00,44079,290.5,663.4,338.9,27.55,29.3,2.032,877.4848
07/03/2020 15:10,44080,190.6,550.1,322.7,27.98,29.54,0.632,877.074
07/03/2020 15:20,44081,71.28,423.9,305.2,27.17,30.01,0.99,876.8433
07/03/2020 15:30,44082,40.42,388,301.2,27.11,30.69,1.994,877.0762
07/03/2020 15:40,44083,148,475.8,307.1,27.05,29.06,0.973,876.8021
07/03/2020 15:50,44084,92.5,412.2,294.1,27.18,30.15,0.88,876.6632
07/03/2020 16:00,44085,126.9,377,252.6,27.31,30.12,1.279,876.5821
07/03/2020 16:10,44086,150.3,372.2,243.9,27.43,29.47,1.341,876.2101
07/03/2020 16:20,44087,105.1,305.5,217.9,27.85,29.23,0.865,876.0677
07/03/2020 16:30,44088,50.39,264.5,204.3,28.21,28.86,0.375,876.0439
07/03/2020 16:40,44089,53.07,265,212.4,27.81,30.59,1.417,876.0132
07/03/2020 16:50,44090,185.4,329.7,228.7,27.46,29.3,1.535,875.8269
07/03/2020 17:00,44091,305.2,340.6,212.1,27.92,28.38,0.766,875.5948
07/03/2020 17:10,44092,257.6,285.1,181.8,28.64,28.62,1.212,875.5909
07/03/2020 17:20,44093,248.6,247.7,153.7,28.78,28.55,1.197,875.7769
07/03/2020 17:30,44094,180.6,225.5,153.3,28.64,29.03,1.141,875.5938
07/03/2020 17:40,44095,173.3,211.4,145.6,28.36,28.89,1.115,875.8582
07/03/2020 17:50,44096,133.2,172.7,122.2,28.46,28.99,0.911,875.453
07/03/2020 18:00,44097,146,133.7,88.2,28.39,28.99,1.208,875.6297
07/03/2020 18:10,44098,99.4,94.9,65.46,28.1,29.67,0.813,875.7504
07/03/2020 18:20,44099,58.38,59.63,49.76,27.83,29.85,0.829,875.7285
07/03/2020 18:30,44100,28.29,35.47,27.23,27.54,30.49,0.62,875.4384
07/03/2020 18:40,44101,0.893,11.98,9.83,27.08,31.31,0.459,875.8884
07/03/2020 18:50,44102,0,0.813,0.557,26.7,31.72,0,875.6191
07/03/2020 19:00,44103,0,0,0,26.34,32.43,0.024,875.7709
07/03/2020 19:10,44104,0,0,0,26.01,32.47,0.244,875.6367
07/03/2020 19:20,44105,0,0,0,25.86,34.31,0.051,875.6943
07/03/2020 19:30,44106,0,0,0,25.42,35.4,0.071,875.898
07/03/2020 19:40,44107,0,0,0,25.08,36.5,1.035,876.062
07/03/2020 19:50,44108,0,0,0,24.05,38.91,2.498,876.2411
07/03/2020 20:00,44109,0,0,0,23.64,39.9,2.516,876.3305
07/03/2020 20:10,44110,0,0,0,23.24,41.27,2.145,876.4642
07/03/2020 20:20,44111,0,0,0,23.1,41.67,2.959,876.4494
07/03/2020 20:30,44112,0,0,0,22.84,42.7,2.869,876.8124
07/03/2020 20:40,44113,0,0,0,22.48,43.58,2.26,876.928
07/03/2020 20:50,44114,0,0,0,22.48,43.55,2.101,876.7285
07/03/2020 21:00,44115,0,0,0,22.43,43.48,2.061,876.998
07/03/2020 21:10,44116,0,0,0,22.25,43.14,2.041,877.1305
07/03/2020 21:20,44117,0.007,0,0,22.39,43.24,1.938,877.3098
07/03/2020 21:30,44118,0,0,0,22.14,43.35,1.408,877.5887
07/03/2020 21:40,44119,0.14,0,0,22.17,41.95,1.787,877.6614
07/03/2020 21:50,44120,0.048,0,0,22.36,41.4,1.28,877.7106
07/03/2020 22:00,44121,0.102,0,0,22.46,40.07,0.632,877.874
07/03/2020 22:10,44122,0.083,0,0,22.64,43.79,0.68,877.7682
07/03/2020 22:20,44123,0.106,0,0,22.05,44.23,1.286,878.1524
07/03/2020 22:30,44124,0,0,0,21.99,46.99,0.978,878.3735
07/03/2020 22:40,44125,0.104,0,0,21.84,44.27,1.17,878.3321
07/03/2020 22:50,44126,0.257,0,0,22.25,45.46,1.372,878.1763
07/03/2020 23:00,44127,0,0,0,21.94,43.24,1.505,878.2341
07/03/2020 23:10,44128,0.111,0,0,22.01,43.89,1.37,878.3242
07/03/2020 23:20,44129,0.262,0,0,22.39,41.74,2.061,878.5452
07/03/2020 23:30,44130,0,0,0,22.2,43.11,1.236,878.5931
07/03/2020 23:40,44131,0.01,0,0,21.89,43.21,1.43,878.5701
07/03/2020 23:50,44132,0.068,0,0,21.76,43.55,1.645,878.4627
08/03/2020 00:00,44133,0.221,0,0,21.71,42.36,2.111,878.7495
08/03/2020 00:10,44134,0.093,0,0,21.4,44.71,2.995,878.8805
08/03/2020 00:20,44135,0.001,0,0,20.99,43.62,2.69,878.9211
08/03/2020 00:30,44136,0.028,0,0,21.07,43.82,1.996,878.9856
08/03/2020 00:40,44137,0,0,0,20.84,45.15,0.673,879.1017
08/03/2020 00:50,44138,0,0,0,20.47,46.58,1.016,878.9527
08/03/2020 01:00,44139,0,0,0,20.14,47.09,0.872,878.7491
08/03/2020 01:10,44140,0,0,0,19.99,48.59,0.532,878.881
08/03/2020 01:20,44141,0,0,0,19.8,49.41,0.503,879.1254
08/03/2020 01:30,44142,0.006,0,0,19.42,48.56,1.581,879.1571
08/03/2020 01:40,44143,0,0,0,19.52,49.14,0.327,878.7248
08/03/2020 01:50,44144,0,0,0,19.11,50.16,0.958,878.8235
08/03/2020 02:00,44145,0.018,0,0,19.05,50.88,1.276,878.7644
08/03/2020 02:10,44146,0.03,0,0,19.09,50.3,1.427,878.5291
08/03/2020 02:20,44147,0.001,0,0,18.63,53.5,1.6,878.5118
08/03/2020 02:30,44148,0,0,0,18.2,53.16,1.851,878.5038
08/03/2020 02:40,44149,0.195,0,0,18.7,51.59,1.641,878.2908
08/03/2020 02:50,44150,0.024,0,0,18.38,54.69,1.536,878.2177
08/03/2020 03:00,44151,0,0,0,17.95,55.55,1.045,878.3732
08/03/2020 03:10,44152,0.293,0,0,17.92,51.93,3.09,878.3237
08/03/2020 03:20,44153,0.148,0,0,18.16,51.08,2.25,878.193
08/03/2020 03:30,44154,0.077,0,0,18.21,52.04,1.406,878.4133
08/03/2020 03:40,44155,0,0,0,17.8,54.86,1.138,878.2998
08/03/2020 03:50,44156,0,0,0,17.14,54.42,1.436,878.1356
08/03/2020 04:00,44157,0,0,0,17.32,54.25,0.907,878.1603
08/03/2020 04:10,44158,0,0,0,17.02,57.08,1.367,878.2708
08/03/2020 04:20,44159,0,0,0,16.52,57.69,1.475,878.2133
08/03/2020 04:30,44160,0.009,0,0,16.71,56.3,1.35,878.1266
08/03/2020 04:40,44161,0,0,0,16.8,57.9,0.933,878.0361
08/03/2020 04:50,44162,0.121,0,0,16.59,55.65,1.415,878.3473
08/03/2020 05:00,44163,0.393,0,0,16.93,55.07,2.013,878.1917
08/03/2020 05:10,44164,0.378,0,0,16.93,55.24,2.314,878.2223
08/03/2020 05:20,44165,0.392,0,0,16.94,55.31,2.665,878.3038
08/03/2020 05:30,44166,0.105,0,0,16.93,54.97,2.288,878.5723
08/03/2020 05:40,44167,0,0,0,16.87,55.85,1.961,878.5028
08/03/2020 05:50,44168,0.04,0,0,16.79,55.48,1.901,878.7789
08/03/2020 06:00,44169,0.06,0,0,16.78,55.92,1.583,878.9147
08/03/2020 06:10,44170,0.048,0,0,16.64,55.89,2.503,879.1017
08/03/2020 06:20,44171,0.232,0,0,16.67,55.17,2.874,879.4214
08/03/2020 06:30,44172,0.083,0,0,16.69,56.37,2.535,879.7247
08/03/2020 06:40,44173,0.028,0,0,16.44,56.98,2.081,879.8499
08/03/2020 06:50,44174,0.283,0.246,0.226,16.3,56.68,2.626,880.0026
08/03/2020 07:00,44175,0.286,2.72,2.458,16.38,56.3,2.515,880.101
08/03/2020 07:10,44176,1.812,7.647,6.538,16.42,56.47,1.924,880.3517
08/03/2020 07:20,44177,22.02,23.75,19.55,16.54,55.65,1.666,880.4849
08/03/2020 07:30,44178,63.76,50.64,37.29,16.82,55.38,1.026,880.496
08/03/2020 07:40,44179,240.8,99.2,49.72,16.89,54.36,1.244,880.6165
08/03/2020 07:50,44180,244.3,109.5,53.6,17.26,53.13,1.247,880.6397
08/03/2020 08:00,44181,359.6,145.7,60.63,17.59,52.96,1.162,880.8184
08/03/2020 08:10,44182,403.5,175.6,74.25,17.87,51.87,1.039,880.9919
08/03/2020 08:20,44183,403.3,221.8,110,18.36,48.53,1.396,881.0426
08/03/2020 08:30,44184,121.9,162.4,114.7,18.63,48.56,0.26,880.9908
08/03/2020 08:40,44185,327,234.9,124.7,18.74,45.43,0.655,881.015
08/03/2020 08:50,44186,575.7,283.7,108.5,20.19,44.64,0.858,880.9329
08/03/2020 09:00,44187,516.9,254.5,88.3,20.53,43.72,0.431,880.8931
08/03/2020 09:10,44188,665,324.1,95,20.78,42.39,0.522,880.9172
08/03/2020 09:20,44189,680,361.9,100.1,21.12,42.26,1.058,881.2356
08/03/2020 09:30,44190,708.6,413.8,104.5,20.22,45.05,1.838,881.1785
08/03/2020 09:40,44191,726.9,476.8,114.1,19.95,42.63,2.726,881.269
08/03/2020 09:50,44192,654.7,492.2,120.1,20.27,42.29,2.084,881.5621
08/03/2020 10:00,44193,683.8,559.1,124.5,20.7,43.28,2.783,881.2485
08/03/2020 10:10,44194,704.1,616.6,124.4,20.58,41.81,2.245,881.6296
08/03/2020 10:20,44195,747.6,686.9,125.5,21.54,41.88,1.754,881.4645
08/03/2020 10:30,44196,769.6,740.1,126.4,21.37,40.69,1.886,881.4064
08/03/2020 10:40,44197,787,780,125.3,21.67,39.32,2.127,881.2504
08/03/2020 10:50,44198,802,817,128.1,22.54,39.39,1.5,881.2563
08/03/2020 11:00,44199,799.3,854,145.7,22.74,36.05,1.215,881.3741
08/03/2020 11:10,44200,659,777.6,164.5,23.29,37.42,2.695,881.0495
08/03/2020 11:20,44201,795,884,146.9,23.79,35.85,2.125,880.997
08/03/2020 11:30,44202,819,906,136.6,22.95,37.48,1.905,880.7686
08/03/2020 11:40,44203,826,919,132.7,23.53,36.46,1.683,880.7147
08/03/2020 11:50,44204,838,939,131.1,23.74,34.86,1.896,880.3383
08/03/2020 12:00,44205,842,952,131,23.93,35.13,1.568,880.2509
08/03/2020 12:10,44206,848,965,129.8,24.78,34.48,1.671,880.0323
08/03/2020 12:20,44207,853,976,130.4,25.45,33.83,1.515,879.7283
08/03/2020 12:30,44208,853,985,131.8,25.01,33.12,1.764,879.3682
08/03/2020 12:40,44209,847,985,133.4,24.62,33.35,1.847,879.2726
08/03/2020 12:50,44210,847,984,133,25.89,31.04,1.218,878.7998
08/03/2020 13:00,44211,841,983,133,25.86,33.18,1.833,878.6234
08/03/2020 13:10,44212,844,984,132.5,25.5,33.12,1.578,878.4086
08/03/2020 13:20,44213,845,981,131.6,25.96,31.41,1.9,878.2065
08/03/2020 13:30,44214,843,977,130.6,25.92,32.77,2.318,878.1073
08/03/2020 13:40,44215,840,965,128.1,25.77,32.2,1.777,877.6962
08/03/2020 13:50,44216,844,958,126.1,26.1,31.04,1.301,877.4978
08/03/2020 14:00,44217,845,948,124.8,27.56,28.45,1.408,877.1954
08/03/2020 14:10,44218,841,935,123.7,28.06,29.09,1.544,877.0531
08/03/2020 14:20,44219,842,926,122.4,27.67,29.95,2.555,876.8207
08/03/2020 14:30,44220,841,914,125.3,27.57,28.14,1.822,876.8071
08/03/2020 14:40,44221,811,885,134.4,28.49,27.36,2.307,876.6042
08/03/2020 14:50,44222,799.6,873,144.3,28.75,26.44,1.379,876.5861
08/03/2020 15:00,44223,792.4,862,156.9,29.34,26.57,2.059,876.2178
08/03/2020 15:10,44224,630,733.3,171.2,28.08,27.9,1.8,875.8434
08/03/2020 15:20,44225,780.6,876,218.7,29.31,25,1.696,875.989
08/03/2020 15:30,44226,792.2,845,210.6,30.03,25.89,2.423,875.7764
08/03/2020 15:40,44227,636.3,666.1,176.9,30.03,26.64,1.26,875.634
08/03/2020 15:50,44228,445,501.9,171.4,29.99,26.5,1.073,875.6319
08/03/2020 16:00,44229,498.6,548.5,211.2,29.81,25.41,1.434,875.6076
08/03/2020 16:10,44230,368.9,466,226.7,29.82,25.65,1.018,875.4497
08/03/2020 16:20,44231,362.6,460.6,242.3,30.04,25.17,1.848,875.377
08/03/2020 16:30,44232,342.2,419.8,235.2,30.06,24.8,1.485,875.2833
08/03/2020 16:40,44233,408,389.7,204.5,29.81,25.96,2.498,875.0545
08/03/2020 16:50,44234,536.2,351.1,151.6,30.29,24.6,1.407,875.2213
08/03/2020 17:00,44235,421.1,261.8,113.5,30.12,25.28,1.974,875.3205
08/03/2020 17:10,44236,401.6,252.4,119.1,29.92,25.04,0.82,875.2162
08/03/2020 17:20,44237,326.5,238.7,129.1,30.56,24.39,1.082,875.4583
08/03/2020 17:30,44238,34.12,109.9,87.1,29.98,25.38,1.372,874.9144
08/03/2020 17:40,44239,147.3,136,83.9,29.29,25.72,1.854,875.1983
08/03/2020 17:50,44240,228,157.4,90.1,29.37,25.14,1.398,875.3116
08/03/2020 18:00,44241,248.6,173.6,105.2,29.78,24.56,1.179,875.1736
08/03/2020 18:10,44242,162.4,143.4,98.3,29.52,25.18,1.332,875.1111
08/03/2020 18:20,44243,180.9,119.9,78.21,29.77,24.39,0.062,875.2512
08/03/2020 18:30,44244,69.68,49.99,36.2,29.78,25.01,0,875.1265
08/03/2020 18:40,44245,12.96,17.05,12.48,29.14,25.76,0,875.1821
08/03/2020 18:50,44246,0,5.179,4.178,28.51,26.85,0.101,875.4767
08/03/2020 19:00,44247,0,0.042,0.016,28.05,27.22,0.086,875.3968
08/03/2020 19:10,44248,0,0,0,27.67,28.79,0.396,875.5345
08/03/2020 19:20,44249,0,0,0,27.26,28.96,0.209,875.718
08/03/2020 19:30,44250,0,0,0,27.03,29.64,0.938,875.7377
08/03/2020 19:40,44251,0,0,0,26.81,29.85,0.823,875.7481
08/03/2020 19:50,44252,0,0,0,26.36,30.6,1.193,875.8777
08/03/2020 20:00,44253,0,0,0,25.52,33.73,2.315,875.7637
08/03/2020 20:10,44254,0,0,0,24.58,35.4,2.601,876.0812
08/03/2020 20:20,44255,0,0,0,24.32,34.89,2.333,876.2298
08/03/2020 20:30,44256,0,0,0,24.29,35.03,1.948,876.2565
08/03/2020 20:40,44257,0.018,0,0,24.36,35.13,2.171,876.4709
08/03/2020 20:50,44258,0.003,0,0,24.24,36.36,2.755,876.5079
08/03/2020 21:00,44259,0,0,0,24.04,36.7,2.793,876.8958
08/03/2020 21:10,44260,0,0,0,24.07,36.87,2.679,877.0941
08/03/2020 21:20,44261,0,0,0,23.94,37.25,1.808,876.9948
08/03/2020 21:30,44262,0,0,0,23.66,38.23,1.724,877.1821
08/03/2020 21:40,44263,0,0,0,23.06,39.46,1.883,877.3401
08/03/2020 21:50,44264,0,0,0,23.04,39.33,1.924,877.2852
08/03/2020 22:00,44265,0,0,0,22.84,40.25,1.663,877.3588
08/03/2020 22:10,44266,0,0,0,22.55,40.62,1.497,877.5311
08/03/2020 22:20,44267,0,0,0,22.66,40.52,0.581,877.6292
08/03/2020 22:30,44268,0,0,0,22.62,40.69,0.211,877.4971
08/03/2020 22:40,44269,0,0,0,22.41,42.36,0.09,877.6699
08/03/2020 22:50,44270,0.04,0,0,22.36,40.38,0.825,877.7195
08/03/2020 23:00,44271,0.391,0,0,22.85,39.94,1.547,877.7921
08/03/2020 23:10,44272,0.071,0,0,22.68,40.35,0.565,877.7592
08/03/2020 23:20,44273,0.318,0,0,22.55,40.69,1.639,877.85
08/03/2020 23:30,44274,0.038,0,0,21.98,41.81,2.124,877.9063
08/03/2020 23:40,44275,0.003,0,0,21.87,41.92,2.153,877.6375
08/03/2020 23:50,44276,0,0,0,21.86,42.66,1.319,877.9477
