TOA5,CR1000,CR1000,23644,CR1000.Std.16,CPU:ESTACION_CIE_02_SEP_2011.CR1,22874,General,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,RN,W/m2,W/m2,W/m2,W/m2,?C,%,m/s,mbar
,51840,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
,,,,,,,,,
01/01/2012 00:00,1,0,0.01,0,0.009,20.14,38.55,1.289,877.6928
01/01/2012 00:10,2,0,0.059,0,0.009,19.88,38.9,1.263,877.9487
01/01/2012 00:20,3,0,0.01,0,0.012,19.46,40.19,1.646,877.8151
01/01/2012 00:30,4,0,0.202,0,0.012,19.32,40.09,1.919,877.7388
01/01/2012 00:40,5,0,0.134,0,0.009,19,40.23,3.11,877.8663
01/01/2012 00:50,6,0,0.131,0,0.008,18.75,40.91,3.179,877.7544
01/01/2012 01:00,7,0.278,0.191,0,0.007,18.71,41.08,3.269,877.7355
01/01/2012 01:10,8,0.336,0.264,0,0.005,18.72,40.5,2.891,877.5028
01/01/2012 01:20,9,0.39,0.274,0,0.004,18.78,40.2,3.134,877.4788
01/01/2012 01:30,10,0.249,0.055,0,0.013,18.52,44.05,3.13,877.5127
01/01/2012 01:40,11,0.03,0.155,0,0.006,18.18,42.25,2.641,877.3447
01/01/2012 01:50,12,0.259,0.215,0,0.01,18.26,41.81,3.151,877.2627
01/01/2012 02:00,13,0.162,0.08,0,0.01,18.02,45.39,3.111,877.1932
01/01/2012 02:10,14,0,0.002,0,0.008,17.49,45.97,1.35,877.2012
01/01/2012 02:20,15,0.251,0.134,0,0.005,17.78,44.77,0.987,877.2911
01/01/2012 02:30,16,0.039,0.002,0,0.006,17.53,47.09,0.844,877.3118
01/01/2012 02:40,17,0.069,0.059,0,0.006,17.2,47.98,1.312,877.305
01/01/2012 02:50,18,0.191,0.213,0,0.002,17.2,44.74,1.753,877.272
01/01/2012 03:00,19,0.379,0.177,0,0.001,17.41,46.85,1.673,877.3549
01/01/2012 03:10,20,0.107,0.223,0,0.003,16.94,46.96,2.471,877.3707
01/01/2012 03:20,21,0.14,0.163,0,0.006,16.78,50.74,2.848,877.4767
01/01/2012 03:30,22,0.227,0.277,0,0.001,16.55,47.64,2.871,877.4697
01/01/2012 03:40,23,0.401,0.324,0,0.003,16.84,47.26,2.476,877.7139
01/01/2012 03:50,24,0.401,0.292,0,0.002,16.88,46.82,2.158,877.6902
01/01/2012 04:00,25,1.107,0.351,0,0.005,17.36,44.74,2.581,877.7303
01/01/2012 04:10,26,0.952,0.3,0,0.01,17.53,45.8,2.636,877.8296
01/01/2012 04:20,27,0.377,0.12,0,0.003,17.35,45.08,2.319,877.804
01/01/2012 04:30,28,0.203,0.178,0,0.002,17.31,44.98,2.339,877.9937
01/01/2012 04:40,29,0.199,0.189,0,0,17.12,45.52,2.386,878.001
01/01/2012 04:50,30,0.157,0.102,0,0.001,17.08,47.84,2.408,878.1321
01/01/2012 05:00,31,0,0.013,0,0.001,16.19,51.9,2.929,878.2783
01/01/2012 05:10,32,0.026,0.102,0,0.001,15.8,51.42,3.208,878.3048
01/01/2012 05:20,33,0.52,0.211,0,0.004,16.36,50.06,2.694,878.4268
01/01/2012 05:30,34,0,0.136,0,0.004,15.78,51.42,3.215,878.4182
01/01/2012 05:40,35,0.213,0.147,0,0.003,15.87,51.73,3.545,878.549
01/01/2012 05:50,36,0.496,0.253,0.001,0.003,16.2,51.29,3.298,878.6636
01/01/2012 06:00,37,0,0.042,0,0.002,15.7,52.38,3.311,878.6152
01/01/2012 06:10,38,0.352,0.23,0,0.001,16.04,50.5,2.578,878.8361
01/01/2012 06:20,39,0.257,0.274,0,0.003,16.18,51.63,2.696,878.9505
01/01/2012 06:30,40,0,0,0,0.004,15.52,52.58,1.355,879.0814
01/01/2012 06:40,41,0,0.016,0,0.008,15.63,53.67,0.717,879.1304
01/01/2012 06:50,42,0,0.145,0.001,0.016,15.09,53.78,1.894,879.171
01/01/2012 07:00,43,0,0.597,0.304,0.024,15.1,53.95,1.833,879.1799
01/01/2012 07:10,44,0,2.974,2.398,0.132,15.09,55.07,2.439,879.3679
01/01/2012 07:20,45,0.475,8.56,7.383,0.442,15.18,54.29,2.534,879.5806
01/01/2012 07:30,46,53.02,24.06,17.07,1.012,15.09,54.63,1.825,879.8101
01/01/2012 07:40,47,136.8,47.16,27.59,1.772,15.34,53.84,0.258,880.0797
01/01/2012 07:50,48,207.9,68.78,43.85,2.119,15.36,55.38,1.338,880.1705
01/01/2012 08:00,49,269.1,100.3,60.29,2.628,15.53,51.56,1.935,880.4233
01/01/2012 08:10,50,270.5,122.9,70.69,3.95,16.81,47.91,1.083,880.5955
01/01/2012 08:20,51,314.6,162.7,90.6,6.07,17.96,46.99,0.387,880.7503
01/01/2012 08:30,52,359.7,197.6,105.8,7.37,19.68,42.56,0,880.8737
01/01/2012 08:40,53,402.2,234.7,118.8,8.78,20.85,39.05,0,880.8828
01/01/2012 08:50,54,442.3,271.4,129.6,10.26,20.79,41.94,0.19,880.9971
01/01/2012 09:00,55,449.5,294.4,134.3,10.82,20.5,40.26,1.201,881.0818
01/01/2012 09:10,56,479.6,333.1,145,12.49,20.02,39,1.832,881.2258
01/01/2012 09:20,57,525.8,376.2,151.5,13.26,20.14,39.37,2.108,881.1558
01/01/2012 09:30,58,557.4,408.2,148.8,16.79,20.57,39.3,2.169,881.2021
01/01/2012 09:40,59,578.1,435.2,143.7,18.26,20.35,38.38,2.58,881.3081
01/01/2012 09:50,60,602.1,464.9,138.9,19.92,20.41,40.12,2.208,881.325
01/01/2012 10:00,61,624.9,493.1,133.7,21.54,20.6,39.17,1.884,881.3165
01/01/2012 10:10,62,640.8,517.8,130.6,22.86,20.76,39,1.787,881.488
01/01/2012 10:20,63,659.8,542.6,128.5,24.37,21.14,36.3,1.431,881.382
01/01/2012 10:30,64,687.7,568.3,126.9,26.25,21.64,34.98,1.202,881.1208
01/01/2012 10:40,65,708.8,591.2,127.8,27.73,22.06,35.49,0.946,881.12
01/01/2012 10:50,66,723.3,614.2,130.2,29.09,21.98,33.58,1.035,880.9105
01/01/2012 11:00,67,729,635.5,137.7,29.95,22.73,34.5,1.214,881.004
01/01/2012 11:10,68,703.6,645.6,149,30.58,23.05,32.96,0.651,880.7338
01/01/2012 11:20,69,657.7,628,150.9,30.77,23.09,32.14,0.826,880.6421
01/01/2012 11:30,70,776.6,703.6,148.7,34.26,23.17,32.52,1.049,880.5247
01/01/2012 11:40,71,779.3,707.7,143.2,34.67,23.47,31.56,1.482,880.1997
01/01/2012 11:50,72,777.4,710.4,142,34.79,23.44,31.66,0.996,880.1093
01/01/2012 12:00,73,780.7,721.2,142.7,35.26,23.46,32,1.622,879.9603
01/01/2012 12:10,74,784.5,730.9,146.3,35.67,24.13,30.4,1.404,879.7361
01/01/2012 12:20,75,790.7,737.7,145,36.11,23.95,29.75,1.059,879.5691
01/01/2012 12:30,76,790.5,739.5,145.3,36.34,24.5,29.58,0.833,879.4067
01/01/2012 12:40,77,775.6,732.4,149.5,35.64,24.37,28.7,1.013,879.1541
01/01/2012 12:50,78,775.1,734.1,151.2,35.13,24.69,29.38,1.459,878.908
01/01/2012 13:00,79,773.3,735.6,154.1,35.12,24.9,28.22,0.672,878.7075
01/01/2012 13:10,80,772,741,162.2,35.04,25.25,27.54,1.35,878.5743
01/01/2012 13:20,81,766.2,751.8,176.9,34.72,25.51,28.22,1.615,878.0485
01/01/2012 13:30,82,399.8,526.4,199.1,26.13,25.95,28.25,0.8,877.7791
01/01/2012 13:40,83,266.5,491,252.3,25.21,25.24,28.32,1.41,877.6301
01/01/2012 13:50,84,483.4,668,277,30.51,25.37,27.91,1.747,877.6044
01/01/2012 14:00,85,530,673.6,259.8,30.2,25.73,27.78,1.588,877.205
01/01/2012 14:10,86,540.4,653.8,242,28.75,26.15,27.06,1.508,877.1999
01/01/2012 14:20,87,506.6,613.4,226.8,26.84,26.24,27.33,2.534,877.0672
01/01/2012 14:30,88,564.2,641.5,230.7,26.81,26.18,26.79,1.656,876.8693
01/01/2012 14:40,89,522.4,598.2,219.4,24.83,26.48,26.24,1.649,876.8915
01/01/2012 14:50,90,368.9,476.8,202.4,20.88,26.46,26.79,1.306,876.614
01/01/2012 15:00,91,469.7,558.1,229.3,22.36,26.94,25.87,1.321,876.4905
01/01/2012 15:10,92,354.3,467.4,211.9,19.09,26.78,26.48,2.775,876.5021
01/01/2012 15:20,93,193,359.8,209.4,15.77,26.35,26.62,2.29,876.5222
01/01/2012 15:30,94,150.6,338.6,219.3,15.04,26.39,26.58,2.03,876.3762
01/01/2012 15:40,95,78.26,284.3,211.2,13.43,26.14,26.72,2.392,876.4984
01/01/2012 15:50,96,154.5,322.5,209.7,12.86,26.36,25.6,0.743,876.5961
01/01/2012 16:00,97,121.6,284.9,197.7,12.35,27.16,25.9,0.857,876.5575
01/01/2012 16:10,98,190.7,292.7,173.6,11.46,26.74,25.9,1.151,876.6895
01/01/2012 16:20,99,307.8,339.5,167.7,11.32,26.92,25.6,1.732,876.5546
01/01/2012 16:30,100,294.6,314.2,163.2,10.72,26.9,25.15,1.595,876.5793
01/01/2012 16:40,101,255.6,256,133.4,8.94,27.38,23.96,0.561,876.5258
01/01/2012 16:50,102,230.6,208.2,104.8,7.337,27.44,24.98,1.062,876.5643
01/01/2012 17:00,103,210.1,176.8,90.7,6.236,27.48,25.15,0.323,876.5692
01/01/2012 17:10,104,178.5,142.8,74.53,5.248,27.47,24.98,0.817,876.8862
01/01/2012 17:20,105,141.3,109.7,58.69,4.237,27.08,26.21,0.981,876.8907
01/01/2012 17:30,106,105.9,82.1,48.79,3.373,26.7,26.01,1.273,876.9537
01/01/2012 17:40,107,75.95,58.57,40.71,2.525,26.56,26.52,1.179,877.2074
01/01/2012 17:50,108,44.65,46.99,33.46,1.698,26.37,26.62,0.77,877.2701
01/01/2012 18:00,109,12.88,26.35,21.32,1.007,26.13,28.12,0.583,877.2637
01/01/2012 18:10,110,0,7.229,6.279,0.458,25.61,28.84,0.886,877.2592
01/01/2012 18:20,111,0,2.222,1.846,0.146,25.21,29.55,1.147,877.3713
01/01/2012 18:30,112,0,0.113,0.215,0.027,24.82,31.19,1.543,877.6273
01/01/2012 18:40,113,0,0,0.042,0.019,24.17,32.08,2.046,877.8688
01/01/2012 18:50,114,0,0,0.093,0.014,23.67,31.53,2.219,877.9273
01/01/2012 19:00,115,0,0,0.248,0.015,23.74,31.91,2.89,878.1187
01/01/2012 19:10,116,0,0,0.176,0.016,23.91,32.35,2.01,878.3868
01/01/2012 19:20,117,0,0,0.004,0.017,23.52,32.76,1.03,878.7078
01/01/2012 19:30,118,0,0,0,0.013,23.52,33.51,0.964,878.8862
01/01/2012 19:40,119,0,0,0,0.013,23.43,33.2,1.741,879.1578
01/01/2012 19:50,120,0,0.001,0,0.011,23.57,32.11,1.726,879.5571
01/01/2012 20:00,121,0.197,0,0.037,0.012,23.7,31.94,2.132,879.6067
01/01/2012 20:10,122,0.004,0,0.003,0.012,23.47,32.49,1.469,879.926
01/01/2012 20:20,123,0.094,0.004,0.106,0.014,23.52,31.7,2.887,880.1227
01/01/2012 20:30,124,0.025,0,0.029,0.013,23.49,30.27,1.04,880.2935
01/01/2012 20:40,125,0,0.001,0,0.009,23.19,27.2,1.693,880.3837
01/01/2012 20:50,126,0,0,0,0.013,22.74,27.58,1.708,880.482
01/01/2012 21:00,127,0,0,0,0.01,22.49,27.24,2.276,880.5804
01/01/2012 21:10,128,0,0.001,0,0.014,22.45,27.68,2.69,880.5889
01/01/2012 21:20,129,0,0,0,0.011,22.25,28.46,1.516,880.6125
01/01/2012 21:30,130,0,0,0,0.013,22.04,28.84,1.37,880.8915
01/01/2012 21:40,131,0.177,0.015,0.098,0.009,22.09,28.46,3.337,880.6946
01/01/2012 21:50,132,0.366,0.079,0,0.007,22.15,28.43,3.661,880.7838
01/01/2012 22:00,133,0.403,0.104,0.005,0.011,22.16,28.5,6.312,880.7355
01/01/2012 22:10,134,0.401,0.025,0,0.015,22.33,28.06,6.06,880.8588
01/01/2012 22:20,135,0.402,0.076,0,0.013,22.38,28.5,5.52,881.1773
01/01/2012 22:30,136,0.397,0.02,0,0.01,22.31,29.45,4.851,881.0961
01/01/2012 22:40,137,0.401,0.074,0,0.012,22.34,29.56,6.081,881.2099
01/01/2012 22:50,138,0.296,0.016,0,0.007,22.27,30.27,5.352,881.1606
01/01/2012 23:00,139,0.074,0.001,0,0.011,22.13,30.88,4.23,881.2761
01/01/2012 23:10,140,0,0,0,0.012,21.91,31.74,0.829,881.2348
01/01/2012 23:20,141,0,0,0,0.012,21.62,32.28,0.291,881.3323
01/01/2012 23:30,142,0,0,0,0.009,21.42,32.66,0.849,881.1935
01/01/2012 23:40,143,0,0,0,0.007,21.31,33,1.416,881.0621
01/01/2012 23:50,144,0.066,0.066,0,0.005,21.26,34.33,1.794,881.1536
02/01/2012 00:00,145,0,0,0,0.004,20.87,35.42,0.772,881.2012
02/01/2012 00:10,146,0,0,0,0.006,20.56,35.93,0.458,881.112
02/01/2012 00:20,147,0,0,0.153,0.006,20.46,34.63,0.539,881.1277
02/01/2012 00:30,148,0,0,0.083,0.008,20.46,36.13,0.622,881.0071
02/01/2012 00:40,149,0,0,0.06,0.003,20.18,38.18,0.562,880.8595
02/01/2012 00:50,150,0,0,0,0.004,19.88,37.02,0,880.8141
02/01/2012 01:00,151,0.106,0,0.146,0.006,19.9,37.67,0.596,880.8122
02/01/2012 01:10,152,0.335,0.001,0.142,0.005,19.92,36.78,0.959,880.9327
02/01/2012 01:20,153,0.401,0,0.324,0.005,19.93,36.54,2.035,880.9384
02/01/2012 01:30,154,0.112,0,0.26,0.003,19.63,37.43,2.269,881.098
02/01/2012 01:40,155,0,0,0.024,0.003,19.3,39.27,1.064,881.2186
02/01/2012 01:50,156,0,0,0,0.001,19.13,40.47,0.226,881.2117
02/01/2012 02:00,157,0,0.053,0,0.002,18.78,42.24,1.549,880.9885
02/01/2012 02:10,158,0.035,0.042,0,0.006,18.48,42.04,1.821,880.8657
02/01/2012 02:20,159,0,0,0,0.01,18.11,43.51,1.233,880.7307
02/01/2012 02:30,160,0,0,0,0.002,18.04,42.79,0.1,880.9833
02/01/2012 02:40,161,0,0,0,0.001,17.92,44.36,0.406,881.0052
02/01/2012 02:50,162,0,0,0,0.001,17.29,46.34,0.881,880.9782
02/01/2012 03:00,163,0,0,0,0.001,17.37,43.92,0.675,880.9628
02/01/2012 03:10,164,0.038,0,0,0,17.31,45.8,0.951,880.7674
02/01/2012 03:20,165,0.691,0.181,0.283,0,17.91,39.22,1.263,880.9151
02/01/2012 03:30,166,0.639,0.049,0.202,0.002,17.87,47.23,1.392,881.0208
02/01/2012 03:40,167,0.313,0.31,0,0.003,17.45,43.38,2.014,880.9305
02/01/2012 03:50,168,0.053,0.066,0,0.006,17,46.31,1.843,880.8983
02/01/2012 04:00,169,0.211,0.112,0,0.005,16.99,46.24,1.437,881.0377
02/01/2012 04:10,170,0.301,0.077,0,0.002,17.1,46.55,1.54,881.111
02/01/2012 04:20,171,0.263,0.033,0,0.002,16.94,45.01,2.105,881.1184
02/01/2012 04:30,172,0.984,0,0,0.005,17.5,44.5,2.321,881.046
02/01/2012 04:40,173,0.322,0.008,0,0.003,17.1,45.56,1.695,881.3073
02/01/2012 04:50,174,0.197,0.127,0,0.001,16.84,45.46,2.138,881.3484
02/01/2012 05:00,175,0.469,0.004,0,0.001,17.15,48.87,1.682,881.5204
02/01/2012 05:10,176,0.041,0.081,0,0.001,16.44,47.5,1.76,881.5774
02/01/2012 05:20,177,0,0,0,0.002,16.44,47.57,0.233,881.7411
02/01/2012 05:30,178,0.088,0.054,0,0.002,16.07,48.76,0.958,881.9047
02/01/2012 05:40,179,0,0.013,0,0.001,16.11,51.25,0.747,881.7983
02/01/2012 05:50,180,0,0.001,0,0,15.6,50.61,1.414,881.995
02/01/2012 06:00,181,0,0.015,0,0,15.9,50.13,0.274,881.9785
02/01/2012 06:10,182,0,0.001,0,0.001,15.61,53.23,0.174,882.0112
02/01/2012 06:20,183,0,0.007,0,0.001,15.54,52.58,0.579,882.0925
02/01/2012 06:30,184,0,0.304,0,0.002,15.49,52.07,1.643,882.0851
02/01/2012 06:40,185,0.23,0.238,0.031,0.002,15.6,54.32,1.785,882.1339
02/01/2012 06:50,186,0.034,0.279,0,0.007,15.4,52.28,1.403,882.265
02/01/2012 07:00,187,0.082,0.483,0.136,0.024,15.41,51.25,1.157,882.4945
02/01/2012 07:10,188,0.187,2.898,2.296,0.139,15.48,49.75,1.637,882.5676
02/01/2012 07:20,189,0.205,7.883,6.784,0.48,15.65,53.47,1.664,882.6987
02/01/2012 07:30,190,46.69,26.06,18.55,1.125,15.48,51.73,1.921,882.8299
02/01/2012 07:40,191,55.31,37.9,27.81,1.836,15.65,49.38,2.461,883.1078
02/01/2012 07:50,192,205.8,82.2,50.23,3.059,16.4,50.06,1.93,883.272
02/01/2012 08:00,193,314.2,129.5,73.65,4.255,16.87,45.83,1.807,883.3865
02/01/2012 08:10,194,391.2,167.9,90.8,4.945,17.63,46.38,1.364,883.6309
02/01/2012 08:20,195,365.8,176.3,93.5,6.17,18.86,43.75,0.357,883.6241
02/01/2012 08:30,196,332.2,186.9,100.7,6.678,19.07,45.32,0.388,883.7957
02/01/2012 08:40,197,507.6,273.8,131.2,10.71,19.33,41.36,1.047,883.8539
02/01/2012 08:50,198,417.1,250,118.1,11.49,20.53,39.38,0.533,883.9811
02/01/2012 09:00,199,474.7,289,124.7,13.27,20.47,38.49,1.256,884.0214
02/01/2012 09:10,200,570.2,349.4,127.3,15.78,20.65,38.25,1.208,884.1993
02/01/2012 09:20,201,704.8,431.9,149.2,18.91,21.27,38.52,1.528,884.2373
02/01/2012 09:30,202,709.8,466.2,153.8,20.1,20.85,39.41,2.222,884.2465
02/01/2012 09:40,203,686.2,478.8,146.7,19.18,20.91,39.07,1.966,884.351
02/01/2012 09:50,204,678.4,481.6,129,23.45,21.37,37.63,1.305,884.2863
02/01/2012 10:00,205,758.9,535.2,116,26.02,21.44,38.01,2.145,884.2792
02/01/2012 10:10,206,739.7,541,107.5,27.3,21.26,38.38,2.601,884.2858
02/01/2012 10:20,207,785.3,583.7,102.8,29.42,21.18,36.78,2.175,884.2861
02/01/2012 10:30,208,805,596.8,92.7,30.55,22.55,34.22,1.261,884.267
02/01/2012 10:40,209,837,625.1,89.1,32.17,22.17,36.99,2.074,884.283
02/01/2012 10:50,210,853,646.6,88.3,33.69,21.79,36.75,2.463,884.3063
02/01/2012 11:00,211,861,665.7,89.8,34.94,21.82,35.14,2.571,884.2061
02/01/2012 11:10,212,868,685.3,92.9,36.08,22.38,33.37,2.332,884.113
02/01/2012 11:20,213,871,699.7,94,36.98,22.48,33.47,3.017,884.0717
02/01/2012 11:30,214,878,715.1,95.4,37.85,22.66,32.83,2.141,883.9039
02/01/2012 11:40,215,880,725.1,97.1,38.4,23.3,31.09,2.04,883.6726
02/01/2012 11:50,216,885,739.3,100.5,39.1,23.53,31.26,2.041,883.4948
02/01/2012 12:00,217,872,746.1,108.9,39.08,23.57,31.77,3.31,883.2999
02/01/2012 12:10,218,860,751.2,117.9,39.2,23.61,31.05,2.132,883.1148
02/01/2012 12:20,219,856,764.5,130.4,39.57,23.92,30.74,2.527,882.7236
02/01/2012 12:30,220,835,763.8,140.9,38.91,23.87,30.4,1.742,882.4957
02/01/2012 12:40,221,823,761.9,146.5,38.64,24.77,28.39,1.419,882.4117
02/01/2012 12:50,222,836,809,186.5,40.59,25.14,28.76,1.743,882.1213
02/01/2012 13:00,223,760.9,809,233.2,40.93,25.37,26.31,2.268,881.9618
02/01/2012 13:10,224,630.6,842,349.7,41.29,25.94,26.41,1.714,881.7437
02/01/2012 13:20,225,290.6,666.3,396.5,33.15,25.89,26.75,2.181,881.5472
02/01/2012 13:30,226,29.75,323,271.2,17.8,25.45,27.84,2.226,881.1731
02/01/2012 13:40,227,21.84,221.7,185,12.44,25.02,27.16,1.881,881.1663
02/01/2012 13:50,228,2.431,241.5,209.8,13.94,25.05,26.89,2.034,881.2999
02/01/2012 14:00,229,1.007,189.2,170,10.94,24.91,27.91,1.921,880.9773
02/01/2012 14:10,230,1.494,205.8,190.7,11.98,24.72,27.3,1.966,880.9636
02/01/2012 14:20,231,1.229,270.7,259.7,16.46,24.7,28.12,3.739,880.7736
02/01/2012 14:30,232,335.4,539.3,273.2,26.54,24.89,27.64,3.567,880.6542
02/01/2012 14:40,233,124.4,379.8,241,23.82,25.39,27.44,2.868,880.6351
02/01/2012 14:50,234,689.4,650.3,188.1,30.21,25.43,26.86,2.804,880.4861
02/01/2012 15:00,235,739.2,617.7,141.5,28.84,25.87,26.79,3.204,880.4052
02/01/2012 15:10,236,730.1,597.2,131.7,27.5,25.86,25.8,2.365,880.5374
02/01/2012 15:20,237,435.4,448.4,150.3,23.3,26.49,25.32,1.835,880.2709
02/01/2012 15:30,238,469.2,480.3,176.1,21.74,26.08,25.7,1.867,880.2399
02/01/2012 15:40,239,275,401.7,210.3,18.33,25.9,25.87,1.418,880.1644
02/01/2012 15:50,240,419.8,449.9,193.5,15.88,25.83,26.24,2.653,880.1208
02/01/2012 16:00,241,49.48,164.1,123.3,8.91,25.25,27.61,4.057,879.934
02/01/2012 16:10,242,0.08,142.5,128.3,8.71,24.79,27.57,3.736,880.2502
02/01/2012 16:20,243,13.05,155.5,128.8,8.76,24.65,27.64,3.285,880.1402
02/01/2012 16:30,244,14.73,139.2,121.5,8.29,24.61,27.88,3.291,880.1902
02/01/2012 16:40,245,0.08,95.5,87.7,5.773,24.33,28.56,3.646,880.2385
02/01/2012 16:50,246,0,65.23,62.92,3.874,23.98,29.28,4.1,880.4429
02/01/2012 17:00,247,0,53.07,49.6,2.878,23.74,29.69,3.664,880.4072
02/01/2012 17:10,248,0,35.52,32.9,2.041,23.5,30.48,3.855,880.5954
02/01/2012 17:20,249,0,31.23,29.25,1.922,22.94,30.85,5.081,880.7664
02/01/2012 17:30,250,0,27.78,26.43,1.735,22.76,31.09,5.605,880.7352
02/01/2012 17:40,251,0,24.53,23.46,1.623,22.66,31.67,3.839,880.7929
02/01/2012 17:50,252,0,19.29,18.09,1.472,22.44,32.21,4.937,880.7687
02/01/2012 18:00,253,0,11.03,10.13,0.947,22.22,32.25,4.51,880.8498
02/01/2012 18:10,254,0,5.901,5.298,0.479,22.05,32.21,5.159,880.9893
02/01/2012 18:20,255,0,2.594,2.171,0.168,21.93,31.77,4.971,881.1204
02/01/2012 18:30,256,0,0.543,0.355,0.032,21.86,31.53,4.926,881.2749
02/01/2012 18:40,257,0,0.006,0,0.018,21.79,31.87,4.396,881.3426
02/01/2012 18:50,258,0,0,0,0.009,21.66,32.04,4.25,881.6027
02/01/2012 19:00,259,0,0,0,0.006,21.58,32.21,4.166,881.6846
02/01/2012 19:10,260,0,0,0,0.005,21.49,32.38,4.495,881.8318
02/01/2012 19:20,261,0,0,0,0.004,21.3,32.79,4.781,881.8809
02/01/2012 19:30,262,0,0,0,0.008,21.09,33.1,4.724,882.1268
02/01/2012 19:40,263,0,0,0,0.013,20.85,33.65,6.138,882.2579
02/01/2012 19:50,264,0,0,0,0.015,20.63,33.85,6.672,882.3138
02/01/2012 20:00,265,0,0,0,0.007,20.48,33.92,6.915,882.2491
02/01/2012 20:10,266,0,0.001,0,0.003,20.39,34.02,6.514,882.4956
02/01/2012 20:20,267,0,0.001,0,0.006,20.29,34.23,5.625,882.6577
02/01/2012 20:30,268,0.005,0.002,0,0.005,20.28,33.85,5.816,882.7974
02/01/2012 20:40,269,0.399,0.035,0,0.01,20.39,33.03,5.292,882.978
02/01/2012 20:50,270,0.401,0.055,0,0.006,20.54,32.9,5.18,883.0341
02/01/2012 21:00,271,0.346,0.007,0,0.005,20.57,33.1,3.258,883.2474
02/01/2012 21:10,272,0.135,0,0,0.008,20.53,32.9,2.735,883.4767
02/01/2012 21:20,273,0.313,0,0.078,0.002,20.62,32.52,3.256,883.5499
02/01/2012 21:30,274,0.401,0,0.002,0.002,20.64,32.45,2.428,883.6245
02/01/2012 21:40,275,0.1,0,0,0.004,20.57,33.37,2.134,883.8605
02/01/2012 21:50,276,0,0,0,0.003,20.26,35.35,0.743,883.9674
02/01/2012 22:00,277,0,0,0,0.004,20.09,35.18,0.003,884.0244
02/01/2012 22:10,278,0,0,0,0.004,20.17,34.26,0.36,884.1306
02/01/2012 22:20,279,0,0,0.216,0.006,20.09,36,1.297,884.2864
02/01/2012 22:30,280,0,0,0.008,0.005,19.52,38.79,1.424,884.4179
02/01/2012 22:40,281,0,0,0,0.004,19.28,38.42,0.937,884.3956
02/01/2012 22:50,282,0,0,0,0.006,19.2,39.78,0.272,884.4838
02/01/2012 23:00,283,0,0,0,0.003,19.01,39.58,0.886,884.4053
02/01/2012 23:10,284,0,0,0.107,0.004,18.8,39.2,1.942,884.6754
02/01/2012 23:20,285,0,0,0.08,0.004,18.56,38.63,1.678,884.6506
02/01/2012 23:30,286,0,0,0.018,0.003,18.44,38.73,1.438,884.8036
02/01/2012 23:40,287,0,0,0,0.002,18.28,38.32,1.591,884.8439
02/01/2012 23:50,288,0,0,0,0.003,18.09,39.48,1.731,884.9432
03/01/2012 00:00,289,0.012,0.012,0,0.001,17.87,38.67,1.523,884.92
03/01/2012 00:10,290,0.396,0.074,0.085,0.001,17.96,39.14,1.861,884.8001
03/01/2012 00:20,291,0.124,0,0,0.002,17.64,40.37,1.928,884.8915
03/01/2012 00:30,292,0.1,0.01,0,0.006,17.5,41.09,1.386,884.8804
03/01/2012 00:40,293,0,0,0,0.002,17.19,43.21,1.471,884.7823
03/01/2012 00:50,294,0,0,0,0.003,16.9,44.57,1.793,884.8093
03/01/2012 01:00,295,0,0,0,0.002,16.52,44.23,2.481,884.7285
03/01/2012 01:10,296,0,0,0,0.001,16.47,45.15,2.223,884.7939
03/01/2012 01:20,297,0.242,0,0,0.004,16.37,45.39,2.39,884.7764
03/01/2012 01:30,298,0.401,0.035,0,0.003,16.37,43.89,2.004,884.524
03/01/2012 01:40,299,0.352,0,0,0.001,16.24,45.22,1.859,884.4822
03/01/2012 01:50,300,0.04,0,0,0.001,15.83,48.49,1.855,884.524
03/01/2012 02:00,301,0,0,0,0.001,15.56,47.67,1.549,884.6135
03/01/2012 02:10,302,0.188,0,0,0.001,15.55,46.65,2.168,884.524
03/01/2012 02:20,303,0.401,0,0,0.002,15.56,47.23,2.308,884.3513
03/01/2012 02:30,304,0.216,0,0,0.005,15.21,48.32,2.404,884.278
03/01/2012 02:40,305,0.237,0,0,0.002,15.17,47.13,2.581,884.2294
03/01/2012 02:50,306,0.253,0,0,0,15.01,48.53,2.139,884.1469
03/01/2012 03:00,307,0.379,0,0,0.004,14.85,47.2,2.91,883.9423
03/01/2012 03:10,308,0.471,0,0,0.001,15.13,47.37,2.584,884.0084
03/01/2012 03:20,309,0.392,0,0,0.001,14.88,48.35,2.331,883.959
03/01/2012 03:30,310,0.017,0,0,0.001,14.47,49.31,2.229,884.0732
03/01/2012 03:40,311,0.268,0,0,0,14.45,48.66,2.775,884.0653
03/01/2012 03:50,312,0.401,0,0,0,14.61,48.87,2.548,884.0979
03/01/2012 04:00,313,0.407,0,0,0.001,14.53,50.06,3.009,884.0002
03/01/2012 04:10,314,0.142,0,0,0.001,14.26,50.88,2.111,884.2372
03/01/2012 04:20,315,0.118,0,0,0,14.1,50.26,2.7,884.2208
03/01/2012 04:30,316,0.401,0,0,0.001,14.26,50.71,2.564,884.1799
03/01/2012 04:40,317,0.401,0,0,0.001,14.1,51.08,2.183,884.1717
