TOA5,CR1000,CR1000,23644,CR1000.Std.16,CPU:ESTACION_CIE_02_SEP_2011.CR1,22874,General,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,RN,W/m2,W/m2,W/m2,W/m2,?C,%,m/s,mbar
,51840,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
,,,,,,,,,
18/04/2012 16:30,15211,553,696.6,250.8,30.55,30.92,20.35,1.84,873.3244
18/04/2012 16:40,15212,539.8,695,272.6,28.6,31.12,19.66,1.878,873.3411
18/04/2012 16:50,15213,456.1,603,251.8,25.61,31.64,19.46,1.577,873.0024
18/04/2012 17:00,15214,339.8,468.8,205.4,22.62,31.61,19.46,0.964,872.8152
18/04/2012 17:10,15215,463.9,531.5,205.9,21.72,31.43,19.49,1.511,872.6219
18/04/2012 17:20,15216,280.1,396.8,193.6,19.31,31.52,18.92,0.88,872.5453
18/04/2012 17:30,15217,232.1,341.4,181.9,17.3,31.35,19.09,1.267,872.2828
18/04/2012 17:40,15218,313.5,398.5,196.5,15.79,32.18,18.71,1.159,872.3479
18/04/2012 17:50,15219,3.736,163.3,132.2,9.05,31.05,20.82,1.669,872.4097
18/04/2012 18:00,15220,3.76,107.1,87.5,5.681,30.42,17.83,3.679,872.5827
18/04/2012 18:10,15221,45.92,93.8,60.13,4.066,29.12,24.27,7.486,872.6932
18/04/2012 18:20,15222,0,83.9,68.52,4.188,26.36,29.76,9.03,872.7957
18/04/2012 18:30,15223,0,118.7,102.1,6.061,25.4,29.69,7.397,872.7183
18/04/2012 18:40,15224,0.095,79.57,69.92,4.417,25.83,29.18,6.692,872.7672
18/04/2012 18:50,15225,0.005,90.5,79.57,4.585,25.33,31.02,7.35,875
18/04/2012 19:00,15226,62.3,91.1,68.34,3.834,25.03,31.98,6.927,872.6605
18/04/2012 19:10,15227,75.67,98.7,73.02,3.166,25.04,30.75,7.569,872.6837
18/04/2012 19:20,15228,55.39,93.2,72.49,3.026,25.15,34.36,7.439,872.4888
18/04/2012 19:30,15229,36.86,46.6,37.01,2.194,24.26,33.07,8.51,872.3582
18/04/2012 19:40,15230,0.16,21.86,18.51,1.363,24.25,33.24,7.126,872.4075
18/04/2012 19:50,15231,0.225,10.21,8.81,0.691,24.55,31.16,4.627,872.4558
18/04/2012 20:00,15232,0.401,3.696,3.329,0.245,25.09,30.03,5.047,872.4064
18/04/2012 20:10,15233,0.396,0.857,0.811,0.049,25.25,29.73,4.752,872.5225
18/04/2012 20:20,15234,0.149,0.195,0.197,0.019,25.27,29.56,5.039,872.5868
18/04/2012 20:30,15235,0.162,0.005,0.132,0.015,25.35,29.38,4.542,872.6938
18/04/2012 20:40,15236,0,0.004,0.114,0.011,25.44,29.32,3.73,872.8645
18/04/2012 20:50,15237,0,0.002,0.138,0.01,25.47,29.52,3.906,872.7913
18/04/2012 21:00,15238,0,0,0.201,0.011,25.45,29.69,3.071,872.9473
18/04/2012 21:10,15239,0.001,0.029,0.208,0.009,25.62,29.42,1.664,873.103
18/04/2012 21:20,15240,0.144,0.005,0.212,0.011,25.8,29.49,1.436,873.487
18/04/2012 21:30,15241,0.322,0,0.142,0.011,25.85,29.59,1.391,873.6429
18/04/2012 21:40,15242,0.174,0,0.014,0.01,25.67,31.36,2.194,873.9948
18/04/2012 21:50,15243,0,0,0.043,0.01,25.43,31.7,2.72,874.5025
18/04/2012 22:00,15244,0.007,0,0,0.009,25.6,30.65,1.205,875
18/04/2012 22:10,15245,0,0.042,0.185,0.009,25.62,28.23,1.621,874.7061
18/04/2012 22:20,15246,0,0.003,0.082,0.009,25.6,30.58,1.382,874.73
18/04/2012 22:30,15247,0,0,0.27,0.009,25.28,29.73,0.889,874.92
18/04/2012 22:40,15248,0,0,0.027,0.007,25.24,30.13,0.995,875.1392
18/04/2012 22:50,15249,0,0,0,0.007,25.33,31.12,1.386,875.2382
18/04/2012 23:00,15250,0,0,0,0.009,24.91,30.51,0.438,875.4014
18/04/2012 23:10,15251,0.169,0.182,0.175,0.008,24.91,29.83,2.141,875.6141
18/04/2012 23:20,15252,0.401,0.077,0.024,0.009,25.05,29.9,2.091,875.6885
18/04/2012 23:30,15253,0.154,0,0,0.009,24.99,30.03,1.434,875.9419
18/04/2012 23:40,15254,0.047,0,0,0.008,24.86,31.02,1.966,875.9244
18/04/2012 23:50,15255,0,0,0,0.008,24.56,31.36,2.259,875.8427
19/04/2012 00:00,15256,0,0,0,0.009,23.98,31.46,2.28,875.9993
19/04/2012 00:10,15257,0.207,0,0,0.007,24.28,31.57,2.615,875.9985
19/04/2012 00:20,15258,0.237,0,0,0.01,24.07,32.08,2.506,876.0308
19/04/2012 00:30,15259,0.021,0,0,0.008,23.62,32.62,2.47,876.0475
19/04/2012 00:40,15260,0.299,0,0,0.008,23.81,33.24,2.394,876.0646
19/04/2012 00:50,15261,0,0,0,0.009,23.42,33.88,2.446,876.2119
19/04/2012 01:00,15262,0.267,0,0,0.005,23.44,32.79,2.178,876.0967
19/04/2012 01:10,15263,0.392,0,0,0.005,23.31,32.93,2.054,876.1619
19/04/2012 01:20,15264,0.364,0,0,0.005,23.22,33.37,1.564,876.1375
19/04/2012 01:30,15265,0.182,0,0,0.007,23.08,33.65,2.015,876.1208
19/04/2012 01:40,15266,0.001,0,0,0.004,22.99,33.92,2.311,876.0391
19/04/2012 01:50,15267,0,0,0,0.005,22.99,34.6,2.424,875.95
19/04/2012 02:00,15268,0.003,0,0,0.007,22.94,34.46,2.551,875.9734
19/04/2012 02:10,15269,0.044,0,0,0.007,22.92,34.87,2.25,876.0486
19/04/2012 02:20,15270,0,0,0,0.007,22.79,36.24,1.345,875.9896
19/04/2012 02:30,15271,0,0.001,0.058,0.006,22.77,35.79,0.829,875.9496
19/04/2012 02:40,15272,0,0,0,0.008,22.62,36.85,0.441,875.9739
19/04/2012 02:50,15273,0,0,0,0.004,22.12,37.8,1.241,875.9738
19/04/2012 03:00,15274,0,0,0,0.003,22.04,38.69,1.035,875.8514
19/04/2012 03:10,15275,0,0,0.092,0.004,21.63,41.18,1.381,875.9247
19/04/2012 03:20,15276,0,0,0.011,0.005,21.27,40.63,2.37,875.6744
19/04/2012 03:30,15277,0,0,0,0.005,21.12,41.86,1.846,875.7075
19/04/2012 03:40,15278,0,0,0,0.004,20.74,43.53,2.011,875.6424
19/04/2012 03:50,15279,0,0,0,0.007,20.22,43.98,1.668,875.6517
19/04/2012 04:00,15280,0.158,0,0,0.005,20.35,42.41,2.31,875.5485
19/04/2012 04:10,15281,0.248,0,0,0.007,20.37,43.84,2.603,875.6646
19/04/2012 04:20,15282,0,0,0,0.005,19.91,45.52,2.123,875.4279
19/04/2012 04:30,15283,0,0,0,0.005,19.68,45.38,2.394,875.4938
19/04/2012 04:40,15284,0.203,0,0.063,0.006,19.95,43.91,2.583,875.4024
19/04/2012 04:50,15285,0.401,0,0.04,0.008,20.18,44.83,1.996,875.388
19/04/2012 05:00,15286,0.029,0,0,0.003,19.6,47.63,1.759,875.435
19/04/2012 05:10,15287,0,0,0.015,0.004,19.25,46.61,1.499,875.4114
19/04/2012 05:20,15288,0.036,0,0,0.005,19.7,46.41,1.138,875
19/04/2012 05:30,15289,0.001,0,0.001,0.004,19.54,46.88,1.271,875.5189
19/04/2012 05:40,15290,0.389,0.14,0.316,0.006,19.94,45.35,1.38,875.6607
19/04/2012 05:50,15291,0.401,0.083,0.325,0.005,20.21,44.5,1.283,875.8173
19/04/2012 06:00,15292,0.184,0,0.106,0.002,20,48.25,1.581,875.7049
19/04/2012 06:10,15293,0,0,0,0.003,19.37,48.69,1.859,875.772
19/04/2012 06:20,15294,0.109,0.07,0.176,0.005,19.5,46.03,1.979,875.8147
19/04/2012 06:30,15295,0.401,0.06,0.23,0.005,19.87,45.25,2.665,875.8087
19/04/2012 06:40,15296,0.401,0.004,0.048,0.006,19.85,44.87,2.823,876.0193
19/04/2012 06:50,15297,0.272,0.012,0.055,0.011,19.95,45.21,2.224,875.9653
19/04/2012 07:00,15298,0,0.025,0,0.017,19.76,45.21,2.226,876.0673
19/04/2012 07:10,15299,0,0.59,0.445,0.032,19.62,45.18,1.485,876.0524
19/04/2012 07:20,15300,0.02,3.016,2.653,0.176,19.81,44.63,1.574,876.1525
19/04/2012 07:30,15301,0.116,13.28,11.83,0.53,19.78,44.84,0.761,876.212
19/04/2012 07:40,15302,33.63,29.8,25.63,1.135,19.93,44.13,2.73,876.2133
19/04/2012 07:50,15303,91.2,43.99,33.57,1.921,20.05,45.35,2.725,876.1669
19/04/2012 08:00,15304,126.1,66.1,45.81,2.918,20.03,45.38,2.441,876.1348
19/04/2012 08:10,15305,223.5,103.2,60.95,4.018,20.26,45.18,2.034,876.4652
19/04/2012 08:20,15306,264.1,131.2,70.79,5.169,20.52,45.04,1.688,876.3726
19/04/2012 08:30,15307,316.7,165.2,80.7,6.545,20.82,42.68,1.47,876.565
19/04/2012 08:40,15308,361.5,199.1,89.3,7.98,21.48,40.4,0.474,876.5695
19/04/2012 08:50,15309,410.5,238.1,97.9,9.6,22.41,37.57,0.055,876.7188
19/04/2012 09:00,15310,466.5,282.8,106.8,11.43,24.06,34.19,0.046,876.6421
19/04/2012 09:10,15311,504.5,323.7,114.2,13.33,24.45,33.41,0,876.6219
19/04/2012 09:20,15312,534.6,363.1,121.1,15.21,24.8,32.93,0.033,876.6693
19/04/2012 09:30,15313,554,400.7,128.8,16.93,24.56,34.33,0.562,876.8573
19/04/2012 09:40,15314,579.3,439.7,135.1,18.75,24.43,33.37,0.844,876.8741
19/04/2012 09:50,15315,602.6,479.2,141.3,20.69,24.66,34.63,1.178,876.8989
19/04/2012 10:00,15316,622.5,517,145.9,22.65,24.34,33.65,1.524,876.973
19/04/2012 10:10,15317,646.4,556.1,149.9,24.84,24.77,30.75,0.898,876.9122
19/04/2012 10:20,15318,667.9,593,155.3,26.93,25.52,32.11,1.323,876.8713
19/04/2012 10:30,15319,674.8,623.8,161.2,28.73,25.04,33.71,1.771,877.0571
19/04/2012 10:40,15320,687.4,656.6,166,30.81,24.8,31.77,1.949,876.8387
19/04/2012 10:50,15321,709.5,692.9,168,33.14,25.11,32.42,2.224,876.7398
19/04/2012 11:00,15322,722.5,724.3,171.1,35.07,25.15,32.48,2.177,876.7795
19/04/2012 11:10,15323,733.3,753,174.4,36.77,25.56,31.67,2.233,876.6841
19/04/2012 11:20,15324,744.4,783,175.7,38.45,25.66,31.56,1.904,876.605
19/04/2012 11:30,15325,751.4,811,178.8,40.04,25.81,31.84,2.792,876.4249
19/04/2012 11:40,15326,743.5,829,182.4,41.47,25.84,30.37,1.693,876.2824
19/04/2012 11:50,15327,750.2,848,185.1,42.88,26.79,29.79,2.532,876.2139
19/04/2012 12:00,15328,776.8,882,187,44.61,26.96,27.71,1.787,876.1772
19/04/2012 12:10,15329,772.6,889,190.9,45.26,27.33,28.29,1.915,876.0047
19/04/2012 12:20,15330,778.3,907,193.2,46.32,27.08,27.88,2.533,875.8765
19/04/2012 12:30,15331,781.6,922,197.5,47.39,27.97,26.07,0.805,875.8399
19/04/2012 12:40,15332,777.8,936,204,47.91,28.75,25.49,1.127,875.7631
19/04/2012 12:50,15333,757,935,208.3,47.66,28.28,25.46,2.132,875.4829
19/04/2012 13:00,15334,767.8,950,207.7,48.59,28.74,24.64,1.652,875.3244
19/04/2012 13:10,15335,776.2,964,206.6,49.36,28.66,24.74,2.498,875.0475
19/04/2012 13:20,15336,766.5,963,208.7,48.92,29,25.8,1.664,874.8436
19/04/2012 13:30,15337,768.9,971,213,49.2,29.26,24.57,1.555,874.7108
19/04/2012 13:40,15338,767.2,979,221.2,49.27,29.95,24.33,2.007,874.5727
19/04/2012 13:50,15339,699.5,945,236.1,47.93,29.79,23.75,1.759,874.3805
19/04/2012 14:00,15340,748.9,981,238.7,48.86,29.86,22.49,1.545,874.2183
19/04/2012 14:10,15341,721.2,959,242.9,46.97,30.18,22.26,2.304,873.8829
19/04/2012 14:20,15342,709.3,947,245.4,45.97,30.48,21.13,1.907,873.7078
19/04/2012 14:30,15343,698.1,938,252.6,45.17,31.28,21.16,1.662,873.1975
19/04/2012 14:40,15344,621.3,891,275.9,42.15,31.06,20.96,1.979,873.0706
19/04/2012 14:50,15345,648,906,275.2,42.47,31.16,19.94,2.246,872.8953
19/04/2012 15:00,15346,608.9,901,298.8,39.97,30.89,19.29,3.066,872.7086
19/04/2012 15:10,15347,129.8,474.2,288.5,29.67,31.65,18.27,1.541,872.4952
19/04/2012 15:20,15348,637.2,899,301,40.12,31.72,19.02,2.8,872.0905
19/04/2012 15:30,15349,636.9,879,283.8,38.86,31.98,15.74,2.277,872.1484
19/04/2012 15:40,15350,643.4,838,264.3,37.77,31.49,16.29,2.937,875
19/04/2012 15:50,15351,618.6,816,267,36.21,31.84,17.31,3.333,871.6057
19/04/2012 16:00,15352,625.8,827,278.5,35.86,31.89,15.75,3.243,871.5996
19/04/2012 16:10,15353,547.7,763.3,284.5,31.71,32.25,15.74,2.469,871.1819
19/04/2012 16:20,15354,331.1,547.8,247.1,23.37,32.17,15.88,2.053,871.2827
19/04/2012 16:30,15355,574,716.8,258.6,28.49,32.69,15.64,1.665,871.1544
19/04/2012 16:40,15356,236.5,406.9,198.6,19.88,32.42,16.26,2.382,870.894
19/04/2012 16:50,15357,458,592,234.4,22.15,32.22,15.71,3.754,870.6929
19/04/2012 17:00,15358,531.5,646.5,257.1,24.46,32.16,15.64,4.557,870.6025
19/04/2012 17:10,15359,456.2,521,205.6,21.67,32.18,15.51,2.819,870.4982
19/04/2012 17:20,15360,405,447.9,175.9,19.22,32.23,15.3,4.36,870.2928
19/04/2012 17:30,15361,142,264.2,147.5,15.29,32.04,15.13,2.845,870.1626
19/04/2012 17:40,15362,234.2,322.7,167.2,15.8,32.08,14.76,3.084,870.2078
19/04/2012 17:50,15363,38.06,171.5,128.5,11.42,32.08,14.28,2.332,870.0526
19/04/2012 18:00,15364,0.076,110.7,97.8,8.24,31.7,15.61,4.103,870.1822
19/04/2012 18:10,15365,0.308,110.4,97,7.685,31.68,15.58,1.897,875
19/04/2012 18:20,15366,0.622,123.8,106.6,7.876,31.68,15.27,1.629,870.0429
19/04/2012 18:30,15367,0.924,115.4,100,7.242,31.64,14.49,1.769,870.1311
19/04/2012 18:40,15368,0.255,87.8,75.56,5.212,31.84,13.94,2.41,870.1904
19/04/2012 18:50,15369,0,73.83,65.22,3.831,31.74,13.94,2.063,870.0041
19/04/2012 19:00,15370,0.118,77.29,65.76,3.849,31.75,14.69,2.097,875
19/04/2012 19:10,15371,3.773,58.02,49.33,2.5,31.52,14.11,2.92,870.0431
19/04/2012 19:20,15372,0.497,41.26,34.82,1.624,31.5,14.49,2.46,870.0318
19/04/2012 19:30,15373,0.968,28.44,24.06,1.102,31.31,14.21,3.248,870.0872
19/04/2012 19:40,15374,8.53,18.08,14.81,0.744,31.13,14.08,3.45,870.0513
19/04/2012 19:50,15375,0.063,8.12,6.951,0.395,31.16,13.57,4.539,870.0406
19/04/2012 20:00,15376,0,2.412,1.786,0.162,31.15,13.67,2.909,870.2223
19/04/2012 20:10,15377,0,0.434,0.161,0.033,30.94,13.46,2.117,870.3798
19/04/2012 20:20,15378,0,0,0,0.018,30.79,13.74,2.515,870.5208
19/04/2012 20:30,15379,0,0,0,0.005,30.39,20.18,2.929,870.4302
19/04/2012 20:40,15380,0,0,0,0.003,29.36,21.27,2.32,870.7807
19/04/2012 20:50,15381,0,0,0,0.004,28.85,23.49,1.908,870.7472
19/04/2012 21:00,15382,0,0.026,0.057,0.003,28.75,22.91,3.047,870.8947
19/04/2012 21:10,15383,0,0,0,0.008,28.65,22.81,0.815,870.8453
19/04/2012 21:20,15384,0,0,0,0.008,28.39,22.87,0,870.9943
19/04/2012 21:30,15385,0,0,0,0.003,28.22,23.45,1.466,871.162
19/04/2012 21:40,15386,0,0,0,0.002,27.77,23.35,1.6,871.3673
19/04/2012 21:50,15387,0,0,0,0.005,27.11,23.56,1.502,871.4009
19/04/2012 22:00,15388,0,0,0,0.009,26.49,24.71,1.59,871.4907
19/04/2012 22:10,15389,0,0,0,0.009,26.04,26.35,1.022,871.5814
19/04/2012 22:20,15390,0,0,0.069,0.009,25.9,26.08,0,871.7193
19/04/2012 22:30,15391,0,0,0.166,0.008,25.75,27.1,0.914,871.744
19/04/2012 22:40,15392,0,0,0.002,0.011,25.33,26.49,0.402,871.9163
19/04/2012 22:50,15393,0,0.055,0.171,0.005,25.55,23.28,1.327,871.875
19/04/2012 23:00,15394,0.082,0,0.058,0.008,25.43,24.78,2.11,872.0565
19/04/2012 23:10,15395,0,0,0,0.009,25.02,24.92,2.429,872.136
19/04/2012 23:20,15396,0,0,0,0.01,24.75,25.09,2.375,872.1951
19/04/2012 23:30,15397,0.076,0,0.019,0.011,24.63,25.46,2.28,872.4808
19/04/2012 23:40,15398,0.033,0.001,0.062,0.007,24.61,25.06,1.034,872.5945
19/04/2012 23:50,15399,0,0,0.014,0.007,24.56,26.32,0,872.587
20/04/2012 00:00,15400,0,0,0,0.01,24.41,25.87,0,872.7425
20/04/2012 00:10,15401,0,0,0.057,0.007,24.44,25.53,0,872.7178
20/04/2012 00:20,15402,0.033,0,0.091,0.009,24.4,26.73,0.383,872.6932
20/04/2012 00:30,15403,0.272,0.038,0.106,0.009,24.41,27,0.245,872.8487
20/04/2012 00:40,15404,0.211,0.03,0.089,0.009,24.24,28.12,0.033,872.7759
20/04/2012 00:50,15405,0.432,0.025,0.144,0.009,24.11,27,1.529,872.7911
20/04/2012 01:00,15406,0.314,0.129,0.21,0.013,24.19,27.54,0.556,872.8237
20/04/2012 01:10,15407,0.057,0,0.031,0.008,23.89,28.23,0.122,872.8406
20/04/2012 01:20,15408,0.104,0,0.067,0.007,23.85,28.06,0.34,872.6191
20/04/2012 01:30,15409,0.401,0.191,0.278,0.009,23.98,28.4,1.174,872.5876
20/04/2012 01:40,15410,0.125,0.004,0.076,0.008,23.47,28.94,2.5,872.5782
20/04/2012 01:50,15411,0.545,0,0.012,0.008,23.77,27.75,2.088,872.5294
20/04/2012 02:00,15412,0.248,0,0.014,0.01,23.43,28.43,1.853,872.6121
20/04/2012 02:10,15413,0.054,0,0.097,0.009,23.37,29.45,0.423,872.6355
20/04/2012 02:20,15414,0.299,0,0.014,0.006,23.14,29.62,1.734,872.5789
20/04/2012 02:30,15415,0.309,0,0,0.008,23.25,29.62,1.375,872.5787
20/04/2012 02:40,15416,0.092,0,0,0.008,22.85,30.41,2.141,872.5217
20/04/2012 02:50,15417,0.248,0,0.004,0.007,22.9,30.07,2.429,872.6439
20/04/2012 03:00,15418,0.223,0,0,0.009,22.79,30.92,1.894,872.5627
20/04/2012 03:10,15419,0,0,0,0.009,22.48,31.29,1.076,872.497
20/04/2012 03:20,15420,0.098,0,0.072,0.007,22.58,30.95,1.46,872.3414
20/04/2012 03:30,15421,0.208,0.037,0.172,0.008,22.46,30.41,1.723,872.3976
20/04/2012 03:40,15422,0.357,0.091,0.119,0.005,22.63,30.61,2.12,872.1207
20/04/2012 03:50,15423,0,0,0,0.006,22.1,30.85,2.03,872.112
20/04/2012 04:00,15424,0.004,0,0,0.007,22.02,30.65,2.486,872.0958
20/04/2012 04:10,15425,0,0,0,0.006,21.86,31.16,2.24,871.9713
20/04/2012 04:20,15426,0,0,0,0.007,21.61,30.95,0.643,871.9719
20/04/2012 04:30,15427,0,0,0,0.006,21.81,31.16,0.69,871.7651
20/04/2012 04:40,15428,0,0,0,0.006,21.6,31.02,1.709,871.7789
20/04/2012 04:50,15429,0,0,0,0.007,21.54,31.67,2.184,871.7157
20/04/2012 05:00,15430,0,0,0,0.006,21.21,31.54,1.586,871.7518
20/04/2012 05:10,15431,0,0,0,0.005,21.32,31.67,2.51,871.7491
20/04/2012 05:20,15432,0,0,0,0.005,21,32.76,1.894,871.8494
20/04/2012 05:30,15433,0,0,0,0.007,20.82,32.8,1.401,871.8195
20/04/2012 05:40,15434,0.032,0,0,0.003,20.95,31.77,1.875,871.8022
20/04/2012 05:50,15435,0,0,0,0.006,20.93,32.05,2.243,875
20/04/2012 06:00,15436,0.002,0,0,0.007,21.01,32.12,2.165,872.0374
20/04/2012 06:10,15437,0,0,0,0.008,20.93,32.36,0.943,872.1799
20/04/2012 06:20,15438,0,0,0,0.006,20.6,33.21,0.287,872.2083
20/04/2012 06:30,15439,0,0,0.004,0.003,20.44,33.35,0.166,872.4097
20/04/2012 06:40,15440,0,0,0,0.004,20.23,34.64,0,872.4988
20/04/2012 06:50,15441,0,0,0.034,0.004,20.24,32.87,0,872.7286
20/04/2012 07:00,15442,0,0,0,0.018,20.42,33.86,0,872.7327
20/04/2012 07:10,15443,0,0.55,0.466,0.036,20.12,34.82,0,872.8849
20/04/2012 07:20,15444,0,2.703,2.505,0.194,19.79,36.28,0,873.0883
20/04/2012 07:30,15445,0,8.19,7.314,0.574,19.48,36.59,0,873.2051
20/04/2012 07:40,15446,30.79,22.97,19.54,1.186,19.74,35.43,0,873.401
20/04/2012 07:50,15447,111.4,45.06,33.15,1.968,19.88,34.51,0.387,873.6398
20/04/2012 08:00,15448,173.1,70.57,45.58,2.875,20.36,33.08,1.358,873.876
20/04/2012 08:10,15449,240.5,101.8,57.45,3.913,20.87,32.94,0.749,873.9249
20/04/2012 08:20,15450,300.8,135.6,68.26,5.045,21.27,32.29,0.425,873.9626
20/04/2012 08:30,15451,349,169.8,78.2,6.27,22.02,31.06,0.262,874.2288
20/04/2012 08:40,15452,395.6,205.9,87.5,7.663,23.51,30.45,0.271,874.2432
20/04/2012 08:50,15453,440.7,245.7,96.3,9.23,24.09,29.22,0.397,874.2579
20/04/2012 09:00,15454,483.9,287.5,104.8,11.03,23.84,29.32,1.298,874.4185
20/04/2012 09:10,15455,514,326.6,112.4,12.71,24.09,28.33,1.237,874.4207
20/04/2012 09:20,15456,541.1,365.4,119.2,14.41,24.51,27.27,0.995,874.2491
20/04/2012 09:30,15457,567.5,405.2,125.8,16.18,25.35,26.62,0.369,874.3613
20/04/2012 09:40,15458,595.4,445.6,131.2,18.15,25.54,26.35,0.593,874.2969
20/04/2012 09:50,15459,610.4,481.5,136.6,19.86,25.72,26.08,0.393,874.6334
20/04/2012 10:00,15460,635,522.7,140.7,21.96,25.27,28.09,1.47,874.7385
20/04/2012 10:10,15461,657.1,563.8,148.6,24.29,25.1,27.41,1.211,874.7961
20/04/2012 10:20,15462,670.5,598.8,154.6,26.3,25.68,26.18,1.023,874.761
20/04/2012 10:30,15463,684.1,630.8,160.3,28.16,26.26,25.22,0.745,874.7201
20/04/2012 10:40,15464,701.1,664,164.2,30.17,25.7,26.35,1.814,874.9127
20/04/2012 10:50,15465,713.1,693.2,167.2,31.86,26.24,25.5,0.759,874.8008
20/04/2012 11:00,15466,712.9,716.1,169.6,32.79,26.91,25.22,0.798,874.803
20/04/2012 11:10,15467,731.2,752.4,171.3,34.78,26.94,25.7,1.318,874.9416
20/04/2012 11:20,15468,750,797.1,172.6,37.79,26.33,25.9,2.025,875
20/04/2012 11:30,15469,758.2,817,174.5,38.91,26.78,25.29,1.993,874.7363
20/04/2012 11:40,15470,767.9,839,176.9,40.44,27.23,23.21,1.108,874.6404
20/04/2012 11:50,15471,778.9,864,177.1,41.94,27.61,23.38,1.34,874.5799
20/04/2012 12:00,15472,777.7,884,179.3,43.11,27.66,22.22,1.158,874.472
20/04/2012 12:10,15473,776.6,897,183.3,44.04,28.09,23.07,1.852,874.3361
20/04/2012 12:20,15474,763.5,906,187.7,44.54,27.62,22.26,1.504,874.1951
20/04/2012 12:30,15475,761.9,919,191.9,45.26,28.4,22.6,1.419,874.0062
20/04/2012 12:40,15476,761.5,936,195.3,46.39,28.56,21.81,1.42,873.829
20/04/2012 12:50,15477,757.1,950,197.8,47.18,28.48,21.16,2.418,873.7102
20/04/2012 13:00,15478,750.6,956,201.1,47.32,29.01,20.79,1.677,873.6388
20/04/2012 13:10,15479,741.8,961,201.7,47.14,29.42,19.53,1.301,873.4877
20/04/2012 13:20,15480,742,970,202.4,47.67,29.56,20.01,1.233,873.416
20/04/2012 13:30,15481,733.6,970,203,47.58,30.04,18.06,1.453,873.0629
20/04/2012 13:40,15482,736.6,975,201.2,47.97,30.04,19.43,2.114,872.8016
20/04/2012 13:50,15483,735.9,976,201.1,48.1,29.97,19.56,2.128,872.7208
20/04/2012 14:00,15484,727,969,201.3,47.68,30.03,18.61,2.406,872.681
20/04/2012 14:10,15485,730.3,964,198.3,47.65,30.24,19.02,3.963,872.3646
20/04/2012 14:20,15486,738.1,965,198.6,47.95,30.68,15.51,2.477,872.16
20/04/2012 14:30,15487,737.4,961,204.1,47.5,31.85,15.61,1.713,871.8655
20/04/2012 14:40,15488,710.6,936,209,45.61,31.31,15.58,3.962,871.9349
20/04/2012 14:50,15489,694.8,918,215.9,44.73,31.11,15.17,2.215,871.7233
20/04/2012 15:00,15490,716.6,915,206.5,44.43,31.79,13.9,3.761,871.4494
20/04/2012 15:10,15491,716.1,902,204.7,43.76,31.61,13.32,4.439,871.2589
20/04/2012 15:20,15492,714.8,890,208.1,43.14,32.49,12.88,2.741,871.0491
20/04/2012 15:30,15493,699.7,864,207.2,41.64,32.06,13.6,3.745,870.9799
20/04/2012 15:40,15494,710.8,854,204.1,40.97,32.29,12.27,5.2,870.6229
20/04/2012 15:50,15495,721.3,835,197.4,39.68,32.14,12.41,4.727,870.6127
20/04/2012 16:00,15496,727.8,812,192,38.11,32.28,12,4.103,870.4126
20/04/2012 16:10,15497,682.4,775.9,206.8,35.9,32.28,11.59,4.98,870.3447
20/04/2012 16:20,15498,431,624.5,239.4,29.71,32.41,11.38,4.032,870.3282
20/04/2012 16:30,15499,307.2,576.5,289.3,28.12,32.41,10.77,3.955,870.1371
20/04/2012 16:40,15500,535.6,694.9,267.8,31.75,32.97,11.52,2.489,875
20/04/2012 16:50,15501,660.3,692.4,220.3,30.8,32.6,11.72,4.54,875
20/04/2012 17:00,15502,658.8,640.1,189.2,27.71,32.86,11.89,3.101,875
20/04/2012 17:10,15503,679.2,606.8,168.5,25.87,32.73,10.8,4.572,875
20/04/2012 17:20,15504,651.3,556.8,158,23.39,32.96,10.33,5.652,875
20/04/2012 17:30,15505,647.7,523,148.6,21.18,32.77,9.99,5.202,875
20/04/2012 17:40,15506,604.2,473.7,144,18.98,32.8,9.54,3.911,875
20/04/2012 17:50,15507,601.1,438.3,133.8,16.88,32.95,9.75,2.985,875
20/04/2012 18:00,15508,568.1,393.9,124.9,14.64,32.83,9.24,4.45,875
20/04/2012 18:10,15509,539,357.4,120,12.92,32.61,9.07,4.027,875
20/04/2012 18:20,15510,460.2,301.2,111.4,11.05,33.11,9.03,3.523,875
20/04/2012 18:30,15511,320.9,227.4,101.2,8.86,32.88,8.59,2.94,875
20/04/2012 18:40,15512,371.8,234.5,107.4,8.28,32.55,8.66,3.792,875
20/04/2012 18:50,15513,144.9,128.4,75.35,6.121,32.4,8.42,3.834,875
20/04/2012 19:00,15514,83,90.4,60.95,4.591,31.83,8.49,4.861,875
20/04/2012 19:10,15515,138.1,102.3,65.82,3.886,31.79,8.52,4.17,875
20/04/2012 19:20,15516,16.86,49.84,39.94,2.846,31.61,8.59,4.086,875
20/04/2012 19:30,15517,4.721,31.14,25.34,1.757,31.32,8.49,4.226,875
20/04/2012 19:40,15518,1.803,25.56,21.22,1.195,31.11,8.21,4.655,875
20/04/2012 19:50,15519,0,12.16,9.93,0.606,30.93,8.25,3.991,875
20/04/2012 20:00,15520,0,3.479,2.516,0.225,30.75,7.976,3.916,875
20/04/2012 20:10,15521,0,1.025,0.48,0.048,30.52,7.806,3.639,875
