TOA5,ESOLMET-IER,CR1000,23644,CR1000.Std.16,CPU:ESTACION_IER_07_MZO_2017.CR1,44971,TablaGeneral,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,RN,W/m2,W/m2,W/m2,W/m2,?C,%,m/s,mbar
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
,,,,,,,,,
24/01/2017 16:30,3408,617.8,350.2,80.8,9.65,27.86,8.59,2.317,873.9359
24/01/2017 16:40,3409,652.1,337.9,76.96,8.36,27.92,8.24,4.236,875
24/01/2017 16:50,3410,622.1,311.4,75.6,7.685,27.87,8.76,2.476,874.1113
24/01/2017 17:00,3411,604.8,279.9,72.6,6.872,28.78,7.904,1.741,874.1038
24/01/2017 17:10,3412,578.4,246.4,67.83,6.094,27.98,7.972,2.983,874.1903
24/01/2017 17:20,3413,518.6,204.7,62.58,5.133,27.77,7.7,3.311,874.0954
24/01/2017 17:30,3414,463.2,167.4,57.24,4.284,27.74,7.699,2.972,874.2509
24/01/2017 17:40,3415,408.3,132.4,50.42,3.452,27.6,7.154,3.052,874.3024
24/01/2017 17:50,3416,334.4,98.1,42.49,2.664,26.95,6.814,3.591,874.3442
24/01/2017 18:00,3417,188,59.38,32.63,1.929,26.71,6.371,3.5,874.3918
24/01/2017 18:10,3418,2.087,23.85,21.48,1.271,26.09,5.791,2.973,874.4481
24/01/2017 18:20,3419,6.301,15.27,12.62,0.705,25.77,5.451,2.589,874.4785
24/01/2017 18:30,3420,0,5.628,5.258,0.288,25.58,5.043,1.963,874.5588
24/01/2017 18:40,3421,0,1.409,1.4,0.073,25.4,4.737,1.785,874.5822
24/01/2017 18:50,3422,0,0.091,0.128,0.019,25.17,4.192,2.085,874.8601
24/01/2017 19:00,3423,0.047,0,0,0.005,24.9,3.953,1.561,874.7988
24/01/2017 19:10,3424,0.401,0,0.051,0.001,24.87,3.646,1.378,875.061
24/01/2017 19:20,3425,0.174,0,0,0.002,24.56,3.169,0.136,875.2245
24/01/2017 19:30,3426,0,0,0.087,0.001,23.75,2.59,1.17,875.1835
24/01/2017 19:40,3427,0,0,0.209,0.001,23.51,2.283,1.754,875.3632
24/01/2017 19:50,3428,0,0,0.201,0.003,23.1,1.465,2.366,875.388
24/01/2017 20:00,3429,0,0,0.027,0.003,21.66,1.193,2.7,875.5925
24/01/2017 20:10,3430,0,0,0.109,0.003,21.69,0.92,2.51,875.8051
24/01/2017 20:20,3431,0,0.001,0.177,0.003,21.52,0.92,2.654,875.9117
24/01/2017 20:30,3432,0.223,0.012,0.136,0.004,21.78,0.784,1.906,876.0908
24/01/2017 20:40,3433,0.401,0.157,0.1,0.004,22,0.784,1.619,876.1815
24/01/2017 20:50,3434,0.401,0.047,0.107,0.003,21.94,0.579,1.617,876.1735
24/01/2017 21:00,3435,0.127,0,0.177,0.002,21.71,0.273,1.763,876.312
24/01/2017 21:10,3436,0,0,0.317,0.004,21.48,0.102,2.168,876.4916
24/01/2017 21:20,3437,0,0,0.288,0.003,21.36,NAN,2.319,876.5085
24/01/2017 21:30,3438,0,0,0.245,0.004,21.25,NAN,2.321,876.6477
24/01/2017 21:40,3439,0,0,0,0.002,20.48,NAN,1.987,876.8032
24/01/2017 21:50,3440,0,0,0,0.002,20.37,NAN,0.71,877.1297
24/01/2017 22:00,3441,0,0,0.045,0.001,20.51,NAN,0.579,877.1628
24/01/2017 22:10,3442,0,0.018,0.192,0.002,20.49,NAN,1.471,877.2119
24/01/2017 22:20,3443,0,0.016,0.288,0.004,20.16,NAN,1.92,877.2197
24/01/2017 22:30,3444,0,0,0.013,0.002,19.65,NAN,2.484,877.2361
24/01/2017 22:40,3445,0,0.001,0.057,0.002,19.41,NAN,2.386,877.2278
24/01/2017 22:50,3446,0,0,0,0.002,19.27,NAN,1.386,877.2282
24/01/2017 23:00,3447,0,0,0,0.002,18.95,NAN,0.895,877.4246
24/01/2017 23:10,3448,0,0.028,0.015,0.002,18.53,NAN,1.47,877.4645
24/01/2017 23:20,3449,0.098,0.268,0.252,0.001,18.98,NAN,1.685,877.3018
24/01/2017 23:30,3450,0.374,0.273,0.275,0.003,19.08,NAN,1.788,877.31
24/01/2017 23:40,3451,0.031,0.011,0.098,0.001,18.57,NAN,2.007,877.3262
24/01/2017 23:50,3452,0,0.024,0.115,0.002,18.34,NAN,1.67,877.3505
25/01/2017 00:00,3453,0.221,0.186,0.118,0.001,18.56,NAN,1.536,877.2687
25/01/2017 00:10,3454,0.132,0.033,0.194,0.001,18.5,NAN,1.575,877.2935
25/01/2017 00:20,3455,0,0.018,0.325,0.001,18.47,NAN,2.049,877.1874
25/01/2017 00:30,3456,0,0,0.165,0.001,18.14,NAN,2.199,877.2851
25/01/2017 00:40,3457,0,0,0.324,0.002,18.09,NAN,2.211,877.2932
25/01/2017 00:50,3458,0.217,0,0.258,0.003,18.32,NAN,2.239,877.2444
25/01/2017 01:00,3459,0.053,0,0.227,0.002,18.11,NAN,2.408,877.2033
25/01/2017 01:10,3460,0.051,0,0.325,0.001,18.25,NAN,2.264,877.1218
25/01/2017 01:20,3461,0.1,0,0.296,0.002,18.21,NAN,2.25,877.1461
25/01/2017 01:30,3462,0,0,0.008,0.004,17.61,NAN,2.283,877.0726
25/01/2017 01:40,3463,0,0,0,0.001,17.05,NAN,1.84,876.9981
25/01/2017 01:50,3464,0,0.008,0.16,0.001,17.12,NAN,1.991,876.7783
25/01/2017 02:00,3465,0.322,0.094,0.325,0.001,17.56,NAN,1.963,876.7199
25/01/2017 02:10,3466,0.354,0.006,0.308,0.001,17.53,NAN,2.365,876.6397
25/01/2017 02:20,3467,0.055,0,0.318,0.002,17.35,NAN,2.513,876.574
25/01/2017 02:30,3468,0,0,0.305,0.002,17.33,NAN,2.3,876.6473
25/01/2017 02:40,3469,0,0,0.308,0.001,17.31,NAN,2.096,876.5895
25/01/2017 02:50,3470,0,0,0.088,0,17.03,NAN,1.924,876.5407
25/01/2017 03:00,3471,0,0,0.261,0.001,17.06,NAN,1.863,876.4597
25/01/2017 03:10,3472,0,0,0.261,0.002,17.07,NAN,1.706,876.4507
25/01/2017 03:20,3473,0,0,0.324,0.001,17.07,NAN,2.056,876.5003
25/01/2017 03:30,3474,0,0,0.325,0.002,17.23,NAN,2.189,876.4838
25/01/2017 03:40,3475,0,0,0.183,0.001,16.98,NAN,2.08,876.3934
25/01/2017 03:50,3476,0,0,0.052,0,16.77,NAN,1.895,876.3041
25/01/2017 04:00,3477,0.048,0.043,0.118,0.001,16.78,NAN,1.974,876.3691
25/01/2017 04:10,3478,0,0,0.3,0.001,16.63,NAN,2.324,876.4786
25/01/2017 04:20,3479,0.007,0,0.325,0.001,16.73,NAN,2.254,876.5015
25/01/2017 04:30,3480,0.007,0,0.325,0,16.89,NAN,2.203,876.3434
25/01/2017 04:40,3481,0,0,0.188,0,16.68,NAN,2.491,876.488
25/01/2017 04:50,3482,0,0,0.268,0.001,16.65,NAN,2.321,876.6791
25/01/2017 05:00,3483,0,0,0.269,0.001,16.57,NAN,2.331,876.7242
25/01/2017 05:10,3484,0,0,0.111,0.003,16.22,NAN,2.421,876.7379
25/01/2017 05:20,3485,0,0,0.285,0.001,16.21,NAN,2.749,876.79
25/01/2017 05:30,3486,0,0,0.195,0.001,16.12,NAN,2.465,876.8018
25/01/2017 05:40,3487,0.004,0,0.212,0.001,16.17,NAN,2.118,876.9415
25/01/2017 05:50,3488,0.007,0,0.166,0.002,16.17,NAN,1.668,876.9748
25/01/2017 06:00,3489,0,0,0.194,0.001,16.09,NAN,2.044,876.9412
25/01/2017 06:10,3490,0,0,0.256,0,15.86,NAN,2.161,877.1268
25/01/2017 06:20,3491,0,0,0.076,0.003,15.62,NAN,2.251,877.2227
25/01/2017 06:30,3492,0,0.023,0.125,0.001,15.51,NAN,2.154,877.3279
25/01/2017 06:40,3493,0,0,0,0,15.18,NAN,1.154,877.4429
25/01/2017 06:50,3494,0,0.115,0.155,0.002,15.19,NAN,1.269,877.4232
25/01/2017 07:00,3495,0.151,0.321,0.3,0.014,15.23,NAN,1.505,877.6145
25/01/2017 07:10,3496,0.199,1.463,1.121,0.049,14.87,NAN,1.443,877.6598
25/01/2017 07:20,3497,0.205,5.219,4.619,0.231,14.72,NAN,0.738,877.579
25/01/2017 07:30,3498,31.79,15.21,12.88,0.616,14.61,NAN,1.547,877.9008
25/01/2017 07:40,3499,140.7,35.4,24.18,1.146,14.59,NAN,0.788,878.0355
25/01/2017 07:50,3500,269.6,65.15,35.83,1.85,15.53,NAN,0.241,878.0682
25/01/2017 08:00,3501,404.6,103.3,47.3,2.607,16.29,NAN,0.803,878.2226
25/01/2017 08:10,3502,486.6,139.6,57,3.372,16.83,NAN,1.042,878.3694
25/01/2017 08:20,3503,548.7,178,65.37,4.327,18.14,NAN,0.889,878.49
25/01/2017 08:30,3504,601.4,217.9,73.41,5.248,19.25,NAN,0.278,878.5646
25/01/2017 08:40,3505,649.9,258,80.3,6.203,20.94,NAN,0.19,878.7206
25/01/2017 08:50,3506,688.1,297.1,86.7,7.137,22.24,NAN,0,878.7826
25/01/2017 09:00,3507,715.8,334.7,92.5,8.06,22.99,NAN,0.09,878.8887
25/01/2017 09:10,3508,743.3,373,97.3,9.02,22.89,NAN,0.109,878.9696
25/01/2017 09:20,3509,760.7,406.8,101,9.92,22.89,NAN,0.14,879.0691
25/01/2017 09:30,3510,780.2,442.7,103.4,10.84,22.8,NAN,0.342,879.0526
25/01/2017 09:40,3511,795.2,479.9,105.1,11.75,22.68,NAN,0.931,879.1996
25/01/2017 09:50,3512,809,514,105.7,12.65,22.96,NAN,1.225,879.371
25/01/2017 10:00,3513,821,546.9,106.1,13.48,23.01,NAN,0.971,879.2319
25/01/2017 10:10,3514,838,576.7,106,14.31,23.08,NAN,0.851,879.3307
25/01/2017 10:20,3515,847,605.4,106.7,15.02,23.21,NAN,0.954,879.3731
25/01/2017 10:30,3516,843,631.8,110.5,15.62,23.09,0.75,0.702,782.027
25/01/2017 10:40,3517,839,654.6,115.2,15.92,23.99,0.681,1.083,879.0981
25/01/2017 10:50,3518,864,685.9,111.5,16.96,22.96,0.75,2.281,879.0644
25/01/2017 11:00,3519,888,711.9,104.6,17.95,23.06,1.397,1.771,879.1031
25/01/2017 11:10,3520,914,738.5,98.3,18.83,23.18,1.635,1.7,878.8887
25/01/2017 11:20,3521,929,758.7,94.9,19.47,23.07,1.635,1.674,878.7344
25/01/2017 11:30,3522,921,765.5,95.7,19.64,23.39,2.112,1.35,878.606
25/01/2017 11:40,3523,917,777.7,95.7,19.87,23.54,2.487,1.899,878.7077
25/01/2017 11:50,3524,922,793.7,95.3,20.28,23.85,2.998,1.692,878.3527
25/01/2017 12:00,3525,921,805,97,20.5,24.5,3.543,1.64,878.1469
25/01/2017 12:10,3526,916,809,96.8,20.54,24.57,3.202,2.003,878.0904
25/01/2017 12:20,3527,928,825,97.8,21.12,23.99,2.998,2.863,877.6804
25/01/2017 12:30,3528,919,823,98,21.07,24.35,3.884,1.495,877.639
25/01/2017 12:40,3529,915,827,102.7,21.07,24.86,3.952,2.058,877.4542
25/01/2017 12:50,3530,902,824,106.8,20.98,24.84,4.088,2.572,877.3444
25/01/2017 13:00,3531,892,818,109.7,20.73,25.26,4.838,1.352,876.9803
25/01/2017 13:10,3532,891,814,108.9,20.54,25.83,4.838,1.711,876.9194
25/01/2017 13:20,3533,910,820,102.9,20.93,25.43,5.11,2.604,876.7827
25/01/2017 13:30,3534,923,817,99.3,21.01,25.78,4.77,1.938,876.4425
25/01/2017 13:40,3535,924,808,96.4,20.92,25.26,5.315,2.62,876.2171
25/01/2017 13:50,3536,929,802,93.8,20.78,25.62,5.315,1.738,876.023
25/01/2017 14:00,3537,926,788.5,92.3,20.31,26.57,5.724,1.618,875.8867
25/01/2017 14:10,3538,921,770.6,88.6,19.89,25.77,5.178,2.104,875.7951
25/01/2017 14:20,3539,922,759.5,87.7,19.66,26.18,5.826,2.556,875.4255
25/01/2017 14:30,3540,934,753.2,84.6,19.49,26.6,5.86,2.562,875.3412
25/01/2017 14:40,3541,938,738,82.1,19.1,26.87,5.962,1.669,875.1753
25/01/2017 14:50,3542,918,706.2,82.2,18.16,27.54,6.78,0.985,875.0896
25/01/2017 15:00,3543,904,679.6,82,17.4,27.49,6.609,2.041,874.9278
25/01/2017 15:10,3544,892,653.4,81.7,16.77,27.26,6.95,1.609,874.6454
25/01/2017 15:20,3545,892,633.3,79.93,16.25,27.58,6.712,2.276,874.6461
25/01/2017 15:30,3546,885,609.2,77.83,15.54,28.09,8.01,0.533,874.5347
25/01/2017 15:40,3547,880,582.2,76.04,14.72,28.73,7.325,1.691,874.394
25/01/2017 15:50,3548,866,552,73.35,14,27.73,7.564,1.935,874.3821
25/01/2017 16:00,3549,850,519.5,72.36,13.18,28.24,7.972,1.711,874.4702
25/01/2017 16:10,3550,837,484.7,71.57,12.31,28.56,7.802,1.07,874.4532
25/01/2017 16:20,3551,815,450,70.6,11.3,28.77,7.972,1.434,874.4366
25/01/2017 16:30,3552,795.4,418.5,69.97,10.43,29,7.938,1.755,874.204
25/01/2017 16:40,3553,769.8,381.9,66.97,9.49,28.52,8.11,2.032,874.3404
25/01/2017 16:50,3554,746.9,345.2,64.38,8.57,28.53,7.938,2.876,874.1439
25/01/2017 17:00,3555,715.7,305.6,62.26,7.546,29.18,8.48,1.338,874.2453
25/01/2017 17:10,3556,670.5,263.8,59.26,6.501,28.92,8.07,2.573,874.1954
25/01/2017 17:20,3557,623,223.5,56.01,5.5,29.09,8.18,1.83,874.3501
25/01/2017 17:30,3558,572.6,185.7,52.1,4.552,28.81,7.972,1.382,874.5351
25/01/2017 17:40,3559,519.6,149,47.37,3.637,29.38,7.529,1.059,874.4514
25/01/2017 17:50,3560,444.6,112.9,41.13,2.786,28.44,7.086,1.687,874.564
25/01/2017 18:00,3561,357.9,80.4,34.07,2.002,28.08,6.984,1.013,874.6013
25/01/2017 18:10,3562,246.1,51.38,25.35,1.306,27.78,6.473,0.952,874.6094
25/01/2017 18:20,3563,30.08,20.34,14.69,0.734,27.11,5.656,0.449,874.5287
25/01/2017 18:30,3564,0.028,6.722,6.053,0.305,25.98,5.179,0.692,874.7527
25/01/2017 18:40,3565,0,1.626,1.359,0.083,25.63,4.668,0.232,874.7236
25/01/2017 18:50,3566,0,0.048,0.166,0.019,25.09,4.021,0,874.9008
25/01/2017 19:00,3567,0,0,0,0.003,24.64,3.544,0.003,874.8776
25/01/2017 19:10,3568,0,0,0,0.002,24.23,2.931,0.426,875.0028
25/01/2017 19:20,3569,0,0,0,0.001,23.72,2.488,0.548,875.3386
25/01/2017 19:30,3570,0,0.002,0.082,0.001,23.33,2.181,1.644,875.3793
25/01/2017 19:40,3571,0,0,0.018,0.003,22.69,1.261,2.478,875.4612
25/01/2017 19:50,3572,0,0,0.073,0.001,22.04,1.056,3.026,875.5277
25/01/2017 20:00,3573,0,0,0.169,0.001,21.94,0.988,2.978,875.551
25/01/2017 20:10,3574,0,0,0.036,0.003,21.79,0.579,2.955,875.7559
25/01/2017 20:20,3575,0,0,0,0.002,21.42,0.273,2.535,875.8621
25/01/2017 20:30,3576,0,0,0.102,0.002,21.26,0.239,2.521,875.9366
25/01/2017 20:40,3577,0,0,0.046,0.004,21.28,NAN,2.234,876.107
25/01/2017 20:50,3578,0,0,0,0.003,20.99,NAN,1.507,876.1658
25/01/2017 21:00,3579,0,0,0,0.002,20.69,NAN,1.281,876.3451
25/01/2017 21:10,3580,0,0,0,0.003,20.54,NAN,1.145,876.6147
25/01/2017 21:20,3581,0,0,0.033,0.002,20.57,NAN,1.249,876.7122
25/01/2017 21:30,3582,0,0.007,0.325,0.002,20.39,NAN,1.854,875
25/01/2017 21:40,3583,0,0.064,0.101,0.003,20.07,NAN,2.474,876.9008
25/01/2017 21:50,3584,0,0.03,0.217,0.003,19.64,NAN,2.494,876.9738
25/01/2017 22:00,3585,0.096,0.025,0.064,0.002,19.77,NAN,2.214,876.999
25/01/2017 22:10,3586,0.401,0.208,0.057,0.003,20.02,NAN,1.799,877.0081
25/01/2017 22:20,3587,0.401,0.121,0.04,0.002,19.95,NAN,1.459,876.9667
25/01/2017 22:30,3588,0.17,0.063,0.22,0.003,19.81,NAN,1.601,876.9583
25/01/2017 22:40,3589,0,0.001,0.069,0.002,19.51,NAN,0.965,877.1465
25/01/2017 22:50,3590,0,0.033,0.151,0.003,19.46,NAN,1.587,877.1541
25/01/2017 23:00,3591,0,0.001,0.001,0.003,19.13,NAN,0.848,877.1223
25/01/2017 23:10,3592,0.002,0.285,0.325,0.002,19.46,NAN,1.761,877.2031
25/01/2017 23:20,3593,0.007,0.105,0.305,0.004,19.61,NAN,1.888,877.3021
25/01/2017 23:30,3594,0,0,0.242,0.003,19.04,NAN,2.047,877.2029
25/01/2017 23:40,3595,0,0,0.308,0.002,19.43,NAN,1.88,877.3754
25/01/2017 23:50,3596,0,0,0.034,0.002,19.45,NAN,1.599,877.4906
26/01/2017 00:00,3597,0,0.008,0.221,0.004,19.6,NAN,1.774,877.4733
26/01/2017 00:10,3598,0.155,0.135,0.209,0.002,19.31,NAN,2.274,877.3917
26/01/2017 00:20,3599,0.457,0.138,0.05,0.004,19.4,NAN,1.55,877.5552
26/01/2017 00:30,3600,0,0.001,0,0.002,18.84,NAN,0.588,877.6201
26/01/2017 00:40,3601,0.002,0.11,0,0.003,18.5,NAN,1.65,877.3514
26/01/2017 00:50,3602,0,0.023,0.246,0.002,18.05,NAN,2.169,877.3835
26/01/2017 01:00,3603,0,0.026,0.192,0.005,18.26,NAN,2.101,877.407
26/01/2017 01:10,3604,0.028,0.003,0.311,0.002,18.11,NAN,2.338,877.2608
26/01/2017 01:20,3605,0.401,0.141,0.323,0.004,18.44,NAN,2.486,877.2864
26/01/2017 01:30,3606,0.074,0,0.187,0.002,18.13,NAN,2.479,877.4076
26/01/2017 01:40,3607,0,0,0.23,0.003,18.09,NAN,2.15,877.3021
26/01/2017 01:50,3608,0,0,0.161,0.004,17.88,NAN,1.788,877.2278
26/01/2017 02:00,3609,0,0,0.003,0.002,17.08,NAN,2.18,877.252
26/01/2017 02:10,3610,0,0,0.18,0.003,17.12,NAN,2.406,877.1631
26/01/2017 02:20,3611,0,0,0.086,0.002,17.03,NAN,2.084,877.1054
26/01/2017 02:30,3612,0.12,0.008,0.325,0.003,17.24,NAN,2.046,877.0723
26/01/2017 02:40,3613,0.124,0.004,0.315,0.004,17.2,NAN,2.105,877.0158
26/01/2017 02:50,3614,0.174,0,0.301,0.003,17.33,NAN,1.974,877.0311
26/01/2017 03:00,3615,0.001,0,0.325,0.002,17.39,NAN,1.798,876.893
26/01/2017 03:10,3616,0,0,0.305,0.004,17.32,NAN,1.801,876.7374
26/01/2017 03:20,3617,0,0,0.095,0.003,16.9,NAN,2.033,876.7811
26/01/2017 03:30,3618,0,0,0.09,0.003,16.4,NAN,2.391,876.5769
26/01/2017 03:40,3619,0,0.001,0.175,0.002,16.4,NAN,2.484,876.5986
26/01/2017 03:50,3620,0,0,0.041,0.001,16.25,NAN,2.215,876.5858
26/01/2017 04:00,3621,0,0,0.013,0.001,16.1,NAN,2.146,876.5098
26/01/2017 04:10,3622,0.039,0.123,0.072,0.001,16.06,NAN,2.155,876.4982
26/01/2017 04:20,3623,0.344,0.132,0.046,0.001,16.14,NAN,1.669,876.4763
26/01/2017 04:30,3624,0.401,0.351,0.195,0.002,16.34,NAN,1.886,876.4578
26/01/2017 04:40,3625,0.401,0.332,0.325,0.003,16.57,NAN,1.946,876.4442
26/01/2017 04:50,3626,0.088,0.006,0.076,0.004,16.07,NAN,1.71,876.4128
26/01/2017 05:00,3627,0,0.009,0.103,0.002,15.89,NAN,1.491,876.4258
26/01/2017 05:10,3628,0,0.025,0.268,0.001,16.01,NAN,1.459,876.4692
26/01/2017 05:20,3629,0.001,0.021,0.295,0,15.97,NAN,1.715,876.5655
26/01/2017 05:30,3630,0,0.001,0.093,0.001,15.69,NAN,1.515,876.6903
26/01/2017 05:40,3631,0,0,0.004,0,15.75,NAN,0.133,876.7999
26/01/2017 05:50,3632,0,0.05,0.159,0,15.79,NAN,0.423,876.9951
26/01/2017 06:00,3633,0,0.082,0.325,0,16.11,NAN,1.288,877.0599
26/01/2017 06:10,3634,0.01,0.164,0.312,0.003,15.73,NAN,1.885,822.4599
26/01/2017 06:20,3635,0.016,0.197,0.149,0.004,15.59,NAN,2.245,877.0899
26/01/2017 06:30,3636,0.063,0.124,0.296,0.002,15.47,NAN,2.434,877.1793
26/01/2017 06:40,3637,0.35,0.077,0.268,0.003,15.74,NAN,2.306,877.1859
26/01/2017 06:50,3638,0.001,0,0.109,0.004,15.35,NAN,1.838,877.3907
26/01/2017 07:00,3639,0.401,0.352,0.325,0.019,15.43,NAN,2.578,732.0051
26/01/2017 07:10,3640,0.477,1.394,1.414,0.048,15.39,NAN,2.114,877.3408
26/01/2017 07:20,3641,0.401,5.281,4.904,0.224,15.24,NAN,1.91,877.605
26/01/2017 07:30,3642,29.8,15.76,13.67,0.592,15.26,NAN,2.124,877.5392
26/01/2017 07:40,3643,176.3,39.86,27.95,1.132,15.9,NAN,2.598,877.6553
26/01/2017 07:50,3644,285.9,68.98,40.13,1.781,16.34,NAN,2.219,877.9011
26/01/2017 08:00,3645,372.5,101.1,51.45,2.5,16.39,NAN,1.901,878.2386
26/01/2017 08:10,3646,451.5,136.5,63.11,3.286,16.99,NAN,1.638,878.389
26/01/2017 08:20,3647,511,174.2,74.16,4.103,17.86,NAN,1.611,878.4507
26/01/2017 08:30,3648,558.6,212,84.4,4.954,19.14,NAN,0.574,878.7147
26/01/2017 08:40,3649,611,251.9,94.1,5.876,20.65,NAN,0.071,878.8394
26/01/2017 08:50,3650,641.9,288.6,103.6,6.731,22.42,NAN,0,878.8969
26/01/2017 09:00,3651,673.2,328,113,7.648,22.88,NAN,0.008,879.0286
26/01/2017 09:10,3652,699.5,365.8,121.7,8.54,24.32,NAN,0.109,879.101
26/01/2017 09:20,3653,723.3,402.9,128.8,9.46,23.9,NAN,0.195,879.1178
26/01/2017 09:30,3654,746.6,440.3,134.4,10.4,23.54,NAN,0.204,879.2413
26/01/2017 09:40,3655,771.1,476.7,138,11.34,23.93,NAN,0.677,879.501
26/01/2017 09:50,3656,787.4,510.6,140.6,12.23,23.1,NAN,0.83,879.5102
26/01/2017 10:00,3657,799.3,542.9,142.9,13.06,23.54,NAN,0.94,879.5756
26/01/2017 10:10,3658,828,579.8,143.4,14.07,23.69,NAN,0.784,879.6097
26/01/2017 10:20,3659,846,611.3,142.6,14.9,23.68,NAN,1.215,879.758
26/01/2017 10:30,3660,857,638.7,141.5,15.57,23.81,0.511,1.356,879.6877
26/01/2017 10:40,3661,871,666.9,139,16.28,23.85,1.056,1.361,879.6157
26/01/2017 10:50,3662,870,684.8,137.5,16.73,24,1.295,1.351,879.5843
26/01/2017 11:00,3663,888,712,134.5,17.55,24.12,1.635,1.403,879.3826
26/01/2017 11:10,3664,876,720.9,133.7,17.75,24.08,1.976,1.285,879.3978
26/01/2017 11:20,3665,884,742.8,132.1,18.32,24.54,2.351,1.592,879.3696
26/01/2017 11:30,3666,889,758.1,127.9,18.92,24.32,2.93,1.921,879.2017
26/01/2017 11:40,3667,907,781.1,123.3,19.69,24.59,2.828,2.356,878.9995
26/01/2017 11:50,3668,910,794.2,119.9,20.1,24.49,3.271,2.46,878.8573
26/01/2017 12:00,3669,917,808,116.2,20.51,24.97,3.748,2.465,878.8964
26/01/2017 12:10,3670,917,815,113.6,20.62,25.59,3.782,1.865,878.6153
26/01/2017 12:20,3671,927,827,110,20.95,25.62,4.429,1.767,878.4543
26/01/2017 12:30,3672,925,829,107.8,20.96,25.74,4.77,1.765,878.1772
26/01/2017 12:40,3673,932,838,105.3,21.18,25.87,4.633,2.281,877.9641
26/01/2017 12:50,3674,931,840,105.1,21.2,26.39,5.042,1.572,877.9016
26/01/2017 13:00,3675,919,834,106.4,20.85,26.56,5.587,1.357,877.5338
26/01/2017 13:10,3676,919,829,105.7,20.79,26.64,5.179,1.516,877.3589
26/01/2017 13:20,3677,916,825,104.8,20.68,26.52,5.894,2.088,877.2222
26/01/2017 13:30,3678,912,819,104,20.51,26.84,5.656,2.321,877.1885
26/01/2017 13:40,3679,902,803,103.4,20.09,27.04,6.064,1.384,876.732
26/01/2017 13:50,3680,913,801,102.3,20.09,27.66,6.268,1.408,876.5883
26/01/2017 14:00,3681,911,791,99.6,19.77,27.41,6.575,1.796,876.4456
26/01/2017 14:10,3682,912,781.9,97.3,19.52,27.56,6.439,2.26,876.1689
26/01/2017 14:20,3683,905,762.5,96.9,19.06,27.85,6.916,1.375,875.9664
26/01/2017 14:30,3684,909,744.1,95.3,18.68,27.97,7.495,1.276,875.9554
26/01/2017 14:40,3685,913,731.1,92.1,18.19,29.13,7.325,1.474,875.6788
26/01/2017 14:50,3686,915,710.1,90.9,17.78,28.62,7.802,0.969,875.5588
26/01/2017 15:00,3687,911,694.6,88.7,17.12,29.86,8.24,0.914,875.3469
26/01/2017 15:10,3688,907,672.1,85.5,16.57,29.09,7.666,1.786,875.3226
26/01/2017 15:20,3689,904,648.3,84.1,16.01,29.37,8.41,1.205,875.0286
26/01/2017 15:30,3690,880,612,84.2,15.01,30.03,8.76,0.558,875.1047
26/01/2017 15:40,3691,865,584.7,85.7,14.21,29.9,8.52,2.205,874.7957
26/01/2017 15:50,3692,852,555.6,83,13.48,29.38,8.62,2.345,874.7932
26/01/2017 16:00,3693,817,509.4,79.85,12.17,29.52,9.03,1.97,874.8055
26/01/2017 16:10,3694,832,491.3,78.78,11.94,29.69,9.1,1.532,874.9475
26/01/2017 16:20,3695,814,457.2,76.96,11.06,29.67,9.23,2.703,874.8297
26/01/2017 16:30,3696,812,428.4,74.07,10.29,31.06,10.19,1.144,874.9021
26/01/2017 16:40,3697,792.2,392.8,71.91,9.34,31.54,9.44,1.544,874.6738
26/01/2017 16:50,3698,753.7,348.8,68.77,8.32,30.68,9.44,1.336,874.652
26/01/2017 17:00,3699,731.8,311.6,65.7,7.422,30.99,9.5,1.775,874.6397
26/01/2017 17:10,3700,689,269.8,62.86,6.426,31.42,9.85,1.013,874.7504
26/01/2017 17:20,3701,653.6,231.5,59.15,5.502,30.81,9.23,2.204,874.8178
26/01/2017 17:30,3702,603.4,191.9,54.69,4.575,30.92,9.37,1.269,874.7381
26/01/2017 17:40,3703,543.8,152.7,49.36,3.675,30.83,9.03,1.357,874.8029
26/01/2017 17:50,3704,474.5,117,43.27,2.838,30.62,8.96,1.121,874.5294
26/01/2017 18:00,3705,362.4,80.1,35.19,2.049,30.63,8.45,0.865,874.7002
26/01/2017 18:10,3706,257.6,51.62,25.82,1.354,29.53,7.665,0.874,874.7401
26/01/2017 18:20,3707,63.21,20.12,14.33,0.77,28.57,6.848,0.721,874.666
26/01/2017 18:30,3708,0.128,6.817,6.003,0.328,27.48,5.996,0,874.8961
26/01/2017 18:40,3709,0,1.874,1.165,0.091,26.54,5.451,0,874.8514
26/01/2017 18:50,3710,0,0.106,0.113,0.018,25.93,4.634,0.051,874.8535
26/01/2017 19:00,3711,0,0,0,0.002,25.17,4.021,0.182,874.8829
26/01/2017 19:10,3712,0,0,0,0.001,24.69,3.271,1.466,874.86
26/01/2017 19:20,3713,0,0,0.071,0.001,24.17,3.033,2.166,875.0417
26/01/2017 19:30,3714,0,0,0,0.001,23.35,2.215,2.826,875.1104
26/01/2017 19:40,3715,0,0.021,0.158,0.002,23.13,2.011,3.305,875.3298
26/01/2017 19:50,3716,0,0,0.082,0.003,22.76,1.738,3.09,875.4291
