TOA5,ESOLMET-IER,CR1000,23644,CR1000.Std.16,CPU:ESTACION_IER_07_MZO_2017.CR1,44971,TablaGeneral,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,RN,W/m2,W/m2,W/m2,W/m2,?C,%,m/s,mbar
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
,,,,,,,,,
01/01/2017 00:00,1,0.301,0,0.097,0.001,19.29,NAN,0,876.2795
01/01/2017 00:10,2,0.479,0,0.26,0.002,19.23,NAN,0.697,876.3535
01/01/2017 00:20,3,0.502,0.181,0.325,0.003,19.31,NAN,1.071,876.5165
01/01/2017 00:30,4,0.084,0.124,0.312,0.004,18.92,NAN,2.189,876.4664
01/01/2017 00:40,5,0,0,0.001,0.004,18.06,NAN,2.251,876.4193
01/01/2017 00:50,6,0,0,0.188,0.002,17.92,NAN,2.628,876.5576
01/01/2017 01:00,7,0.018,0.09,0.281,0.003,18.17,NAN,2.243,876.4583
01/01/2017 01:10,8,0.013,0.001,0.185,0.003,18.1,NAN,2.176,876.5341
01/01/2017 01:20,9,0,0.006,0.11,0.004,17.78,NAN,2.489,876.4913
01/01/2017 01:30,10,0,0.077,0.203,0.002,17.72,NAN,2.533,876.6142
01/01/2017 01:40,11,0.192,0.07,0.325,0.003,18.03,NAN,2.326,876.533
01/01/2017 01:50,12,0.19,0.093,0.186,0.004,17.97,NAN,2.306,876.5734
01/01/2017 02:00,13,0.379,0.21,0.162,0.003,18.26,NAN,1.182,876.493
01/01/2017 02:10,14,0.247,0.342,0.235,0.003,18.21,NAN,1.287,876.7776
01/01/2017 02:20,15,0.242,0.232,0.256,0.004,18.35,NAN,1.938,876.5573
01/01/2017 02:30,16,0.021,0.001,0.069,0.004,17.84,NAN,1.878,876.3928
01/01/2017 02:40,17,0.001,0.078,0.194,0.003,18.11,NAN,2.044,876.2393
01/01/2017 02:50,18,0.018,0.004,0.05,0.002,18.07,NAN,0.725,876.1315
01/01/2017 03:00,19,0.287,0.265,0.018,0.002,18.32,NAN,1.211,876.3943
01/01/2017 03:10,20,0.378,0.268,0.323,0.003,18.3,NAN,1.751,876.2546
01/01/2017 03:20,21,0.317,0.182,0.199,0.003,18.25,NAN,1.814,876.2627
01/01/2017 03:30,22,0.019,0.098,0.218,0.003,18.13,NAN,1.597,876.2874
01/01/2017 03:40,23,0,0.027,0.324,0.002,18.22,NAN,1.738,876.1557
01/01/2017 03:50,24,0.122,0.084,0.324,0.003,18.33,NAN,1.8,875.9517
01/01/2017 04:00,25,0.002,0.002,0.307,0.002,18.16,NAN,1.726,875.8871
01/01/2017 04:10,26,0,0.013,0.257,0.003,18.19,NAN,2.009,876.1248
01/01/2017 04:20,27,0,0,0.154,0.003,17.73,NAN,2.15,876.3283
01/01/2017 04:30,28,0,0,0.324,0.002,17.65,NAN,1.978,876.3937
01/01/2017 04:40,29,0,0,0.325,0.003,17.8,NAN,1.948,876.4838
01/01/2017 04:50,30,0,0,0.197,0.003,17.54,NAN,1.738,876.5573
01/01/2017 05:00,31,0,0,0.32,0.002,17.49,NAN,1.988,876.5001
01/01/2017 05:10,32,0,0,0.308,0.002,17.59,NAN,1.95,876.459
01/01/2017 05:20,33,0,0,0.195,0.002,17.27,NAN,2.191,876.5743
01/01/2017 05:30,34,0,0,0.303,0.003,17.24,NAN,2.531,876.7537
01/01/2017 05:40,35,0,0,0.091,0.004,16.82,NAN,2.384,876.7559
01/01/2017 05:50,36,0,0,0.14,0.002,16.45,NAN,2.48,877.0334
01/01/2017 06:00,37,0,0,0.237,0.003,16.45,NAN,2.668,877.0321
01/01/2017 06:10,38,0,0,0.325,0.003,16.57,NAN,2.528,876.8806
01/01/2017 06:20,39,0.001,0,0.294,0.003,16.58,NAN,2.589,877.0773
01/01/2017 06:30,40,0,0,0.021,0.002,16.02,NAN,2.549,877.0342
01/01/2017 06:40,41,0,0,0.044,0.002,15.58,NAN,2.46,877.0609
01/01/2017 06:50,42,0,0.057,0.263,0.008,15.96,NAN,2.075,877.1108
01/01/2017 07:00,43,0.248,0.352,0.229,0.019,15.73,NAN,1.303,877.3358
01/01/2017 07:10,44,0.203,1.922,1.677,0.064,15.61,NAN,1.415,877.5066
01/01/2017 07:20,45,0.753,6.833,6.04,0.244,15.81,NAN,1.371,877.5942
01/01/2017 07:30,46,48.37,20.74,14.72,0.579,15.51,NAN,2.006,877.8749
01/01/2017 07:40,47,109.3,38.29,23.75,1.054,15.66,NAN,1.955,877.763
01/01/2017 07:50,48,199,67.52,35.37,1.611,16.45,NAN,1.836,877.9052
01/01/2017 08:00,49,309.7,105.3,46.47,2.219,17.2,NAN,1.387,878.0074
01/01/2017 08:10,50,355.2,137.2,56.94,2.871,18.14,NAN,0.394,878.2205
01/01/2017 08:20,51,411.6,171.1,64.42,3.577,19.03,NAN,0.173,878.3653
01/01/2017 08:30,52,459,202.2,69.05,4.297,20.36,NAN,0,878.5624
01/01/2017 08:40,53,504.9,233.8,71.9,5.01,21.36,NAN,0.241,878.709
01/01/2017 08:50,54,549.7,269.3,70,5.815,20.92,NAN,0.084,878.8153
01/01/2017 09:00,55,571.7,302.1,55,6.542,21.8,NAN,0.687,879.1091
01/01/2017 09:10,56,605.5,340.3,85.5,7.339,20.98,NAN,0.79,879.0856
01/01/2017 09:20,57,637,376.2,88.6,8.2,21.4,NAN,0.759,879.4775
01/01/2017 09:30,58,667.9,410.7,90.2,9.07,21.36,NAN,1.013,879.4846
01/01/2017 09:40,59,689.9,442.6,91.6,9.81,21.8,NAN,0.864,879.1426
01/01/2017 09:50,60,702.9,469.8,93.4,10.42,22.34,NAN,0.744,879.2649
01/01/2017 10:00,61,725.5,500.9,94.6,11.13,22.31,NAN,0.985,879.322
01/01/2017 10:10,62,743.3,528.9,94.9,11.79,22.44,NAN,1.336,879.1823
01/01/2017 10:20,63,755.6,554.6,96.2,12.43,22.21,NAN,1.999,878.9131
01/01/2017 10:30,64,769.6,579.1,97.4,13.03,22.64,NAN,1.792,879.1658
01/01/2017 10:40,65,781.9,598.6,98.1,13.56,22.92,0.579,1.116,878.9679
01/01/2017 10:50,66,795,621.4,99.1,14.12,23.15,1.227,1.07,878.9091
01/01/2017 11:00,67,810,642.8,99.4,14.69,23.9,1.295,1.298,878.8219
01/01/2017 11:10,68,824,666.8,101.4,15.37,23.72,1.601,1.503,878.7253
01/01/2017 11:20,69,816,678,104.6,15.6,23.51,1.261,2.374,878.6411
01/01/2017 11:30,70,819,691.4,107.1,16.07,23.35,2.385,1.743,878.3792
01/01/2017 11:40,71,826,707.8,109.7,16.49,24.09,2.419,1.768,878.495
01/01/2017 11:50,72,826,717.1,112.4,16.68,24.71,3.339,0.753,878.2599
01/01/2017 12:00,73,824,723.5,112.8,16.81,24.36,2.828,2.039,878.062
01/01/2017 12:10,74,835,737.5,113.3,17.28,24.28,2.964,2.021,878.2548
01/01/2017 12:20,75,839,741.8,112.1,17.46,24.38,3.68,0.807,878.0041
01/01/2017 12:30,76,844,749.1,113.1,17.49,25.3,3.85,1.541,877.76
01/01/2017 12:40,77,840,744.8,111.7,17.41,24.99,3.373,1.566,877.8497
01/01/2017 12:50,78,845,744.4,109.2,17.51,24.53,4.054,1.289,877.6349
01/01/2017 13:00,79,867,756.6,105.4,17.9,25,4.259,2.051,877.4919
01/01/2017 13:10,80,870,750.4,102.5,17.81,25.18,4.667,1.632,876.9308
01/01/2017 13:20,81,870,741.4,101,17.68,25.3,4.736,1.309,876.6589
01/01/2017 13:30,82,873,736.7,99.1,17.54,25.5,4.94,2.007,876.2936
01/01/2017 13:40,83,871,731.7,99,17.37,25.99,5.076,2.14,876.1237
01/01/2017 13:50,84,868,722.9,100.5,17.13,26.05,5.212,2.074,876.0161
01/01/2017 14:00,85,859,704.5,98.2,16.71,25.79,5.247,2.012,876.2761
01/01/2017 14:10,86,856,688.3,96.6,16.25,26.4,5.826,1.126,875.8272
01/01/2017 14:20,87,857,677.6,96.2,15.93,26.67,6.098,2.188,875.8041
01/01/2017 14:30,88,843,651.2,96.6,15.23,27.11,5.826,0.958,875.7592
01/01/2017 14:40,89,845,637.8,96.7,14.8,27.78,6.439,0.936,875.6268
01/01/2017 14:50,90,828,610.5,91.6,14.02,27.75,6.167,1.33,875.3685
01/01/2017 15:00,91,821,590.8,90.9,13.46,27.72,5.655,1.25,875.5124
01/01/2017 15:10,92,775.4,546.5,93.2,12.2,26.89,6.371,1.053,875.4764
01/01/2017 15:20,93,743,507,87,11.17,27.68,6.78,1.874,875.2289
01/01/2017 15:30,94,750.1,496.8,88.6,11.03,28,6.303,1.343,875.1255
01/01/2017 15:40,95,721.7,464.4,87.4,10.27,27.39,6.507,1.412,875.3196
01/01/2017 15:50,96,634.6,401.6,88.1,8.72,28.14,6.575,0.719,875.6295
01/01/2017 16:00,97,644.3,387.2,87.3,8.32,28.1,6.439,1.646,874.9829
01/01/2017 16:10,98,619.4,361.6,86.1,7.66,27.71,6.916,1.429,875.0754
01/01/2017 16:20,99,630.9,343.7,84,7.271,28.82,7.597,0.412,874.9919
01/01/2017 16:30,100,609.1,311.7,77.75,6.64,28.16,6.371,3.229,874.8162
01/01/2017 16:40,101,557.1,270.8,72.36,5.918,27.78,6.848,2.25,874.8404
01/01/2017 16:50,102,500.9,224.9,64.65,5.083,28.14,6.78,1.427,875.3287
01/01/2017 17:00,103,514.9,209.9,63.69,4.443,28.06,6.303,1.492,874.8795
01/01/2017 17:10,104,463.6,173.3,56.56,3.748,27.65,5.962,1.795,875.2151
01/01/2017 17:20,105,420.2,140.8,48.95,3.142,27.54,6.098,2.311,875.0777
01/01/2017 17:30,106,336.6,104,41.84,2.502,27.37,5.758,2.145,875.1962
01/01/2017 17:40,107,243.1,69.76,31.83,1.883,27.32,5.621,1.324,875.2626
01/01/2017 17:50,108,71.09,35.32,23.78,1.314,26.95,4.804,1.497,875.0549
01/01/2017 18:00,109,17.07,18.89,15.81,0.822,26.16,4.565,1.343,875.5698
01/01/2017 18:10,110,0.289,9.23,8.37,0.412,25.95,4.225,1.149,875.638
01/01/2017 18:20,111,0,3.215,3.054,0.154,25.6,3.748,0.87,875.4337
01/01/2017 18:30,112,0,0.833,0.927,0.031,25.1,2.931,1.283,875.3665
01/01/2017 18:40,113,0,0.002,0.323,0.012,24.32,2.726,1.786,875.3187
01/01/2017 18:50,114,0,0,0.072,0.001,24,2.249,1.73,875.5671
01/01/2017 19:00,115,0,0,0.031,0,23.52,1.84,2.03,875.5597
01/01/2017 19:10,116,0,0,0,0,22.61,0.818,2.835,875.5513
01/01/2017 19:20,117,0,0,0,0,21.79,0.647,3.094,875.699
01/01/2017 19:30,118,0,0,0,0,21.47,0.341,2.374,875.8954
01/01/2017 19:40,119,0,0,0.08,0,21.09,0.239,2.5,875.9605
01/01/2017 19:50,120,0,0,0.06,0,21.18,NAN,1.989,876.1399
01/01/2017 20:00,121,0,0,0.029,0.001,21,NAN,1.901,876.2224
01/01/2017 20:10,122,0,0,0.047,0.002,20.94,NAN,1.893,876.304
01/01/2017 20:20,123,0,0.032,0.135,0.001,20.9,NAN,2.109,876.5984
01/01/2017 20:30,124,0.286,0.169,0,0.001,20.95,NAN,1.668,876.6719
01/01/2017 20:40,125,0.11,0.005,0.215,0.001,20.95,NAN,1.787,876.7696
01/01/2017 20:50,126,0,0.014,0.293,0.002,20.85,NAN,2.421,876.7216
01/01/2017 21:00,127,0,0,0,0.002,20.56,NAN,1.227,876.8436
01/01/2017 21:10,128,0.003,0.125,0.033,0.001,20.61,NAN,1.326,876.5644
01/01/2017 21:20,129,0,0,0.181,0,20.5,NAN,1.418,876.288
01/01/2017 21:30,130,0,0.005,0.309,0,20.53,NAN,1.387,876.6312
01/01/2017 21:40,131,0,0.04,0.043,0.001,20.37,NAN,1.534,876.5576
01/01/2017 21:50,132,0,0.074,0.206,0.001,20.24,NAN,1.288,876.6799
01/01/2017 22:00,133,0,0,0.247,0.001,20.06,NAN,1.614,876.7285
01/01/2017 22:10,134,0,0,0.118,0.002,19.91,NAN,1.155,876.8038
01/01/2017 22:20,135,0,0,0,0.001,19.92,NAN,0.245,877.0072
01/01/2017 22:30,136,0.376,0,0.03,0.002,20.06,NAN,0.051,876.8184
01/01/2017 22:40,137,0.013,0.079,0.301,0.002,19.9,NAN,0.532,876.9997
01/01/2017 22:50,138,0,0.278,0.318,0.001,19.68,NAN,1.158,876.9418
01/01/2017 23:00,139,0,0.335,0.325,0.002,19.71,NAN,1.025,876.9988
01/01/2017 23:10,140,0,0.003,0.151,0.002,19.6,NAN,1.556,876.9993
01/01/2017 23:20,141,0,0,0.172,0.002,19.51,NAN,1.233,876.8752
01/01/2017 23:30,142,0,0.001,0.323,0.002,19.27,NAN,1.664,876.6238
01/01/2017 23:40,143,0,0.001,0.271,0.002,19.11,NAN,2.031,876.7693
01/01/2017 23:50,144,0,0.001,0.277,0.002,19.03,NAN,1.809,876.8278
02/01/2017 00:00,145,0,0,0,0.003,18.77,NAN,1.622,876.8271
02/01/2017 00:10,146,0,0.125,0.085,0.002,18.61,NAN,1.795,876.573
02/01/2017 00:20,147,0,0.203,0.267,0.003,18.83,NAN,2.118,876.4344
02/01/2017 00:30,148,0,0,0.117,0.003,18.28,NAN,2.056,876.3937
02/01/2017 00:40,149,0,0.012,0.059,0.003,17.99,NAN,1.754,876.5333
02/01/2017 00:50,150,0,0.055,0.014,0.003,18.12,NAN,1.246,876.6636
02/01/2017 01:00,151,0,0.011,0.016,0.003,17.58,NAN,1.187,876.77
02/01/2017 01:10,152,0,0.05,0.124,0.002,17.46,NAN,1.13,876.7708
02/01/2017 01:20,153,0,0.055,0.325,0.003,17.61,NAN,1.148,877.0799
02/01/2017 01:30,154,0,0.064,0.26,0.003,17.64,NAN,1.34,876.8033
02/01/2017 01:40,155,0,0.093,0.102,0.003,17.21,NAN,1.809,877.0317
02/01/2017 01:50,156,0,0.247,0.038,0.003,17.27,NAN,1.671,876.8756
02/01/2017 02:00,157,0,0.22,0.221,0.003,17.14,NAN,2.065,876.8522
02/01/2017 02:10,158,0.101,0.27,0.279,0.002,17.05,NAN,2.405,859.3963
02/01/2017 02:20,159,0.142,0.097,0.061,0.003,16.73,NAN,2.456,876.8685
02/01/2017 02:30,160,0,0.077,0.212,0.002,16.79,NAN,2.355,876.7535
02/01/2017 02:40,161,0,0,0.049,0.003,16.32,NAN,2.324,876.633
02/01/2017 02:50,162,0,0.017,0.113,0.002,16.15,NAN,2.58,876.557
02/01/2017 03:00,163,0,0,0.096,0.003,16.34,NAN,2.014,876.5366
02/01/2017 03:10,164,0.215,0.215,0.253,0.002,16.43,NAN,2.793,876.3905
02/01/2017 03:20,165,0.401,0.107,0.312,0.004,16.8,NAN,2.545,876.2803
02/01/2017 03:30,166,0.38,0.156,0.245,0.005,17.02,NAN,2.474,876.4132
02/01/2017 03:40,167,0,0,0.108,0.003,16.63,NAN,1.78,876.5253
02/01/2017 03:50,168,0,0,0.058,0.003,16.62,NAN,0.603,876.4847
02/01/2017 04:00,169,0,0.159,0.117,0.002,16.52,NAN,1.559,876.4822
02/01/2017 04:10,170,0,0.009,0.263,0.002,16.4,NAN,1.468,876.4702
02/01/2017 04:20,171,0,0,0.004,0.003,16.29,NAN,0.364,876.6934
02/01/2017 04:30,172,0,0,0.123,0.001,16.21,NAN,0.367,876.7939
02/01/2017 04:40,173,0,0.011,0.21,0.002,16.08,NAN,0.609,876.8616
02/01/2017 04:50,174,0,0.316,0.089,0.002,15.96,NAN,1.045,876.9609
02/01/2017 05:00,175,0,0.147,0.266,0.001,15.94,NAN,0.88,876.8542
02/01/2017 05:10,176,0,0.071,0.242,0.002,16.02,NAN,0.708,876.8361
02/01/2017 05:20,177,0,0.298,0.325,0.003,16.07,NAN,2.21,876.8234
02/01/2017 05:30,178,0,0.042,0.158,0.003,15.46,NAN,3.123,876.8326
02/01/2017 05:40,179,0.089,0.111,0.235,0.003,15.56,NAN,2.581,876.8978
02/01/2017 05:50,180,0.231,0.076,0.163,0.001,15.93,NAN,1.841,877.1072
02/01/2017 06:00,181,0.047,0.05,0.219,0.001,16.09,NAN,1.322,877.2497
02/01/2017 06:10,182,0,0.069,0.17,0.003,15.63,NAN,1.964,877.3695
02/01/2017 06:20,183,0,0.043,0.303,0.003,15.46,NAN,2.155,778.1205
02/01/2017 06:30,184,0.001,0.013,0.325,0.003,15.87,NAN,1.82,877.3942
02/01/2017 06:40,185,0.15,0.075,0.319,0.003,15.9,NAN,2.431,877.4014
02/01/2017 06:50,186,0,0.065,0.101,0.009,15.32,NAN,2.664,877.2048
02/01/2017 07:00,187,0.206,0.496,0.465,0.019,14.97,NAN,2.913,877.0602
02/01/2017 07:10,188,1.403,1.642,1.742,0.065,15.79,NAN,2.559,877.4684
02/01/2017 07:20,189,0.29,5.45,4.8,0.249,15.04,NAN,3.096,877.5654
02/01/2017 07:30,190,35.9,15.93,11.5,0.594,15.19,NAN,2.731,877.9362
02/01/2017 07:40,191,160.2,37.49,18.34,1.093,15.48,NAN,2.319,878.1467
02/01/2017 07:50,192,280.9,69.08,26.87,1.691,15.81,NAN,2.119,877.8666
02/01/2017 08:00,193,405.7,106.6,33.94,2.223,16.62,NAN,1.632,878.0507
02/01/2017 08:10,194,461,138.2,39.16,2.347,17.16,NAN,0.741,878.3272
02/01/2017 08:20,195,499.7,168,43.39,3.745,18.96,NAN,0,878.4689
02/01/2017 08:30,196,549.3,201.5,48.49,4.442,19.63,NAN,0.041,878.4611
02/01/2017 08:40,197,631.5,247.3,52.78,5.182,19.84,NAN,0.318,878.6044
02/01/2017 08:50,198,661.5,282.4,55.98,6.076,20.35,NAN,0.741,878.7261
02/01/2017 09:00,199,683.7,314.5,58.94,6.886,20.64,NAN,0.432,878.7659
02/01/2017 09:10,200,724.3,357.4,62.11,7.743,21.77,NAN,0.071,879.0684
02/01/2017 09:20,201,738.5,389.1,65.53,8.47,22.43,NAN,0.04,879.0277
02/01/2017 09:30,202,753,420.7,69.47,9.19,22.64,NAN,0.448,879.4122
02/01/2017 09:40,203,780.2,458.2,70.31,10.05,22.07,NAN,0.773,879.2568
02/01/2017 09:50,204,795.2,491.8,72.48,10.82,22.02,NAN,0.827,879.6168
02/01/2017 10:00,205,811,521.8,74.38,11.55,22.39,NAN,0.687,879.6
02/01/2017 10:10,206,824,549.6,76.15,12.22,23.09,NAN,0.992,879.6492
02/01/2017 10:20,207,833,574.8,77.44,12.87,22.57,NAN,1.455,879.5919
02/01/2017 10:30,208,850,602.7,77.95,13.61,22.67,0.136,1.226,879.3624
02/01/2017 10:40,209,861,624.9,79.87,14.24,23.02,0.443,1.31,879.2108
02/01/2017 10:50,210,865,644.1,81.6,14.76,23.17,1.09,1.33,879.4468
02/01/2017 11:00,211,872,663.5,83,15.23,23.51,1.158,1.5,878.9598
02/01/2017 11:10,212,886,683.8,82.4,15.78,23.54,1.567,1.474,878.9288
02/01/2017 11:20,213,889,699.2,83.1,16.1,24.43,1.806,1.306,878.8687
02/01/2017 11:30,214,888,710.5,83.6,16.4,23.75,2.215,1.171,878.7184
02/01/2017 11:40,215,892,723.7,85.7,16.74,24.11,2.726,1.394,878.7427
02/01/2017 11:50,216,882,727.4,87.4,16.78,24.59,2.794,1.332,853.2486
02/01/2017 12:00,217,899,746.7,87.7,17.34,24.85,2.896,2.219,878.3721
02/01/2017 12:10,218,902,752.2,87.8,17.68,24.16,3.1,2.002,878.1054
02/01/2017 12:20,219,905,757.9,87.2,17.88,24.61,3.407,1.852,877.8555
02/01/2017 12:30,220,913,768.9,86,18.08,24.83,3.577,1.919,877.8577
02/01/2017 12:40,221,909,765.4,86.8,18.07,24.72,3.85,1.953,877.5477
02/01/2017 12:50,222,918,769.2,83.5,18.23,24.86,3.986,1.872,877.2773
02/01/2017 13:00,223,916,764.6,83.3,18.1,25.19,4.02,1.681,877.2755
02/01/2017 13:10,224,912,757.5,84.5,17.91,25.52,4.838,0.905,877.256
02/01/2017 13:20,225,908,746.3,85.4,17.7,25.64,4.804,1.153,876.819
02/01/2017 13:30,226,916,749.7,83.3,17.63,26.18,4.94,1.427,876.446
02/01/2017 13:40,227,915,743,82.3,17.39,26.56,5.281,1.54,876.5942
02/01/2017 13:50,228,887,717.1,84.2,16.72,26.46,5.655,1.573,876.4935
02/01/2017 14:00,229,892,709.9,85.4,16.6,26.73,5.621,1.48,876.1219
02/01/2017 14:10,230,897,700.3,84,16.36,26.53,5.587,1.281,875.829
02/01/2017 14:20,231,886,676.7,83.5,15.85,27.16,6.575,0.763,875.8918
02/01/2017 14:30,232,891,668.4,81.4,15.55,27.55,6.098,2.097,875.7042
02/01/2017 14:40,233,888,650.6,79.74,15.07,27.95,6.541,1.947,875.5572
02/01/2017 14:50,234,866,621.6,79.9,14.39,27.79,6.166,2.285,875.0807
02/01/2017 15:00,235,851,596,80.3,13.75,28.06,6.746,1.595,875.0414
02/01/2017 15:10,236,840,572.1,79.55,13.1,28.56,6.712,1.75,875.1918
02/01/2017 15:20,237,816,540.3,80.7,12.36,27.95,6.541,1.776,874.6445
02/01/2017 15:30,238,802,514.1,79.84,11.68,28.25,7.087,1.39,874.4835
02/01/2017 15:40,239,787.2,486.1,78.83,10.95,28.15,6.78,1.621,874.7906
02/01/2017 15:50,240,764.8,451.3,77.25,10.11,28.3,7.427,0.714,874.8822
02/01/2017 16:00,241,752.2,424.3,75.51,9.33,29.05,7.12,1.14,874.308
02/01/2017 16:10,242,751.9,404.6,73.94,8.69,29.35,7.699,1.101,874.3879
02/01/2017 16:20,243,678.6,355.9,72.5,7.705,29.18,7.529,1.173,874.4559
02/01/2017 16:30,244,677,334.4,74.98,6.951,28.98,7.086,1.63,874.3825
02/01/2017 16:40,245,618.3,289.6,70.3,5.844,28.71,7.325,1.927,874.3942
02/01/2017 16:50,246,460.5,219.6,69.5,4.76,28.63,7.188,2.444,874.3655
02/01/2017 17:00,247,562.6,234.8,70.58,4.447,28.73,7.461,1.818,874.2426
02/01/2017 17:10,248,540.2,203.3,65.57,3.838,29.57,7.325,1.257,874.3045
02/01/2017 17:20,249,530.6,171.4,54.95,3.123,29.14,7.052,2.01,874.4674
02/01/2017 17:30,250,457.7,130.2,45.53,2.486,28.82,6.814,1.786,874.537
02/01/2017 17:40,251,387.9,95.5,36.07,1.917,28.78,6.473,1.789,874.7746
02/01/2017 17:50,252,295.1,64.87,28.66,1.366,28.09,6.166,1.919,874.5451
02/01/2017 18:00,253,168.6,38.75,20.44,0.849,28.04,5.962,1.137,874.5157
02/01/2017 18:10,254,1.755,12.49,10.85,0.421,27.34,5.212,0.569,874.453
02/01/2017 18:20,255,0,4.128,3.421,0.159,26.72,4.736,0.171,874.4842
02/01/2017 18:30,256,0,0.831,0.477,0.032,25.97,3.918,0.036,874.6686
02/01/2017 18:40,257,0,0.029,0,0.011,25.11,3.339,0.259,874.6992
02/01/2017 18:50,258,0,0,0.001,0,24.46,2.59,1.586,874.8315
02/01/2017 19:00,259,0,0,0,0,23.8,2.249,1.718,874.8431
02/01/2017 19:10,260,0,0,0.018,0,23.35,1.499,2.836,874.7819
02/01/2017 19:20,261,0,0,0.145,0.001,22.87,1.261,2.786,874.9213
02/01/2017 19:30,262,0,0,0,0.001,22.29,0.818,2.961,875.0204
02/01/2017 19:40,263,0,0,0.11,0.001,21.87,0.716,3.159,875.3305
02/01/2017 19:50,264,0,0,0.197,0.002,21.82,0.511,3.439,875.0606
02/01/2017 20:00,265,0,0,0.189,0.004,21.8,0.239,3.458,875.315
02/01/2017 20:10,266,0,0,0.023,0.003,21.49,NAN,2.211,875.4776
02/01/2017 20:20,267,0,0,0.061,0.002,21.25,NAN,1.508,875.6742
02/01/2017 20:30,268,0,0.01,0,0.001,20.93,NAN,2.013,875.6169
02/01/2017 20:40,269,0,0.004,0.012,0.002,20.83,NAN,1.515,875.6993
02/01/2017 20:50,270,0,0.006,0.325,0.002,20.86,NAN,2.433,876.0502
02/01/2017 21:00,271,0,0,0.04,0.004,20.52,NAN,1.828,876.1326
02/01/2017 21:10,272,0,0,0.321,0.001,20.72,NAN,2.158,876.0827
02/01/2017 21:20,273,0.146,0.123,0.264,0.003,20.79,NAN,2.394,876.1074
02/01/2017 21:30,274,0.062,0.027,0.008,0.004,20.52,NAN,2.311,876.2303
02/01/2017 21:40,275,0,0,0.106,0.001,20.05,NAN,1.976,876.2543
02/01/2017 21:50,276,0,0,0.3,0.001,20.03,NAN,2.374,876.1646
02/01/2017 22:00,277,0,0,0.108,0.001,19.97,NAN,2.12,876.0911
02/01/2017 22:10,278,0,0,0.277,0.002,19.93,NAN,2.314,876.2391
02/01/2017 22:20,279,0.076,0.108,0.212,0.003,20,NAN,2.147,876.4105
02/01/2017 22:30,280,0.273,0.108,0.131,0.003,20.1,NAN,2.231,876.4101
02/01/2017 22:40,281,0.015,0.016,0.132,0.003,19.94,NAN,1.492,876.4754
02/01/2017 22:50,282,0,0,0.141,0.002,19.82,NAN,0.154,876.3607
02/01/2017 23:00,283,0.063,0.188,0.063,0.002,20.13,NAN,0.941,876.3615
02/01/2017 23:10,284,0,0.143,0.135,0.002,19.69,NAN,1.05,876.3365
02/01/2017 23:20,285,0,0.346,0.295,0.003,19.62,NAN,1.911,876.2541
02/01/2017 23:30,286,0.031,0.132,0.124,0.002,19.16,NAN,2.006,876.1407
02/01/2017 23:40,287,0.259,0.334,0.292,0.003,19.88,NAN,1.96,876.3765
02/01/2017 23:50,288,0.378,0.086,0.013,0.004,19.83,NAN,0.697,876.3376
03/01/2017 00:00,289,0.323,0.094,0.222,0.002,19.84,NAN,0.822,876.4018
03/01/2017 00:10,290,0.181,0.053,0.259,0.002,19.74,NAN,0.678,876.4186
03/01/2017 00:20,291,0,0.199,0.143,0.002,19.7,NAN,0.755,876.6058
03/01/2017 00:30,292,0.164,0.275,0.097,0.003,19.62,NAN,1.832,876.4344
03/01/2017 00:40,293,0,0.018,0.238,0.004,18.99,NAN,2.766,876.5502
03/01/2017 00:50,294,0.166,0.165,0.376,0.003,19.28,NAN,2.713,876.7043
03/01/2017 01:00,295,0.261,0.015,0.325,0.004,19.82,NAN,2.523,876.5405
03/01/2017 01:10,296,0,0,0.2,0.005,19.44,NAN,2.513,876.639
03/01/2017 01:20,297,0,0.012,0.134,0.003,18.84,NAN,2.436,876.5657
03/01/2017 01:30,298,0,0,0.104,0.004,19.01,NAN,2.158,876.3607
03/01/2017 01:40,299,0,0,0,0.002,17.91,NAN,2.105,876.3527
03/01/2017 01:50,300,0,0,0,0.002,17.7,NAN,1.604,876.4019
03/01/2017 02:00,301,0.152,0.127,0,0.002,17.92,NAN,1.374,876.4348
03/01/2017 02:10,302,0,0.052,0.127,0.002,17.51,NAN,1.672,876.4835
03/01/2017 02:20,303,0.1,0.333,0.325,0.003,17.7,NAN,2.386,876.3362
03/01/2017 02:30,304,0.497,0.328,0.146,0.004,17.87,NAN,2.013,876.3452
03/01/2017 02:40,305,0.241,0.202,0.095,0.004,17.69,NAN,2.465,876.4835
03/01/2017 02:50,306,0,0.217,0.223,0.003,17.61,NAN,2.968,876.3199
03/01/2017 03:00,307,0,0,0,0.003,16.92,NAN,2.623,876.2466
03/01/2017 03:10,308,0,0.002,0.023,0.001,16.77,NAN,2.295,876.0911
03/01/2017 03:20,309,0,0.248,0.104,0.002,16.89,NAN,2.214,876.2463
03/01/2017 03:30,310,0.118,0.246,0.21,0.003,16.93,NAN,2.283,875.9606
03/01/2017 03:40,311,0.147,0.21,0.234,0.003,16.97,NAN,1.981,876.163
03/01/2017 03:50,312,0.08,0.165,0.105,0.003,17.01,NAN,1.34,876.0198
