TOA5,ESOLMET-CIE,CR1000,23644,CR1000.Std.16,CPU:ESTACION_CIE_17_AGO_2012.CR1,38968,General,,,,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg,,,
TS,RN,W/m2,W/m2,W/m2,W/m2,?C,%,m/s,mbar,,,
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg,,,
01/01/2013 0:00,13707,0.401,0.002,0.297,0.006,20.14,44.9,1.55,876.6197,,,
01/01/2013 0:10,13708,0.401,0.018,0.315,0.008,20.12,45.44,1.935,876.7105,,,
01/01/2013 0:20,13709,0.401,0,0.261,0.008,19.93,46.33,1.919,876.6934,,,
01/01/2013 0:30,13710,0.065,0,0.043,0.008,19.62,46.29,1.197,876,,,
01/01/2013 0:40,13711,0.321,0,0.013,0.006,19.83,45.95,0.527,876.6533,,,
01/01/2013 0:50,13712,0.382,0,0.123,0.006,19.8,46.53,0.345,876.5795,,,
01/01/2013 1:00,13713,0.144,0.001,0.324,0.006,19.54,47.38,1.48,876.6529,,,
01/01/2013 1:10,13714,0.002,0,0.187,0.007,19.19,49.87,1.763,876.6533,,,
01/01/2013 1:20,13715,0,0,0.098,0.006,18.62,51.03,1.793,876.6776,,,
01/01/2013 1:30,13716,0.084,0,0.114,0.006,18.4,50.69,2.454,876.6613,,,
01/01/2013 1:40,13717,0.141,0,0.024,0.004,18.35,50.93,2.06,876.6531,,,
01/01/2013 1:50,13718,0.075,0,0.013,0.006,18.17,52.29,1.951,876.5303,,,
01/01/2013 2:00,13719,0.141,0,0.164,0.005,18.06,51.2,1.973,876.5139,,,
01/01/2013 2:10,13720,0.053,0,0,0,17.87,52.84,2.425,876,,,
01/01/2013 2:20,13721,0.123,0,0.091,0,17.78,53.08,2.144,876.3455,,,
01/01/2013 2:30,13722,0.215,0,0.073,0.003,17.65,53.86,2.364,876.3154,,,
01/01/2013 2:40,13723,0.754,0,0.148,0.003,17.81,51.99,2.438,876.2264,,,
01/01/2013 2:50,13724,0.781,0,0.08,0.006,17.89,54.24,2.571,876.2054,,,
01/01/2013 3:00,13725,0.2,0,0.096,0.004,17.47,53.59,2.491,876.0566,,,
01/01/2013 3:10,13726,0.387,0,0,0.005,17.55,54.24,2.455,875.9005,,,
01/01/2013 3:20,13727,0.708,0,0.147,0.003,17.79,52.23,2.306,875.98,,,
01/01/2013 3:30,13728,0.875,0,0.035,0.004,18.06,52.3,1.655,875.9002,,,
01/01/2013 3:40,13729,0.576,0,0.02,0.003,18.11,52.2,1.286,875.954,,,
01/01/2013 3:50,13730,0.385,0,0,0.006,17.94,52.33,1.178,875.9182,,,
01/01/2013 4:00,13731,0.401,0,0.17,0.005,18.11,51.24,1.273,875.8732,,,
01/01/2013 4:10,13732,0.399,0,0.001,0.005,17.99,51.96,0.905,875.8361,,,
01/01/2013 4:20,13733,0.27,0,0,0.006,17.8,53.22,1.277,875.8058,,,
01/01/2013 4:30,13734,0.215,0,0,0.006,17.55,54.65,1.718,875.8271,,,
01/01/2013 4:40,13735,0,0,0.006,0.005,16.97,55.95,2.354,875.7821,,,
01/01/2013 4:50,13736,0.043,0,0.068,0.004,16.76,55.95,2.14,875.7206,,,
01/01/2013 5:00,13737,0.324,0.001,0.143,0.006,17.05,55.2,2.066,875.5978,,,
01/01/2013 5:10,13738,0.229,0,0.003,0.005,16.76,56.54,1.96,875.7228,,,
01/01/2013 5:20,13739,0.084,0,0.003,0.004,16.44,56.88,2.263,875.748,,,
01/01/2013 5:30,13740,0.264,0,0.024,0.005,16.55,57.08,2.31,875.7335,,,
01/01/2013 5:40,13741,0.291,0,0.138,0.004,16.38,56.74,2.093,875.5914,,,
01/01/2013 5:50,13742,0.345,0,0.113,0.002,16.38,57.7,1.638,875.5991,,,
01/01/2013 6:00,13743,0.076,0,0.001,0.004,16.19,58.65,1.385,875.6835,,,
01/01/2013 6:10,13744,0,0,0.206,0.003,15.89,59.71,1.609,875.6846,,,
01/01/2013 6:20,13745,0,0,0.129,0.005,15.56,61.04,2.264,875.6763,,,
01/01/2013 6:30,13746,0.051,0,0.088,0.004,15.36,60.94,2.394,875.6193,,,
01/01/2013 6:40,13747,0.502,0.001,0.326,0.006,15.85,58.76,2.251,875.6029,,,
01/01/2013 6:50,13748,0.593,0,0.266,0.004,16.06,58.14,2.558,875.7418,,,
01/01/2013 7:00,13749,0.711,0,0.167,0.004,16.19,58.07,2.538,875.6611,,,
01/01/2013 7:10,13750,0.149,0,0.038,0.003,15.9,58.89,2.72,875.8403,,,
01/01/2013 7:20,13751,0.09,0,0.029,0.005,15.77,59.78,3.008,875.9551,,,
01/01/2013 7:30,13752,0.172,0,0.022,0.003,15.7,59.88,2.873,876.1266,,,
01/01/2013 7:40,13753,0.313,0,0.131,0.006,15.77,58.72,2.604,876.1517,,,
01/01/2013 7:50,13754,0.091,0.008,0.039,0.015,15.41,62.85,2.583,876.3315,,,
01/01/2013 8:00,13755,0.086,0.641,0.626,0.029,15.19,60.66,2.901,876.3473,,,
01/01/2013 8:10,13756,0.359,3.438,3.176,0.166,15.45,60.66,2.821,876.5284,,,
01/01/2013 8:20,13757,0.401,10.89,9.18,0.549,15.42,60.8,2.73,876.6586,,,
01/01/2013 8:30,13758,1.572,31.57,21.16,1.084,15.73,59.06,2.484,876.7246,,,
01/01/2013 8:40,13759,4.006,61.88,31,2.262,16.34,57.05,2.111,876.7651,,,
01/01/2013 8:50,13760,5.845,94.2,39.63,3.37,16.97,54.97,1.506,876.7811,,,
01/01/2013 9:00,13761,6.65,105.1,42.01,4.368,17.56,53.54,1.045,876.7145,,,
01/01/2013 9:10,13762,9.98,160.4,49,6.02,18.53,51.04,0.605,877.0031,,,
01/01/2013 9:20,13763,11.95,196.8,56.55,7.581,19.15,48.44,0.302,877.0292,,,
01/01/2013 9:30,13764,15.34,229.5,63.17,9.12,20.54,43.87,0.002,877.1671,,,
01/01/2013 9:40,13765,17.64,248.5,66.99,10.5,21.56,43.7,0.251,877.2683,,,
01/01/2013 9:50,13766,17.12,276.1,71.91,12.34,21.78,41.96,0.142,877.2924,,,
01/01/2013 10:00,13767,17.69,333.8,87.9,14.42,22.52,41.69,0.173,877.3492,,,
01/01/2013 10:10,13768,18.13,321.3,138.3,15.71,23.44,39.37,0,877.389,,,
01/01/2013 10:20,13769,15.98,326,121.9,16.89,22.8,39.44,0.223,877.3806,,,
01/01/2013 10:30,13770,14.88,355.5,146.2,17.99,23.12,41.55,0.448,877.3074,,,
01/01/2013 10:40,13771,5.933,246.5,221.9,14.71,21.67,46.01,1.225,877.4372,,,
01/01/2013 10:50,13772,0.894,281.3,240.8,16.84,20.97,46.63,2.062,877.4241,,,
01/01/2013 11:00,13773,3.056,350.5,245.1,20.61,21.01,46.35,1.835,877.361,,,
01/01/2013 11:10,13774,6.341,455.2,224.7,24.15,21.37,45.74,1.54,877.366,,,
01/01/2013 11:20,13775,11.13,646.5,205.9,29.77,22.11,42.44,1.784,877.443,,,
01/01/2013 11:30,13776,11.29,528.1,183.7,27.96,22.11,44.58,1.515,877.4117,,,
01/01/2013 11:40,13777,12.2,694.9,223.7,33.2,22.18,43.93,2.29,877.4413,,,
01/01/2013 11:50,13778,11.89,605.4,253.4,31.29,22.53,43.56,1.87,877.4658,,,
01/01/2013 12:00,13779,6.828,481.5,263.5,28.29,22.26,45.26,2.252,877.2898,,,
01/01/2013 12:10,13780,3.877,383.1,251.3,25.7,22.04,44.95,2.067,877.1753,,,
01/01/2013 12:20,13781,12.38,789,246.8,38.97,22.97,41.2,1.241,877.0865,,,
01/01/2013 12:30,13782,11.74,780.5,202.8,39.87,23.02,41.37,1.688,876.976,,,
01/01/2013 12:40,13783,13.8,551.4,142.9,33.5,23.34,40.89,1.711,876.9151,,,
01/01/2013 12:50,13784,7.684,660.7,105.9,38.26,23.13,39.56,1.785,876.7301,,,
01/01/2013 13:00,13785,10.45,784.7,101.4,42.44,23.97,36.67,0.923,876.5818,,,
01/01/2013 13:10,13786,13.63,793.5,102.1,42.62,24.7,38.47,1.455,876.3855,,,
01/01/2013 13:20,13787,10.71,784.5,106.8,42.24,23.89,38.95,2.219,876.1893,,,
01/01/2013 13:30,13788,9.48,781.8,114.3,41.9,24.22,37.21,2.369,876.0747,,,
01/01/2013 13:40,13789,11.54,800,121.4,42.89,24.79,34.62,1.777,875.8129,,,
01/01/2013 13:50,13790,10.89,745,122.5,40.81,24.97,36.5,3.06,875.535,,,
01/01/2013 14:00,13791,8.63,721.7,131.3,39.79,24.81,35.71,3.42,875.3959,,,
01/01/2013 14:10,13792,10.35,763.8,151.9,41.15,25.02,33.87,2.073,875.167,,,
01/01/2013 14:20,13793,12.85,592.5,172.8,35.21,25.37,35.03,3.242,875.0778,,,
01/01/2013 14:30,13794,3.904,240.2,197,22.25,24.3,37.31,3.417,876,,,
01/01/2013 14:40,13795,3.928,228.2,160.4,22.17,24.32,35,1.542,876,,,
01/01/2013 14:50,13796,9.4,705.5,150.4,37.88,25.1,33.91,2.479,876,,,
01/01/2013 15:00,13797,12.76,793.7,155.9,41.83,25.6,32.13,3.852,876,,,
01/01/2013 15:10,13798,6.501,362.9,122.4,26.83,24.97,33.57,2.914,876,,,
01/01/2013 15:20,13799,11.06,728.2,102.8,38.83,25.69,32.1,2.858,876,,,
01/01/2013 15:30,13800,12.7,706.8,95.3,37.29,26.3,30.98,3.045,876,,,
01/01/2013 15:40,13801,10.71,690.6,95.9,36,25.83,32.61,2.766,876,,,
01/01/2013 15:50,13802,10.82,503.4,96.6,29.12,26.06,33.19,3.284,876,,,
01/01/2013 16:00,13803,9.94,666.7,132,32.92,26.25,32,2.607,876,,,
01/01/2013 16:10,13804,11.41,637.9,118.1,31.52,26.47,29.82,2.895,876,,,
01/01/2013 16:20,13805,10.59,572.7,97.8,27.95,26.49,29.65,2.865,876,,,
01/01/2013 16:30,13806,8.53,577.4,113.3,28.05,26.41,28.93,3.706,876,,,
01/01/2013 16:40,13807,8.06,534.2,94.4,25.75,26.65,28.39,3.158,876,,,
01/01/2013 16:50,13808,7.732,495.4,80.3,23.86,26.77,29.55,3.972,876,,,
01/01/2013 17:00,13809,7.14,452.1,75.87,21.45,26.57,27.47,2.146,876,,,
01/01/2013 17:10,13810,9.3,411.4,73.16,19.15,27.19,27.6,2.175,876,,,
01/01/2013 17:20,13811,8.48,381.9,70.72,17.18,26.94,28.28,3.257,876,,,
01/01/2013 17:30,13812,8.12,310.7,67.43,14.37,26.88,28.86,2.302,876,,,
01/01/2013 17:40,13813,6.362,265.5,67.19,12.42,26.81,29.41,3.504,876,,,
01/01/2013 17:50,13814,5.326,235.1,67.88,10.55,26.45,30.23,3.273,876,,,
01/01/2013 18:00,13815,2.604,89,74.71,8.18,25.79,32.54,3.53,876,,,
01/01/2013 18:10,13816,0.263,64.62,56.18,6.682,25.32,33.33,3.623,876,,,
01/01/2013 18:20,13817,0.403,51.16,44.91,5.416,25.21,33.8,2.501,876,,,
01/01/2013 18:30,13818,0.274,50.33,38.97,4.305,25.12,33.43,2.375,876,,,
01/01/2013 18:40,13819,1.452,76.4,33.3,3.246,25.46,32.03,1.71,876,,,
01/01/2013 18:50,13820,2.922,44.86,22.98,2.177,25.71,32.72,1.439,876,,,
01/01/2013 19:00,13821,1.678,17.75,13.54,1.266,25.28,33.5,1.028,876,,,
01/01/2013 19:10,13822,0.113,5.661,4.839,0.568,24.94,33.91,0.18,876,,,
01/01/2013 19:20,13823,0,1.317,1.198,0.179,24.62,37.19,0,876,,,
01/01/2013 19:30,13824,0,0.09,0.14,0.031,23.92,39.3,0.591,876,,,
01/01/2013 19:40,13825,0,0,0.113,0.016,23.4,39.51,0.751,876,,,
01/01/2013 19:50,13826,0,0,0.102,0.005,23.07,40.8,1.076,876,,,
01/01/2013 20:00,13827,0,0,0.086,0.007,22.87,41.25,1.558,876,,,
01/01/2013 20:10,13828,0,0,0.195,0.006,22.5,42.2,2.524,876,,,
01/01/2013 20:20,13829,0,0,0,0.009,21.86,45.1,2.961,876,,,
01/01/2013 20:30,13830,0,0,0,0.007,21.44,45.03,2.594,876,,,
01/01/2013 20:40,13831,0,0,0,0.005,21.24,45.27,2.861,876,,,
01/01/2013 20:50,13832,0,0,0,0.007,20.96,45.99,2.488,876,,,
01/01/2013 21:00,13833,0,0,0,0.007,20.64,46.12,2.515,876,,,
01/01/2013 21:10,13834,0,0,0,0.008,20.53,47.21,2.214,876,,,
01/01/2013 21:20,13835,0,0,0.036,0.007,20.29,47.42,1.851,876,,,
01/01/2013 21:30,13836,0,0,0.007,0.007,20.12,47.79,2.179,876,,,
01/01/2013 21:40,13837,0.352,0,0.059,0.007,20.22,46.22,2.689,876,,,
01/01/2013 21:50,13838,0.092,0,0.001,0.009,19.92,47.62,3,876,,,
01/01/2013 22:00,13839,0.037,0,0.057,0.004,19.75,46.94,2.528,876,,,
01/01/2013 22:10,13840,0.411,0,0.184,0.005,20.12,45.47,2.385,876,,,
01/01/2013 22:20,13841,0.209,0,0.054,0.007,19.87,48.71,1.299,876,,,
01/01/2013 22:30,13842,0,0,0.043,0.003,19.35,48.1,2.107,876,,,
01/01/2013 22:40,13843,1.034,0.026,0.264,0.006,19.96,42.1,1.89,876,,,
01/01/2013 22:50,13844,1.038,0,0.187,0.007,20.43,42.54,1.399,876,,,
01/01/2013 23:00,13845,0.42,0,0.105,0.006,20.2,46.12,0.272,876,,,
01/01/2013 23:10,13846,0,0,0.001,0.005,19.67,47.72,0.043,876,,,
01/01/2013 23:20,13847,0,0.048,0.315,0.005,19.51,46.12,0.948,876,,,
01/01/2013 23:30,13848,0.148,0.094,0.325,0.004,19.66,46.67,0.996,876,,,
01/01/2013 23:40,13849,0.147,0,0.306,0.003,19.3,48.1,1.451,876,,,
01/01/2013 23:50,13850,0.401,0,0.171,0.003,19.14,47.66,2.405,876,,,
02/01/2013 0:00,13851,0.02,0,0,0.002,18.72,48.99,2.349,876,,,
02/01/2013 0:10,13852,0.46,0,0.009,0.003,18.79,49.87,2.265,876,,,
02/01/2013 0:20,13853,0.102,0,0.014,0.005,18.29,51.13,2.598,876,,,
02/01/2013 0:30,13854,0,0,0,0.004,17.77,51.71,2.363,876,,,
02/01/2013 0:40,13855,0.409,0,0.164,0.003,18.01,48.75,2.169,876,,,
02/01/2013 0:50,13856,1.093,0.016,0.325,0.004,18.5,48.68,2.005,876,,,
02/01/2013 1:00,13857,0.197,0,0.164,0.005,18.01,50.76,2.55,876,,,
02/01/2013 1:10,13858,0.491,0.054,0.27,0.002,18.13,49.36,2.715,876,,,
02/01/2013 1:20,13859,0.401,0.021,0.296,0.007,18.12,50.35,1.793,876,,,
02/01/2013 1:30,13860,0.265,0.007,0.189,0.003,18.1,48.95,1.758,876,,,
02/01/2013 1:40,13861,1.156,0.067,0.325,0.002,18.83,47.35,1.945,876,,,
02/01/2013 1:50,13862,0.695,0,0.186,0.002,18.75,49.02,1.906,876,,,
02/01/2013 2:00,13863,0.401,0.001,0.112,0.003,18.61,48.64,1.207,876,,,
02/01/2013 2:10,13864,0.401,0.021,0.249,0.004,18.74,48.88,1.458,876,,,
02/01/2013 2:20,13865,0.401,0.032,0.304,0.005,18.77,47.55,1.961,876,,,
02/01/2013 2:30,13866,0.473,0.077,0.318,0.005,19.03,47.38,1.836,876,,,
02/01/2013 2:40,13867,0.401,0.015,0.162,0.007,19,48.47,1.528,876,,,
02/01/2013 2:50,13868,0.401,0.004,0.232,0.006,18.9,49.67,1.713,876,,,
02/01/2013 3:00,13869,0.348,0,0.118,0.001,18.8,49.02,2.029,876,,,
02/01/2013 3:10,13870,0.401,0.006,0.235,0.003,19.04,48.85,1.754,876,,,
02/01/2013 3:20,13871,0.401,0.066,0.325,0.005,19.23,48.27,1.395,876,,,
02/01/2013 3:30,13872,0.401,0.003,0.129,0.005,19.17,49.77,1.55,876,,,
02/01/2013 3:40,13873,0.401,0.001,0.251,0.002,19.17,48.85,1.664,876,,,
02/01/2013 3:50,13874,0.401,0.001,0.049,0.008,19.12,50.38,1.883,876,,,
02/01/2013 4:00,13875,0.312,0,0.027,0.007,18.95,50.04,0.551,876,,,
02/01/2013 4:10,13876,0.401,0.002,0.322,0.004,19.16,49.67,0.235,876,,,
02/01/2013 4:20,13877,0.401,0,0.178,0.006,19.23,49.02,0.021,876,,,
02/01/2013 4:30,13878,0.401,0.001,0.082,0.005,19.21,48.78,0.186,876,,,
02/01/2013 4:40,13879,0.401,0.031,0.287,0.003,19.08,48.03,1.102,876,,,
02/01/2013 4:50,13880,0.405,0.08,0.167,0.004,19.4,50.55,0.769,876,,,
02/01/2013 5:00,13881,0.401,0,0,0.005,19.23,48.88,0.065,876,,,
02/01/2013 5:10,13882,0.401,0,0,0.006,19.29,50.93,0.073,876,,,
02/01/2013 5:20,13883,0.398,0,0,0.002,18.98,53.04,0,876,,,
02/01/2013 5:30,13884,0.401,0,0,0.003,18.83,50.45,0,876,,,
02/01/2013 5:40,13885,0.401,0,0,0.002,19.02,51.85,0,876,,,
02/01/2013 5:50,13886,0.401,0,0.116,0.004,18.84,53.14,0,876,,,
02/01/2013 6:00,13887,0.401,0.001,0.263,0.009,18.66,52.63,0.567,876,,,
02/01/2013 6:10,13888,0.401,0.011,0.325,0.007,18.65,51.68,1.21,875.1231,,,
02/01/2013 6:20,13889,0.259,0.002,0.203,0.006,18.55,51.85,1.268,875.1815,,,
02/01/2013 6:30,13890,0.401,0.003,0.321,0.004,18.67,53.04,0.452,876,,,
02/01/2013 6:40,13891,0.095,0,0.039,0.002,18.45,55.97,0.005,875.4915,,,
02/01/2013 6:50,13892,0.215,0.011,0.04,0.007,18.25,56.76,0,875.7196,,,
02/01/2013 7:00,13893,0,0,0,0.005,18.13,57.27,0.252,875.7131,,,
02/01/2013 7:10,13894,0.745,0,0.238,0.001,17.86,68.89,1.162,875.6142,,,
02/01/2013 7:20,13895,0.964,0.005,0.325,0.002,17.19,65.89,0.78,875.6949,,,
02/01/2013 7:30,13896,0.825,0.083,0.326,0.002,17.65,63.61,0.282,875.8854,,,
02/01/2013 7:40,13897,0.898,0.33,0.326,0.003,17.83,64.33,0.615,876.0009,,,
02/01/2013 7:50,13898,1.02,0.352,0.326,0.007,17.71,66.13,1.669,876.1465,,,
02/01/2013 8:00,13899,0.913,0.352,0.326,0.017,17.72,65.83,1.748,876.2614,,,
02/01/2013 8:10,13900,0.181,0.477,0.277,0.047,17.65,67.73,2.201,876.3265,,,
02/01/2013 8:20,13901,0.914,2.501,2.615,0.191,17.77,67.33,1.596,876.4232,,,
02/01/2013 8:30,13902,1.204,8.75,8.27,0.509,17.97,66.27,1.756,876.4412,,,
02/01/2013 8:40,13903,1.204,16.14,15.51,0.765,18.13,64.36,1.359,876.4972,,,
02/01/2013 8:50,13904,1.188,26.13,24.71,0.845,18.32,65.14,1.162,876.5396,,,
02/01/2013 9:00,13905,0.778,36.79,35.32,1.716,18.24,64.77,1.236,876.677,,,
02/01/2013 9:10,13906,1.204,74.12,71.17,3.19,18.62,62.96,0.834,876.7758,,,
02/01/2013 9:20,13907,1.204,91.2,89.1,5.022,18.93,63.2,0.584,876.8008,,,
02/01/2013 9:30,13908,1.204,97.2,96.4,5.482,19.22,61.43,0.288,876.7851,,,
02/01/2013 9:40,13909,0.881,88.6,86.6,5.122,19.37,61.12,0.313,877.1278,,,
02/01/2013 9:50,13910,0.132,47.13,45.22,2.893,19.36,62.38,0.166,877.3409,,,
02/01/2013 10:00,13911,0.135,42.3,40.91,2.719,19.37,62.14,0,877.496,,,
02/01/2013 10:10,13912,0.935,60.35,55.49,3.729,19.43,61.26,0.008,877.5776,,,
02/01/2013 10:20,13913,4.282,188.1,155.5,9.85,19.57,61.26,0.698,877.4783,,,
02/01/2013 10:30,13914,11.49,445.6,260.2,20,20.68,52.74,0.389,877.4963,,,
02/01/2013 10:40,13915,15.23,401.8,276.9,20.01,22.37,52.43,0.528,877.6191,,,
02/01/2013 10:50,13916,10.81,311.1,238.2,17.2,21.75,51.03,0.443,877.765,,,
02/01/2013 11:00,13917,11.31,477.6,305.4,23.5,21.87,49.19,0.681,877.5081,,,
02/01/2013 11:10,13918,11.93,624.2,189.6,28.78,23.03,45.1,0.776,877.5112,,,
02/01/2013 11:20,13919,12.25,689.9,270.8,32.96,22.97,44.07,1.126,877.4841,,,
02/01/2013 11:30,13920,16.7,715.6,260.7,33.62,23.42,41.31,1.12,877.5106,,,
02/01/2013 11:40,13921,12.05,417.4,237.6,24.68,23.98,42.09,0.548,877.3113,,,
02/01/2013 11:50,13922,8.52,395.7,348.7,23.7,23.22,46.65,1.194,877.1767,,,
02/01/2013 12:00,13923,1.233,321.2,298.6,19.06,22.37,48.32,2.312,877.1055,,,
02/01/2013 12:10,13924,0.374,320,281.6,18.06,22.37,46.45,1.654,877.1297,,,
02/01/2013 12:20,13925,4.473,377.9,314.3,20.95,22.93,44.51,0.881,876.9677,,,
02/01/2013 12:30,13926,5.655,445.2,344.9,23.63,23.16,44,1.328,876.9634,,,
02/01/2013 12:40,13927,2.839,329.6,299.4,20.01,23.16,45.02,1.357,877.0053,,,
02/01/2013 12:50,13928,0.156,212.8,203,14.34,22.89,46.35,1.302,877.0411,,,
02/01/2013 13:00,13929,0,202.4,191.4,13.82,22.57,45.67,2.099,876.9102,,,
02/01/2013 13:10,13930,1.003,297.8,277.3,19.46,22.7,44.44,1.639,876.7542,,,
02/01/2013 13:20,13931,2.323,355.2,312.7,22.56,22.94,44.03,1.895,876.5856,,,
02/01/2013 13:30,13932,2.366,349.1,308.7,22.52,23.11,43.73,1.444,876.5198,,,
02/01/2013 13:40,13933,2.979,344,309.3,22.12,23.14,42.64,2.023,876.3456,,,
02/01/2013 13:50,13934,NAN,352.7,316.9,22.55,23.27,43.66,2.093,876.2877,,,
02/01/2013 14:00,13935,NAN,416.7,359.2,24.94,23.29,43.01,1.609,876.2552,,,
02/01/2013 14:10,13936,3.179,367.4,325.5,22.65,23.33,41.85,1.732,876.0715,,,
02/01/2013 14:20,13937,3.17,349.2,316.1,21.76,23.55,41.17,1.479,875.6909,,,
02/01/2013 14:30,13938,5.131,370.8,318.2,22.81,24.03,39.57,0.911,875.6306,,,
02/01/2013 14:40,13939,1.782,259.3,241.4,17.06,24,40.82,0.966,875.5927,,,
02/01/2013 14:50,13940,2.139,236.3,217.3,15.47,24.05,39.36,0.266,875.3041,,,
02/01/2013 15:00,13941,1.169,212.1,201.4,14.05,23.89,40.66,1.576,875.2158,,,
02/01/2013 15:10,13942,0,166.7,159.2,11.39,23.31,39.5,1.131,875.084,,,
02/01/2013 15:20,13943,1.844,266.7,241.6,17,23.63,40.38,0.681,876,,,
02/01/2013 15:30,13944,4.084,311.8,278.1,19.27,23.73,40.04,1.244,876,,,
02/01/2013 15:40,13945,3.678,239.6,223.7,15.59,24.05,39.23,0.248,876,,,
02/01/2013 15:50,13946,3.048,203.3,190.9,13.17,24.25,38.61,0.204,876,,,
02/01/2013 16:00,13947,1.867,199.4,185.4,12.59,24.25,39.26,0.61,876,,,
02/01/2013 16:10,13948,2.143,246.4,228.1,14.79,23.93,38.61,0.505,876,,,
02/01/2013 16:20,13949,1.057,217.6,203.9,13.65,23.92,37.86,1.012,876,,,
02/01/2013 16:30,13950,0.32,176.5,166.5,11.74,23.99,39.67,0.878,876,,,
02/01/2013 16:40,13951,0,163.3,153.5,10.71,23.67,39.77,1.74,876,,,
02/01/2013 16:50,13952,0,159.4,150.4,10.36,23.5,40.86,2.228,876,,,
02/01/2013 17:00,13953,0,118.3,112.4,8.12,23.45,39.81,1.324,876,,,
02/01/2013 17:10,13954,0,104.4,98.7,7.12,23.46,39.54,0.98,875.1196,,,
02/01/2013 17:20,13955,0,100,95,6.697,23.6,39.23,0.736,875.0908,,,
02/01/2013 17:30,13956,0,89.7,86.2,5.961,23.42,40.26,1.173,876,,,
02/01/2013 17:40,13957,0,64.83,61.83,4.516,23.26,41.58,1.709,876,,,
02/01/2013 17:50,13958,0,57.77,54.22,4.217,23.13,41.76,1.437,875.0545,,,
02/01/2013 18:00,13959,0,67.53,64.47,4.627,23.12,42.03,1.618,875.3027,,,
02/01/2013 18:10,13960,0,49.45,47.27,3.511,23.03,42.57,1.755,875.2418,,,
02/01/2013 18:20,13961,0,33.7,32.24,2.394,23.04,42.1,1.233,875.2058,,,
02/01/2013 18:30,13962,0,19.27,18.29,1.465,22.94,43.02,1.575,875.235,,,
02/01/2013 18:40,13963,0,11.08,9.91,0.561,22.82,43.46,1.067,875.1779,,,
02/01/2013 18:50,13964,0,10.88,10.12,0.666,22.67,44.65,0.637,875.2582,,,
02/01/2013 19:00,13965,0,8.96,8.41,0.479,22.44,46.63,1.556,876,,,
02/01/2013 19:10,13966,0,3.795,3.523,0.247,22.06,47.86,2.011,876,,,
02/01/2013 19:20,13967,0,0.961,0.843,0.075,21.77,50.14,1.006,876,,,
02/01/2013 19:30,13968,0,0.103,0.003,0.019,21.66,50.04,1.301,875.1819,,,
02/01/2013 19:40,13969,0,0.006,0.029,0.015,21.72,49.33,1.57,875.3138,,,
02/01/2013 19:50,13970,0,0,0,0.009,21.74,50.08,1.632,875.2866,,,
02/01/2013 20:00,13971,0,0,0,0.005,21.64,49.94,0.701,875.5753,,,
02/01/2013 20:10,13972,0,0,0,0.007,21.56,50.69,0.685,875.4618,,,
02/01/2013 20:20,13973,0,0,0.01,0.005,21.4,50.59,1.76,875.2097,,,
02/01/2013 20:30,13974,0,0,0,0.004,21.32,50.62,1.086,875.4985,,,
02/01/2013 20:40,13975,0,0,0.059,0.007,21.25,53.01,0.1,875.426,,,
02/01/2013 20:50,13976,0,0,0,0.005,20.69,54,1.206,875.4182,,,
02/01/2013 21:00,13977,0,0,0,0.006,20.7,54.37,1.231,875.6299,,,
02/01/2013 21:10,13978,0,0,0,0.005,20.17,55.74,1.909,875.7704,,,
02/01/2013 21:20,13979,0,0,0.002,0.006,20.18,55.12,1.313,876.0889,,,
02/01/2013 21:30,13980,0.096,0,0.047,0.006,20.3,54.71,1.158,876.3098,,,
02/01/2013 21:40,13981,0.043,0,0.1,0.005,20.19,54.51,1.635,876.448,,,
02/01/2013 21:50,13982,0,0,0.15,0.004,19.9,54.64,1.469,876.3428,,,
02/01/2013 22:00,13983,0.072,0,0.037,0.003,19.82,56.42,1.551,876.4555,,,
02/01/2013 22:10,13984,0.1,0,0.142,0.005,19.77,56.79,1.09,876.2612,,,
02/01/2013 22:20,13985,0.416,0.127,0.011,0.006,20.2,54.64,1.449,876.7679,,,
02/01/2013 22:30,13986,0.863,0.008,0.002,0.004,20.48,53.79,2.433,876,,,
02/01/2013 22:40,13987,0.36,0,0,0.009,19.86,54.71,3.078,877.5119,,,
02/01/2013 22:50,13988,0.186,0,0,0.007,19.82,55.12,2.007,877.2339,,,
02/01/2013 23:00,13989,0,0,0.02,0.006,19.56,55.46,1.736,877.1761,,,
02/01/2013 23:10,13990,0,0,0.044,0.004,19.4,56.83,1.468,876.7752,,,
02/01/2013 23:20,13991,0.031,0,0.015,0.003,19.22,56.83,1.448,876.6536,,,
02/01/2013 23:30,13992,0.399,0,0.008,0.006,19.67,55.5,2.07,876.866,,,
02/01/2013 23:40,13993,0.153,0,0,0.007,19.34,58.39,2.788,877.0296,,,
02/01/2013 23:50,13994,0,0,0,0.002,19.01,58.46,2.065,876.8734,,,
03/01/2013 0:00,13995,0.309,0,0.044,0.005,19.19,56.59,2.156,876.6937,,,
03/01/2013 0:10,13996,0.121,0,0.01,0.006,19.07,59.25,2.238,876.6521,,,
03/01/2013 0:20,13997,0,0,0,0.007,18.68,60.1,0.976,876,,,
