TOA5,ESOLMET-CIE,CR1000,23644,CR1000.Std.16,CPU:ESTACION_CIE_17_AGO_2012.CR1,38968,General,,,,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg,,,
TS,RN,W/m2,W/m2,W/m2,W/m2,?C,%,m/s,mbar,,,
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg,,,
06/07/2013 17:10,40578,88.2,585.7,349.7,31,26.85,46.62,2.503,876,,,
06/07/2013 17:20,40579,11.06,337.3,286.2,19.92,27.18,46.45,1.163,876,,,
06/07/2013 17:30,40580,17.7,338.7,261.3,19.86,26.14,48.39,2.674,876,,,
06/07/2013 17:40,40581,3.217,298,256.4,18.84,25.88,51.35,2.996,876,,,
06/07/2013 17:50,40582,1.506,276.2,237.7,17.22,25.64,49.99,2.604,876,,,
06/07/2013 18:00,40583,1.719,228.2,197.3,14.02,25.75,49.79,2.086,876,,,
06/07/2013 18:10,40584,0.025,142.7,125.5,9.36,25.35,50.13,2.769,876,,,
06/07/2013 18:20,40585,0,118.7,106.5,7.883,25.37,49.82,2.067,876,,,
06/07/2013 18:30,40586,0.353,138.3,122.1,9.3,25.44,50.37,1.37,876,,,
06/07/2013 18:40,40587,1.28,139.6,122.2,9.1,25.42,52.07,1.835,876,,,
06/07/2013 18:50,40588,5.07,164.1,133.5,10.41,25.49,51.01,1.194,876,,,
06/07/2013 19:00,40589,9.14,156.9,123.4,9.54,25.59,53.06,1.427,876,,,
06/07/2013 19:10,40590,0.841,108.9,95.5,6.906,25.29,56.02,1.979,876,,,
06/07/2013 19:20,40591,0,69.6,60.78,3.886,24.96,56.84,2.264,876,,,
06/07/2013 19:30,40592,0,25.28,22.44,1.568,24.41,63.56,2.626,876,,,
06/07/2013 19:40,40593,0,12.94,11.6,0.945,23.93,65.46,2.415,876,,,
06/07/2013 19:50,40594,0,10.18,8.84,0.774,23.83,65.98,1.894,876,,,
06/07/2013 20:00,40595,0,6.831,5.979,0.529,23.8,65.88,1.691,876,,,
06/07/2013 20:10,40596,0,3.9,3.411,0.301,23.85,65.17,1.015,876,,,
06/07/2013 20:20,40597,0,1.552,1.324,0.185,23.89,66.22,1.219,876,,,
06/07/2013 20:30,40598,0,0.396,0.297,0.065,23.86,66.19,0.282,876,,,
06/07/2013 20:40,40599,0,0.011,0,0.019,23.87,65.07,1.025,876,,,
06/07/2013 20:50,40600,0.16,0.07,0.001,0.017,23.92,64.46,1.123,876,,,
06/07/2013 21:00,40601,0.015,0.047,0,0.01,24.06,64.69,0.615,876,,,
06/07/2013 21:10,40602,0.001,0,0,0.012,24.09,64.52,0,876,,,
06/07/2013 21:20,40603,0.017,0,0.029,0.008,23.97,67.18,0.514,876,,,
06/07/2013 21:30,40604,0,0,0,0.011,23.74,65.68,0.62,876,,,
06/07/2013 21:40,40605,0,0,0,0.011,23.68,66.23,0.418,876,,,
06/07/2013 21:50,40606,0,0,0,0.011,22.86,74.85,4.349,876,,,
06/07/2013 22:00,40607,0,0,0.003,0.001,20.13,86.8,6.969,876,,,
06/07/2013 22:10,40608,0,0.23,0.093,0,18.26,93.5,5.411,875.7106,,,
06/07/2013 22:20,40609,0.152,0.276,0.177,0.003,18.02,94.6,1.283,876.1301,,,
06/07/2013 22:30,40610,0.158,0.238,0.044,0.006,18.09,94.7,1.243,876.3271,,,
06/07/2013 22:40,40611,0.043,0.183,0.043,0.004,18.03,95.7,0.955,876.2033,,,
06/07/2013 22:50,40612,0.168,0.289,0.131,0.008,18,96.2,2.401,876.2764,,,
06/07/2013 23:00,40613,0,0.278,0.011,0.003,17.98,96.5,3.201,876.449,,,
06/07/2013 23:10,40614,0.254,0.299,0.219,0.007,18.03,97.5,2.903,876.5787,,,
06/07/2013 23:20,40615,0.231,0.306,0.2,0.011,18.04,98.5,3.108,876.6621,,,
06/07/2013 23:30,40616,0.005,0.279,0.011,0.008,18,97.4,3.373,876.8005,,,
06/07/2013 23:40,40617,0.104,0.275,0.11,0.003,17.99,97.9,2.532,876.9055,,,
06/07/2013 23:50,40618,0.401,0.263,0.323,0.004,18.31,98.5,0.227,876.8832,,,
07/07/2013 0:00,40619,0.401,0.222,0.266,0.004,18.57,97.5,0.062,876.9799,,,
07/07/2013 0:10,40620,0.395,0.14,0.105,0.004,18.57,97,0,876.8416,,,
07/07/2013 0:20,40621,0.342,0.198,0.112,0.008,18.56,97.3,0,876.9148,,,
07/07/2013 0:30,40622,0.401,0.25,0.233,0.006,18.81,96.9,0.002,876.898,,,
07/07/2013 0:40,40623,0.401,0.176,0.119,0.008,18.84,96.6,0,876.9235,,,
07/07/2013 0:50,40624,0.401,0.284,0.304,0.009,18.94,97.2,0,876.874,,,
07/07/2013 1:00,40625,0.401,0.151,0.07,0.007,19.08,97,0,876.8984,,,
07/07/2013 1:10,40626,0.401,0.15,0.027,0.006,19.01,96.9,0,876.9711,,,
07/07/2013 1:20,40627,0.309,0.077,0.059,0.004,18.97,96.7,0,876.6862,,,
07/07/2013 1:30,40628,0.401,0.15,0.203,0.003,19.09,97.1,0,876.8331,,,
07/07/2013 1:40,40629,0.401,0.104,0.1,0.002,19.29,96.9,0,876.7838,,,
07/07/2013 1:50,40630,0.401,0.017,0,0.004,19.23,97.5,0,876.6122,,,
07/07/2013 2:00,40631,0.341,0.017,0,0.005,19.18,96.9,0,876.6201,,,
07/07/2013 2:10,40632,0.401,0.131,0.145,0.006,19.25,97,0,876.6445,,,
07/07/2013 2:20,40633,0.401,0.238,0.291,0.009,19.21,97.7,0,876.4565,,,
07/07/2013 2:30,40634,0.114,0.038,0.007,0.006,19,96.5,0.173,876.3666,,,
07/07/2013 2:40,40635,0.129,0.01,0.002,0.003,19,96.7,0,876.2516,,,
07/07/2013 2:50,40636,0.401,0.016,0.059,0.004,18.99,96.1,0,876.2854,,,
07/07/2013 3:00,40637,0.401,0.061,0.149,0.005,18.98,95.6,0,876.1205,,,
07/07/2013 3:10,40638,0.383,0.026,0.05,0.006,18.89,94.5,0.23,875.9495,,,
07/07/2013 3:20,40639,0.368,0.001,0.009,0.004,18.63,93.1,0.033,875.9571,,,
07/07/2013 3:30,40640,0.568,0.001,0.022,0.004,18.64,91.8,0.058,875.8845,,,
07/07/2013 3:40,40641,1.072,0.002,0.124,0.006,18.7,92,0.003,875.8019,,,
07/07/2013 3:50,40642,0.838,0.093,0.304,0.009,18.71,92,0,875.7446,,,
07/07/2013 4:00,40643,0.843,0.033,0.133,0.005,18.67,92.2,0,875.4828,,,
07/07/2013 4:10,40644,0.978,0.057,0.189,0.004,18.78,92.1,0,875.4581,,,
07/07/2013 4:20,40645,1.075,0.103,0.181,0.002,18.85,92.3,0.002,875.4507,,,
07/07/2013 4:30,40646,0.587,0.002,0,0.004,18.73,92.9,0,875.3678,,,
07/07/2013 4:40,40647,1.133,0.001,0.02,0.004,18.71,92.4,0,875.3444,,,
07/07/2013 4:50,40648,1.204,0.002,0.042,0.003,18.68,92,0,875.3603,,,
07/07/2013 5:00,40649,0.909,0.005,0.091,0.004,18.75,91.8,0,875.1881,,,
07/07/2013 5:10,40650,0.507,0.002,0.206,0.006,18.75,92.1,0,875.1064,,,
07/07/2013 5:20,40651,0.936,0.009,0.253,0.005,18.73,92.4,0.035,875.2216,,,
07/07/2013 5:30,40652,0.534,0.007,0.036,0.004,18.73,93.4,0.021,875.0986,,,
07/07/2013 5:40,40653,0.401,0.003,0.072,0.004,18.7,93.7,0,876,,,
07/07/2013 5:50,40654,0.401,0.016,0.002,0.002,18.7,94.1,0,875.0584,,,
07/07/2013 6:00,40655,0.401,0.085,0.003,0.005,18.75,94.5,0.002,875.0001,,,
07/07/2013 6:10,40656,0.401,0.059,0.146,0.004,18.75,95.2,0,875.196,,,
07/07/2013 6:20,40657,0.401,0.081,0.192,0.004,18.83,95.4,0.002,875.1241,,,
07/07/2013 6:30,40658,0.401,0.045,0.186,0.003,18.87,96.2,0,875.1312,,,
07/07/2013 6:40,40659,0.401,0.056,0.071,0.003,18.73,97.2,0.09,875.0578,,,
07/07/2013 6:50,40660,0.401,0.258,0.191,0.017,18.61,98,0.002,875.1148,,,
07/07/2013 7:00,40661,0.346,0.346,0.289,0.033,18.47,99.7,0,875.2297,,,
07/07/2013 7:10,40662,0.395,1.423,1.237,0.147,18.44,100,0,875.3361,,,
07/07/2013 7:20,40663,0.401,5.345,4.76,0.394,18.42,100,0,875.4911,,,
07/07/2013 7:30,40664,0.401,10.18,8.84,0.715,18.5,100,0,875.5326,,,
07/07/2013 7:40,40665,0.777,24.2,21.37,1.534,18.53,100,0,875.5815,,,
07/07/2013 7:50,40666,1.511,40.9,36.09,2.546,18.6,100,0,875.827,,,
07/07/2013 8:00,40667,1.204,53.63,47.5,3.552,18.59,100,0,875.9824,,,
07/07/2013 8:10,40668,1.424,71.65,62.65,4.583,18.82,100,0,876.1213,,,
07/07/2013 8:20,40669,7.731,110,93.6,6.539,18.96,100,0,876.2684,,,
07/07/2013 8:30,40670,375.5,296.8,168.4,10.61,19.55,100,0,876.2437,,,
07/07/2013 8:40,40671,187.8,303.5,212.3,11.9,20.56,97.3,0,876.2118,,,
07/07/2013 8:50,40672,378.8,357.5,200.1,14.42,21.64,88.6,0,876.3094,,,
07/07/2013 9:00,40673,442.1,380.1,189.3,16.6,21.98,80.2,0,876.2888,,,
07/07/2013 9:10,40674,578.2,510.4,240.1,21.16,22,76.97,0.01,876.1042,,,
07/07/2013 9:20,40675,332.8,438.1,248.8,20.39,23.21,72.88,0.133,875.9966,,,
07/07/2013 9:30,40676,26.7,276.5,232.1,17.14,22.37,74.43,0,875.7589,,,
07/07/2013 9:40,40677,19.03,299.3,254.3,18.74,21.6,80.2,0.848,875.7494,,,
07/07/2013 9:50,40678,189.5,446,301.4,24.89,21.1,80.7,1.89,875.973,,,
07/07/2013 10:00,40679,267.1,507.8,318.5,28.19,21.51,79.1,1.424,876.2365,,,
07/07/2013 10:10,40680,28.71,328.8,271.4,22.12,21.42,80.2,1.73,876.2288,,,
07/07/2013 10:20,40681,153.6,504.2,353.6,29.59,21.3,77.43,2.25,876,,,
07/07/2013 10:30,40682,116.8,549.3,400.3,31.64,21.36,75.21,2.379,875.9766,,,
07/07/2013 10:40,40683,36.77,449,362.9,29.18,21.53,74.29,1.817,875.8206,,,
07/07/2013 10:50,40684,164.4,637.1,447.1,38.05,22.13,71.8,1.547,876.0474,,,
07/07/2013 11:00,40685,197,626.3,438.4,37.99,22.2,70.98,1.922,875.9512,,,
07/07/2013 11:10,40686,94.3,547.3,425.9,33.97,22.25,73.16,2.377,876.1259,,,
07/07/2013 11:20,40687,20.26,456.4,388.3,29.42,22.03,73.85,2.39,876.0107,,,
07/07/2013 11:30,40688,6.45,447.2,384.4,30.3,22.09,70.64,2.488,875.9355,,,
07/07/2013 11:40,40689,63.56,645.3,507.4,40.55,22.39,68.43,2.467,875.7885,,,
07/07/2013 11:50,40690,81.9,662.7,511.2,41.25,23.11,65.6,2.169,875.7478,,,
07/07/2013 12:00,40691,32.44,582.7,484.2,37.23,23.14,62.7,1.39,875.49,,,
07/07/2013 12:10,40692,64,672.4,535.5,42.08,23.27,61.51,1.729,875.7895,,,
07/07/2013 12:20,40693,83.2,730.6,563.3,45.28,23.59,64.58,1.835,875.4684,,,
07/07/2013 12:30,40694,168.3,823,589.6,49.24,23.66,61.92,2.013,875.1848,,,
07/07/2013 12:40,40695,302.6,871,548,50.57,23.84,61.75,2.014,875.2901,,,
07/07/2013 12:50,40696,496.4,983,545.8,56.28,24.11,61.75,1.815,876,,,
07/07/2013 13:00,40697,624,1097,554.1,59.31,24.63,59.23,1.647,876,,,
07/07/2013 13:10,40698,800,1201,525.2,61.74,24.73,59.74,2.139,876,,,
07/07/2013 13:20,40699,755.4,1084,432,58.88,24.65,61.13,1.968,876,,,
07/07/2013 13:30,40700,686.1,984,363.4,56.16,24.86,59.29,1.157,876,,,
07/07/2013 13:40,40701,206.1,469.2,254.4,34.76,25.17,60.42,0.946,876,,,
07/07/2013 13:50,40702,643.3,929,330.8,55.91,25.37,55.51,0.43,876,,,
07/07/2013 14:00,40703,834,1135,365.9,63.34,25.8,54.59,1.595,876,,,
07/07/2013 14:10,40704,852,1132,349.1,62.98,26.55,53.13,0.747,876,,,
07/07/2013 14:20,40705,646.4,1100,440.2,61.93,26.4,51.76,1.106,876,,,
07/07/2013 14:30,40706,243.4,846,509.9,49.22,27.44,50.2,0.49,876,,,
07/07/2013 14:40,40707,24.81,571,461.4,37.38,25.8,53.47,1.223,876,,,
07/07/2013 14:50,40708,205.7,688.1,411.2,43.83,26.11,54.35,1.383,876,,,
07/07/2013 15:00,40709,606.2,1007,357.2,57.66,26.25,49.58,1.41,876,,,
07/07/2013 15:10,40710,361.8,732.2,309.1,45.52,27.57,49.31,0.607,876,,,
07/07/2013 15:20,40711,450.9,780,253.6,47.36,26.28,53.54,2.127,876,,,
07/07/2013 15:30,40712,485,773.2,188.3,46.78,25.99,53.5,2.335,876,,,
07/07/2013 15:40,40713,592.5,892,166.7,51.44,26.22,50.23,1.92,876,,,
07/07/2013 15:50,40714,554.1,873,163.9,50.06,27,48.46,2.317,876,,,
07/07/2013 16:00,40715,517.9,871,169.3,49.58,26.62,47.2,2.827,876,,,
07/07/2013 16:10,40716,467.4,896,208.2,49.72,26.74,49.51,1.916,876,,,
07/07/2013 16:20,40717,387.3,910,277.8,48.84,26.87,49.96,1.926,876,,,
07/07/2013 16:30,40718,213.9,683.7,279.2,39.08,27.17,54.35,2.568,876,,,
07/07/2013 16:40,40719,164.8,612.9,266.7,36.31,26.6,52.31,2.484,876,,,
07/07/2013 16:50,40720,241.4,790.1,285.9,41.61,26.97,50.64,2.71,876,,,
07/07/2013 17:00,40721,98.5,575.1,319.1,33.34,26.65,50.2,2.754,876,,,
07/07/2013 17:10,40722,67.11,507.5,316.2,29.79,26.94,51.18,1.886,876,,,
07/07/2013 17:20,40723,126.9,669,305.1,33.37,26.8,49.75,2.083,876,,,
07/07/2013 17:30,40724,84.8,557.1,307.9,28.86,27.17,48.39,2.255,876,,,
07/07/2013 17:40,40725,53.24,465.7,281.8,24.32,26.61,48.42,2.543,876,,,
07/07/2013 17:50,40726,23.89,312.6,220.9,18.43,26.33,45.9,2.349,876,,,
07/07/2013 18:00,40727,28.16,293.4,187.9,16.8,26.74,46.65,1.574,876,,,
07/07/2013 18:10,40728,23.49,256.5,166.9,14.97,26.6,47.47,1.576,876,,,
07/07/2013 18:20,40729,20.44,239.4,151.5,13.39,26.35,46.41,1.517,876,,,
07/07/2013 18:30,40730,16.83,202.4,134.9,11.53,26.52,47.71,0.916,876,,,
07/07/2013 18:40,40731,14.38,178.1,121.6,10.19,26.24,50.98,1.515,876,,,
07/07/2013 18:50,40732,7.055,131.4,105.1,8.46,26.03,51.12,1.135,876,,,
07/07/2013 19:00,40733,4.245,106.2,89.9,7.091,26.14,50.43,0.451,876,,,
07/07/2013 19:10,40734,2.973,89,77.19,5.979,26.13,52.24,0.18,876,,,
07/07/2013 19:20,40735,0.914,75.54,65.24,4.994,25.82,52.51,0.739,876,,,
07/07/2013 19:30,40736,0,59.98,52.94,3.955,25.53,56.26,1.128,876,,,
07/07/2013 19:40,40737,0,45.99,40.86,3.039,25.13,56.16,1.139,876,,,
07/07/2013 19:50,40738,0,32.08,28.12,2.19,25.01,56.23,1.165,876,,,
07/07/2013 20:00,40739,0,18.62,16.4,1.406,24.9,56.88,1.262,876,,,
07/07/2013 20:10,40740,0,7.929,7.041,0.766,24.81,57.7,0.537,876,,,
07/07/2013 20:20,40741,0,2.491,2.05,0.325,24.43,62.71,0.928,876,,,
07/07/2013 20:30,40742,0,0.508,0.355,0.089,24.2,60.87,0.738,876,,,
07/07/2013 20:40,40743,0,0.068,0,0.019,24.2,63.23,0.676,876,,,
07/07/2013 20:50,40744,0,0.204,0,0.017,24.02,63.7,1.386,876,,,
07/07/2013 21:00,40745,0,0.005,0,0.013,23.74,67.56,1.415,876,,,
07/07/2013 21:10,40746,0,0,0,0.009,23.22,70.9,1.614,876,,,
07/07/2013 21:20,40747,0,0.006,0,0.009,23.09,70.93,1.134,876,,,
07/07/2013 21:30,40748,0,0.032,0,0.007,22.9,73.11,1.113,875.1288,,,
07/07/2013 21:40,40749,0,0.067,0.008,0.005,22.57,74.41,1.585,875.1404,,,
07/07/2013 21:50,40750,0,0.001,0,0.003,22.21,75.91,1.429,875.2966,,,
07/07/2013 22:00,40751,0,0.006,0,0.003,22.14,75.64,1.039,875.3383,,,
07/07/2013 22:10,40752,0,0.015,0,0.002,22.09,74.78,1.163,875.4338,,,
07/07/2013 22:20,40753,0.187,0.096,0.047,0.002,22.32,70.45,1.271,875.5429,,,
07/07/2013 22:30,40754,0.043,0.032,0,0.008,22.18,77.61,1.753,875.4916,,,
07/07/2013 22:40,40755,0,0.001,0,0.008,21.61,77.99,1.913,875.5616,,,
07/07/2013 22:50,40756,0,0.056,0.001,0.002,21.63,73.59,1.31,875.5936,,,
07/07/2013 23:00,40757,0.338,0.234,0.145,0.004,22.02,68.82,1.218,875.6649,,,
07/07/2013 23:10,40758,0.401,0.214,0.243,0.004,22.34,67.87,0.54,875.7739,,,
07/07/2013 23:20,40759,0.174,0.007,0.022,0.003,22.2,71.21,0.841,875.959,,,
07/07/2013 23:30,40760,0.005,0.007,0.008,0.005,21.85,67.43,0.821,875.926,,,
07/07/2013 23:40,40761,0.148,0.004,0,0.007,21.92,70.19,0.923,876.1783,,,
07/07/2013 23:50,40762,0,0.001,0,0.006,21.29,73.94,1.728,876.2726,,,
08/07/2013 0:00,40763,0.106,0.1,0.095,0.004,21.13,64.19,2.058,876.175,,,
08/07/2013 0:10,40764,0.241,0.113,0.101,0.005,21.61,69.85,1.675,876.4117,,,
08/07/2013 0:20,40765,0.128,0.028,0,0.003,21.26,72.64,1.919,876.4658,,,
08/07/2013 0:30,40766,0,0.031,0,0.004,20.78,72.4,2.088,876.4119,,,
08/07/2013 0:40,40767,0,0.099,0,0.004,20.95,73.12,0.891,876.584,,,
08/07/2013 0:50,40768,0.269,0.014,0.001,0.003,21.14,71.65,0.098,876.717,,,
08/07/2013 1:00,40769,0.233,0.002,0,0.002,21.29,72.3,0.002,876.6263,,,
08/07/2013 1:20,40770,0.02,0.002,0.001,0.002,20.77,78.85,1.116,876,,,
08/07/2013 1:30,40771,0.102,0.023,0.025,0.003,20.46,71.93,1.248,876.6207,,,
08/07/2013 1:40,40772,0.424,0.114,0.282,0.001,21.04,64.09,0.571,876.3983,,,
08/07/2013 1:50,40773,0.55,0.206,0.325,0.001,21.46,66.85,0.445,876.4574,,,
08/07/2013 2:00,40774,0.401,0.063,0.265,0.002,21.31,66.64,0.118,876.457,,,
08/07/2013 2:10,40775,0.308,0.011,0.215,0.006,21.12,66.27,0.074,876.3256,,,
08/07/2013 2:20,40776,0.137,0.03,0.107,0.003,21.05,67.84,0.263,876.4156,,,
08/07/2013 2:30,40777,0,0,0.007,0.006,20.96,70.43,0,876.2438,,,
08/07/2013 2:40,40778,0.013,0.001,0.028,0.003,20.5,69.88,1.102,876.2686,,,
08/07/2013 2:50,40779,0,0.003,0,0.007,20.31,75.17,1.654,876.1703,,,
08/07/2013 3:00,40780,0,0.018,0,0.008,19.79,73.9,1.599,876.1376,,,
08/07/2013 3:10,40781,0,0.009,0,0.002,19.72,76.26,1.918,876.2845,,,
08/07/2013 3:20,40782,0,0.055,0.069,0.003,19.12,75,2.268,876.179,,,
08/07/2013 3:30,40783,0.433,0.293,0.325,0.002,19.74,69.64,1.465,876.2028,,,
08/07/2013 3:40,40784,0.676,0.318,0.315,0.005,20.36,71.35,0.527,876.1375,,,
08/07/2013 3:50,40785,0.558,0.297,0.255,0.002,20.34,78.34,2.699,876.0889,,,
08/07/2013 4:00,40786,0.219,0.148,0.014,0.002,20.01,85.6,3.378,876.2773,,,
08/07/2013 4:10,40787,0,0.237,0.007,0.001,19.07,91.1,2.955,876.8171,,,
08/07/2013 4:20,40788,0.127,0.285,0.104,0.003,18.73,93.8,3.544,876.7923,,,
08/07/2013 4:30,40789,0.342,0.292,0.095,0.003,18.6,96.2,2.064,876.8492,,,
08/07/2013 4:40,40790,0.17,0.291,0.041,0.002,18.43,97.4,0.72,877.1449,,,
08/07/2013 4:50,40791,0.045,0.167,0.004,0.001,17.96,97.9,3.934,877.3237,,,
08/07/2013 5:00,40792,0,0.297,0.028,0,17.53,99.4,4.74,877.1197,,,
08/07/2013 5:10,40793,0.235,0.293,0.067,0.001,17.6,100,3.82,877.2252,,,
08/07/2013 5:20,40794,0.344,0.291,0.094,0,17.75,100,2.756,877.1772,,,
08/07/2013 5:30,40795,0.053,0.282,0.002,0,17.7,100,2.787,877.2012,,,
08/07/2013 5:40,40796,0,0.273,0.001,0.001,17.45,100,3.086,877.3558,,,
08/07/2013 5:50,40797,0.218,0.294,0.202,0.001,17.56,100,2.756,877.1365,,,
08/07/2013 6:00,40798,0.187,0.292,0.092,0.002,17.69,98.7,3.551,877.1845,,,
08/07/2013 6:10,40799,0,0.291,0,0,17.65,97.4,3.403,876.9966,,,
08/07/2013 6:20,40800,0,0.291,0.004,0.001,17.62,95.6,3.253,877.1771,,,
08/07/2013 6:30,40801,0,0.288,0.008,0.001,17.6,96.7,3.036,877.0786,,,
08/07/2013 6:40,40802,0,0.289,0.007,0.001,17.58,96.3,2.546,877.1766,,,
08/07/2013 6:50,40803,0.167,0.296,0.002,0.006,17.62,93.8,2.735,877.1436,,,
08/07/2013 7:00,40804,0.677,0.345,0.274,0.019,17.89,90.7,1.986,877.2428,,,
08/07/2013 7:10,40805,0.648,0.672,0.534,0.076,18.12,91.3,0.097,877.4711,,,
08/07/2013 7:20,40806,0.697,2.094,1.808,0.222,18.19,92,0.886,877.5535,,,
08/07/2013 7:30,40807,1.022,6.509,5.64,0.594,18.17,92.4,1.132,877.537,,,
08/07/2013 7:40,40808,1.041,17.06,14.88,1.185,18.17,93,1.4,877.7736,,,
08/07/2013 7:50,40809,1.204,34.01,29.59,2.009,18.25,93.5,1.585,877.8394,,,
08/07/2013 8:00,40810,1.204,47.65,41.78,2.662,18.24,93.7,1.671,877.8726,,,
08/07/2013 8:10,40811,1.204,64.62,57.03,3.489,18.27,92.4,1.293,877.8887,,,
08/07/2013 8:20,40812,1.662,70.62,63.58,3.428,18.34,92,0.362,878.0765,,,
08/07/2013 8:30,40813,1.932,82.5,73.32,4.925,18.47,90.6,0.706,878.0438,,,
08/07/2013 8:40,40814,1.861,92.5,82.1,5.73,18.58,91.1,0.779,878.0274,,,
08/07/2013 8:50,40815,1.791,113.7,100,7.103,18.72,92.8,0.35,878.1017,,,
08/07/2013 9:00,40816,1.563,133.6,117.5,8.2,18.66,94.7,0.767,878.2077,,,
08/07/2013 9:10,40817,2.006,154.1,136.2,9.34,18.99,94.4,0.199,878.2236,,,
08/07/2013 9:20,40818,2.872,166.7,146.3,10.31,19.02,94.1,0.079,878.101,,,
08/07/2013 9:30,40819,3.729,175.9,152.8,10.91,19.24,94.2,0.239,878.052,,,
08/07/2013 9:40,40820,6.009,216.8,187.7,13.15,19.3,92,0.205,878.1334,,,
08/07/2013 9:50,40821,3.763,235.3,206.3,14.52,19.62,89.6,0.192,878.2988,,,
08/07/2013 10:00,40822,6.296,295.6,256.8,17.98,20.25,85.6,0.003,878.3715,,,
08/07/2013 10:10,40823,10.42,336.7,290.8,20.55,20.87,82.4,0.043,878.5593,,,
08/07/2013 10:20,40824,15.67,339.7,292.8,21.47,21.18,75.1,0.122,878.3464,,,
08/07/2013 10:30,40825,9.61,331.3,288.3,21.01,21.12,76.7,0.33,878.3274,,,
08/07/2013 10:40,40826,10.19,362,310,23.3,21.34,73.08,0.176,878.2021,,,
08/07/2013 10:50,40827,18.91,399.5,332.6,25.21,21.57,73.62,0.115,878.2145,,,
08/07/2013 11:00,40828,12.1,367.7,317.2,24.06,21.66,71.92,0.253,877.991,,,
08/07/2013 11:10,40829,12.17,389.4,335.6,25.21,22.42,70.31,0.049,877.9679,,,
08/07/2013 11:20,40830,19.91,438,367.1,27.79,22.33,67.69,0.426,877.7105,,,
08/07/2013 11:30,40831,63.9,574.8,447,34.32,23.21,63.63,0.003,877.8558,,,
08/07/2013 11:40,40832,88.4,597.3,453.9,33.79,23.73,65.7,0.843,877.2562,,,
08/07/2013 11:50,40833,36.46,483.8,397.4,29.93,23.38,62.23,0.434,877.5493,,,
08/07/2013 12:00,40834,7.585,370.7,319.4,23.88,22.88,63.62,1.869,877.459,,,
08/07/2013 12:10,40835,2.885,352.4,309.7,22.83,22.61,68.09,1.624,877.703,,,
08/07/2013 12:20,40836,3.55,365.1,317.9,23.63,22.61,67.95,1.675,877.7097,,,
08/07/2013 12:30,40837,3.943,382.1,332.7,24.73,22.61,69.82,1.06,877.4649,,,
08/07/2013 12:40,40838,4.142,364.4,320.5,23.77,23.21,65.91,0.659,877.2463,,,
08/07/2013 12:50,40839,5.351,372.9,323.8,24.27,22.95,64.61,1.052,876.9934,,,
08/07/2013 13:00,40840,39.05,481.5,389.6,30.05,23.83,61.07,0.025,877.204,,,
08/07/2013 13:10,40841,38.96,528.2,434.8,32.89,24.93,58.85,0.304,877.1611,,,
08/07/2013 13:20,40842,58.59,567.6,454.1,34.81,25.62,56.16,0.064,876.8286,,,
08/07/2013 13:30,40843,79.03,603.3,466.6,36.41,26.14,55.1,0.284,876.7438,,,
08/07/2013 13:40,40844,57.83,587.9,463.9,35.7,25.29,58.51,0.606,876.7224,,,
08/07/2013 13:50,40845,33.09,559.1,459.6,34.39,25.82,55.51,0.778,876.9419,,,
08/07/2013 14:00,40846,76.07,617.5,470.5,37.28,25.41,57.18,1.012,876.8519,,,
08/07/2013 14:10,40847,224.8,787.1,493.7,45.27,25.11,60.18,1.398,876.7455,,,
08/07/2013 14:20,40848,155,704,473.3,41.17,25.23,60.21,2.053,876.6718,,,
08/07/2013 14:30,40849,66.77,575,438.7,35.4,24.81,56.7,2.018,876.5084,,,
08/07/2013 14:40,40850,11.93,485.5,413.9,31.34,25.12,55.78,1.919,876.3936,,,
08/07/2013 14:50,40851,76,559.1,418.4,35.22,24.56,55.99,2.343,876.1976,,,
08/07/2013 15:00,40852,190.9,688.8,422.3,41.16,24.98,52.68,2.516,876.0749,,,
08/07/2013 15:10,40853,144.7,627.6,409.7,38.64,24.76,55.31,2.201,875.8529,,,
08/07/2013 15:20,40854,216.9,724.6,416.1,42.93,25.11,52.14,2.083,875.4385,,,
08/07/2013 15:30,40855,233.5,732.3,402.8,42.51,25.84,51.73,1.588,875.2877,,,
08/07/2013 15:40,40856,150.9,626.5,386,37.5,25.39,54.49,1.882,875.3071,,,
08/07/2013 15:50,40857,167.3,643.5,375.5,37.69,25.98,52.31,1.314,875.2654,,,
08/07/2013 16:00,40858,138.6,590.3,353,34.54,26.13,54.29,0.815,876,,,
08/07/2013 16:10,40859,109.1,548.8,339.7,31.96,26.18,55,1.715,876,,,
08/07/2013 16:20,40860,78.69,471.7,305,28.22,25.77,53.84,1.743,876,,,
08/07/2013 16:30,40861,52.36,400.1,274.1,25.58,25.44,53.88,1.627,876,,,
08/07/2013 16:40,40862,96.7,535.8,311.8,30.47,25.9,50.71,1.613,876,,,
08/07/2013 16:50,40863,82.7,522,314.1,28.97,25.9,45.49,2.425,876,,,
08/07/2013 17:00,40864,74.13,554.2,342.2,29.18,25.96,43.31,2.456,876,,,
08/07/2013 17:10,40865,13.57,322.9,259.6,20.98,25.5,49.65,3.114,876,,,
08/07/2013 17:20,40866,11.75,284.6,224.1,18.39,25.29,51.12,2.831,876,,,
08/07/2013 17:30,40867,23.5,303.1,215.3,18.29,25.28,48.46,2.696,876,,,
